[[0, 4, 5, 7], [2, 4], [3, 5], [6, 7]]
[[5,11,14,19,25,92],[10, 34, 37, 17, 53]]
[[4,8,13,28,39,113],[10, 34, 40, 17, 53]]
[[2,8,14,24,27,110],[10, 34, 17, 52, 44]]
[[3,13,9,29,33,73],[10, 34, 17, 44, 53]]
[[3,7,9,23,48,91],[10, 34, 17, 44, 54]]
[[5,11,5,31,50,65],[10, 34, 49, 17, 53]]
[[5,11,11,15,55,59],[10, 34, 17, 50, 53]]
[[4,12,10,28,44,78],[10, 34, 17, 51, 53]]
[[4,12,7,28,44,69],[10, 34, 17, 52, 53]]
[[2,10,11,30,17,91],[10, 34, 17, 52, 54]]
[[3,11,9,35,38,53],[10, 34, 17, 53, 54]]
[[3,11,12,19,53,92],[10, 35, 37, 17, 54]]
[[4,10,10,22,14,82],[10, 35, 17, 39, 53]]
[[4,12,16,28,14,84],[10, 35, 40, 17, 53]]
[[5,11,11,23,20,101],[10, 35, 42, 17, 53]]
[[3,5,6,17,38,92],[10, 35, 42, 17, 54]]
[[3,9,24,21,18,66],[10, 35, 17, 43, 54]]
[[3,11,9,31,43,83],[10, 35, 17, 44, 53]]
[[3,9,9,21,33,45],[10, 35, 17, 44, 54]]
[[3,11,12,23,28,104],[10, 35, 17, 52, 51]]
[[4,12,7,24,29,93],[10, 35, 17, 51, 53]]
[[2,8,5,28,47,71],[10, 35, 17, 51, 54]]
[[5,11,14,15,55,56],[10, 37, 17, 38, 53]]
[[2,10,5,22,32,73],[10, 37, 17, 39, 54]]
[[4,12,10,28,29,72],[10, 40, 37, 17, 53]]
[[3,13,6,33,48,70],[10, 37, 17, 43, 54]]
[[2,14,5,22,32,71],[10, 37, 17, 52, 44]]
[[3,15,9,27,28,69],[10, 37, 17, 44, 53]]
[[3,9,3,29,33,57],[10, 37, 17, 44, 54]]
[[5,11,5,31,50,65],[10, 37, 49, 17, 53]]
[[3,9,15,33,28,81],[10, 37, 49, 17, 54]]
[[3,11,9,27,23,77],[10, 37, 17, 52, 51]]
[[4,10,10,26,59,58],[10, 37, 17, 51, 53]]
[[2,6,8,26,42,72],[10, 37, 17, 51, 54]]
[[4,10,10,34,39,76],[10, 37, 17, 52, 53]]
[[3,9,12,21,33,96],[10, 37, 17, 53, 54]]
[[2,10,2,26,32,52],[10, 17, 38, 39, 54]]
[[3,9,18,25,28,84],[10, 42, 17, 38, 54]]
[[3,13,12,21,33,76],[10, 17, 38, 44, 53]]
[[3,11,9,31,23,77],[10, 17, 38, 44, 54]]
[[3,9,9,17,58,93],[10, 49, 17, 38, 54]]
[[3,9,6,33,33,78],[10, 17, 38, 50, 54]]
[[4,12,13,24,44,69],[10, 17, 38, 51, 53]]
[[2,8,8,16,32,92],[10, 17, 38, 51, 54]]
[[3,9,18,21,33,66],[10, 17, 38, 53, 54]]
[[4,10,10,46,19,46],[10, 42, 17, 39, 53]]
[[2,10,8,18,32,76],[10, 42, 17, 39, 54]]
[[4,12,10,20,24,84],[10, 17, 43, 39, 53]]
[[4,10,19,26,24,67],[10, 17, 39, 44, 53]]
[[4,10,16,18,24,76],[10, 17, 39, 44, 54]]
[[2,6,2,38,32,42],[10, 49, 17, 39, 54]]
[[2,6,5,30,42,63],[10, 17, 50, 39, 54]]
[[2,6,11,22,22,87],[10, 17, 52, 39, 51]]
[[5,11,14,23,25,74],[10, 17, 39, 51, 53]]
[[3,9,9,29,43,69],[10, 17, 39, 51, 54]]
[[4,8,22,20,39,68],[10, 17, 39, 53, 54]]
[[4,12,7,28,44,81],[10, 40, 42, 17, 54]]
[[4,14,4,30,39,74],[10, 40, 17, 43, 53]]
[[4,10,16,22,34,94],[10, 40, 17, 43, 54]]
[[4,16,4,28,39,52],[10, 40, 17, 44, 53]]
[[4,12,10,28,29,72],[10, 40, 49, 17, 53]]
[[4,14,13,34,14,47],[10, 40, 17, 50, 53]]
[[2,8,5,24,32,101],[10, 40, 17, 52, 51]]
[[3,7,9,35,38,49],[10, 40, 17, 51, 53]]
[[3,9,3,41,33,63],[10, 40, 17, 51, 54]]
[[3,11,12,35,28,74],[10, 40, 17, 52, 53]]
[[4,8,16,16,24,116],[10, 40, 17, 53, 54]]
[[5,11,11,27,25,95],[10, 42, 17, 43, 53]]
[[3,11,12,19,33,80],[10, 42, 17, 44, 53]]
[[3,9,21,17,28,69],[10, 42, 49, 17, 54]]
[[5,11,5,23,40,83],[10, 42, 17, 50, 53]]
[[3,7,6,31,28,88],[10, 42, 17, 50, 54]]
[[2,10,2,26,42,88],[10, 42, 17, 52, 54]]
[[3,13,12,29,33,82],[10, 42, 17, 53, 54]]
[[3,15,15,23,23,69],[10, 17, 43, 44, 53]]
[[3,9,15,29,43,57],[10, 49, 17, 43, 54]]
[[3,11,9,23,38,65],[10, 17, 43, 50, 54]]
[[3,11,9,19,33,83],[10, 17, 43, 52, 51]]
[[4,6,16,30,39,72],[10, 17, 43, 51, 53]]
[[3,7,3,19,43,103],[10, 17, 43, 53, 54]]
[[2,10,11,22,52,97],[10, 49, 17, 52, 44]]
[[3,5,6,29,28,80],[10, 49, 17, 44, 53]]
[[3,9,3,13,18,81],[10, 49, 17, 44, 54]]
[[2,12,11,36,27,81],[10, 17, 50, 52, 44]]
[[3,11,9,23,43,77],[10, 17, 50, 44, 53]]
[[3,7,9,23,48,85],[10, 17, 50, 44, 54]]
[[4,12,19,24,19,63],[10, 17, 44, 51, 53]]
[[4,10,19,22,34,61],[10, 17, 44, 51, 54]]
[[2,12,2,28,47,66],[10, 17, 52, 44, 53]]
[[5,13,14,25,25,64],[10, 17, 44, 53, 54]]
[[5,9,5,29,65,57],[10, 49, 17, 50, 53]]
[[4,10,7,26,54,73],[10, 49, 17, 51, 53]]
[[2,4,2,20,27,76],[10, 49, 17, 51, 54]]
[[4,12,10,28,24,96],[10, 49, 17, 52, 53]]
[[2,8,5,24,52,77],[10, 49, 17, 52, 54]]
[[3,3,6,23,23,60],[10, 49, 17, 53, 54]]
[[3,9,9,29,18,93],[10, 17, 50, 52, 51]]
[[4,10,13,18,54,79],[10, 17, 50, 51, 53]]
[[4,12,19,24,24,57],[10, 17, 50, 52, 53]]
[[3,3,9,27,23,57],[10, 17, 50, 53, 54]]
[[3,9,12,33,28,102],[10, 17, 52, 51, 53]]
[[1,11,10,23,31,80],[10, 17, 52, 51, 54]]
[[4,6,19,14,29,87],[10, 17, 51, 53, 54]]
[[4,12,7,28,49,69],[10, 34, 35, 18, 53]]
[[4,14,10,30,24,80],[10, 34, 38, 18, 53]]
[[3,9,6,33,33,78],[10, 34, 18, 39, 53]]
[[3,13,9,25,43,91],[10, 34, 40, 18, 53]]
[[4,10,16,30,34,46],[10, 34, 42, 18, 53]]
[[4,10,7,22,64,79],[10, 34, 50, 18, 53]]
[[3,9,9,33,38,57],[10, 34, 18, 51, 53]]
[[2,6,11,30,42,75],[10, 34, 18, 53, 54]]
[[4,8,13,32,24,47],[10, 35, 37, 18, 53]]
[[3,9,18,25,28,84],[10, 35, 40, 18, 53]]
[[2,12,14,12,57,108],[10, 35, 18, 44, 53]]
[[4,8,13,28,29,89],[10, 35, 49, 18, 53]]
[[2,8,11,28,17,113],[10, 35, 18, 53, 54]]
[[4,10,7,22,64,79],[10, 37, 38, 18, 53]]
[[3,7,9,43,28,61],[10, 37, 18, 39, 53]]
[[4,10,10,18,74,70],[10, 37, 42, 18, 53]]
[[4,12,10,28,34,72],[10, 37, 43, 18, 53]]
[[2,10,5,34,37,61],[10, 37, 18, 44, 53]]
[[4,12,16,28,29,54],[10, 37, 50, 18, 53]]
[[3,5,9,25,23,83],[10, 37, 18, 51, 53]]
[[2,6,5,22,47,87],[10, 37, 18, 53, 54]]
[[3,15,3,23,38,69],[10, 38, 18, 39, 53]]
[[3,11,12,23,33,86],[10, 40, 38, 18, 53]]
[[4,14,13,18,39,65],[10, 42, 38, 18, 53]]
[[4,12,10,20,49,72],[10, 38, 43, 18, 53]]
[[2,12,17,28,42,57],[10, 38, 18, 44, 53]]
[[4,12,7,28,24,63],[10, 49, 38, 18, 53]]
[[3,7,3,27,28,67],[10, 38, 18, 51, 53]]
[[2,14,14,26,22,74],[10, 38, 18, 53, 54]]
[[2,4,8,32,62,52],[10, 40, 18, 39, 53]]
[[3,9,9,33,43,87],[10, 43, 18, 39, 53]]
[[3,11,15,23,33,71],[10, 49, 18, 39, 53]]
[[3,7,6,31,28,88],[10, 50, 18, 39, 53]]
[[3,9,15,25,23,75],[10, 40, 49, 18, 53]]
[[3,7,3,19,33,103],[10, 40, 50, 18, 53]]
[[3,9,15,25,23,75],[10, 40, 18, 53, 54]]
[[4,10,10,22,34,106],[10, 42, 49, 18, 53]]
[[3,7,15,27,38,85],[10, 42, 18, 51, 53]]
[[2,2,8,30,72,38],[10, 42, 18, 53, 54]]
[[2,12,8,12,27,84],[10, 43, 18, 44, 53]]
[[4,10,13,18,34,103],[10, 43, 50, 18, 53]]
[[2,10,8,22,22,70],[10, 43, 18, 53, 54]]
[[3,13,9,37,38,55],[10, 50, 52, 18, 44]]
[[2,12,17,28,37,69],[10, 50, 18, 44, 53]]
[[3,11,12,31,33,56],[10, 18, 44, 51, 53]]
[[3,7,3,19,38,61],[10, 49, 18, 51, 53]]
[[2,10,5,30,32,55],[10, 49, 18, 53, 54]]
[[3,11,6,31,18,56],[10, 50, 18, 51, 53]]
[[5,11,17,19,35,59],[10, 50, 52, 18, 53]]
[[3,11,6,31,28,62],[10, 50, 52, 18, 54]]
[[2,10,11,30,22,79],[10, 50, 18, 53, 54]]
[[2,8,8,28,32,80],[10, 34, 35, 40, 53]]
[[3,7,15,35,38,73],[10, 34, 35, 42, 53]]
[[3,5,6,37,18,38],[10, 34, 35, 44, 53]]
[[4,12,16,20,34,78],[10, 34, 35, 51, 53]]
[[3,11,6,31,23,74],[10, 34, 37, 38, 53]]
[[2,8,8,24,22,116],[10, 34, 40, 37, 53]]
[[3,11,9,23,38,65],[10, 34, 37, 42, 53]]
[[3,13,15,17,43,67],[10, 34, 37, 44, 53]]
[[3,13,12,25,43,70],[10, 34, 37, 49, 53]]
[[3,11,18,31,18,74],[10, 34, 37, 50, 53]]
[[2,14,14,22,32,86],[10, 34, 40, 38, 53]]
[[3,7,9,23,43,127],[10, 34, 49, 38, 53]]
[[4,14,13,18,39,65],[10, 34, 38, 51, 53]]
[[3,7,9,23,43,127],[10, 34, 38, 53, 54]]
[[4,8,10,28,19,68],[10, 34, 42, 39, 53]]
[[4,8,13,20,54,53],[10, 34, 43, 39, 53]]
[[2,6,11,30,42,75],[10, 34, 39, 44, 53]]
[[3,13,9,25,23,79],[10, 34, 39, 51, 53]]
[[2,2,5,30,37,53],[10, 34, 40, 42, 53]]
[[2,8,8,36,32,92],[10, 34, 40, 49, 53]]
[[2,8,8,16,32,92],[10, 34, 40, 50, 53]]
[[4,14,10,34,24,56],[10, 34, 40, 53, 54]]
[[3,7,3,23,38,121],[10, 34, 42, 43, 53]]
[[3,7,12,35,38,58],[10, 34, 42, 44, 53]]
[[3,9,15,37,23,75],[10, 34, 42, 49, 53]]
[[3,9,6,29,13,66],[10, 34, 42, 50, 53]]
[[4,10,19,22,19,109],[10, 34, 42, 51, 53]]
[[3,7,3,31,33,109],[10, 34, 42, 53, 54]]
[[3,9,9,33,43,87],[10, 34, 43, 44, 53]]
[[2,8,5,32,37,71],[10, 34, 50, 52, 44]]
[[2,8,5,20,52,89],[10, 34, 44, 51, 53]]
[[3,9,9,33,38,57],[10, 34, 44, 53, 54]]
[[3,9,15,25,23,81],[10, 34, 49, 50, 53]]
[[3,11,12,31,33,56],[10, 34, 49, 53, 54]]
[[3,7,6,15,53,100],[10, 34, 50, 52, 51]]
[[4,12,7,28,44,81],[10, 34, 50, 51, 53]]
[[4,6,7,34,24,87],[10, 34, 50, 52, 53]]
[[3,9,9,33,23,93],[10, 34, 50, 53, 54]]
[[2,8,2,32,22,32],[10, 34, 51, 53, 54]]
[[4,10,19,22,34,61],[10, 35, 37, 39, 53]]
[[2,8,14,24,22,92],[10, 35, 40, 37, 53]]
[[3,9,9,33,33,51],[10, 35, 37, 42, 53]]
[[3,9,12,33,38,78],[10, 35, 37, 43, 53]]
[[3,11,18,27,23,80],[10, 35, 37, 44, 53]]
[[4,10,16,30,34,46],[10, 35, 37, 51, 53]]
[[3,11,12,27,28,62],[10, 35, 37, 53, 54]]
[[4,10,4,26,49,88],[10, 35, 38, 39, 53]]
[[2,8,5,24,32,65],[10, 35, 40, 38, 53]]
[[3,13,6,25,18,76],[10, 35, 42, 38, 53]]
[[3,13,9,33,33,55],[10, 35, 38, 43, 53]]
[[3,9,12,25,53,78],[10, 35, 38, 44, 53]]
[[4,12,7,28,24,63],[10, 35, 38, 51, 53]]
[[2,14,14,22,32,86],[10, 35, 39, 44, 53]]
[[4,10,16,22,34,94],[10, 35, 49, 39, 53]]
[[3,7,6,19,43,112],[10, 35, 39, 51, 53]]
[[2,6,2,38,32,42],[10, 35, 39, 53, 54]]
[[2,16,14,24,32,76],[10, 35, 40, 42, 53]]
[[4,14,10,34,24,56],[10, 35, 40, 44, 53]]
[[2,14,11,22,27,77],[10, 35, 40, 50, 53]]
[[3,5,9,37,33,35],[10, 35, 40, 51, 53]]
[[3,9,12,25,53,78],[10, 35, 42, 43, 53]]
[[3,11,12,43,28,44],[10, 35, 42, 44, 53]]
[[3,9,15,37,38,63],[10, 35, 42, 50, 53]]
[[3,11,3,39,33,47],[10, 35, 43, 44, 53]]
[[3,13,12,25,43,70],[10, 35, 43, 50, 53]]
[[4,10,4,26,49,88],[10, 35, 43, 51, 53]]
[[3,7,9,43,28,61],[10, 35, 49, 44, 53]]
[[2,14,11,22,22,77],[10, 35, 50, 52, 44]]
[[2,6,2,14,37,60],[10, 35, 44, 51, 53]]
[[3,9,6,13,18,78],[10, 35, 44, 53, 54]]
[[4,8,13,32,24,47],[10, 35, 49, 51, 53]]
[[3,7,6,39,33,64],[10, 35, 49, 53, 54]]
[[3,7,12,31,28,76],[10, 35, 50, 52, 51]]
[[3,9,9,21,53,99],[10, 35, 50, 53, 54]]
[[2,14,2,22,52,80],[10, 35, 51, 53, 54]]
[[2,2,5,18,37,59],[10, 40, 37, 38, 53]]
[[3,11,6,43,28,38],[10, 37, 42, 38, 53]]
[[3,11,12,35,33,62],[10, 37, 38, 44, 53]]
[[3,7,15,31,53,61],[10, 37, 49, 38, 53]]
[[4,8,10,24,49,56],[10, 37, 38, 51, 53]]
[[3,13,6,29,48,76],[10, 37, 38, 53, 54]]
[[3,9,24,21,18,66],[10, 40, 37, 39, 53]]
[[4,8,13,32,19,71],[10, 37, 42, 39, 53]]
[[2,10,8,18,32,76],[10, 37, 39, 53, 54]]
[[2,6,5,30,42,63],[10, 40, 37, 42, 53]]
[[4,8,16,20,19,104],[10, 40, 37, 44, 53]]
[[2,10,8,22,22,70],[10, 40, 37, 49, 53]]
[[2,10,8,34,37,52],[10, 40, 37, 50, 53]]
[[3,11,12,35,33,62],[10, 37, 42, 43, 53]]
[[3,9,6,33,33,78],[10, 37, 42, 44, 53]]
[[3,13,12,29,18,76],[10, 37, 42, 50, 53]]
[[4,12,7,28,49,69],[10, 37, 42, 51, 53]]
[[3,13,9,25,23,79],[10, 37, 42, 53, 54]]
[[3,11,9,27,28,77],[10, 37, 43, 53, 54]]
[[2,16,11,24,37,73],[10, 37, 50, 52, 44]]
[[3,15,6,31,33,42],[10, 37, 50, 44, 53]]
[[3,11,3,31,38,89],[10, 37, 44, 53, 54]]
[[3,7,9,19,53,91],[10, 37, 49, 50, 53]]
[[4,10,7,22,44,91],[10, 37, 49, 51, 53]]
[[3,11,9,27,38,65],[10, 37, 50, 52, 51]]
[[2,6,11,30,42,75],[10, 37, 51, 53, 54]]
[[4,10,10,22,34,106],[10, 38, 43, 39, 53]]
[[2,8,14,32,17,80],[10, 38, 39, 44, 53]]
[[3,7,15,23,28,115],[10, 38, 39, 51, 53]]
[[2,6,5,30,37,39],[10, 38, 39, 53, 54]]
[[2,10,5,30,32,55],[10, 40, 42, 38, 53]]
[[2,12,8,32,42,72],[10, 40, 38, 43, 53]]
[[4,10,16,22,34,94],[10, 40, 38, 44, 53]]
[[2,2,8,30,72,38],[10, 40, 49, 38, 53]]
[[3,11,12,31,33,80],[10, 40, 38, 51, 53]]
[[4,10,10,22,34,106],[10, 40, 38, 53, 54]]
[[3,11,15,23,33,71],[10, 42, 38, 43, 53]]
[[3,9,9,33,43,87],[10, 42, 49, 38, 53]]
[[3,9,3,29,33,57],[10, 42, 38, 50, 53]]
[[3,9,9,33,43,87],[10, 42, 38, 53, 54]]
[[3,7,6,35,23,40],[10, 38, 43, 44, 53]]
[[4,12,16,24,19,90],[10, 38, 43, 51, 53]]
[[3,13,12,33,18,70],[10, 38, 50, 44, 53]]
[[2,14,8,26,42,68],[10, 38, 44, 51, 53]]
[[4,8,13,20,54,53],[10, 49, 38, 51, 53]]
[[3,11,3,39,33,47],[10, 49, 38, 53, 54]]
[[3,7,12,15,33,52],[10, 38, 50, 52, 51]]
[[4,10,13,14,44,37],[10, 38, 50, 51, 53]]
[[2,4,11,40,72,61],[10, 38, 50, 52, 54]]
[[2,12,5,36,42,45],[10, 38, 51, 53, 54]]
[[3,11,9,23,38,77],[10, 40, 42, 39, 53]]
[[3,7,15,27,38,85],[10, 40, 43, 39, 53]]
[[3,13,9,25,43,91],[10, 40, 39, 44, 53]]
[[3,7,18,31,38,64],[10, 40, 50, 39, 53]]
[[4,12,7,28,24,63],[10, 42, 43, 39, 53]]
[[2,8,5,28,27,41],[10, 42, 39, 44, 53]]
[[4,12,10,20,49,72],[10, 42, 49, 39, 53]]
[[4,12,13,32,29,57],[10, 42, 50, 39, 53]]
[[2,14,8,26,42,68],[10, 43, 39, 44, 53]]
[[4,14,13,18,39,65],[10, 49, 43, 39, 53]]
[[4,10,13,18,64,55],[10, 43, 50, 39, 53]]
[[3,9,9,17,58,93],[10, 43, 39, 51, 53]]
[[2,12,5,36,42,45],[10, 43, 39, 53, 54]]
[[2,10,5,30,32,55],[10, 49, 39, 44, 53]]
[[3,13,9,25,28,85],[10, 50, 52, 39, 44]]
[[2,6,8,38,37,66],[10, 50, 39, 44, 53]]
[[3,11,9,31,38,89],[10, 49, 39, 51, 53]]
[[4,10,13,34,24,85],[10, 50, 52, 39, 51]]
[[3,9,12,29,38,60],[10, 50, 39, 51, 53]]
[[3,11,9,27,38,65],[10, 50, 52, 39, 54]]
[[2,4,5,36,37,43],[10, 50, 39, 53, 54]]
[[3,11,9,23,38,65],[10, 39, 51, 53, 54]]
[[2,12,14,12,57,108],[10, 40, 42, 43, 53]]
[[2,12,14,28,32,78],[10, 40, 42, 49, 53]]
[[2,14,5,22,47,95],[10, 40, 42, 50, 53]]
[[3,11,6,31,23,74],[10, 40, 42, 51, 53]]
[[4,10,7,34,39,91],[10, 40, 42, 53, 54]]
[[4,10,7,22,44,91],[10, 40, 43, 44, 53]]
[[2,12,11,28,27,87],[10, 40, 43, 50, 53]]
[[3,9,9,13,78,81],[10, 40, 50, 52, 44]]
[[4,16,10,24,24,64],[10, 40, 50, 44, 53]]
[[2,8,8,28,32,80],[10, 40, 44, 53, 54]]
[[2,8,8,24,42,56],[10, 40, 49, 50, 53]]
[[4,12,10,28,34,72],[10, 40, 49, 53, 54]]
[[2,8,8,20,22,92],[10, 40, 50, 52, 51]]
[[3,5,3,33,18,41],[10, 40, 50, 51, 53]]
[[4,8,10,32,14,68],[10, 40, 50, 53, 54]]
[[3,11,3,27,18,53],[10, 40, 51, 53, 54]]
[[3,13,6,25,18,76],[10, 42, 43, 44, 53]]
[[3,15,3,23,38,69],[10, 42, 49, 43, 53]]
[[3,13,6,33,28,40],[10, 42, 43, 50, 53]]
[[3,7,3,23,38,121],[10, 42, 43, 53, 54]]
[[3,9,9,25,18,93],[10, 42, 49, 44, 53]]
[[3,11,18,27,28,62],[10, 42, 50, 44, 53]]
[[2,4,8,16,17,118],[10, 42, 44, 51, 53]]
[[4,10,10,18,74,70],[10, 42, 49, 51, 53]]
[[3,5,9,25,28,95],[10, 42, 49, 53, 54]]
[[4,10,7,26,39,73],[10, 42, 50, 51, 53]]
[[4,10,10,26,39,82],[10, 42, 50, 52, 53]]
[[2,8,11,20,32,95],[10, 42, 51, 53, 54]]
[[2,8,11,36,22,89],[10, 43, 50, 52, 44]]
[[3,15,6,27,33,72],[10, 43, 50, 44, 53]]
[[2,10,8,22,22,70],[10, 43, 44, 51, 53]]
[[3,9,9,33,43,87],[10, 43, 44, 53, 54]]
[[4,8,16,20,19,104],[10, 49, 43, 51, 53]]
[[3,7,15,23,48,61],[10, 43, 50, 52, 51]]
[[4,8,13,20,44,107],[10, 43, 50, 51, 53]]
[[2,8,11,36,22,89],[10, 43, 50, 52, 54]]
[[3,7,6,15,18,88],[10, 43, 50, 53, 54]]
[[2,12,8,12,27,84],[10, 43, 51, 53, 54]]
[[2,6,2,30,27,84],[10, 49, 50, 52, 44]]
[[3,7,3,19,38,61],[10, 49, 44, 53, 54]]
[[4,14,7,34,34,59],[10, 50, 52, 44, 53]]
[[4,12,16,24,29,66],[10, 50, 52, 44, 54]]
[[3,11,9,27,38,65],[10, 49, 50, 52, 51]]
[[4,10,13,18,49,85],[10, 49, 50, 51, 53]]
[[4,14,7,34,34,59],[10, 49, 50, 52, 53]]
[[3,5,9,25,33,125],[10, 49, 50, 53, 54]]
[[2,12,5,20,32,69],[10, 49, 51, 53, 54]]
[[5,9,8,29,60,66],[10, 50, 52, 51, 53]]
[[2,6,5,34,37,93],[10, 50, 51, 53, 54]]
[[2,10,5,26,22,43],[10, 50, 52, 53, 54]]
[[5,13,8,29,20,88],[13, 14, 16, 17, 53]]
[[2,8,2,32,27,26],[13, 14, 16, 52, 44]]
[[4,16,10,24,19,76],[13, 14, 16, 52, 53]]
[[4,10,10,42,19,52],[13, 34, 14, 17, 53]]
[[2,10,8,34,37,52],[13, 34, 14, 17, 54]]
[[4,14,13,22,14,95],[13, 14, 35, 17, 53]]
[[2,14,5,22,47,95],[13, 14, 35, 17, 54]]
[[4,8,7,40,14,65],[13, 14, 37, 17, 53]]
[[2,8,8,24,42,56],[13, 14, 37, 17, 54]]
[[2,10,8,34,42,64],[13, 14, 17, 38, 54]]
[[5,15,8,27,35,54],[13, 14, 17, 39, 53]]
[[3,5,9,25,28,95],[13, 14, 17, 39, 54]]
[[3,9,9,29,28,57],[13, 14, 40, 17, 53]]
[[3,11,18,31,18,74],[13, 14, 40, 17, 54]]
[[4,12,13,28,29,69],[13, 14, 42, 17, 53]]
[[2,10,2,14,62,124],[13, 14, 42, 17, 54]]
[[4,12,13,20,29,93],[13, 14, 17, 43, 53]]
[[2,14,14,26,22,74],[13, 14, 17, 43, 54]]
[[3,13,15,25,23,85],[13, 14, 17, 52, 44]]
[[4,10,13,18,54,61],[13, 14, 17, 44, 53]]
[[4,12,13,24,29,75],[13, 14, 17, 44, 54]]
[[4,16,10,20,34,70],[13, 14, 49, 17, 53]]
[[2,6,5,34,32,81],[13, 14, 49, 17, 54]]
[[4,14,10,34,24,44],[13, 14, 17, 50, 53]]
[[2,12,5,20,27,69],[13, 14, 17, 50, 54]]
[[5,13,8,33,20,58],[13, 14, 17, 51, 53]]
[[3,9,9,21,38,93],[13, 14, 17, 51, 54]]
[[5,13,11,33,20,67],[13, 14, 17, 52, 53]]
[[3,11,9,39,28,65],[13, 14, 17, 52, 54]]
[[4,12,10,36,29,54],[13, 14, 17, 53, 54]]
[[2,14,5,34,42,23],[13, 14, 52, 18, 44]]
[[3,7,9,23,38,121],[13, 14, 52, 18, 51]]
[[4,16,10,24,24,70],[13, 14, 52, 18, 53]]
[[3,7,12,35,38,40],[13, 34, 14, 52, 44]]
[[3,11,6,23,48,98],[13, 14, 35, 52, 44]]
[[4,12,10,28,29,96],[13, 14, 35, 52, 51]]
[[5,13,11,29,20,67],[13, 14, 35, 52, 53]]
[[3,7,6,15,53,100],[13, 14, 38, 52, 44]]
[[5,11,11,27,40,71],[13, 14, 38, 52, 53]]
[[3,13,9,33,23,61],[13, 14, 38, 52, 54]]
[[2,6,8,14,42,42],[13, 14, 52, 39, 44]]
[[3,7,15,35,28,85],[13, 14, 52, 39, 51]]
[[4,16,10,24,14,82],[13, 14, 40, 52, 44]]
[[3,7,9,23,43,91],[13, 14, 40, 52, 51]]
[[4,14,13,26,34,53],[13, 14, 40, 52, 53]]
[[3,11,15,27,38,59],[13, 14, 42, 52, 44]]
[[4,8,7,28,19,77],[13, 14, 42, 52, 51]]
[[5,11,14,23,20,98],[13, 14, 42, 52, 53]]
[[3,7,3,43,13,31],[13, 14, 43, 52, 54]]
[[3,9,12,33,43,48],[13, 14, 49, 52, 44]]
[[3,5,9,25,48,71],[13, 14, 52, 44, 54]]
[[5,13,11,29,35,43],[13, 14, 49, 52, 53]]
[[4,16,10,24,24,64],[13, 14, 52, 51, 53]]
[[1,11,4,31,36,50],[13, 14, 52, 53, 54]]
[[3,9,15,29,43,57],[13, 16, 17, 18, 54]]
[[4,12,10,24,44,72],[13, 34, 16, 17, 53]]
[[2,12,11,28,27,87],[13, 34, 16, 17, 54]]
[[2,8,8,16,32,92],[13, 35, 16, 17, 54]]
[[4,12,10,32,24,84],[13, 16, 37, 17, 53]]
[[4,16,7,32,34,37],[13, 16, 17, 38, 53]]
[[3,9,18,25,28,84],[13, 16, 17, 39, 54]]
[[3,9,6,41,38,78],[13, 40, 16, 17, 53]]
[[4,12,4,32,24,60],[13, 16, 42, 17, 53]]
[[2,10,11,30,27,73],[13, 16, 42, 17, 54]]
[[2,8,5,28,27,41],[13, 16, 17, 43, 54]]
[[4,8,19,20,44,71],[13, 16, 49, 17, 53]]
[[2,10,20,30,42,58],[13, 16, 49, 17, 54]]
