[[0, 1, 4, 7], [2, 4], [3, 5], [6, 7]]
[13, 34, 35, 40, 16, 49, 17, 50, 44, 51, 54]
[13, 34, 35, 40, 16, 49, 17, 50, 52, 44, 53]
[13, 34, 35, 40, 16, 49, 17, 50, 52, 44, 54]
[13, 34, 35, 40, 16, 49, 17, 50, 44, 53, 54]
[13, 34, 35, 40, 16, 49, 17, 52, 44, 51, 53]
[13, 34, 35, 40, 16, 49, 17, 52, 44, 51, 54]
[13, 34, 35, 40, 16, 49, 17, 44, 51, 53, 54]
[13, 34, 35, 40, 16, 49, 17, 52, 44, 53, 54]
[13, 34, 35, 40, 16, 17, 50, 52, 44, 51, 53]
[13, 34, 35, 40, 16, 17, 50, 52, 44, 51, 54]
[13, 34, 35, 40, 16, 17, 50, 44, 51, 53, 54]
[13, 34, 35, 40, 16, 17, 50, 52, 44, 53, 54]
[13, 34, 35, 40, 16, 17, 52, 44, 51, 53, 54]
[13, 34, 35, 40, 16, 49, 17, 50, 52, 51, 53]
[13, 34, 35, 40, 16, 49, 17, 50, 52, 51, 54]
[13, 34, 35, 40, 16, 49, 17, 50, 51, 53, 54]
[13, 34, 35, 40, 16, 49, 17, 50, 52, 53, 54]
[13, 34, 35, 40, 16, 49, 17, 52, 51, 53, 54]
[13, 34, 35, 40, 16, 17, 50, 52, 51, 53, 54]
[13, 34, 35, 16, 42, 49, 17, 43, 50, 44, 51]
[13, 34, 35, 16, 42, 49, 17, 43, 50, 52, 44]
[13, 34, 35, 16, 42, 49, 17, 43, 50, 44, 53]
[13, 34, 35, 16, 42, 49, 17, 43, 50, 44, 54]
[13, 34, 35, 16, 42, 49, 17, 43, 52, 44, 51]
[13, 34, 35, 16, 42, 49, 17, 43, 44, 51, 53]
[13, 34, 35, 16, 42, 49, 17, 43, 44, 51, 54]
[13, 34, 35, 16, 42, 49, 17, 43, 52, 44, 53]
[13, 34, 35, 16, 42, 49, 17, 43, 52, 44, 54]
[13, 34, 35, 16, 42, 49, 17, 43, 44, 53, 54]
[13, 34, 35, 16, 42, 17, 43, 50, 52, 44, 51]
[13, 34, 35, 16, 42, 17, 43, 50, 44, 51, 53]
[13, 34, 35, 16, 42, 17, 43, 50, 44, 51, 54]
[13, 34, 35, 16, 42, 17, 43, 50, 52, 44, 53]
[13, 34, 35, 16, 42, 17, 43, 50, 52, 44, 54]
[13, 34, 35, 16, 42, 17, 43, 50, 44, 53, 54]
[13, 34, 35, 16, 42, 17, 43, 52, 44, 51, 53]
[13, 34, 35, 16, 42, 17, 43, 52, 44, 51, 54]
[13, 34, 35, 16, 42, 17, 43, 44, 51, 53, 54]
[13, 34, 35, 16, 42, 17, 43, 52, 44, 53, 54]
[13, 34, 35, 16, 42, 49, 17, 43, 50, 52, 51]
[13, 34, 35, 16, 42, 49, 17, 43, 50, 51, 53]
[13, 34, 35, 16, 42, 49, 17, 43, 50, 51, 54]
[13, 34, 35, 16, 42, 49, 17, 43, 50, 52, 53]
[13, 34, 35, 16, 42, 49, 17, 43, 50, 52, 54]
[13, 34, 35, 16, 42, 49, 17, 43, 50, 53, 54]
[13, 34, 35, 16, 42, 49, 17, 43, 52, 51, 53]
[13, 34, 35, 16, 42, 49, 17, 43, 52, 51, 54]
[13, 34, 35, 16, 42, 49, 17, 43, 51, 53, 54]
[13, 34, 35, 16, 42, 49, 17, 43, 52, 53, 54]
[13, 34, 35, 16, 42, 17, 43, 50, 52, 51, 53]
[13, 34, 35, 16, 42, 17, 43, 50, 52, 51, 54]
[13, 34, 35, 16, 42, 17, 43, 50, 51, 53, 54]
[13, 34, 35, 16, 42, 17, 43, 50, 52, 53, 54]
[13, 34, 35, 16, 42, 17, 43, 52, 51, 53, 54]
[13, 34, 35, 16, 42, 49, 17, 50, 52, 44, 51]
[13, 34, 35, 16, 42, 49, 17, 50, 44, 51, 53]
[13, 34, 35, 16, 42, 49, 17, 50, 44, 51, 54]
[13, 34, 35, 16, 42, 49, 17, 50, 52, 44, 53]
[13, 34, 35, 16, 42, 49, 17, 50, 52, 44, 54]
[13, 34, 35, 16, 42, 49, 17, 50, 44, 53, 54]
[13, 34, 35, 16, 42, 49, 17, 52, 44, 51, 53]
[13, 34, 35, 16, 42, 49, 17, 52, 44, 51, 54]
[13, 34, 35, 16, 42, 49, 17, 44, 51, 53, 54]
