[[2, 8], [3, 8], [4, 8], [5, 8]]
[6, 7, 8, 17, 47, 50, 52, 18]
[6, 7, 8, 17, 47, 50, 18, 53]
[6, 7, 8, 17, 47, 50, 18, 54]
[6, 7, 8, 17, 47, 52, 18, 51]
[6, 7, 8, 17, 47, 18, 51, 53]
[6, 7, 8, 17, 47, 18, 51, 54]
[6, 7, 8, 17, 47, 52, 18, 53]
[6, 7, 8, 17, 47, 52, 18, 54]
[6, 7, 8, 17, 47, 18, 53, 54]
[6, 7, 49, 8, 17, 50, 18, 48]
[6, 7, 49, 8, 17, 18, 48, 51]
[6, 7, 49, 8, 17, 52, 18, 48]
[6, 7, 49, 8, 17, 18, 48, 53]
[6, 7, 49, 8, 17, 18, 48, 54]
[6, 7, 8, 17, 50, 18, 48, 51]
[6, 7, 8, 17, 50, 52, 18, 48]
[6, 7, 8, 17, 50, 18, 48, 53]
[6, 7, 8, 17, 50, 18, 48, 54]
[6, 7, 8, 17, 52, 18, 48, 51]
[6, 7, 8, 17, 18, 48, 51, 53]
[6, 7, 8, 17, 18, 48, 51, 54]
[6, 7, 8, 17, 52, 18, 48, 53]
[6, 7, 8, 17, 52, 18, 48, 54]
[6, 7, 8, 17, 18, 48, 53, 54]
[6, 7, 49, 8, 17, 50, 18, 51]
[6, 7, 49, 8, 17, 50, 52, 18]
[6, 7, 49, 8, 17, 50, 18, 53]
[6, 7, 49, 8, 17, 50, 18, 54]
[6, 7, 49, 8, 17, 52, 18, 51]
[6, 7, 49, 8, 17, 18, 51, 53]
[6, 7, 49, 8, 17, 18, 51, 54]
[6, 7, 49, 8, 17, 52, 18, 53]
[6, 7, 49, 8, 17, 52, 18, 54]
[6, 7, 49, 8, 17, 18, 53, 54]
[6, 7, 8, 17, 50, 52, 18, 51]
[6, 7, 8, 17, 50, 18, 51, 53]
[6, 7, 8, 17, 50, 18, 51, 54]
[6, 7, 8, 17, 50, 52, 18, 53]
[6, 7, 8, 17, 50, 52, 18, 54]
[6, 7, 8, 17, 50, 18, 53, 54]
[6, 7, 8, 17, 52, 18, 51, 53]
