[ 40, 17, 43, 52, 18, 53 ],1
[ 40, 17, 52, 18, 44, 53 ],1
[ 40, 49, 17, 52, 18, 51 ],1
[ 17, 38, 52, 39, 44, 51 ],1
[ 40, 17, 50, 52, 18, 53 ],1
[ 40, 17, 50, 52, 18, 54 ],1
[ 42, 49, 17, 52, 18, 51 ],1
[ 42, 49, 17, 52, 18, 53 ],1
[ 42, 17, 50, 52, 18, 51 ],1
[ 42, 17, 50, 52, 18, 54 ],1
[ 42, 17, 52, 18, 51, 54 ],1
[ 42, 17, 52, 18, 53, 54 ],1
[ 17, 43, 52, 18, 44, 51 ],1
[ 49, 17, 43, 52, 18, 53 ],1
[ 17, 43, 50, 52, 18, 54 ],1
[ 13, 34, 14, 35, 40, 42, 17, 38, 52, 44, 53, 54 ],1
[ 17, 43, 52, 18, 53, 54 ],1
[ 49, 17, 52, 18, 44, 53 ],1
[ 17, 50, 52, 18, 44, 51 ],1
[ 17, 52, 18, 44, 53, 54 ],1
[ 49, 17, 50, 52, 18, 53 ],1
[ 49, 17, 50, 52, 18, 54 ],1
[ 13, 14, 35, 37, 49, 17, 38, 43, 50, 52, 44, 54 ],1
[ 49, 17, 52, 18, 51, 54 ],1
[ 17, 52, 18, 51, 53, 54 ],1
[ 34, 35, 17, 43, 52, 53 ],1
[ 34, 35, 17, 52, 44, 53 ],1
[ 34, 35, 17, 50, 52, 54 ],1
[ 34, 35, 17, 52, 51, 53 ],1
[ 34, 35, 17, 52, 51, 54 ],1
[ 34, 35, 17, 52, 53, 54 ],1
[ 34, 40, 37, 17, 52, 51 ],1
[ 34, 37, 17, 50, 52, 51 ],1
[ 34, 37, 17, 52, 53, 54 ],1
[ 34, 17, 38, 52, 39, 51 ],1
[ 34, 40, 17, 38, 52, 53 ],1
[ 34, 49, 17, 38, 52, 53 ],1
[ 34, 17, 38, 50, 52, 53 ],1
[ 34, 17, 38, 52, 51, 53 ],1
[ 34, 17, 38, 52, 51, 54 ],1
[ 34, 17, 38, 52, 53, 54 ],1
[ 34, 40, 17, 52, 39, 53 ],1
[ 13, 14, 35, 40, 37, 17, 38, 43, 52, 44, 51, 54 ],1
[ 34, 17, 52, 39, 44, 53 ],1
[ 34, 40, 42, 17, 52, 53 ],1
[ 34, 40, 17, 43, 52, 53 ],1
[ 34, 40, 17, 52, 44, 51 ],1
[ 34, 40, 17, 52, 44, 53 ],1
[ 13, 34, 14, 35, 42, 49, 17, 43, 50, 52, 39, 51 ],1
[ 34, 40, 17, 52, 51, 53 ],1
[ 34, 42, 49, 17, 52, 53 ],1
[ 34, 42, 17, 52, 53, 54 ],1
[ 34, 17, 43, 52, 44, 53 ],1
[ 34, 17, 43, 52, 51, 53 ],1
[ 34, 17, 43, 52, 51, 54 ],1
