[[0, 8], [2, 4], [3, 5], [6, 7]]
[[0,0,9,24,20,99],[10, 13, 34, 14, 40, 16, 37, 42, 49, 17, 38, 52, 18, 39, 51, 54]]
[[1,5,10,17,41,68],[10, 13, 34, 14, 40, 16, 37, 42, 17, 38, 50, 52, 18, 39, 51, 53]]
[[2,4,14,24,32,82],[10, 13, 34, 14, 40, 16, 37, 42, 17, 38, 50, 18, 39, 51, 53, 54]]
[[3,5,9,25,18,41],[10, 13, 34, 14, 40, 16, 37, 49, 17, 38, 43, 50, 18, 39, 44, 51]]
[[2,2,5,38,42,71],[10, 13, 34, 14, 40, 16, 37, 49, 17, 38, 43, 52, 18, 39, 44, 53]]
[[3,7,9,23,53,91],[10, 13, 34, 14, 40, 16, 37, 49, 17, 38, 43, 18, 39, 44, 53, 54]]
[[3,7,15,27,58,31],[10, 13, 34, 14, 40, 16, 37, 17, 38, 43, 52, 18, 39, 44, 53, 54]]
[[2,4,8,28,32,100],[10, 13, 34, 14, 40, 16, 37, 49, 17, 38, 43, 50, 52, 18, 39, 51]]
[[1,5,7,25,21,89],[10, 13, 34, 14, 40, 16, 37, 49, 17, 38, 43, 50, 18, 39, 51, 54]]
[[1,3,4,23,11,96],[10, 13, 34, 14, 40, 16, 37, 49, 17, 38, 43, 50, 18, 39, 53, 54]]
[[2,2,5,38,42,71],[10, 13, 34, 14, 40, 16, 37, 49, 17, 38, 43, 52, 18, 39, 51, 53]]
[[2,6,14,14,47,90],[10, 13, 34, 14, 40, 16, 37, 49, 17, 38, 43, 52, 18, 39, 51, 54]]
[[3,7,15,43,38,73],[10, 13, 34, 14, 40, 16, 37, 49, 17, 38, 43, 18, 39, 51, 53, 54]]
[[0,4,15,20,60,67],[10, 13, 34, 14, 40, 16, 37, 49, 17, 38, 43, 52, 18, 39, 53, 54]]
[[3,7,12,15,53,76],[10, 13, 34, 14, 40, 16, 37, 17, 38, 43, 50, 52, 18, 39, 51, 53]]
[[1,3,4,19,26,66],[10, 13, 34, 14, 40, 16, 37, 17, 38, 43, 50, 52, 18, 39, 51, 54]]
[[1,9,7,25,41,63],[10, 13, 34, 14, 40, 16, 37, 17, 38, 43, 50, 52, 18, 39, 53, 54]]
[[1,5,7,21,31,77],[10, 13, 34, 14, 40, 16, 37, 17, 38, 43, 52, 18, 39, 51, 53, 54]]
[[1,5,7,25,41,77],[10, 13, 34, 14, 40, 16, 37, 49, 17, 38, 50, 18, 39, 44, 51, 54]]
[[2,4,8,32,57,34],[10, 13, 34, 14, 40, 16, 37, 49, 17, 38, 50, 52, 18, 39, 44, 53]]
[[2,4,2,20,12,88],[10, 13, 34, 14, 40, 16, 37, 49, 17, 38, 52, 18, 39, 44, 51, 54]]
[[1,3,19,23,21,63],[10, 13, 34, 14, 40, 16, 37, 49, 17, 38, 18, 39, 44, 51, 53, 54]]
[[2,4,20,24,32,100],[10, 13, 34, 14, 40, 16, 37, 17, 38, 50, 18, 39, 44, 51, 53, 54]]
[[1,5,7,25,21,71],[10, 13, 34, 14, 40, 16, 37, 17, 38, 50, 52, 18, 39, 44, 53, 54]]
