[[0, 8], [2, 4], [3, 5], [6, 7]]
[[4,8,16,32,34,68],[14, 16, 42, 49, 17, 38, 43, 51]]
[[2,8,11,24,37,47],[14, 16, 42, 49, 17, 38, 43, 54]]
[[4,8,16,24,34,92],[14, 16, 42, 17, 38, 43, 52, 51]]
[[1,5,13,25,31,65],[14, 16, 42, 17, 38, 43, 51, 54]]
[[4,8,13,20,19,107],[14, 16, 42, 17, 38, 43, 52, 54]]
[[4,6,19,22,44,81],[14, 16, 42, 49, 17, 38, 50, 44]]
[[4,8,4,12,74,50],[14, 16, 42, 49, 17, 38, 44, 51]]
[[3,7,12,11,48,70],[14, 16, 42, 49, 17, 38, 52, 44]]
[[2,8,17,28,27,83],[14, 16, 42, 49, 17, 38, 44, 54]]
[[4,8,10,36,29,74],[14, 16, 42, 17, 38, 50, 52, 44]]
[[3,5,9,25,33,53],[14, 16, 42, 17, 38, 50, 44, 53]]
[[1,1,22,25,31,76],[14, 16, 42, 17, 38, 50, 44, 54]]
[[2,6,17,26,32,99],[14, 16, 42, 17, 38, 52, 44, 51]]
[[3,7,15,19,38,85],[14, 16, 42, 17, 38, 44, 51, 53]]
[[3,7,9,27,38,79],[14, 16, 42, 17, 38, 44, 51, 54]]
[[4,6,13,30,39,51],[14, 16, 42, 17, 38, 52, 44, 53]]
[[2,2,17,14,22,83],[14, 16, 42, 17, 38, 52, 44, 54]]
[[3,7,9,43,28,61],[14, 16, 42, 17, 38, 44, 53, 54]]
[[4,6,16,30,29,72],[14, 16, 42, 49, 17, 38, 51, 53]]
[[3,5,12,45,43,68],[14, 16, 42, 49, 17, 38, 52, 54]]
[[4,6,7,26,29,99],[14, 16, 42, 17, 38, 52, 51, 53]]
[[2,6,17,18,22,57],[14, 16, 42, 17, 38, 52, 51, 54]]
[[3,7,12,35,43,70],[14, 16, 42, 17, 38, 51, 53, 54]]
[[2,4,17,20,22,85],[14, 16, 49, 17, 38, 43, 44, 51]]
[[5,11,14,23,30,98],[14, 16, 49, 17, 38, 43, 52, 44]]
[[2,2,14,22,37,98],[14, 16, 49, 17, 38, 43, 44, 54]]
[[3,11,12,27,18,104],[14, 16, 17, 38, 43, 50, 44, 53]]
[[2,4,26,24,32,76],[14, 16, 17, 38, 43, 52, 44, 53]]
[[2,8,5,24,37,53],[14, 16, 17, 38, 43, 52, 44, 54]]
[[4,6,10,30,24,66],[14, 16, 49, 17, 38, 43, 50, 54]]
[[5,11,20,27,10,56],[14, 16, 49, 17, 38, 43, 52, 51]]
[[4,6,10,26,44,48],[14, 16, 49, 17, 38, 43, 51, 53]]
[[2,6,20,18,32,66],[14, 16, 49, 17, 38, 43, 51, 54]]
[[3,11,9,19,38,83],[14, 16, 17, 38, 43, 50, 51, 53]]
[[4,6,10,30,39,84],[14, 16, 17, 38, 43, 50, 52, 54]]
[[3,9,6,29,38,84],[14, 16, 17, 38, 43, 50, 53, 54]]
[[4,6,7,22,64,99],[14, 16, 17, 38, 43, 52, 51, 54]]
[[5,9,8,25,25,72],[14, 16, 49, 17, 38, 50, 52, 44]]
[[2,4,11,28,52,43],[14, 16, 49, 17, 38, 50, 44, 54]]
