[ 34, 5, 35, 7, 38, 43, 39, 51, 53 ],1
[ 34, 5, 35, 7, 38, 50, 39, 44, 54 ],1
[ 34, 5, 35, 7, 38, 50, 39, 51, 53 ],1
[ 34, 5, 35, 7, 42, 49, 38, 43, 53 ],1
[ 34, 5, 35, 7, 38, 43, 52, 44, 54 ],1
[ 34, 5, 35, 40, 7, 52, 39, 53, 54 ],2
[ 0, 4, 34, 5, 35, 7, 37, 42, 8, 43, 50, 44, 53 ],2
[ 34, 5, 35, 7, 43, 52, 39, 44, 54 ],1
[ 34, 5, 35, 40, 7, 42, 43, 44, 53 ],1
[ 34, 5, 35, 40, 7, 42, 50, 52, 44 ],1
[ 34, 5, 35, 40, 7, 42, 44, 51, 53 ],1
[ 34, 5, 35, 40, 7, 42, 52, 44, 53 ],1
[ 34, 5, 35, 40, 7, 42, 49, 50, 54 ],1
[ 34, 5, 35, 40, 7, 42, 49, 53, 54 ],1
[ 34, 5, 35, 40, 7, 42, 52, 53, 54 ],1
[ 34, 5, 35, 40, 7, 49, 43, 52, 44 ],1
[ 34, 5, 35, 40, 7, 49, 43, 44, 53 ],1
[ 34, 5, 35, 40, 7, 43, 44, 51, 53 ],1
[ 34, 5, 35, 40, 7, 43, 50, 51, 54 ],1
[ 34, 5, 35, 40, 7, 43, 50, 53, 54 ],1
[ 34, 5, 35, 40, 7, 43, 51, 53, 54 ],1
[ 34, 5, 35, 40, 7, 49, 50, 44, 53 ],1
[ 34, 5, 35, 40, 7, 49, 44, 51, 53 ],1
[ 34, 5, 35, 40, 7, 50, 52, 44, 53 ],1
[ 34, 5, 35, 40, 7, 49, 50, 51, 54 ],1
[ 34, 5, 35, 40, 7, 49, 52, 53, 54 ],1
[ 34, 5, 35, 40, 7, 50, 51, 53, 54 ],1
[ 34, 5, 35, 7, 42, 43, 44, 53, 54 ],1
[ 34, 5, 35, 7, 42, 43, 50, 52, 53 ],1
[ 34, 5, 35, 7, 42, 49, 50, 44, 54 ],1
[ 34, 5, 35, 7, 42, 50, 44, 51, 54 ],1
[ 34, 5, 35, 7, 42, 50, 44, 53, 54 ],1
[ 34, 5, 35, 7, 42, 44, 51, 53, 54 ],1
[ 34, 5, 35, 7, 49, 43, 50, 44, 54 ],1
[ 34, 5, 35, 7, 49, 43, 44, 53, 54 ],1
[ 34, 5, 35, 7, 43, 52, 44, 53, 54 ],1
[ 34, 5, 35, 7, 49, 43, 50, 52, 53 ],1
[ 34, 5, 35, 7, 49, 50, 44, 53, 54 ],1
[ 34, 5, 35, 7, 50, 52, 44, 53, 54 ],1
[ 34, 5, 35, 7, 49, 50, 52, 51, 53 ],1
[ 34, 5, 40, 7, 37, 38, 50, 51, 54 ],1
[ 34, 5, 7, 37, 42, 50, 39, 44, 54 ],1
[ 34, 5, 40, 7, 37, 42, 44, 51, 53 ],1
[ 34, 5, 7, 37, 42, 43, 50, 44, 54 ],1
[ 34, 5, 7, 37, 42, 43, 44, 53, 54 ],1
[ 34, 5, 7, 37, 42, 43, 50, 52, 53 ],1
[ 34, 5, 7, 37, 42, 50, 44, 53, 54 ],1
[ 34, 5, 7, 37, 43, 50, 44, 51, 54 ],1
[ 34, 5, 7, 37, 43, 52, 44, 51, 54 ],1
[ 34, 5, 7, 37, 43, 52, 44, 53, 54 ],1
[ 34, 5, 7, 37, 49, 50, 44, 51, 54 ],1
