[ 0, 5, 37, 42, 49, 8, 38, 43, 50, 52, 9, 44, 51, 53, 54 ],2
[ 0, 5, 42, 49, 8, 38, 43, 50, 52, 9, 39, 44, 51, 53, 54 ],1
[ 0, 34, 5, 35, 40, 37, 42, 49, 8, 38, 43, 39, 44, 53, 54 ],1
[ 0, 34, 5, 35, 40, 37, 42, 49, 8, 38, 50, 39, 44, 51, 54 ],1
[ 0, 34, 5, 35, 40, 37, 42, 49, 8, 38, 52, 39, 44, 53, 54 ],1
[ 0, 34, 5, 35, 7, 42, 49, 38, 43, 50, 39, 53, 54 ],1
[ 0, 34, 5, 35, 40, 37, 42, 8, 38, 50, 52, 39, 44, 51, 54 ],1
[ 0, 34, 5, 35, 40, 37, 42, 49, 8, 38, 50, 52, 39, 51, 53 ],1
[ 0, 34, 5, 35, 40, 37, 49, 8, 38, 43, 52, 39, 44, 51, 54 ],1
[ 0, 34, 5, 35, 40, 37, 49, 8, 38, 50, 52, 39, 44, 53, 54 ],1
[ 0, 34, 5, 35, 40, 37, 49, 8, 38, 52, 39, 44, 51, 53, 54 ],1
[ 0, 34, 5, 35, 37, 42, 49, 8, 38, 43, 50, 39, 44, 51, 53 ],1
[ 0, 34, 5, 35, 37, 42, 8, 38, 43, 50, 52, 39, 44, 51, 53 ],1
[ 0, 34, 5, 35, 37, 42, 49, 8, 38, 50, 52, 39, 51, 53, 54 ],1
[ 0, 34, 5, 35, 37, 49, 8, 38, 43, 50, 52, 39, 44, 51, 53 ],1
[ 0, 34, 5, 35, 40, 37, 42, 49, 8, 38, 43, 50, 44, 51, 54 ],1
[ 0, 34, 5, 35, 40, 37, 42, 49, 8, 38, 43, 50, 44, 53, 54 ],1
[ 0, 34, 5, 35, 40, 37, 42, 49, 8, 38, 43, 44, 51, 53, 54 ],1
[ 0, 34, 5, 35, 40, 37, 42, 49, 8, 38, 43, 52, 44, 53, 54 ],1
[ 0, 34, 5, 35, 40, 37, 42, 8, 38, 43, 50, 52, 44, 51, 54 ],1
[ 0, 34, 5, 35, 40, 37, 42, 8, 38, 43, 50, 52, 44, 53, 54 ],1
[ 0, 34, 5, 35, 40, 37, 42, 8, 38, 43, 52, 44, 51, 53, 54 ],1
[ 0, 34, 5, 35, 40, 37, 42, 49, 8, 38, 43, 50, 52, 51, 53 ],1
[ 0, 34, 5, 35, 40, 37, 42, 49, 8, 38, 50, 44, 51, 53, 54 ],1
[ 0, 34, 5, 35, 40, 37, 42, 49, 8, 38, 50, 52, 44, 53, 54 ],1
[ 0, 34, 5, 35, 40, 37, 42, 8, 38, 50, 52, 44, 51, 53, 54 ],1
[ 0, 34, 5, 35, 40, 37, 49, 8, 38, 43, 50, 52, 44, 53, 54 ],1
[ 0, 34, 5, 35, 40, 37, 49, 8, 38, 43, 52, 44, 51, 53, 54 ],1
[ 0, 34, 5, 35, 40, 37, 8, 38, 43, 50, 52, 44, 51, 53, 54 ],1
[ 0, 34, 40, 7, 37, 49, 8, 38, 52, 9, 39, 44, 51, 53, 54 ],1
[ 0, 34, 5, 35, 40, 37, 49, 8, 38, 50, 52, 44, 51, 53, 54 ],1
[ 0, 34, 5, 35, 37, 42, 49, 8, 38, 43, 50, 52, 51, 53, 54 ],1
[ 0, 34, 5, 35, 40, 37, 42, 49, 8, 43, 50, 39, 44, 51, 54 ],1
[ 0, 34, 5, 35, 40, 37, 42, 49, 8, 43, 50, 39, 44, 53, 54 ],1
[ 0, 34, 5, 35, 40, 37, 42, 49, 8, 43, 39, 44, 51, 53, 54 ],1
[ 0, 34, 5, 35, 40, 37, 42, 8, 43, 52, 39, 44, 51, 53, 54 ],1
[ 0, 34, 5, 35, 40, 37, 42, 49, 8, 43, 50, 52, 39, 51, 53 ],1
[ 0, 34, 5, 35, 40, 37, 49, 8, 43, 50, 39, 44, 51, 53, 54 ],1
[ 0, 34, 5, 35, 40, 37, 49, 8, 43, 52, 39, 44, 51, 53, 54 ],1
[ 0, 34, 5, 35, 37, 42, 49, 8, 43, 50, 52, 39, 51, 53, 54 ],1
[ 0, 34, 5, 35, 40, 37, 42, 49, 8, 43, 50, 44, 51, 53, 54 ],1
[ 0, 34, 5, 35, 40, 42, 49, 8, 38, 43, 50, 52, 39, 44, 54 ],1
[ 0, 34, 5, 35, 40, 42, 49, 8, 38, 43, 52, 39, 44, 51, 54 ],1
[ 0, 34, 5, 35, 40, 42, 49, 8, 38, 43, 39, 44, 51, 53, 54 ],1
[ 0, 34, 5, 35, 40, 42, 8, 38, 43, 50, 39, 44, 51, 53, 54 ],1
[ 0, 34, 5, 35, 40, 42, 8, 38, 43, 52, 39, 44, 51, 53, 54 ],1
[ 0, 34, 5, 35, 40, 42, 49, 8, 38, 43, 50, 52, 39, 51, 53 ],1
[ 0, 34, 5, 35, 40, 42, 49, 8, 38, 50, 39, 44, 51, 53, 54 ],1
[ 0, 34, 5, 35, 40, 42, 49, 8, 38, 52, 39, 44, 51, 53, 54 ],1
[ 0, 34, 5, 35, 40, 42, 8, 38, 50, 52, 39, 44, 51, 53, 54 ],1
[ 0, 34, 5, 35, 40, 49, 8, 38, 43, 50, 52, 39, 44, 53, 54 ],1
[ 0, 34, 5, 35, 40, 8, 38, 43, 50, 52, 39, 44, 51, 53, 54 ],1
