[[ 1, 9, 7, 25, 16, 45 ],'<2, 1>',x^13 + x^11 + x^6 + x^5*y + x^3*y + x^3 + x^2*y + x*y + y^2 + y + 1]
[[ 5, 9, 5, 9, 20, 81 ],'<2, 1>',x^13 + x^11 + x^10 + x^5*y + x^3*y + x^3 + x^2*y + x^2 + x*y + x + y^2 + y]
[[ 1, 9, 7, 17, 26, 81 ],'<2, 1>',x^13 + x^10 + x^6 + x^5*y + x^3*y + x^2*y + x^2 + x*y + y^2 + y + 1]
[[ 5, 9, 11, 25, 50, 45 ],'<2, 1>',x^14 + x^13 + x^12 + x^11 + x^9 + x^8 + x^5*y + x^4 + x^3*y + x^3 + x^2*y + x^2 + x*y + x + y^2 + y]
[[ 5, 5, 11, 9, 40, 77 ],'<2, 1>',x^13 + x^11 + x^5*y + x^3*y + x^2*y + x*y + y^2 + y]
[[ 1, 5, 13, 33, 16, 101 ],'<2, 1>',x^13 + x^12 + x^11 + x^10 + x^9 + x^8 + x^6 + x^5*y + x^4 + x^3*y + x^3 + x^2*y + x*y + x + y^2 + y + 1]
[[ 5, 5, 11, 17, 20, 41 ],'<2, 1>',x^14 + x^13 + x^12 + x^10 + x^9 + x^5*y + x^5 + x^4 + x^3*y + x^3 + x^2*y + x^2 + x*y + x + y^2 + y]
[[ 1, 9, 7, 17, 36, 69 ],'<2, 1>',x^13 + x^11 + x^10 + x^5*y + x^3*y + x^2*y + x*y + x + y^2 + y + 1]
[[ 3, 5, 3, 9, 48, 65 ],'<2, 1>',x^13 + x^11 + x^10 + x^5*y + x^3*y + x^2*y + x^2 + x*y + x + y^2 + y]
[[ 3, 9, 9, 17, 38, 69 ],'<2, 1>',x^13 + x^11 + x^6 + x^5*y + x^3*y + x^3 + x^2*y + x^2 + x*y + y^2 + y + 1]
[[ 3, 5, 9, 25, 48, 53 ],'<2, 1>',x^13 + x^11 + x^6 + x^5*y + x^3*y + x^2*y + x^2 + x*y + x + y^2 + y]
[[ 3, 5, 9, 25, 18, 53 ],'<2, 1>',x^14 + x^13 + x^12 + x^11 + x^9 + x^5*y + x^3*y + x^2*y + x^2 + x*y + x + y^2 + y + 1]
[[ 3, 9, 9, 9, 8, 69 ],'<2, 1>',x^14 + x^13 + x^12 + x^11 + x^10 + x^5*y + x^5 + x^3*y + x^2*y + x*y + x + y^2 + y]
[[ 3, 5, 15, 25, 28, 77 ],'<2, 1>',x^13 + x^6 + x^5*y + x^3*y + x^3 + x^2*y + x*y + y^2 + y]
[[ 3, 5, 9, 33, 38, 65 ],'<2, 1>',x^13 + x^12 + x^11 + x^10 + x^8 + x^5*y + x^4 + x^3*y + x^3 + x^2*y + x*y + y^2 + y]
[[ 3, 9, 9, 17, 28, 45 ],'<2, 1>',x^14 + x^13 + x^5*y + x^3*y + x^2*y + x^2 + x*y + y^2 + y + 1]
[[ 3, 9, 9, 25, 38, 93 ],'<2, 1>',x^14 + x^13 + x^12 + x^11 + x^8 + x^6 + x^5*y + x^3*y + x^3 + x^2*y + x*y + y^2 + y]
[[ 3, 9, 9, 25, 38, 105 ],'<2, 1>',x^13 + x^6 + x^5*y + x^3*y + x^3 + x^2*y + x*y + y^2 + y + 1]
[[ 3, 5, 3, 25, 18, 41 ],'<2, 1>',x^13 + x^11 + x^5*y + x^3*y + x^3 + x^2*y + x^2 + x*y + x + y^2 + y]
[[ 3, 9, 9, 9, 58, 69 ],'<2, 1>',x^14 + x^13 + x^12 + x^11 + x^9 + x^6 + x^5*y + x^3*y + x^3 + x^2*y + x*y + y^2 + y + 1]
[[ 3, 9, 15, 25, 38, 69 ],'<2, 1>',x^14 + x^13 + x^12 + x^9 + x^8 + x^5*y + x^3*y + x^3 + x^2*y + x^2 + x*y + y^2 + y]
[[ 3, 5, 9, 25, 28, 65 ],'<2, 1>',x^14 + x^13 + x^12 + x^9 + x^7 + x^5*y + x^4 + x^3*y + x^3 + x^2*y + x*y + y^2 + y + 1]
[[ 3, 5, 3, 17, 28, 65 ],'<2, 1>',x^13 + x^11 + x^5*y + x^4 + x^3*y + x^2*y + x*y + y^2 + y + 1]
[[ 3, 9, 15, 33, 48, 45 ],'<2, 1>',x^14 + x^13 + x^11 + x^8 + x^7 + x^5*y + x^5 + x^4 + x^3*y + x^2*y + x*y + y^2 + y + 1]
[[ 3, 9, 3, 17, 28, 69 ],'<2, 1>',x^13 + x^10 + x^6 + x^5*y + x^3*y + x^3 + x^2*y + x^2 + x*y + y^2 + y]
[[ 3, 9, 3, 25, 28, 81 ],'<2, 1>',x^14 + x^13 + x^5*y + x^3*y + x^3 + x^2*y + x*y + y^2 + y]
[[ 3, 5, 15, 17, 38, 125 ],'<2, 1>',x^13 + x^5*y + x^3*y + x^3 + x^2*y + x^2 + x*y + y^2 + y + 1]
[[ 3, 9, 9, 25, 28, 93 ],'<2, 1>',x^13 + x^11 + x^5*y + x^3*y + x^3 + x^2*y + x^2 + x*y + x + y^2 + y + 1]
[[ 3, 5, 3, 17, 38, 53 ],'<2, 1>',x^13 + x^5*y + x^3*y + x^3 + x^2*y + x*y + x + y^2 + y]
[[ 3, 5, 9, 25, 38, 65 ],'<2, 1>',x^13 + x^5*y + x^3*y + x^2*y + x*y + y^2 + y]
[[ 3, 9, 9, 17, 18, 81 ],'<2, 1>',x^13 + x^12 + x^11 + x^10 + x^8 + x^5*y + x^5 + x^3*y + x^2*y + x^2 + x*y + y^2 + y + 1]
[[ 3, 5, 9, 17, 48, 101 ],'<2, 1>',x^14 + x^13 + x^12 + x^11 + x^9 + x^6 + x^5*y + x^3*y + x^2*y + x^2 + x*y + y^2 + y + 1]
[[ 1, 9, 1, 25, 26, 45 ],'<2, 1>',x^14 + x^13 + x^12 + x^9 + x^5*y + x^3*y + x^2*y + x*y + y^2 + y + 1]
[[ 5, 9, 11, 25, 40, 81 ],'<2, 1>',x^13 + x^10 + x^5*y + x^3*y + x^2*y + x*y + y^2 + y]
[[ 1, 9, 13, 17, 6, 45 ],'<2, 1>',x^13 + x^5*y + x^3*y + x^2*y + x^2 + x*y + y^2 + y + 1]
[[ 5, 9, 17, 9, 30, 93 ],'<2, 1>',x^13 + x^10 + x^6 + x^5*y + x^3*y + x^3 + x^2*y + x*y + y^2 + y]
[[ 5, 5, 11, 9, 30, 65 ],'<2, 1>',x^13 + x^5*y + x^4 + x^3*y + x^3 + x^2*y + x^2 + x*y + y^2 + y]
[[ 5, 9, 11, 33, 40, 69 ],'<2, 1>',x^13 + x^11 + x^10 + x^5*y + x^3*y + x^2*y + x^2 + x*y + y^2 + y]
[[ 3, 9, 3, 33, 18, 45 ],'<2, 1>',x^13 + x^6 + x^5*y + x^3*y + x^2*y + x^2 + x*y + y^2 + y]
[[ 3, 5, 9, 33, 28, 65 ],'<2, 1>',x^14 + x^13 + x^11 + x^10 + x^9 + x^6 + x^5*y + x^5 + x^3*y + x^2*y + x*y + y^2 + y + 1]
[[ 3, 5, 3, 9, 48, 53 ],'<2, 1>',x^13 + x^5*y + x^4 + x^3*y + x^2*y + x^2 + x*y + y^2 + y + 1]
[[ 3, 5, 3, 17, 18, 89 ],'<2, 1>',x^13 + x^11 + x^10 + x^9 + x^8 + x^5*y + x^5 + x^4 + x^3*y + x^2*y + x*y + y^2 + y + 1]
[[ 1, 5, 7, 25, 36, 77 ],'<2, 1>',x^13 + x^11 + x^5*y + x^3*y + x^2*y + x^2 + x*y + x + y^2 + y + 1]
[[ 5, 9, 11, 33, 10, 81 ],'<2, 1>',x^13 + x^10 + x^6 + x^5*y + x^3*y + x^2*y + x*y + x + y^2 + y]
[[ 5, 9, 17, 17, 30, 105 ],'<2, 1>',x^14 + x^13 + x^5*y + x^3*y + x^3 + x^2*y + x^2 + x*y + y^2 + y]
[[ 5, 9, 11, 17, 40, 81 ],'<2, 1>',x^13 + x^5*y + x^4 + x^3*y + x^2*y + x*y + y^2 + y]
[[ 5, 9, 5, 17, 60, 45 ],'<2, 1>',x^13 + x^10 + x^5*y + x^3*y + x^3 + x^2*y + x*y + x + y^2 + y]
[[ 1, 5, 13, 17, 46, 53 ],'<2, 1>',x^13 + x^6 + x^5*y + x^3*y + x^3 + x^2*y + x*y + x + y^2 + y + 1]
[[ 1, 9, 13, 25, 36, 81 ],'<2, 1>',x^13 + x^11 + x^10 + x^5*y + x^3*y + x^3 + x^2*y + x*y + y^2 + y + 1]
[[ 1, 9, 1, 9, 36, 93 ],'<2, 1>',x^13 + x^5*y + x^4 + x^3*y + x^3 + x^2*y + x^2 + x*y + y^2 + y + 1]
[[ 1, 9, 1, 17, 26, 57 ],'<2, 1>',x^14 + x^13 + x^5*y + x^3*y + x^3 + x^2*y + x*y + x + y^2 + y + 1]
[[ 3, 9, 3, 25, 38, 93 ],'<2, 1>',x^13 + x^12 + x^11 + x^10 + x^8 + x^7 + x^5*y + x^3*y + x^2*y + x*y + x + y^2 + y + 1]
[[ 3, 5, 15, 25, 48, 41 ],'<2, 1>',x^13 + x^12 + x^10 + x^8 + x^6 + x^5*y + x^4 + x^3*y + x^2*y + x*y + x + y^2 + y + 1]
[[ 3, 5, 9, 33, 38, 77 ],'<2, 1>',x^14 + x^13 + x^12 + x^11 + x^10 + x^7 + x^5*y + x^3*y + x^2*y + x^2 + x*y + y^2 + y + 1]
[[ 3, 5, 9, 33, 28, 77 ],'<2, 1>',x^14 + x^13 + x^12 + x^11 + x^6 + x^5*y + x^4 + x^3*y + x^2*y + x*y + x + y^2 + y]
[[ 3, 5, 9, 25, 18, 41 ],'<2, 1>',x^13 + x^5*y + x^3*y + x^2*y + x^2 + x*y + x + y^2 + y + 1]
[[ 3, 5, 3, 17, 28, 125 ],'<2, 1>',x^13 + x^10 + x^5*y + x^3*y + x^2*y + x*y + x + y^2 + y]
[[ 3, 9, 9, 17, 38, 57 ],'<2, 1>',x^14 + x^13 + x^12 + x^9 + x^7 + x^5*y + x^4 + x^3*y + x^2*y + x*y + x + y^2 + y]
[[ 3, 5, 9, 17, 18, 101 ],'<2, 1>',x^14 + x^13 + x^10 + x^9 + x^8 + x^6 + x^5*y + x^3*y + x^2*y + x*y + x + y^2 + y]
[[ 3, 5, 9, 25, 18, 77 ],'<2, 1>',x^14 + x^13 + x^9 + x^8 + x^7 + x^6 + x^5*y + x^4 + x^3*y + x^2*y + x*y + y^2 + y]
[[ 3, 5, 9, 17, 28, 89 ],'<2, 1>',x^14 + x^13 + x^11 + x^10 + x^9 + x^7 + x^5*y + x^4 + x^3*y + x^2*y + x*y + y^2 + y]
[[ 3, 5, 9, 25, 48, 41 ],'<2, 1>',x^14 + x^13 + x^12 + x^8 + x^7 + x^5*y + x^4 + x^3*y + x^3 + x^2*y + x*y + y^2 + y]
[[ 3, 9, 3, 17, 28, 57 ],'<2, 1>',x^13 + x^11 + x^5*y + x^3*y + x^2*y + x^2 + x*y + y^2 + y + 1]
[[ 3, 9, 15, 25, 8, 105 ],'<2, 1>',x^14 + x^13 + x^12 + x^11 + x^7 + x^5*y + x^4 + x^3*y + x^2*y + x*y + x + y^2 + y + 1]
[[ 3, 9, 3, 33, 38, 81 ],'<2, 1>',x^14 + x^13 + x^12 + x^11 + x^6 + x^5*y + x^4 + x^3*y + x^2*y + x*y + x + y^2 + y + 1]
[[ 3, 5, 9, 29, 33, 17 ],'<6, 2>',x^13 + x^12 + x^11 + x^9 + x^8 + x^7 + x^6*y + x^5*y + x^5 + x^4*y + x^4 + x^3*y + x^3 + x^2*y + x*y + x + y^2]
[[ 3, 5, 15, 5, 3, 89 ],'<6, 2>',x^14 + x^12 + x^11 + x^9 + x^8 + x^7 + x^6*y + x^5*y + x^5 + x^4*y + x^4 + x^3*y + x^2*y + x^2 + x*y + x + y^2]
[[ 3, 5, 9, 13, 33, 89 ],'<2, 1>',x^14 + x^6*y + x^6 + x^5*y + x^4*y + x^3*y + x^2*y + x^2 + x*y + x + y^2]
[[ 3, 5, 15, 21, 43, 65 ],'<2, 1>',x^14 + x^6*y + x^6 + x^5*y + x^4*y + x^3*y + x^3 + x^2*y + x*y + y^2 + 1]
[[ 3, 5, 3, 5, 63, 89 ],'<6, 2>',x^13 + x^12 + x^10 + x^9 + x^8 + x^7 + x^6*y + x^5*y + x^4*y + x^3*y + x^2*y + x^2 + x*y + y^2 + 1]
[[ 3, 5, 3, 21, 23, 65 ],'<2, 1>',x^13 + x^6*y + x^6 + x^5*y + x^4*y + x^4 + x^3*y + x^3 + x^2*y + x^2 + x*y + x + y^2]
[[ 1, 7, 7, 15, 31, 91 ],'<2, 1>',x^13 + x^6*y + x^5*y + x^3*y + x^2 + x*y + y^2 + y + 1]
[[ 3, 7, 9, 15, 53, 67 ],'<2, 1>',x^14 + x^11 + x^10 + x^9 + x^8 + x^6*y + x^5*y + x^5 + x^4 + x^3*y + x*y + y^2 + y]
[[ 3, 7, 15, 7, 3, 67 ],'<2, 1>',x^13 + x^12 + x^11 + x^10 + x^9 + x^6*y + x^6 + x^5*y + x^3*y + x*y + x + y^2 + y + 1]
[[ 3, 7, 3, 23, 43, 91 ],'<2, 1>',x^14 + x^12 + x^11 + x^10 + x^8 + x^6*y + x^6 + x^5*y + x^3*y + x*y + x + y^2 + y + 1]
[[ 3, 7, 9, 15, 33, 91 ],'<2, 1>',x^13 + x^12 + x^11 + x^10 + x^9 + x^6*y + x^5*y + x^4 + x^3*y + x^3 + x*y + y^2 + y + 1]
[[ 3, 7, 9, 15, 53, 43 ],'<2, 1>',x^13 + x^12 + x^11 + x^10 + x^8 + x^6*y + x^5*y + x^4 + x^3*y + x*y + x + y^2 + y]
[[ 3, 7, 9, 15, 13, 67 ],'<2, 1>',x^14 + x^12 + x^11 + x^10 + x^8 + x^6*y + x^5*y + x^4 + x^3*y + x*y + x + y^2 + y + 1]
[[ 3, 7, 9, 31, 33, 91 ],'<2, 1>',x^14 + x^11 + x^10 + x^9 + x^8 + x^6*y + x^6 + x^5*y + x^4 + x^3*y + x*y + y^2 + y + 1]
[[ 3, 7, 3, 7, 63, 67 ],'<2, 1>',x^14 + x^12 + x^11 + x^10 + x^8 + x^6*y + x^5*y + x^5 + x^3*y + x*y + x + y^2 + y]
[[ 3, 7, 15, 23, 23, 91 ],'<2, 1>',x^14 + x^12 + x^11 + x^10 + x^9 + x^6*y + x^5*y + x^5 + x^3*y + x*y + x + y^2 + y + 1]
[[ 3, 7, 15, 23, 43, 91 ],'<2, 1>',x^14 + x^12 + x^11 + x^9 + x^8 + x^6*y + x^5*y + x^5 + x^3*y + x*y + x + y^2 + y]
[[ 3, 7, 9, 15, 33, 67 ],'<2, 1>',x^13 + x^12 + x^11 + x^8 + x^7 + x^6*y + x^6 + x^5*y + x^4 + x^3*y + x*y + y^2 + y + 1]
[[ 3, 7, 9, 15, 33, 91 ],'<2, 1>',x^14 + x^12 + x^11 + x^10 + x^8 + x^6*y + x^5*y + x^4 + x^3*y + x^3 + x*y + y^2 + y + 1]
[[ 3, 7, 3, 23, 43, 91 ],'<2, 1>',x^14 + x^12 + x^10 + x^9 + x^8 + x^7 + x^6*y + x^5*y + x^3*y + x^2 + x*y + y^2 + y + 1]
[[ 3, 7, 9, 15, 33, 67 ],'<2, 1>',x^14 + x^12 + x^9 + x^8 + x^7 + x^6*y + x^6 + x^5*y + x^4 + x^3*y + x*y + y^2 + y]
[[ 3, 7, 15, 23, 23, 91 ],'<2, 1>',x^14 + x^12 + x^10 + x^8 + x^6*y + x^5*y + x^5 + x^4 + x^3*y + x*y + x + y^2 + y + 1]
[[ 3, 7, 9, 15, 33, 91 ],'<2, 1>',x^14 + x^12 + x^11 + x^10 + x^8 + x^6*y + x^5*y + x^4 + x^3*y + x*y + x + y^2 + y]
[[ 3, 7, 3, 23, 23, 91 ],'<2, 1>',x^14 + x^12 + x^10 + x^9 + x^8 + x^6*y + x^6 + x^5*y + x^3*y + x^2 + x*y + y^2 + y]
[[ 3, 7, 3, 23, 23, 91 ],'<2, 1>',x^13 + x^6*y + x^5*y + x^3*y + x*y + y^2 + y + 1]
[[ 3, 7, 15, 23, 43, 43 ],'<2, 1>',x^14 + x^12 + x^10 + x^9 + x^8 + x^7 + x^6*y + x^5*y + x^3*y + x*y + x + y^2 + y]
[[ 3, 7, 3, 23, 23, 43 ],'<2, 1>',x^14 + x^12 + x^10 + x^9 + x^8 + x^6*y + x^5*y + x^5 + x^3*y + x^3 + x*y + y^2 + y]
[[ 3, 7, 15, 23, 43, 91 ],'<2, 1>',x^14 + x^12 + x^11 + x^9 + x^8 + x^6*y + x^6 + x^5*y + x^3*y + x^2 + x*y + y^2 + y + 1]
[[ 5, 7, 11, 15, 35, 91 ],'<2, 1>',x^14 + x^12 + x^11 + x^10 + x^8 + x^7 + x^6*y + x^6 + x^5*y + x^5 + x^4 + x^3*y + x^2 + x*y + y^2 + y]
[[ 5, 7, 11, 15, 35, 67 ],'<2, 1>',x^13 + x^11 + x^9 + x^8 + x^6*y + x^6 + x^5*y + x^5 + x^4 + x^3*y + x^3 + x*y + y^2 + y]
[[ 5, 7, 11, 15, 55, 67 ],'<2, 1>',x^13 + x^12 + x^11 + x^10 + x^9 + x^7 + x^6*y + x^5*y + x^3*y + x^3 + x^2 + x*y + y^2 + y]
[[ 1, 7, 7, 15, 11, 67 ],'<2, 1>',x^14 + x^6*y + x^5*y + x^3*y + x^3 + x*y + y^2 + y + 1]
[[ 5, 7, 17, 7, 45, 91 ],'<2, 1>',x^14 + x^12 + x^11 + x^10 + x^9 + x^8 + x^7 + x^6*y + x^6 + x^5*y + x^3*y + x^3 + x*y + x + y^2 + y]
[[ 5, 7, 11, 15, 15, 91 ],'<2, 1>',x^14 + x^6*y + x^5*y + x^3*y + x^3 + x^2 + x*y + x + y^2 + y]
[[ 5, 7, 17, 23, 25, 67 ],'<2, 1>',x^14 + x^12 + x^11 + x^9 + x^8 + x^7 + x^6*y + x^5*y + x^5 + x^4 + x^3*y + x^2 + x*y + x + y^2 + y]
[[ 1, 7, 7, 15, 31, 67 ],'<2, 1>',x^14 + x^12 + x^10 + x^9 + x^8 + x^7 + x^6*y + x^6 + x^5*y + x^5 + x^3*y + x^2 + x*y + x + y^2 + y + 1]
[[ 1, 7, 7, 31, 31, 91 ],'<2, 1>',x^13 + x^12 + x^11 + x^9 + x^8 + x^7 + x^6*y + x^6 + x^5*y + x^5 + x^3*y + x^2 + x*y + x + y^2 + y + 1]
[[ 5, 7, 11, 31, 35, 91 ],'<2, 1>',x^14 + x^12 + x^11 + x^10 + x^8 + x^7 + x^6*y + x^6 + x^5*y + x^5 + x^4 + x^3*y + x^3 + x*y + y^2 + y]
[[ 5, 7, 5, 23, 25, 67 ],'<2, 1>',x^14 + x^12 + x^11 + x^10 + x^9 + x^8 + x^7 + x^6*y + x^5*y + x^5 + x^3*y + x^3 + x^2 + x*y + y^2 + y]
[[ 1, 7, 1, 23, 41, 67 ],'<2, 1>',x^14 + x^12 + x^11 + x^10 + x^9 + x^6*y + x^6 + x^5*y + x^5 + x^4 + x^3*y + x^2 + x*y + x + y^2 + y + 1]
[[ 1, 7, 7, 31, 31, 67 ],'<2, 1>',x^13 + x^11 + x^10 + x^8 + x^7 + x^6*y + x^6 + x^5*y + x^4 + x^3*y + x*y + x + y^2 + y + 1]
[[ 1, 7, 7, 15, 51, 91 ],'<2, 1>',x^13 + x^7 + x^6*y + x^6 + x^5*y + x^3*y + x^3 + x^2 + x*y + x + y^2 + y + 1]
[[ 5, 7, 11, 31, 35, 67 ],'<2, 1>',x^14 + x^6*y + x^5*y + x^3*y + x^3 + x*y + y^2 + y]
[[ 1, 7, 13, 7, 41, 43 ],'<2, 1>',x^13 + x^12 + x^9 + x^8 + x^6*y + x^5*y + x^3*y + x*y + y^2 + y + 1]
[[ 5, 7, 5, 7, 25, 43 ],'<2, 1>',x^14 + x^12 + x^10 + x^9 + x^8 + x^7 + x^6*y + x^5*y + x^5 + x^4 + x^3*y + x^3 + x*y + x + y^2 + y]
[[ 1, 7, 13, 23, 21, 67 ],'<2, 1>',x^13 + x^12 + x^11 + x^9 + x^8 + x^7 + x^6*y + x^6 + x^5*y + x^4 + x^3*y + x^3 + x*y + x + y^2 + y + 1]
[[ 3, 7, 9, 15, 33, 19 ],'<2, 1>',x^14 + x^12 + x^11 + x^10 + x^9 + x^6*y + x^5*y + x^4 + x^3*y + x^2 + x*y + y^2 + y + 1]
[[ 3, 7, 9, 31, 33, 67 ],'<2, 1>',x^14 + x^12 + x^10 + x^8 + x^7 + x^6*y + x^6 + x^5*y + x^4 + x^3*y + x*y + y^2 + y]
[[ 3, 7, 9, 15, 13, 43 ],'<2, 1>',x^13 + x^12 + x^11 + x^10 + x^8 + x^6*y + x^5*y + x^4 + x^3*y + x^2 + x*y + y^2 + y]
[[ 1, 7, 1, 23, 21, 67 ],'<2, 1>',x^14 + x^12 + x^11 + x^9 + x^8 + x^6*y + x^6 + x^5*y + x^5 + x^4 + x^3*y + x^3 + x*y + x + y^2 + y + 1]
[[ 1, 7, 13, 23, 41, 67 ],'<2, 1>',x^14 + x^12 + x^11 + x^9 + x^8 + x^7 + x^6*y + x^6 + x^5*y + x^4 + x^3*y + x^2 + x*y + x + y^2 + y + 1]
[[ 1, 7, 1, 7, 21, 91 ],'<2, 1>',x^13 + x^10 + x^9 + x^6*y + x^6 + x^5*y + x^4 + x^3*y + x*y + x + y^2 + y + 1]
[[ 5, 7, 5, 23, 45, 67 ],'<2, 1>',x^13 + x^12 + x^11 + x^10 + x^9 + x^8 + x^6*y + x^5*y + x^4 + x^3*y + x^3 + x^2 + x*y + x + y^2 + y]
[[ 5, 7, 17, 23, 45, 67 ],'<2, 1>',x^13 + x^12 + x^11 + x^10 + x^8 + x^7 + x^6*y + x^5*y + x^5 + x^4 + x^3*y + x^2 + x*y + x + y^2 + y]
[[ 2, 6, 11, 14, 22, 51 ],'<2, 1>',x^13 + x^6*y + x^5*y + x^4 + x*y + y^2 + 1]
[[ 4, 6, 7, 6, 34, 63 ],'<2, 1>',x^13 + x^7 + x^6*y + x^5*y + x^2 + x*y + y^2 + 1]
[[ 2, 6, 5, 22, 32, 63 ],'<2, 1>',x^13 + x^6*y + x^5*y + x^4 + x*y + x + y^2]
[[ 4, 6, 7, 14, 4, 51 ],'<2, 1>',x^14 + x^6*y + x^5*y + x^4 + x^2 + x*y + y^2 + 1]
[[ 2, 6, 5, 6, 32, 87 ],'<2, 1>',x^13 + x^7 + x^6*y + x^5*y + x*y + x + y^2]
[[ 4, 6, 13, 14, 24, 75 ],'<2, 1>',x^13 + x^6*y + x^5*y + x^4 + x^2 + x*y + x + y^2]
[[ 4, 6, 7, 22, 34, 39 ],'<2, 1>',x^13 + x^6*y + x^5*y + x^4 + x^2 + x*y + y^2 + 1]
[[ 2, 6, 11, 22, 12, 87 ],'<2, 1>',x^14 + x^7 + x^6*y + x^5*y + x*y + y^2 + 1]
[[ 4, 6, 13, 6, 34, 87 ],'<2, 1>',x^14 + x^6*y + x^5*y + x^3 + x^2 + x*y + y^2 + 1]
[[ 4, 6, 13, 22, 34, 63 ],'<2, 1>',x^14 + x^6*y + x^5*y + x^4 + x^2 + x*y + x + y^2]
[[ 4, 6, 13, 14, 44, 75 ],'<2, 1>',x^14 + x^7 + x^6*y + x^5*y + x^3 + x*y + x + y^2]
[[ 2, 6, 5, 14, 42, 75 ],'<2, 1>',x^13 + x^6*y + x^5*y + x^4 + x^3 + x^2 + x*y + x + y^2]
[[ 4, 6, 13, 22, 54, 63 ],'<2, 1>',x^13 + x^7 + x^6*y + x^5*y + x^3 + x*y + x + y^2]
[[ 4, 6, 13, 30, 24, 51 ],'<2, 1>',x^13 + x^7 + x^6*y + x^5*y + x^2 + x*y + x + y^2]
[[ 2, 6, 11, 22, 32, 87 ],'<2, 1>',x^13 + x^6*y + x^5*y + x^4 + x^3 + x^2 + x*y + y^2 + 1]
[[ 4, 6, 13, 14, 24, 75 ],'<2, 1>',x^14 + x^8 + x^6*y + x^5*y + x^3 + x*y + y^2 + 1]
[[ 2, 6, 11, 6, 32, 63 ],'<2, 1>',x^14 + x^6*y + x^5*y + x^3 + x*y + x + y^2]
[[ 4, 6, 7, 30, 24, 75 ],'<2, 1>',x^13 + x^8 + x^6*y + x^5*y + x^3 + x*y + x + y^2]
[[ 4, 6, 7, 22, 34, 87 ],'<2, 1>',x^14 + x^8 + x^6*y + x^5*y + x^3 + x*y + x + y^2]
[[ 2, 6, 11, 22, 32, 39 ],'<2, 1>',x^14 + x^7 + x^6*y + x^5*y + x^4 + x^3 + x*y + x + y^2]
[[ 2, 6, 5, 22, 32, 111 ],'<2, 1>',x^14 + x^8 + x^6*y + x^5*y + x^3 + x^2 + x*y + y^2 + 1]
[[ 2, 6, 5, 22, 32, 63 ],'<2, 1>',x^13 + x^7 + x^6*y + x^5*y + x^4 + x^3 + x*y + y^2 + 1]
[[ 2, 6, 5, 14, 42, 75 ],'<2, 1>',x^14 + x^7 + x^6*y + x^5*y + x^4 + x^3 + x*y + y^2 + 1]
[[ 2, 6, 11, 22, 12, 87 ],'<2, 1>',x^13 + x^6*y + x^5*y + x^2 + x*y + x + y^2]
[[ 2, 6, 11, 22, 52, 39 ],'<2, 1>',x^13 + x^7 + x^6*y + x^5*y + x^3 + x^2 + x*y + y^2 + 1]
[[ 4, 6, 13, 6, 14, 39 ],'<2, 1>',x^13 + x^11 + x^10 + x^9 + x^8 + x^6*y + x^5*y + x^5 + x^4 + x*y + y^2 + 1]
[[ 2, 6, 11, 14, 62, 51 ],'<2, 1>',x^13 + x^8 + x^6*y + x^5*y + x*y + x + y^2]
[[ 2, 6, 5, 22, 12, 63 ],'<2, 1>',x^14 + x^6*y + x^5*y + x^2 + x*y + y^2 + 1]
[[ 2, 6, 11, 14, 42, 51 ],'<2, 1>',x^14 + x^6*y + x^5*y + x^2 + x*y + x + y^2]
[[ 2, 6, 5, 30, 42, 51 ],'<2, 1>',x^14 + x^6*y + x^5*y + x^3 + x*y + y^2 + 1]
[[ 4, 6, 7, 22, 14, 39 ],'<2, 1>',x^14 + x^6*y + x^5*y + x*y + x + y^2]
[[ 2, 6, 11, 30, 42, 75 ],'<2, 1>',x^14 + x^6*y + x^5*y + x^4 + x^3 + x^2 + x*y + y^2 + 1]
[[ 2, 6, 11, 14, 22, 99 ],'<2, 1>',x^14 + x^7 + x^6*y + x^5*y + x^4 + x^2 + x*y + x + y^2]
[[ 4, 6, 7, 14, 44, 51 ],'<2, 1>',x^13 + x^12 + x^9 + x^8 + x^6*y + x^5*y + x^5 + x^4 + x^2 + x*y + y^2 + 1]
[[ 4, 6, 13, 22, 34, 111 ],'<2, 1>',x^13 + x^6*y + x^5*y + x^4 + x^3 + x*y + x + y^2]
[[ 4, 6, 7, 22, 54, 87 ],'<2, 1>',x^13 + x^6*y + x^5*y + x^3 + x^2 + x*y + x + y^2]
[[ 4, 6, 13, 22, 34, 63 ],'<2, 1>',x^14 + x^8 + x^6*y + x^5*y + x^2 + x*y + y^2 + 1]
[[ 2, 6, 5, 6, 52, 39 ],'<2, 1>',x^14 + x^6*y + x^5*y + x^4 + x^3 + x^2 + x*y + x + y^2]
[[ 4, 6, 7, 14, 44, 99 ],'<2, 1>',x^13 + x^6*y + x^5*y + x^4 + x^3 + x*y + y^2 + 1]
[[ 4, 6, 7, 14, 24, 51 ],'<2, 1>',x^13 + x^7 + x^6*y + x^5*y + x^3 + x*y + y^2 + 1]
[[ 2, 6, 5, 14, 22, 75 ],'<2, 1>',x^13 + x^6*y + x^5*y + x^2 + x*y + y^2 + 1]
[[ 4, 6, 7, 22, 54, 87 ],'<2, 1>',x^14 + x^7 + x^6*y + x^5*y + x^3 + x*y + y^2 + 1]
[[ 4, 6, 7, 30, 24, 75 ],'<2, 1>',x^13 + x^6*y + x^5 + x^2*y + x^2 + x*y + y^2 + 1]
