[[ 3, 7, 15, 15, 3, 103 ],'<4, 2>',x^13 + x^12 + x^9 + x^8 + x^6 + x^4*y + x^4 + x^2*y + x + y^2]
[[ 3, 7, 9, 23, 33, 103 ],'<2, 1>',x^13 + x^12 + x^11 + x^10 + x^8 + x^4*y + x^4 + x^2*y + x + y^2]
[[ 3, 3, 9, 31, 33, 39 ],'<2, 1>',x^14 + x^13 + x^12 + x^11 + x^10 + x^7 + x^6 + x^4*y + x^4 + x^3 + x^2*y + x + y^2 + 1]
[[ 3, 7, 9, 23, 53, 55 ],'<2, 1>',x^14 + x^13 + x^12 + x^10 + x^7 + x^4*y + x^4 + x^2*y + x + y^2]
[[ 3, 3, 9, 15, 33, 63 ],'<2, 1>',x^13 + x^7 + x^5 + x^4*y + x^3 + x^2*y + x^2 + x + y^2 + 1]
[[ 3, 7, 3, 31, 23, 79 ],'<4, 2>',x^13 + x^12 + x^10 + x^8 + x^5 + x^4*y + x^4 + x^2*y + x + y^2 + 1]
[[ 3, 7, 3, 15, 63, 103 ],'<4, 2>',x^13 + x^8 + x^4*y + x^3 + x^2*y + x^2 + x + y^2]
[[ 3, 7, 9, 23, 13, 55 ],'<2, 1>',x^14 + x^13 + x^12 + x^9 + x^8 + x^6 + x^5 + x^4*y + x^3 + x^2*y + x^2 + x + y^2]
[[ 3, 3, 3, 7, 43, 87 ],'<4, 1>',x^13 + x^12 + x^11 + x^10 + x^9 + x^8 + x^4*y + x^4 + x^3 + x^2*y + x^2 + x + y^2]
[[ 3, 7, 3, 15, 23, 55 ],'<2, 1>',x^14 + x^13 + x^11 + x^10 + x^9 + x^8 + x^7 + x^6 + x^4*y + x^2*y + x^2 + x + y^2 + 1]
[[ 3, 3, 15, 23, 43, 63 ],'<2, 1>',x^13 + x^12 + x^11 + x^9 + x^8 + x^7 + x^6 + x^4*y + x^4 + x^2*y + x^2 + x + y^2]
[[ 3, 3, 9, 15, 33, 111 ],'<2, 1>',x^14 + x^13 + x^12 + x^11 + x^10 + x^7 + x^6 + x^4*y + x^4 + x^3 + x^2*y + x + y^2]
[[ 3, 7, 9, 7, 33, 79 ],'<2, 1>',x^13 + x^11 + x^10 + x^9 + x^8 + x^4*y + x^4 + x^3 + x^2*y + x + y^2]
[[ 3, 3, 15, 7, 23, 87 ],'<4, 1>',x^14 + x^13 + x^10 + x^9 + x^8 + x^6 + x^4*y + x^2*y + x + y^2]
[[ 3, 3, 3, 23, 43, 63 ],'<4, 1>',x^14 + x^13 + x^10 + x^9 + x^8 + x^6 + x^4*y + x^2*y + x + y^2 + 1]
[[ 4, 6, 4, 30, 24, 78 ],'<2, 1>',x^13 + x^10 + x^4*y + x^3*y + x^3 + x^2*y + x + y^2]
[[ 2, 6, 8, 22, 32, 78 ],'<2, 1>',x^14 + x^13 + x^4*y + x^3*y + x^2*y + x^2 + x + y^2 + 1]
[[ 2, 6, 14, 22, 22, 66 ],'<2, 1>',x^13 + x^11 + x^9 + x^4*y + x^3*y + x^3 + x^2*y + x + y^2]
[[ 4, 6, 10, 22, 34, 78 ],'<2, 1>',x^14 + x^13 + x^4*y + x^3*y + x^3 + x^2*y + x + y^2]
[[ 2, 6, 2, 14, 22, 78 ],'<2, 1>',x^13 + x^4*y + x^3*y + x^3 + x^2*y + x^2 + x + y^2 + 1]
[[ 4, 6, 4, 14, 64, 54 ],'<2, 1>',x^13 + x^9 + x^4*y + x^3*y + x^2*y + x^2 + x + y^2]
[[ 4, 6, 16, 30, 44, 54 ],'<2, 1>',x^14 + x^13 + x^11 + x^10 + x^9 + x^7 + x^6 + x^5 + x^4*y + x^4 + x^3*y + x^2*y + x + y^2]
[[ 2, 6, 8, 14, 52, 42 ],'<2, 1>',x^13 + x^10 + x^4*y + x^3*y + x^2*y + x + y^2]
[[ 4, 6, 10, 14, 34, 42 ],'<2, 1>',x^13 + x^8 + x^4*y + x^3*y + x^3 + x^2*y + x + y^2]
[[ 2, 6, 2, 6, 42, 90 ],'<2, 1>',x^13 + x^11 + x^4*y + x^3*y + x^2*y + x + y^2]
[[ 2, 6, 2, 14, 22, 102 ],'<2, 1>',x^13 + x^9 + x^4*y + x^3*y + x^3 + x^2*y + x + y^2 + 1]
[[ 2, 6, 8, 14, 32, 90 ],'<2, 1>',x^13 + x^8 + x^4*y + x^3*y + x^2*y + x^2 + x + y^2 + 1]
[[ 2, 6, 8, 22, 32, 30 ],'<2, 1>',x^13 + x^12 + x^11 + x^9 + x^8 + x^7 + x^6 + x^5 + x^4*y + x^4 + x^3*y + x^2*y + x + y^2 + 1]
[[ 4, 6, 4, 22, 44, 66 ],'<2, 1>',x^14 + x^13 + x^4*y + x^3*y + x^2*y + x + y^2 + 1]
[[ 4, 6, 10, 6, 14, 78 ],'<2, 1>',x^13 + x^11 + x^10 + x^4*y + x^3*y + x^2*y + x + y^2]
[[ 4, 6, 4, 14, 44, 54 ],'<2, 1>',x^13 + x^8 + x^4*y + x^3*y + x^3 + x^2*y + x^2 + x + y^2 + 1]
[[ 2, 6, 8, 6, 32, 54 ],'<2, 1>',x^14 + x^13 + x^4*y + x^3*y + x^3 + x^2*y + x + y^2 + 1]
[[ 4, 6, 10, 14, 14, 42 ],'<2, 1>',x^13 + x^9 + x^4*y + x^3*y + x^3 + x^2*y + x^2 + x + y^2 + 1]
[[ 2, 6, 14, 14, 22, 54 ],'<2, 1>',x^13 + x^4*y + x^3*y + x^2*y + x + y^2 + 1]
[[ 2, 6, 8, 14, 32, 114 ],'<2, 1>',x^13 + x^9 + x^4*y + x^3*y + x^3 + x^2*y + x^2 + x + y^2]
[[ 2, 6, 14, 22, 22, 66 ],'<2, 1>',x^13 + x^11 + x^4*y + x^3*y + x^3 + x^2*y + x^2 + x + y^2]
[[ 2, 6, 14, 14, 2, 54 ],'<2, 1>',x^13 + x^10 + x^4*y + x^3*y + x^3 + x^2*y + x + y^2 + 1]
[[ 4, 6, 10, 22, 34, 30 ],'<2, 1>',x^14 + x^13 + x^12 + x^10 + x^7 + x^5 + x^4*y + x^3*y + x^2*y + x + y^2 + 1]
[[ 4, 6, 16, 14, 44, 102 ],'<2, 1>',x^13 + x^10 + x^4*y + x^3*y + x^2*y + x^2 + x + y^2]
[[ 2, 6, 8, 14, 52, 66 ],'<2, 1>',x^13 + x^8 + x^4*y + x^3*y + x^3 + x^2*y + x + y^2 + 1]
[[ 4, 6, 10, 14, 34, 114 ],'<2, 1>',x^13 + x^10 + x^4*y + x^3*y + x^2*y + x + y^2 + 1]
[[ 4, 6, 4, 22, 24, 90 ],'<2, 1>',x^13 + x^11 + x^4*y + x^3*y + x^3 + x^2*y + x^2 + x + y^2 + 1]
[[ 2, 6, 8, 14, 32, 42 ],'<2, 1>',x^13 + x^4*y + x^3*y + x^2*y + x^2 + x + y^2]
[[ 4, 6, 16, 22, 24, 66 ],'<2, 1>',x^13 + x^11 + x^9 + x^4*y + x^3*y + x^2*y + x^2 + x + y^2 + 1]
[[ 4, 6, 10, 14, 34, 90 ],'<2, 1>',x^13 + x^4*y + x^3*y + x^3 + x^2*y + x + y^2 + 1]
[[ 2, 6, 8, 30, 52, 66 ],'<2, 1>',x^13 + x^10 + x^4*y + x^3*y + x^3 + x^2*y + x^2 + x + y^2]
[[ 4, 6, 10, 30, 14, 66 ],'<2, 1>',x^13 + x^9 + x^4*y + x^3*y + x^2*y + x + y^2 + 1]
[[ 2, 6, 2, 30, 22, 54 ],'<2, 1>',x^13 + x^8 + x^4*y + x^3*y + x^2*y + x + y^2]
[[ 2, 6, 8, 22, 12, 102 ],'<2, 1>',x^14 + x^13 + x^12 + x^9 + x^7 + x^5 + x^4*y + x^3*y + x^2*y + x + y^2]
[[ 2, 6, 14, 30, 42, 78 ],'<2, 1>',x^13 + x^9 + x^4*y + x^3*y + x^2*y + x^2 + x + y^2 + 1]
[[ 4, 6, 4, 22, 44, 66 ],'<2, 1>',x^14 + x^13 + x^12 + x^10 + x^8 + x^7 + x^6 + x^4*y + x^4 + x^3*y + x^3 + x^2*y + x + y^2]
[[ 2, 6, 2, 22, 42, 66 ],'<2, 1>',x^14 + x^13 + x^12 + x^10 + x^8 + x^7 + x^6 + x^4*y + x^4 + x^3*y + x^2*y + x^2 + x + y^2 + 1]
[[ 2, 6, 14, 22, 42, 90 ],'<2, 1>',x^14 + x^13 + x^4*y + x^3*y + x^2*y + x + y^2]
[[ 2, 6, 2, 22, 22, 90 ],'<2, 1>',x^13 + x^11 + x^9 + x^4*y + x^3*y + x^2*y + x^2 + x + y^2]
[[ 2, 6, 8, 22, 32, 78 ],'<2, 1>',x^13 + x^11 + x^4*y + x^3*y + x^2*y + x^2 + x + y^2 + 1]
[[ 4, 6, 16, 14, 44, 78 ],'<2, 1>',x^13 + x^8 + x^4*y + x^3*y + x^2*y + x + y^2 + 1]
[[ 2, 6, 8, 6, 52, 78 ],'<2, 1>',x^13 + x^11 + x^9 + x^4*y + x^3*y + x^3 + x^2*y + x^2 + x + y^2 + 1]
[[ 4, 6, 10, 22, 54, 102 ],'<2, 1>',x^13 + x^11 + x^9 + x^4*y + x^3*y + x^3 + x^2*y + x^2 + x + y^2]
[[ 4, 6, 10, 22, 34, 78 ],'<2, 1>',x^13 + x^11 + x^4*y + x^3*y + x^3 + x^2*y + x + y^2]
[[ 4, 6, 16, 6, 24, 90 ],'<2, 1>',x^14 + x^13 + x^4*y + x^3*y + x^3 + x^2*y + x^2 + x + y^2 + 1]
[[ 4, 6, 10, 6, 34, 54 ],'<2, 1>',x^13 + x^11 + x^4*y + x^3*y + x^2*y + x^2 + x + y^2]
[[ 4, 6, 10, 14, 14, 66 ],'<2, 1>',x^13 + x^12 + x^10 + x^9 + x^8 + x^7 + x^6 + x^4*y + x^4 + x^3*y + x^3 + x^2*y + x + y^2]
[[ 4, 6, 16, 22, 44, 90 ],'<2, 1>',x^13 + x^11 + x^10 + x^4*y + x^3*y + x^3 + x^2*y + x + y^2 + 1]
[[ 3, 5, 15, 21, 23, 89 ],'<2, 1>',x^14 + x^13 + x^10 + x^9 + x^8 + x^4*y + x^4 + x^3 + x*y + y^2 + 1]
[[ 3, 5, 9, 21, 33, 77 ],'<2, 1>',x^14 + x^13 + x^12 + x^10 + x^9 + x^5 + x^4*y + x^4 + x^3 + x^2 + x*y + x + y^2]
[[ 3, 5, 3, 21, 43, 89 ],'<2, 1>',x^13 + x^12 + x^11 + x^9 + x^8 + x^7 + x^5 + x^4*y + x^4 + x^3 + x*y + x + y^2]
[[ 3, 5, 15, 13, 23, 53 ],'<2, 1>',x^13 + x^12 + x^10 + x^9 + x^8 + x^7 + x^6 + x^5 + x^4*y + x^2 + x*y + x + y^2]
[[ 3, 5, 9, 21, 13, 53 ],'<2, 1>',x^14 + x^13 + x^12 + x^8 + x^7 + x^5 + x^4*y + x*y + x + y^2]
[[ 3, 5, 9, 29, 33, 65 ],'<2, 1>',x^14 + x^13 + x^12 + x^11 + x^9 + x^7 + x^6 + x^5 + x^4*y + x^3 + x^2 + x*y + y^2 + 1]
[[ 3, 5, 9, 13, 33, 89 ],'<2, 1>',x^13 + x^12 + x^9 + x^8 + x^5 + x^4*y + x^4 + x^2 + x*y + y^2 + 1]
[[ 3, 5, 3, 13, 23, 125 ],'<4, 2>',x^14 + x^13 + x^12 + x^11 + x^10 + x^9 + x^7 + x^4*y + x^4 + x^2 + x*y + x + y^2]
[[ 3, 5, 3, 13, 43, 53 ],'<2, 1>',x^14 + x^13 + x^11 + x^10 + x^8 + x^7 + x^6 + x^4*y + x*y + y^2 + 1]
[[ 3, 5, 9, 13, 33, 89 ],'<2, 1>',x^13 + x^12 + x^9 + x^8 + x^5 + x^4*y + x^4 + x*y + x + y^2]
[[ 3, 5, 15, 5, 23, 65 ],'<4, 1>',x^14 + x^13 + x^12 + x^9 + x^7 + x^4*y + x^4 + x^2 + x*y + y^2 + 1]
[[ 3, 5, 9, 21, 53, 53 ],'<2, 1>',x^14 + x^13 + x^12 + x^8 + x^7 + x^6 + x^5 + x^4*y + x^4 + x^3 + x^2 + x*y + y^2 + 1]
[[ 3, 5, 15, 13, 43, 125 ],'<4, 2>',x^14 + x^13 + x^12 + x^11 + x^8 + x^6 + x^5 + x^4*y + x^4 + x^3 + x*y + x + y^2]
[[ 3, 5, 3, 5, 43, 65 ],'<4, 1>',x^14 + x^13 + x^10 + x^9 + x^8 + x^5 + x^4*y + x*y + x + y^2]
[[ 1, 7, 13, 7, 21, 43 ],'<4, 1>',x^14 + x^13 + x^8 + x^4*y + x^2*y + x^2 + y^2 + y + 1]
[[ 5, 7, 5, 23, 25, 67 ],'<2, 1>',x^14 + x^13 + x^12 + x^11 + x^10 + x^6 + x^5 + x^4*y + x^4 + x^3 + x^2*y + x^2 + y^2 + y]
[[ 3, 7, 15, 23, 43, 91 ],'<2, 1>',x^14 + x^13 + x^12 + x^9 + x^8 + x^4*y + x^3 + x^2*y + x^2 + y^2 + y + 1]
[[ 3, 7, 3, 31, 23, 55 ],'<2, 1>',x^13 + x^12 + x^11 + x^9 + x^8 + x^6 + x^4*y + x^3 + x^2*y + y^2 + y + 1]
[[ 3, 7, 15, 15, 43, 55 ],'<2, 1>',x^14 + x^13 + x^12 + x^11 + x^5 + x^4*y + x^4 + x^2*y + x^2 + y^2 + y]
[[ 3, 7, 9, 15, 33, 19 ],'<2, 1>',x^14 + x^13 + x^11 + x^8 + x^6 + x^5 + x^4*y + x^4 + x^2*y + y^2 + y]
[[ 3, 7, 9, 15, 53, 43 ],'<2, 1>',x^14 + x^13 + x^12 + x^10 + x^8 + x^4*y + x^3 + x^2*y + x + y^2 + y + 1]
[[ 3, 7, 9, 15, 13, 91 ],'<2, 1>',x^14 + x^13 + x^12 + x^10 + x^8 + x^4*y + x^3 + x^2*y + x + y^2 + y]
[[ 3, 7, 15, 7, 23, 67 ],'<2, 1>',x^14 + x^13 + x^12 + x^11 + x^10 + x^7 + x^4*y + x^2*y + x^2 + y^2 + y + 1]
[[ 3, 7, 9, 23, 33, 103 ],'<2, 1>',x^13 + x^12 + x^11 + x^9 + x^8 + x^5 + x^4*y + x^3 + x^2*y + y^2 + y]
[[ 3, 7, 3, 7, 43, 67 ],'<2, 1>',x^13 + x^12 + x^10 + x^9 + x^8 + x^6 + x^4*y + x^2*y + x^2 + y^2 + y]
[[ 3, 7, 9, 23, 33, 55 ],'<2, 1>',x^13 + x^12 + x^9 + x^8 + x^5 + x^4*y + x^4 + x^3 + x^2*y + y^2 + y + 1]
[[ 3, 7, 3, 23, 43, 91 ],'<2, 1>',x^13 + x^12 + x^10 + x^9 + x^7 + x^6 + x^4*y + x^4 + x^2*y + y^2 + y]
[[ 3, 7, 9, 7, 33, 79 ],'<2, 1>',x^13 + x^12 + x^11 + x^9 + x^8 + x^7 + x^4*y + x^2*y + x^2 + y^2 + y + 1]
[[ 3, 7, 9, 23, 33, 55 ],'<2, 1>',x^14 + x^13 + x^11 + x^9 + x^8 + x^5 + x^4*y + x^2*y + x + y^2 + y]
[[ 1, 7, 7, 7, 31, 79 ],'<2, 1>',x^13 + x^7 + x^6 + x^4*y + x^3 + x^2*y + x^2 + x + y^2 + y + 1]
[[ 5, 7, 11, 15, 35, 67 ],'<2, 1>',x^13 + x^12 + x^11 + x^10 + x^9 + x^6 + x^5 + x^4*y + x^4 + x^2*y + x^2 + x + y^2 + y]
[[ 5, 7, 17, 15, 45, 79 ],'<2, 1>',x^14 + x^13 + x^12 + x^10 + x^9 + x^7 + x^6 + x^5 + x^4*y + x^3 + x^2*y + x^2 + y^2 + y]
[[ 1, 7, 7, 15, 31, 67 ],'<2, 1>',x^14 + x^13 + x^12 + x^10 + x^8 + x^7 + x^4*y + x^4 + x^3 + x^2*y + x^2 + x + y^2 + y + 1]
[[ 5, 7, 11, 23, 35, 55 ],'<2, 1>',x^13 + x^12 + x^11 + x^9 + x^8 + x^7 + x^5 + x^4*y + x^4 + x^3 + x^2*y + x + y^2 + y]
[[ 5, 7, 11, 7, 35, 79 ],'<2, 1>',x^14 + x^13 + x^11 + x^9 + x^8 + x^6 + x^5 + x^4*y + x^4 + x^2*y + x^2 + x + y^2 + y]
[[ 1, 7, 7, 23, 31, 55 ],'<2, 1>',x^14 + x^13 + x^9 + x^7 + x^6 + x^5 + x^4*y + x^4 + x^2*y + x^2 + y^2 + y + 1]
[[ 5, 7, 11, 15, 15, 91 ],'<2, 1>',x^14 + x^13 + x^11 + x^10 + x^9 + x^8 + x^7 + x^5 + x^4*y + x^3 + x^2*y + x + y^2 + y]
[[ 1, 7, 1, 15, 21, 103 ],'<4, 2>',x^13 + x^8 + x^4*y + x^2*y + y^2 + y + 1]
[[ 5, 7, 17, 23, 25, 67 ],'<4, 1>',x^14 + x^13 + x^8 + x^4*y + x^2*y + x^2 + y^2 + y]
[[ 1, 7, 7, 31, 31, 91 ],'<2, 1>',x^14 + x^13 + x^12 + x^10 + x^7 + x^6 + x^5 + x^4*y + x^4 + x^2*y + x^2 + x + y^2 + y + 1]
[[ 1, 7, 7, 23, 31, 55 ],'<2, 1>',x^14 + x^13 + x^12 + x^11 + x^4*y + x^2*y + y^2 + y + 1]
[[ 1, 7, 1, 15, 21, 79 ],'<2, 1>',x^14 + x^13 + x^10 + x^8 + x^7 + x^5 + x^4*y + x^2*y + x^2 + x + y^2 + y + 1]
[[ 5, 7, 17, 23, 45, 67 ],'<2, 1>',x^14 + x^13 + x^12 + x^11 + x^10 + x^7 + x^5 + x^4*y + x^4 + x^3 + x^2*y + x^2 + y^2 + y]
[[ 5, 7, 11, 23, 35, 55 ],'<2, 1>',x^14 + x^13 + x^12 + x^11 + x^8 + x^7 + x^6 + x^5 + x^4*y + x^3 + x^2*y + x^2 + y^2 + y]
[[ 1, 7, 13, 31, 1, 79 ],'<4, 2>',x^13 + x^4*y + x^2*y + x^2 + y^2 + y + 1]
[[ 1, 7, 13, 23, 41, 67 ],'<2, 1>',x^14 + x^13 + x^11 + x^10 + x^9 + x^8 + x^7 + x^6 + x^4*y + x^3 + x^2*y + x + y^2 + y + 1]
[[ 1, 7, 1, 23, 21, 67 ],'<2, 1>',x^13 + x^12 + x^10 + x^9 + x^8 + x^7 + x^6 + x^5 + x^4*y + x^3 + x^2*y + x + y^2 + y + 1]
[[ 3, 7, 9, 23, 33, 103 ],'<2, 1>',x^14 + x^13 + x^11 + x^9 + x^8 + x^4*y + x^4 + x^3 + x^2*y + y^2 + y + 1]
[[ 3, 7, 15, 23, 23, 91 ],'<2, 1>',x^14 + x^13 + x^12 + x^11 + x^10 + x^7 + x^4*y + x^2*y + x^2 + y^2 + y]
[[ 3, 7, 9, 31, 33, 91 ],'<2, 1>',x^14 + x^13 + x^12 + x^11 + x^9 + x^4*y + x^2*y + x^2 + x + y^2 + y + 1]
[[ 3, 7, 15, 31, 43, 55 ],'<2, 1>',x^13 + x^12 + x^11 + x^10 + x^8 + x^5 + x^4*y + x^3 + x^2*y + y^2 + y + 1]
[[ 1, 7, 13, 15, 41, 79 ],'<2, 1>',x^14 + x^13 + x^10 + x^7 + x^6 + x^5 + x^4*y + x^4 + x^2*y + x + y^2 + y + 1]
[[ 3, 7, 9, 23, 33, 103 ],'<2, 1>',x^13 + x^12 + x^9 + x^8 + x^6 + x^4*y + x^4 + x^2*y + x + y^2 + y]
[[ 1, 7, 7, 15, 51, 91 ],'<2, 1>',x^14 + x^13 + x^11 + x^10 + x^9 + x^8 + x^7 + x^5 + x^4*y + x^3 + x^2*y + x + y^2 + y + 1]
[[ 5, 7, 5, 15, 25, 79 ],'<2, 1>',x^13 + x^11 + x^4*y + x^2*y + x^2 + x + y^2 + y]
[[ 5, 7, 11, 31, 35, 91 ],'<2, 1>',x^13 + x^12 + x^11 + x^10 + x^9 + x^8 + x^7 + x^6 + x^4*y + x^3 + x^2*y + x^2 + y^2 + y]
[[ 3, 7, 3, 23, 23, 91 ],'<2, 1>',x^14 + x^13 + x^12 + x^9 + x^7 + x^5 + x^4*y + x^2*y + x^2 + y^2 + y + 1]
[[ 5, 7, 17, 15, 45, 103 ],'<4, 2>',x^13 + x^4*y + x^2*y + x^2 + y^2 + y]
[[ 3, 7, 15, 15, 3, 79 ],'<2, 1>',x^13 + x^12 + x^11 + x^10 + x^8 + x^6 + x^4*y + x^2*y + x + y^2 + y]
[[ 5, 7, 5, 31, 65, 79 ],'<4, 2>',x^13 + x^8 + x^4*y + x^2*y + y^2 + y]
[[ 3, 7, 9, 15, 13, 43 ],'<2, 1>',x^14 + x^13 + x^10 + x^9 + x^8 + x^6 + x^4*y + x^2*y + x + y^2 + y]
[[ 5, 7, 5, 7, 45, 43 ],'<4, 1>',x^13 + x^12 + x^11 + x^10 + x^9 + x^8 + x^6 + x^5 + x^4*y + x^3 + x^2*y + x^2 + y^2 + y]
[[ 1, 7, 1, 23, 41, 67 ],'<4, 1>',x^13 + x^12 + x^11 + x^10 + x^9 + x^8 + x^6 + x^5 + x^4*y + x^3 + x^2*y + x^2 + y^2 + y + 1]
[[ 3, 7, 9, 15, 53, 91 ],'<2, 1>',x^14 + x^13 + x^12 + x^9 + x^6 + x^5 + x^4*y + x^3 + x^2*y + y^2 + y + 1]
[[ 3, 7, 3, 15, 63, 79 ],'<2, 1>',x^14 + x^13 + x^12 + x^8 + x^7 + x^4*y + x^4 + x^3 + x^2*y + y^2 + y]
[[ 3, 7, 3, 15, 23, 55 ],'<2, 1>',x^13 + x^12 + x^9 + x^8 + x^6 + x^5 + x^4*y + x^2*y + x + y^2 + y + 1]
[[ 2, 4, 5, 32, 42, 61 ],'<2, 1>',x^14 + x^13 + x^4*y + x^3 + x^2*y + x^2 + x*y + x + y^2]
[[ 2, 8, 11, 8, 32, 29 ],'<2, 1>',x^14 + x^13 + x^4*y + x^2*y + x*y + y^2 + 1]
[[ 2, 8, 11, 16, 42, 77 ],'<2, 1>',x^13 + x^9 + x^4*y + x^2*y + x*y + y^2 + 1]
[[ 2, 4, 11, 16, 22, 85 ],'<2, 1>',x^14 + x^13 + x^4*y + x^2*y + x*y + x + y^2]
[[ 4, 4, 13, 32, 24, 61 ],'<2, 1>',x^13 + x^11 + x^10 + x^4*y + x^2*y + x*y + x + y^2]
[[ 2, 4, 5, 16, 32, 61 ],'<2, 1>',x^13 + x^8 + x^4*y + x^3 + x^2*y + x^2 + x*y + x + y^2]
[[ 2, 8, 5, 16, 32, 77 ],'<2, 1>',x^13 + x^12 + x^11 + x^9 + x^8 + x^7 + x^5 + x^4*y + x^4 + x^3 + x^2*y + x^2 + x*y + y^2 + 1]
[[ 2, 8, 11, 24, 22, 53 ],'<2, 1>',x^13 + x^4*y + x^2*y + x^2 + x*y + y^2 + 1]
[[ 2, 8, 5, 8, 42, 77 ],'<2, 1>',x^13 + x^8 + x^4*y + x^3 + x^2*y + x^2 + x*y + y^2 + 1]
[[ 2, 4, 5, 16, 42, 61 ],'<2, 1>',x^13 + x^11 + x^10 + x^4*y + x^2*y + x^2 + x*y + y^2 + 1]
[[ 4, 8, 13, 24, 24, 77 ],'<2, 1>',x^13 + x^8 + x^4*y + x^3 + x^2*y + x*y + x + y^2]
[[ 4, 8, 13, 16, 34, 77 ],'<2, 1>',x^13 + x^12 + x^11 + x^9 + x^8 + x^7 + x^5 + x^4*y + x^4 + x^3 + x^2*y + x*y + x + y^2]
[[ 4, 8, 7, 16, 24, 77 ],'<2, 1>',x^13 + x^10 + x^4*y + x^3 + x^2*y + x*y + y^2 + 1]
[[ 2, 4, 5, 8, 22, 85 ],'<2, 1>',x^13 + x^11 + x^4*y + x^3 + x^2*y + x^2 + x*y + x + y^2]
[[ 4, 4, 13, 24, 34, 85 ],'<2, 1>',x^13 + x^9 + x^4*y + x^3 + x^2*y + x*y + y^2 + 1]
[[ 4, 4, 13, 8, 44, 85 ],'<2, 1>',x^13 + x^11 + x^8 + x^4*y + x^3 + x^2*y + x^2 + x*y + y^2 + 1]
[[ 2, 4, 11, 24, 22, 85 ],'<2, 1>',x^14 + x^13 + x^12 + x^10 + x^9 + x^7 + x^4*y + x^2*y + x*y + x + y^2]
[[ 2, 4, 5, 24, 32, 37 ],'<2, 1>',x^13 + x^10 + x^4*y + x^2*y + x*y + y^2 + 1]
[[ 2, 4, 5, 24, 42, 13 ],'<2, 1>',x^13 + x^11 + x^8 + x^4*y + x^3 + x^2*y + x*y + x + y^2]
[[ 2, 4, 11, 16, 42, 61 ],'<2, 1>',x^13 + x^11 + x^10 + x^4*y + x^3 + x^2*y + x*y + y^2 + 1]
[[ 4, 4, 7, 16, 14, 61 ],'<2, 1>',x^13 + x^8 + x^4*y + x^2*y + x^2 + x*y + y^2 + 1]
[[ 2, 8, 5, 32, 22, 53 ],'<2, 1>',x^13 + x^10 + x^4*y + x^2*y + x*y + x + y^2]
[[ 4, 8, 13, 8, 24, 77 ],'<2, 1>',x^14 + x^13 + x^12 + x^11 + x^7 + x^6 + x^5 + x^4*y + x^2*y + x*y + y^2 + 1]
[[ 2, 4, 11, 32, 52, 61 ],'<2, 1>',x^13 + x^8 + x^4*y + x^2*y + x*y + x + y^2]
[[ 4, 4, 7, 16, 24, 61 ],'<2, 1>',x^14 + x^13 + x^4*y + x^2*y + x^2 + x*y + y^2 + 1]
[[ 2, 8, 5, 16, 32, 77 ],'<2, 1>',x^13 + x^11 + x^8 + x^4*y + x^3 + x^2*y + x*y + y^2 + 1]
[[ 4, 4, 7, 24, 54, 85 ],'<2, 1>',x^13 + x^10 + x^4*y + x^3 + x^2*y + x*y + x + y^2]
[[ 4, 8, 7, 24, 64, 77 ],'<2, 1>',x^13 + x^4*y + x^2*y + x*y + x + y^2]
[[ 4, 8, 13, 24, 34, 101 ],'<2, 1>',x^13 + x^11 + x^10 + x^4*y + x^2*y + x*y + y^2 + 1]
[[ 4, 4, 13, 24, 24, 13 ],'<2, 1>',x^13 + x^12 + x^11 + x^9 + x^8 + x^5 + x^4*y + x^3 + x^2*y + x*y + y^2 + 1]
[[ 4, 8, 7, 16, 34, 53 ],'<2, 1>',x^14 + x^13 + x^9 + x^8 + x^7 + x^6 + x^5 + x^4*y + x^2*y + x*y + y^2 + 1]
[[ 2, 8, 5, 24, 42, 77 ],'<2, 1>',x^13 + x^4*y + x^3 + x^2*y + x*y + y^2 + 1]
[[ 4, 4, 13, 24, 34, 37 ],'<2, 1>',x^13 + x^12 + x^4*y + x^2*y + x^2 + x*y + y^2 + 1]
[[ 4, 8, 7, 24, 44, 53 ],'<2, 1>',x^13 + x^8 + x^4*y + x^2*y + x^2 + x*y + x + y^2]
[[ 4, 4, 7, 16, 44, 85 ],'<2, 1>',x^13 + x^11 + x^9 + x^4*y + x^2*y + x*y + y^2 + 1]
[[ 2, 8, 11, 16, 42, 77 ],'<2, 1>',x^13 + x^12 + x^4*y + x^3 + x^2*y + x^2 + x*y + y^2 + 1]
[[ 2, 8, 5, 24, 32, 101 ],'<2, 1>',x^14 + x^13 + x^12 + x^10 + x^8 + x^6 + x^4*y + x^2*y + x*y + x + y^2]
[[ 2, 4, 5, 24, 32, 85 ],'<2, 1>',x^13 + x^12 + x^4*y + x^2*y + x*y + x + y^2]
[[ 4, 8, 7, 16, 24, 77 ],'<2, 1>',x^13 + x^12 + x^4*y + x^3 + x^2*y + x*y + x + y^2]
[[ 4, 8, 13, 16, 34, 77 ],'<2, 1>',x^13 + x^11 + x^10 + x^9 + x^8 + x^6 + x^5 + x^4*y + x^2*y + x*y + y^2 + 1]
[[ 4, 4, 7, 32, 14, 61 ],'<2, 1>',x^13 + x^4*y + x^2*y + x*y + y^2 + 1]
[[ 2, 8, 5, 24, 12, 77 ],'<2, 1>',x^13 + x^11 + x^9 + x^4*y + x^3 + x^2*y + x*y + y^2 + 1]
