[[2], [3, 5], [4], [6, 7]]
[[4,6,13,10,39,81],[0, 10, 14, 40, 16, 42, 8, 43, 50, 52, 9, 18, 54]]
[[3,7,15,23,33,115],[0, 10, 14, 40, 16, 42, 8, 50, 52, 9, 18, 44, 54]]
[[4,6,13,10,39,81],[0, 10, 14, 40, 16, 42, 49, 8, 50, 52, 9, 18, 54]]
[[3,5,12,21,38,98],[0, 10, 14, 40, 16, 42, 8, 50, 52, 9, 18, 53, 54]]
[[3,3,9,31,33,39],[0, 10, 14, 40, 16, 8, 43, 50, 52, 9, 18, 44, 54]]
[[3,3,9,31,33,39],[0, 10, 14, 40, 16, 49, 8, 50, 52, 9, 18, 44, 54]]
[[2,6,17,26,27,81],[0, 10, 14, 40, 16, 8, 50, 52, 9, 18, 44, 53, 54]]
[[3,5,12,33,28,68],[0, 10, 14, 40, 16, 8, 50, 52, 9, 18, 51, 53, 54]]
[[4,4,19,8,54,109],[0, 10, 14, 16, 42, 8, 43, 50, 52, 9, 18, 44, 54]]
[[3,5,6,13,38,50],[0, 10, 14, 16, 42, 49, 8, 43, 50, 52, 9, 18, 54]]
[[2,6,11,26,67,57],[0, 10, 14, 16, 42, 8, 43, 50, 52, 9, 18, 53, 54]]
[[4,4,19,8,54,109],[0, 10, 14, 16, 42, 49, 8, 50, 52, 9, 18, 44, 54]]
[[3,7,15,15,13,91],[0, 10, 14, 16, 42, 8, 50, 52, 9, 18, 44, 53, 54]]
[[2,6,11,26,67,57],[0, 10, 14, 16, 42, 49, 8, 50, 52, 9, 18, 53, 54]]
[[2,6,8,14,52,66],[0, 10, 14, 16, 42, 8, 50, 52, 9, 18, 51, 53, 54]]
[[4,6,10,14,34,66],[0, 10, 14, 16, 49, 8, 43, 50, 52, 9, 18, 44, 54]]
[[2,8,11,32,52,53],[0, 10, 14, 16, 49, 8, 43, 50, 52, 9, 18, 53, 54]]
[[3,7,24,23,23,88],[0, 10, 14, 16, 8, 50, 52, 9, 18, 44, 51, 53, 54]]
[[3,3,9,31,33,39],[0, 10, 14, 40, 16, 42, 8, 43, 50, 52, 9, 44, 54]]
[[3,3,9,31,33,39],[0, 10, 14, 40, 16, 42, 49, 8, 50, 52, 9, 44, 54]]
[[2,6,17,26,27,81],[0, 10, 14, 40, 16, 42, 8, 50, 52, 9, 44, 53, 54]]
[[3,5,12,33,28,68],[0, 10, 14, 40, 16, 42, 8, 50, 52, 9, 51, 53, 54]]
[[3,7,15,23,33,115],[0, 10, 14, 40, 16, 49, 8, 43, 50, 52, 9, 44, 54]]
[[2,4,5,16,42,61],[0, 10, 14, 40, 16, 8, 43, 50, 52, 9, 44, 53, 54]]
[[3,5,12,21,38,98],[0, 10, 14, 40, 16, 49, 8, 43, 50, 52, 9, 53, 54]]
[[2,4,5,16,42,61],[0, 10, 14, 40, 16, 49, 8, 50, 52, 9, 44, 53, 54]]
[[2,4,5,20,37,61],[0, 10, 14, 40, 16, 8, 50, 52, 9, 44, 51, 53, 54]]
[[4,6,10,14,34,66],[0, 10, 14, 16, 42, 49, 8, 43, 50, 52, 9, 44, 54]]
[[2,8,11,32,52,53],[0, 10, 14, 16, 42, 49, 8, 43, 50, 52, 9, 53, 54]]
[[3,7,24,23,23,88],[0, 10, 14, 16, 42, 8, 50, 52, 9, 44, 51, 53, 54]]
[[3,7,15,15,13,91],[0, 10, 14, 16, 49, 8, 43, 50, 52, 9, 44, 53, 54]]
[[3,9,12,25,28,84],[0, 10, 14, 16, 8, 43, 50, 52, 9, 44, 51, 53, 54]]
[[2,6,8,14,52,66],[0, 10, 14, 16, 49, 8, 43, 50, 52, 9, 51, 53, 54]]
[[3,9,12,25,28,84],[0, 10, 14, 16, 49, 8, 50, 52, 9, 44, 51, 53, 54]]
[[3,7,15,19,13,79],[0, 10, 14, 40, 42, 8, 17, 43, 50, 52, 9, 18, 54]]
[[2,10,14,26,17,94],[0, 10, 14, 40, 42, 8, 17, 43, 52, 9, 18, 53, 54]]
[[2,4,8,28,27,112],[0, 10, 14, 40, 42, 8, 17, 50, 52, 9, 18, 44, 54]]
