[[2], [3, 5], [4], [6, 7]]
[[4,4,7,20,9,61],[0, 14, 16, 17, 50, 52, 54]]
[[3,5,12,13,53,110],[0, 14, 16, 17, 52, 53, 54]]
[[4,6,13,26,19,81],[0, 14, 17, 52, 18, 51, 54]]
[[3,7,6,23,23,88],[0, 14, 40, 17, 50, 52, 54]]
[[2,6,5,26,22,75],[0, 14, 40, 17, 52, 53, 54]]
[[4,6,13,26,19,81],[0, 14, 42, 17, 52, 51, 54]]
[[4,8,22,20,24,80],[0, 14, 17, 43, 50, 52, 54]]
[[3,5,9,25,33,65],[0, 14, 17, 43, 52, 53, 54]]
[[3,5,12,33,33,98],[0, 14, 17, 50, 52, 44, 54]]
[[3,9,6,33,13,42],[0, 14, 17, 52, 44, 51, 54]]
[[4,8,22,20,24,80],[0, 14, 49, 17, 50, 52, 54]]
[[3,5,9,25,33,65],[0, 14, 49, 17, 52, 53, 54]]
[[3,5,9,17,28,65],[0, 14, 17, 50, 52, 53, 54]]
[[4,6,7,18,29,69],[0, 16, 17, 50, 52, 18, 54]]
[[3,7,12,27,38,118],[0, 16, 17, 52, 18, 53, 54]]
[[3,9,6,33,13,42],[0, 40, 16, 17, 52, 51, 54]]
[[4,6,7,18,29,69],[0, 16, 42, 17, 50, 52, 54]]
[[3,7,12,27,38,118],[0, 16, 42, 17, 52, 53, 54]]
[[4,4,10,16,24,64],[0, 16, 17, 43, 52, 51, 54]]
[[3,5,3,17,38,77],[0, 16, 17, 50, 52, 44, 54]]
[[2,6,5,26,22,75],[0, 16, 17, 52, 44, 53, 54]]
[[4,4,10,16,24,64],[0, 16, 49, 17, 52, 51, 54]]
[[3,9,9,13,43,69],[0, 16, 17, 52, 51, 53, 54]]
[[3,5,9,29,23,77],[0, 40, 17, 50, 52, 18, 54]]
[[3,7,6,35,28,82],[0, 40, 17, 52, 18, 51, 54]]
[[4,6,7,22,29,111],[0, 17, 43, 50, 52, 18, 54]]
[[3,7,6,19,28,58],[0, 17, 43, 52, 18, 53, 54]]
[[3,3,6,39,23,60],[0, 17, 50, 52, 18, 44, 54]]
[[3,3,6,19,28,42],[0, 17, 52, 18, 44, 51, 54]]
[[2,4,5,40,42,49],[0, 17, 52, 18, 44, 53, 54]]
[[4,6,7,22,29,111],[0, 49, 17, 50, 52, 18, 54]]
[[3,7,6,19,28,58],[0, 49, 17, 52, 18, 53, 54]]
[[3,7,15,19,28,121],[0, 17, 50, 52, 18, 53, 54]]
[[3,5,9,29,23,77],[0, 40, 42, 17, 50, 52, 54]]
[[3,7,6,35,28,82],[0, 40, 42, 17, 52, 51, 54]]
[[4,4,10,20,34,52],[0, 40, 17, 50, 52, 44, 54]]
[[4,6,13,26,34,51],[0, 40, 17, 52, 44, 51, 54]]
[[3,7,6,23,28,52],[0, 40, 17, 52, 44, 53, 54]]
[[2,6,8,34,37,66],[0, 40, 17, 52, 51, 53, 54]]
[[4,6,7,22,29,111],[0, 42, 17, 43, 50, 52, 54]]
[[3,7,6,19,28,58],[0, 42, 17, 43, 52, 53, 54]]
[[3,3,6,39,23,60],[0, 42, 17, 50, 52, 44, 54]]
[[3,3,6,19,28,42],[0, 42, 17, 52, 44, 51, 54]]
[[2,4,5,40,42,49],[0, 42, 17, 52, 44, 53, 54]]
[[4,6,7,22,29,111],[0, 42, 49, 17, 50, 52, 54]]
[[3,7,6,19,28,58],[0, 42, 49, 17, 52, 53, 54]]
[[3,7,15,19,28,121],[0, 42, 17, 50, 52, 53, 54]]
[[3,5,3,33,23,89],[0, 17, 43, 52, 44, 51, 54]]
[[2,6,20,30,22,102],[0, 17, 43, 52, 44, 53, 54]]
[[3,5,12,21,43,38],[0, 17, 43, 52, 51, 53, 54]]
[[3,5,3,33,23,89],[0, 49, 17, 52, 44, 51, 54]]
