[[2], [3, 5], [4], [6, 7]]
[[1,7,4,31,46,58],[0, 1, 10, 5, 14, 7, 16, 42, 49, 8, 17, 50, 52, 9, 18, 44, 53, 54]]
[[1,7,13,23,36,73],[0, 1, 10, 5, 14, 7, 16, 42, 49, 8, 17, 52, 9, 18, 44, 51, 53, 54]]
[[1,9,7,29,31,69],[0, 1, 10, 5, 14, 7, 16, 42, 8, 17, 50, 52, 9, 18, 44, 51, 53, 54]]
[[1,9,10,17,46,72],[0, 1, 10, 5, 14, 7, 16, 49, 8, 17, 43, 52, 9, 18, 44, 51, 53, 54]]
[[2,12,14,20,47,84],[0, 1, 10, 5, 14, 40, 7, 16, 42, 8, 17, 43, 52, 9, 44, 51, 53, 54]]
[[1,7,16,15,56,58],[0, 1, 10, 5, 14, 40, 7, 16, 42, 49, 8, 17, 43, 50, 52, 9, 53, 54]]
[[1,7,4,23,31,88],[0, 1, 10, 5, 14, 40, 7, 16, 42, 8, 17, 43, 50, 52, 9, 51, 53, 54]]
[[2,12,14,20,47,84],[0, 1, 10, 5, 14, 40, 7, 16, 42, 49, 8, 17, 52, 9, 44, 51, 53, 54]]
[[2,12,8,16,32,84],[0, 1, 10, 5, 14, 40, 7, 16, 42, 8, 17, 50, 52, 9, 44, 51, 53, 54]]
[[1,7,4,23,31,88],[0, 1, 10, 5, 14, 40, 7, 16, 42, 49, 8, 17, 50, 52, 9, 51, 53, 54]]
[[2,14,8,22,27,74],[0, 1, 10, 5, 14, 40, 7, 16, 49, 8, 17, 43, 50, 52, 9, 44, 53, 54]]
[[1,9,10,17,46,72],[0, 1, 10, 5, 14, 7, 16, 42, 49, 8, 17, 43, 52, 9, 44, 51, 53, 54]]
[[1,9,7,29,31,69],[0, 1, 10, 5, 14, 7, 16, 49, 8, 17, 43, 50, 52, 9, 44, 51, 53, 54]]
[[3,11,6,31,28,80],[0, 1, 10, 5, 14, 40, 7, 16, 42, 49, 8, 43, 52, 9, 18, 44, 53, 54]]
[[2,8,17,28,7,89],[0, 1, 10, 5, 14, 40, 7, 16, 42, 49, 8, 43, 52, 9, 18, 51, 53, 54]]
[[3,17,9,25,23,59],[0, 1, 10, 5, 14, 40, 7, 16, 49, 8, 43, 52, 9, 18, 44, 51, 53, 54]]
[[3,17,9,25,23,59],[0, 1, 10, 5, 14, 40, 7, 16, 42, 49, 8, 43, 52, 9, 44, 51, 53, 54]]
[[3,15,12,23,33,66],[0, 1, 10, 5, 14, 40, 7, 42, 49, 8, 17, 43, 50, 52, 9, 18, 44, 54]]
[[2,14,17,22,32,77],[0, 1, 10, 5, 14, 40, 7, 42, 49, 8, 17, 43, 52, 9, 18, 44, 53, 54]]
[[2,12,8,20,37,84],[0, 1, 10, 5, 14, 40, 7, 42, 8, 17, 43, 50, 52, 9, 18, 44, 53, 54]]
[[1,9,7,21,36,81],[0, 1, 10, 5, 14, 40, 7, 42, 49, 8, 17, 43, 50, 52, 9, 18, 53, 54]]
[[1,7,10,23,21,70],[0, 1, 10, 5, 14, 40, 7, 42, 49, 8, 17, 43, 52, 9, 18, 51, 53, 54]]
[[1,9,7,25,21,51],[0, 1, 10, 5, 14, 40, 7, 42, 8, 17, 43, 50, 52, 9, 18, 51, 53, 54]]
[[2,12,8,20,37,84],[0, 1, 10, 5, 14, 40, 7, 42, 49, 8, 17, 50, 52, 9, 18, 44, 53, 54]]
[[1,9,7,25,21,51],[0, 1, 10, 5, 14, 40, 7, 42, 49, 8, 17, 50, 52, 9, 18, 51, 53, 54]]
[[2,14,5,30,47,59],[0, 1, 10, 5, 14, 40, 7, 8, 17, 43, 50, 52, 9, 18, 44, 51, 53, 54]]
[[1,7,13,31,21,91],[0, 1, 10, 5, 14, 40, 7, 49, 8, 17, 43, 50, 52, 9, 18, 51, 53, 54]]
[[2,14,5,30,47,59],[0, 1, 10, 5, 14, 40, 7, 49, 8, 17, 50, 52, 9, 18, 44, 51, 53, 54]]
[[1,11,13,39,36,65],[0, 1, 10, 5, 14, 7, 42, 49, 8, 17, 43, 50, 52, 9, 18, 44, 53, 54]]
[[1,11,7,31,36,65],[0, 1, 10, 5, 14, 7, 42, 49, 8, 17, 43, 52, 9, 18, 44, 51, 53, 54]]
[[1,9,4,13,21,84],[0, 1, 10, 5, 14, 7, 49, 8, 17, 43, 50, 52, 9, 18, 44, 51, 53, 54]]
[[2,14,5,30,47,59],[0, 1, 10, 5, 14, 40, 7, 42, 8, 17, 43, 50, 52, 9, 44, 51, 53, 54]]
[[1,7,13,31,21,91],[0, 1, 10, 5, 14, 40, 7, 42, 49, 8, 17, 43, 50, 52, 9, 51, 53, 54]]
[[2,14,5,30,47,59],[0, 1, 10, 5, 14, 40, 7, 42, 49, 8, 17, 50, 52, 9, 44, 51, 53, 54]]
[[1,9,4,13,21,84],[0, 1, 10, 5, 14, 7, 42, 49, 8, 17, 43, 50, 52, 9, 44, 51, 53, 54]]
[[2,6,5,18,32,57],[0, 1, 10, 5, 14, 40, 7, 42, 49, 8, 43, 50, 52, 9, 18, 51, 53, 54]]
[[3,11,9,35,28,77],[0, 1, 10, 5, 14, 40, 7, 49, 8, 43, 50, 52, 9, 18, 44, 51, 53, 54]]
[[3,11,9,35,28,77],[0, 1, 10, 5, 14, 40, 7, 42, 49, 8, 43, 50, 52, 9, 44, 51, 53, 54]]
[[3,9,9,13,68,69],[0, 1, 10, 5, 40, 7, 16, 42, 49, 8, 17, 43, 52, 9, 18, 44, 51, 54]]
[[1,11,10,19,26,68],[0, 1, 10, 5, 40, 7, 16, 42, 49, 8, 17, 43, 52, 9, 18, 51, 53, 54]]
[[1,9,16,29,36,78],[0, 1, 10, 5, 40, 7, 16, 42, 8, 17, 43, 50, 52, 9, 18, 51, 53, 54]]
[[2,14,5,30,47,59],[0, 1, 10, 5, 40, 7, 16, 42, 8, 17, 50, 52, 9, 18, 44, 51, 53, 54]]
[[1,9,16,29,36,78],[0, 1, 10, 5, 40, 7, 16, 42, 49, 8, 17, 50, 52, 9, 18, 51, 53, 54]]
[[2,14,11,22,32,77],[0, 1, 10, 5, 40, 7, 16, 49, 8, 17, 43, 50, 52, 9, 18, 44, 53, 54]]
[[1,7,4,19,31,64],[0, 1, 10, 5, 40, 7, 16, 49, 8, 17, 43, 50, 52, 9, 18, 51, 53, 54]]
[[1,11,13,23,46,89],[0, 1, 10, 5, 7, 16, 42, 8, 17, 43, 50, 52, 9, 18, 44, 51, 53, 54]]
[[1,11,13,23,46,89],[0, 1, 10, 5, 7, 16, 42, 49, 8, 17, 50, 52, 9, 18, 44, 51, 53, 54]]
[[2,14,11,22,32,77],[0, 1, 10, 5, 40, 7, 16, 42, 49, 8, 17, 43, 50, 52, 9, 44, 53, 54]]
[[1,7,4,19,31,64],[0, 1, 10, 5, 40, 7, 16, 42, 49, 8, 17, 43, 50, 52, 9, 51, 53, 54]]
[[2,14,5,30,47,59],[0, 1, 10, 5, 40, 7, 16, 49, 8, 17, 43, 50, 52, 9, 44, 51, 53, 54]]
[[3,11,15,23,28,77],[0, 1, 10, 5, 40, 7, 16, 42, 49, 8, 43, 52, 9, 18, 44, 51, 53, 54]]
[[2,10,8,14,52,112],[0, 1, 10, 5, 40, 7, 42, 49, 8, 17, 43, 52, 9, 18, 44, 51, 53, 54]]
[[2,16,11,20,37,85],[0, 1, 10, 5, 40, 7, 42, 8, 17, 43, 50, 52, 9, 18, 44, 51, 53, 54]]
[[1,9,16,29,31,72],[0, 1, 10, 5, 40, 7, 42, 49, 8, 17, 43, 50, 52, 9, 18, 51, 53, 54]]
[[2,16,11,20,37,85],[0, 1, 10, 5, 40, 7, 42, 49, 8, 17, 50, 52, 9, 18, 44, 51, 53, 54]]
[[1,7,10,31,21,100],[0, 1, 10, 5, 7, 42, 49, 8, 17, 43, 50, 52, 9, 18, 44, 51, 53, 54]]
[[6,12,9,28,36,51],[0, 1, 5, 14, 40, 7, 16, 42, 49, 8, 17, 43, 50, 52, 9, 18, 44, 54]]
[[5,11,5,27,25,83],[0, 1, 5, 14, 40, 7, 16, 42, 8, 17, 43, 50, 52, 9, 18, 44, 53, 54]]
[[4,8,10,16,29,110],[0, 1, 5, 14, 40, 7, 16, 42, 49, 8, 17, 43, 50, 52, 9, 18, 53, 54]]
[[4,6,7,18,59,87],[0, 1, 5, 14, 40, 7, 16, 42, 49, 8, 17, 43, 52, 9, 18, 51, 53, 54]]
[[5,11,5,27,25,83],[0, 1, 5, 14, 40, 7, 16, 42, 49, 8, 17, 50, 52, 9, 18, 44, 53, 54]]
[[4,6,10,18,39,48],[0, 1, 5, 14, 40, 7, 16, 49, 8, 17, 43, 50, 52, 9, 18, 51, 53, 54]]
[[4,6,13,30,24,51],[0, 1, 5, 14, 7, 16, 42, 49, 8, 17, 43, 50, 52, 9, 18, 44, 53, 54]]
[[4,6,10,38,19,78],[0, 1, 5, 14, 7, 16, 42, 49, 8, 17, 43, 52, 9, 18, 44, 51, 53, 54]]
[[4,6,7,22,54,63],[0, 1, 5, 14, 7, 16, 42, 8, 17, 43, 50, 52, 9, 18, 44, 51, 53, 54]]
[[4,6,7,22,54,63],[0, 1, 5, 14, 7, 16, 42, 49, 8, 17, 50, 52, 9, 18, 44, 51, 53, 54]]
[[4,8,10,16,64,80],[0, 1, 5, 14, 7, 16, 49, 8, 17, 43, 50, 52, 9, 18, 44, 51, 53, 54]]
[[4,6,10,18,39,48],[0, 1, 5, 14, 40, 7, 16, 42, 49, 8, 17, 43, 50, 52, 9, 51, 53, 54]]
[[4,8,10,16,64,80],[0, 1, 5, 14, 7, 16, 42, 49, 8, 17, 43, 50, 52, 9, 44, 51, 53, 54]]
[[4,12,7,16,44,81],[0, 1, 5, 14, 40, 7, 16, 42, 49, 8, 43, 50, 52, 9, 18, 44, 53, 54]]
[[3,9,9,25,38,93],[0, 1, 5, 14, 40, 7, 16, 42, 49, 8, 43, 50, 52, 9, 18, 51, 53, 54]]
[[3,7,9,23,33,79],[0, 1, 5, 14, 7, 16, 42, 49, 8, 43, 50, 52, 9, 18, 44, 51, 53, 54]]
[[5,15,11,31,10,45],[0, 1, 5, 14, 40, 7, 42, 49, 8, 17, 43, 50, 52, 9, 18, 44, 53, 54]]
[[4,8,7,24,54,101],[0, 1, 5, 14, 40, 7, 42, 49, 8, 17, 43, 50, 52, 9, 18, 51, 53, 54]]
[[5,13,5,21,30,91],[0, 1, 5, 14, 40, 7, 49, 8, 17, 43, 50, 52, 9, 18, 44, 51, 53, 54]]
[[5,13,5,21,30,91],[0, 1, 5, 14, 40, 7, 42, 49, 8, 17, 43, 50, 52, 9, 44, 51, 53, 54]]
[[5,11,14,19,30,86],[0, 1, 5, 40, 7, 16, 42, 8, 17, 43, 50, 52, 9, 18, 44, 51, 53, 54]]
[[4,8,7,24,24,89],[0, 1, 5, 40, 7, 16, 42, 49, 8, 17, 43, 50, 52, 9, 18, 51, 53, 54]]
[[5,11,14,19,30,86],[0, 1, 5, 40, 7, 16, 42, 49, 8, 17, 50, 52, 9, 18, 44, 51, 53, 54]]
[[4,6,10,22,59,90],[0, 1, 5, 7, 16, 42, 49, 8, 17, 43, 50, 52, 9, 18, 44, 51, 53, 54]]
[[5,11,14,15,35,68],[0, 1, 5, 40, 7, 42, 49, 8, 17, 43, 50, 52, 9, 18, 44, 51, 53, 54]]
[[2,6,26,30,22,72],[0, 1, 10, 5, 14, 40, 7, 16, 42, 49, 8, 17, 43, 50, 52, 18, 44, 54]]
[[1,7,4,31,46,58],[0, 1, 10, 5, 14, 40, 7, 16, 42, 8, 17, 43, 50, 52, 18, 44, 53, 54]]
[[1,7,13,23,36,73],[0, 1, 10, 5, 14, 40, 7, 16, 42, 8, 17, 43, 52, 18, 44, 51, 53, 54]]
[[2,12,8,16,7,66],[0, 1, 10, 5, 14, 40, 7, 16, 42, 49, 8, 17, 43, 50, 52, 18, 53, 54]]
[[2,8,5,20,42,71],[0, 1, 10, 5, 14, 40, 7, 16, 42, 49, 8, 17, 43, 52, 18, 51, 53, 54]]
[[1,7,4,31,46,58],[0, 1, 10, 5, 14, 40, 7, 16, 42, 49, 8, 17, 50, 52, 18, 44, 53, 54]]
[[1,7,13,23,36,73],[0, 1, 10, 5, 14, 40, 7, 16, 42, 49, 8, 17, 52, 18, 44, 51, 53, 54]]
[[1,9,7,29,31,69],[0, 1, 10, 5, 14, 40, 7, 16, 42, 8, 17, 50, 52, 18, 44, 51, 53, 54]]
[[1,9,10,17,46,72],[0, 1, 10, 5, 14, 40, 7, 16, 49, 8, 17, 43, 52, 18, 44, 51, 53, 54]]
[[2,14,8,22,27,74],[0, 1, 10, 5, 14, 7, 16, 42, 49, 8, 17, 43, 50, 52, 18, 44, 53, 54]]
[[2,12,8,16,32,84],[0, 1, 10, 5, 14, 7, 16, 49, 8, 17, 43, 50, 52, 18, 44, 51, 53, 54]]
[[1,9,10,17,46,72],[0, 1, 10, 5, 14, 40, 7, 16, 42, 49, 8, 17, 43, 52, 44, 51, 53, 54]]
[[1,9,7,29,31,69],[0, 1, 10, 5, 14, 40, 7, 16, 49, 8, 17, 43, 50, 52, 44, 51, 53, 54]]
[[2,12,8,16,32,84],[0, 1, 10, 5, 14, 7, 16, 42, 49, 8, 17, 43, 50, 52, 44, 51, 53, 54]]
[[1,11,13,39,36,65],[0, 1, 10, 5, 14, 40, 7, 42, 49, 8, 17, 43, 50, 52, 18, 44, 53, 54]]
[[1,11,7,31,36,65],[0, 1, 10, 5, 14, 40, 7, 42, 49, 8, 17, 43, 52, 18, 44, 51, 53, 54]]
[[1,9,4,13,21,84],[0, 1, 10, 5, 14, 40, 7, 49, 8, 17, 43, 50, 52, 18, 44, 51, 53, 54]]
[[1,9,4,13,21,84],[0, 1, 10, 5, 14, 40, 7, 42, 49, 8, 17, 43, 50, 52, 44, 51, 53, 54]]
[[1,11,13,23,46,89],[0, 1, 10, 5, 40, 7, 16, 42, 8, 17, 43, 50, 52, 18, 44, 51, 53, 54]]
[[1,11,13,23,46,89],[0, 1, 10, 5, 40, 7, 16, 42, 49, 8, 17, 50, 52, 18, 44, 51, 53, 54]]
[[2,14,5,30,47,59],[0, 1, 10, 5, 7, 16, 42, 49, 8, 17, 43, 50, 52, 18, 44, 51, 53, 54]]
[[1,7,10,31,21,100],[0, 1, 10, 5, 40, 7, 42, 49, 8, 17, 43, 50, 52, 18, 44, 51, 53, 54]]
[[4,6,13,30,24,51],[0, 1, 5, 14, 40, 7, 16, 42, 49, 8, 17, 43, 50, 52, 18, 44, 53, 54]]
[[4,6,10,38,19,78],[0, 1, 5, 14, 40, 7, 16, 42, 49, 8, 17, 43, 52, 18, 44, 51, 53, 54]]
[[4,6,7,22,54,63],[0, 1, 5, 14, 40, 7, 16, 42, 8, 17, 43, 50, 52, 18, 44, 51, 53, 54]]
[[4,6,7,22,54,63],[0, 1, 5, 14, 40, 7, 16, 42, 49, 8, 17, 50, 52, 18, 44, 51, 53, 54]]
[[4,8,10,16,64,80],[0, 1, 5, 14, 40, 7, 16, 49, 8, 17, 43, 50, 52, 18, 44, 51, 53, 54]]
[[4,8,10,16,64,80],[0, 1, 5, 14, 40, 7, 16, 42, 49, 8, 17, 43, 50, 52, 44, 51, 53, 54]]
[[3,7,9,23,33,79],[0, 1, 5, 14, 40, 7, 16, 42, 49, 8, 43, 50, 52, 18, 44, 51, 53, 54]]
[[4,6,10,22,59,90],[0, 1, 5, 40, 7, 16, 42, 49, 8, 17, 43, 50, 52, 18, 44, 51, 53, 54]]
[[3,15,12,23,33,66],[0, 1, 10, 5, 14, 40, 7, 16, 42, 49, 17, 43, 50, 52, 9, 18, 44, 54]]
[[2,14,17,22,32,77],[0, 1, 10, 5, 14, 40, 7, 16, 42, 49, 17, 43, 52, 9, 18, 44, 53, 54]]
[[2,12,8,20,37,84],[0, 1, 10, 5, 14, 40, 7, 16, 42, 17, 43, 50, 52, 9, 18, 44, 53, 54]]
[[1,9,7,21,36,81],[0, 1, 10, 5, 14, 40, 7, 16, 42, 49, 17, 43, 50, 52, 9, 18, 53, 54]]
[[1,7,10,23,21,70],[0, 1, 10, 5, 14, 40, 7, 16, 42, 49, 17, 43, 52, 9, 18, 51, 53, 54]]
[[1,9,7,25,21,51],[0, 1, 10, 5, 14, 40, 7, 16, 42, 17, 43, 50, 52, 9, 18, 51, 53, 54]]
[[2,12,8,20,37,84],[0, 1, 10, 5, 14, 40, 7, 16, 42, 49, 17, 50, 52, 9, 18, 44, 53, 54]]
[[1,9,7,25,21,51],[0, 1, 10, 5, 14, 40, 7, 16, 42, 49, 17, 50, 52, 9, 18, 51, 53, 54]]
[[2,14,5,30,47,59],[0, 1, 10, 5, 14, 40, 7, 16, 17, 43, 50, 52, 9, 18, 44, 51, 53, 54]]
[[1,7,13,31,21,91],[0, 1, 10, 5, 14, 40, 7, 16, 49, 17, 43, 50, 52, 9, 18, 51, 53, 54]]
[[2,14,5,30,47,59],[0, 1, 10, 5, 14, 40, 7, 16, 49, 17, 50, 52, 9, 18, 44, 51, 53, 54]]
[[1,11,13,39,36,65],[0, 1, 10, 5, 14, 7, 16, 42, 49, 17, 43, 50, 52, 9, 18, 44, 53, 54]]
[[1,11,7,31,36,65],[0, 1, 10, 5, 14, 7, 16, 42, 49, 17, 43, 52, 9, 18, 44, 51, 53, 54]]
[[1,9,4,13,21,84],[0, 1, 10, 5, 14, 7, 16, 49, 17, 43, 50, 52, 9, 18, 44, 51, 53, 54]]
[[2,14,5,30,47,59],[0, 1, 10, 5, 14, 40, 7, 16, 42, 17, 43, 50, 52, 9, 44, 51, 53, 54]]
[[1,7,13,31,21,91],[0, 1, 10, 5, 14, 40, 7, 16, 42, 49, 17, 43, 50, 52, 9, 51, 53, 54]]
[[2,14,5,30,47,59],[0, 1, 10, 5, 14, 40, 7, 16, 42, 49, 17, 50, 52, 9, 44, 51, 53, 54]]
[[1,9,4,13,21,84],[0, 1, 10, 5, 14, 7, 16, 42, 49, 17, 43, 50, 52, 9, 44, 51, 53, 54]]
[[2,6,5,18,32,57],[0, 1, 10, 5, 14, 40, 7, 16, 42, 49, 43, 50, 52, 9, 18, 51, 53, 54]]
[[3,11,9,35,28,77],[0, 1, 10, 5, 14, 40, 7, 16, 49, 43, 50, 52, 9, 18, 44, 51, 53, 54]]
[[3,11,9,35,28,77],[0, 1, 10, 5, 14, 40, 7, 16, 42, 49, 43, 50, 52, 9, 44, 51, 53, 54]]
[[2,14,8,22,27,74],[0, 1, 10, 5, 14, 40, 7, 42, 49, 17, 43, 50, 52, 9, 18, 44, 53, 54]]
[[2,12,8,16,32,84],[0, 1, 10, 5, 14, 40, 7, 49, 17, 43, 50, 52, 9, 18, 44, 51, 53, 54]]
[[1,9,7,29,31,69],[0, 1, 10, 5, 14, 7, 42, 49, 17, 43, 50, 52, 9, 18, 44, 51, 53, 54]]
[[2,12,8,16,32,84],[0, 1, 10, 5, 14, 40, 7, 42, 49, 17, 43, 50, 52, 9, 44, 51, 53, 54]]
[[2,10,8,14,52,112],[0, 1, 10, 5, 40, 7, 16, 42, 49, 17, 43, 52, 9, 18, 44, 51, 53, 54]]
[[2,16,11,20,37,85],[0, 1, 10, 5, 40, 7, 16, 42, 17, 43, 50, 52, 9, 18, 44, 51, 53, 54]]
[[1,9,16,29,31,72],[0, 1, 10, 5, 40, 7, 16, 42, 49, 17, 43, 50, 52, 9, 18, 51, 53, 54]]
[[2,16,11,20,37,85],[0, 1, 10, 5, 40, 7, 16, 42, 49, 17, 50, 52, 9, 18, 44, 51, 53, 54]]
[[1,7,10,31,21,100],[0, 1, 10, 5, 7, 16, 42, 49, 17, 43, 50, 52, 9, 18, 44, 51, 53, 54]]
[[2,14,5,30,47,59],[0, 1, 10, 5, 40, 7, 42, 49, 17, 43, 50, 52, 9, 18, 44, 51, 53, 54]]
[[5,15,11,31,10,45],[0, 1, 5, 14, 40, 7, 16, 42, 49, 17, 43, 50, 52, 9, 18, 44, 53, 54]]
[[4,8,7,24,54,101],[0, 1, 5, 14, 40, 7, 16, 42, 49, 17, 43, 50, 52, 9, 18, 51, 53, 54]]
[[5,13,5,21,30,91],[0, 1, 5, 14, 40, 7, 16, 49, 17, 43, 50, 52, 9, 18, 44, 51, 53, 54]]
[[5,13,5,21,30,91],[0, 1, 5, 14, 40, 7, 16, 42, 49, 17, 43, 50, 52, 9, 44, 51, 53, 54]]
[[5,11,14,15,35,68],[0, 1, 5, 40, 7, 16, 42, 49, 17, 43, 50, 52, 9, 18, 44, 51, 53, 54]]
[[1,11,13,39,36,65],[0, 1, 10, 5, 14, 40, 7, 16, 42, 49, 17, 43, 50, 52, 18, 44, 53, 54]]
[[1,11,7,31,36,65],[0, 1, 10, 5, 14, 40, 7, 16, 42, 49, 17, 43, 52, 18, 44, 51, 53, 54]]
[[1,9,4,13,21,84],[0, 1, 10, 5, 14, 40, 7, 16, 49, 17, 43, 50, 52, 18, 44, 51, 53, 54]]
[[1,9,4,13,21,84],[0, 1, 10, 5, 14, 40, 7, 16, 42, 49, 17, 43, 50, 52, 44, 51, 53, 54]]
[[1,9,7,29,31,69],[0, 1, 10, 5, 14, 40, 7, 42, 49, 17, 43, 50, 52, 18, 44, 51, 53, 54]]
[[1,7,10,31,21,100],[0, 1, 10, 5, 40, 7, 16, 42, 49, 17, 43, 50, 52, 18, 44, 51, 53, 54]]
[[3,9,9,13,68,69],[0, 1, 10, 5, 14, 40, 16, 42, 49, 8, 17, 43, 52, 9, 18, 44, 51, 54]]
[[1,11,10,19,26,68],[0, 1, 10, 5, 14, 40, 16, 42, 49, 8, 17, 43, 52, 9, 18, 51, 53, 54]]
[[1,9,16,29,36,78],[0, 1, 10, 5, 14, 40, 16, 42, 8, 17, 43, 50, 52, 9, 18, 51, 53, 54]]
[[2,14,5,30,47,59],[0, 1, 10, 5, 14, 40, 16, 42, 8, 17, 50, 52, 9, 18, 44, 51, 53, 54]]
