[[2], [3, 5], [4], [6, 7]]
[[1,5,1,25,26,77],[0, 1, 10, 40, 7, 42, 8, 50, 52, 9, 18, 44, 51, 53, 54]]
[[2,8,8,12,17,56],[0, 1, 10, 40, 7, 42, 49, 8, 50, 52, 9, 18, 51, 53, 54]]
[[1,9,4,37,51,60],[0, 1, 10, 40, 7, 49, 8, 43, 50, 52, 9, 18, 44, 53, 54]]
[[1,5,1,25,26,77],[0, 1, 10, 40, 7, 8, 43, 50, 52, 9, 18, 44, 51, 53, 54]]
[[1,5,1,25,26,77],[0, 1, 10, 40, 7, 49, 8, 50, 52, 9, 18, 44, 51, 53, 54]]
[[2,6,14,26,32,108],[0, 1, 10, 7, 42, 8, 43, 50, 52, 9, 18, 44, 51, 53, 54]]
[[1,11,4,31,46,62],[0, 1, 10, 7, 42, 49, 8, 43, 50, 52, 9, 18, 51, 53, 54]]
[[2,6,14,26,32,108],[0, 1, 10, 7, 42, 49, 8, 50, 52, 9, 18, 44, 51, 53, 54]]
[[2,12,17,24,27,69],[0, 1, 10, 7, 49, 8, 43, 50, 52, 9, 18, 44, 51, 53, 54]]
[[1,9,4,37,51,60],[0, 1, 10, 40, 7, 42, 49, 8, 43, 50, 52, 9, 44, 53, 54]]
[[1,5,1,25,26,77],[0, 1, 10, 40, 7, 42, 8, 43, 50, 52, 9, 44, 51, 53, 54]]
[[1,5,1,25,26,77],[0, 1, 10, 40, 7, 42, 49, 8, 50, 52, 9, 44, 51, 53, 54]]
[[1,5,1,25,26,77],[0, 1, 10, 40, 7, 49, 8, 43, 50, 52, 9, 44, 51, 53, 54]]
[[2,12,17,24,27,69],[0, 1, 10, 7, 42, 49, 8, 43, 50, 52, 9, 44, 51, 53, 54]]
[[5,5,14,25,35,86],[0, 1, 14, 40, 7, 16, 42, 8, 17, 43, 50, 52, 9, 18, 54]]
[[4,6,13,10,24,87],[0, 1, 14, 40, 7, 16, 42, 8, 17, 43, 52, 9, 18, 53, 54]]
[[4,6,13,30,29,69],[0, 1, 14, 40, 7, 16, 42, 8, 17, 50, 52, 9, 18, 44, 54]]
[[4,4,16,48,29,58],[0, 1, 14, 40, 7, 16, 42, 8, 17, 52, 9, 18, 44, 51, 54]]
[[5,5,14,25,35,86],[0, 1, 14, 40, 7, 16, 42, 49, 8, 17, 50, 52, 9, 18, 54]]
[[4,6,13,10,24,87],[0, 1, 14, 40, 7, 16, 42, 49, 8, 17, 52, 9, 18, 53, 54]]
[[4,6,16,26,39,66],[0, 1, 14, 40, 7, 16, 42, 8, 17, 50, 52, 9, 18, 53, 54]]
[[4,4,7,12,39,49],[0, 1, 14, 40, 7, 16, 8, 17, 43, 52, 9, 18, 44, 51, 54]]
[[3,7,12,19,18,106],[0, 1, 14, 40, 7, 16, 8, 17, 43, 52, 9, 18, 44, 53, 54]]
[[5,5,17,5,50,77],[0, 1, 14, 40, 7, 16, 49, 8, 17, 43, 52, 9, 18, 51, 54]]
[[4,8,10,32,34,86],[0, 1, 14, 40, 7, 16, 8, 17, 43, 52, 9, 18, 51, 53, 54]]
[[4,4,7,12,39,49],[0, 1, 14, 40, 7, 16, 49, 8, 17, 52, 9, 18, 44, 51, 54]]
[[3,7,12,19,18,106],[0, 1, 14, 40, 7, 16, 49, 8, 17, 52, 9, 18, 44, 53, 54]]
[[3,7,9,19,13,79],[0, 1, 14, 40, 7, 16, 8, 17, 50, 52, 9, 18, 44, 53, 54]]
[[3,5,6,41,23,62],[0, 1, 14, 40, 7, 16, 8, 17, 52, 9, 18, 44, 51, 53, 54]]
[[4,8,10,32,34,86],[0, 1, 14, 40, 7, 16, 49, 8, 17, 52, 9, 18, 51, 53, 54]]
[[4,8,10,16,24,104],[0, 1, 14, 40, 7, 16, 8, 17, 50, 52, 9, 18, 51, 53, 54]]
[[5,7,20,15,45,82],[0, 1, 14, 7, 16, 42, 8, 17, 43, 50, 52, 9, 18, 44, 54]]
[[5,11,14,23,20,80],[0, 1, 14, 7, 16, 42, 8, 17, 43, 52, 9, 18, 44, 51, 54]]
[[4,6,28,6,39,84],[0, 1, 14, 7, 16, 42, 8, 17, 43, 52, 9, 18, 44, 53, 54]]
[[4,8,10,16,34,104],[0, 1, 14, 7, 16, 42, 49, 8, 17, 43, 50, 52, 9, 18, 54]]
[[3,7,9,19,53,49],[0, 1, 14, 7, 16, 42, 49, 8, 17, 43, 52, 9, 18, 53, 54]]
[[3,7,9,31,28,91],[0, 1, 14, 7, 16, 42, 8, 17, 43, 50, 52, 9, 18, 53, 54]]
[[5,7,20,15,45,82],[0, 1, 14, 7, 16, 42, 49, 8, 17, 50, 52, 9, 18, 44, 54]]
[[5,11,14,23,20,80],[0, 1, 14, 7, 16, 42, 49, 8, 17, 52, 9, 18, 44, 51, 54]]
[[4,6,28,6,39,84],[0, 1, 14, 7, 16, 42, 49, 8, 17, 52, 9, 18, 44, 53, 54]]
[[4,8,13,32,29,89],[0, 1, 14, 7, 16, 42, 8, 17, 50, 52, 9, 18, 44, 53, 54]]
[[4,8,22,12,24,86],[0, 1, 14, 7, 16, 42, 8, 17, 52, 9, 18, 44, 51, 53, 54]]
[[3,7,9,31,28,91],[0, 1, 14, 7, 16, 42, 49, 8, 17, 50, 52, 9, 18, 53, 54]]
[[5,5,14,33,10,68],[0, 1, 14, 7, 16, 49, 8, 17, 43, 50, 52, 9, 18, 44, 54]]
[[5,5,14,9,40,80],[0, 1, 14, 7, 16, 49, 8, 17, 43, 52, 9, 18, 44, 51, 54]]
[[4,8,13,16,24,77],[0, 1, 14, 7, 16, 49, 8, 17, 43, 52, 9, 18, 44, 53, 54]]
[[4,8,10,20,29,68],[0, 1, 14, 7, 16, 8, 17, 43, 50, 52, 9, 18, 44, 53, 54]]
[[3,9,15,33,28,87],[0, 1, 14, 7, 16, 49, 8, 17, 43, 52, 9, 18, 51, 53, 54]]
[[3,9,15,21,38,87],[0, 1, 14, 7, 16, 8, 17, 43, 50, 52, 9, 18, 51, 53, 54]]
[[4,8,10,20,29,68],[0, 1, 14, 7, 16, 49, 8, 17, 50, 52, 9, 18, 44, 53, 54]]
[[4,6,22,22,44,66],[0, 1, 14, 7, 16, 8, 17, 50, 52, 9, 18, 44, 51, 53, 54]]
[[3,9,15,21,38,87],[0, 1, 14, 7, 16, 49, 8, 17, 50, 52, 9, 18, 51, 53, 54]]
[[4,4,7,12,39,49],[0, 1, 14, 40, 7, 16, 42, 8, 17, 43, 52, 9, 44, 51, 54]]
[[3,7,12,19,18,106],[0, 1, 14, 40, 7, 16, 42, 8, 17, 43, 52, 9, 44, 53, 54]]
[[5,5,17,5,50,77],[0, 1, 14, 40, 7, 16, 42, 49, 8, 17, 43, 52, 9, 51, 54]]
[[4,8,10,32,34,86],[0, 1, 14, 40, 7, 16, 42, 8, 17, 43, 52, 9, 51, 53, 54]]
[[4,4,7,12,39,49],[0, 1, 14, 40, 7, 16, 42, 49, 8, 17, 52, 9, 44, 51, 54]]
[[3,7,12,19,18,106],[0, 1, 14, 40, 7, 16, 42, 49, 8, 17, 52, 9, 44, 53, 54]]
[[3,7,9,19,13,79],[0, 1, 14, 40, 7, 16, 42, 8, 17, 50, 52, 9, 44, 53, 54]]
[[3,5,6,41,23,62],[0, 1, 14, 40, 7, 16, 42, 8, 17, 52, 9, 44, 51, 53, 54]]
[[4,8,10,32,34,86],[0, 1, 14, 40, 7, 16, 42, 49, 8, 17, 52, 9, 51, 53, 54]]
[[4,8,10,16,24,104],[0, 1, 14, 40, 7, 16, 42, 8, 17, 50, 52, 9, 51, 53, 54]]
[[4,6,13,30,29,69],[0, 1, 14, 40, 7, 16, 49, 8, 17, 43, 50, 52, 9, 44, 54]]
[[4,4,16,48,29,58],[0, 1, 14, 40, 7, 16, 49, 8, 17, 43, 52, 9, 44, 51, 54]]
[[3,5,9,21,28,119],[0, 1, 14, 40, 7, 16, 8, 17, 43, 50, 52, 9, 44, 53, 54]]
[[3,7,6,23,23,82],[0, 1, 14, 40, 7, 16, 8, 17, 43, 52, 9, 44, 51, 53, 54]]
[[4,6,16,26,39,66],[0, 1, 14, 40, 7, 16, 49, 8, 17, 43, 50, 52, 9, 53, 54]]
[[3,5,9,21,28,119],[0, 1, 14, 40, 7, 16, 49, 8, 17, 50, 52, 9, 44, 53, 54]]
[[3,7,6,23,23,82],[0, 1, 14, 40, 7, 16, 49, 8, 17, 52, 9, 44, 51, 53, 54]]
[[3,7,6,19,43,88],[0, 1, 14, 40, 7, 16, 8, 17, 50, 52, 9, 44, 51, 53, 54]]
[[5,5,14,33,10,68],[0, 1, 14, 7, 16, 42, 49, 8, 17, 43, 50, 52, 9, 44, 54]]
[[5,5,14,9,40,80],[0, 1, 14, 7, 16, 42, 49, 8, 17, 43, 52, 9, 44, 51, 54]]
[[4,8,13,16,24,77],[0, 1, 14, 7, 16, 42, 49, 8, 17, 43, 52, 9, 44, 53, 54]]
