[[0, 1, 4, 5, 7], [2, 4], [3, 5], [6, 7]]
[[6,12,12,12,31,114],[10, 13, 34, 14, 35, 40, 16, 37, 49, 17, 50, 18, 39, 44, 51, 53, 54]]
[[2,10,11,30,27,85],[10, 13, 34, 14, 35, 40, 16, 37, 17, 50, 52, 18, 39, 44, 51, 53, 54]]
[[8,12,8,20,28,60],[10, 13, 34, 14, 35, 16, 37, 42, 49, 17, 43, 18, 39, 44, 51, 53, 54]]
[[4,10,13,14,44,79],[10, 13, 34, 14, 35, 16, 37, 42, 17, 43, 52, 18, 39, 44, 51, 53, 54]]
[[5,17,8,21,25,62],[10, 13, 34, 14, 35, 16, 37, 49, 17, 50, 52, 18, 39, 44, 51, 53, 54]]
[[4,8,13,24,49,77],[10, 13, 34, 14, 35, 40, 16, 37, 42, 49, 17, 43, 50, 18, 44, 53, 54]]
[[1,7,4,39,61,70],[10, 13, 34, 14, 35, 40, 16, 37, 42, 49, 17, 43, 52, 18, 44, 53, 54]]
[[5,7,8,23,55,76],[10, 13, 34, 14, 35, 40, 16, 37, 42, 49, 17, 43, 50, 18, 51, 53, 54]]
[[4,12,10,32,19,66],[10, 13, 34, 14, 35, 40, 16, 37, 42, 49, 17, 43, 52, 18, 51, 53, 54]]
[[5,5,11,9,40,77],[10, 13, 34, 14, 35, 40, 16, 37, 42, 49, 17, 50, 52, 18, 44, 51, 53]]
[[7,7,16,23,42,52],[10, 13, 34, 14, 35, 40, 16, 37, 49, 17, 43, 50, 52, 18, 44, 51, 53]]
[[2,8,8,36,42,80],[10, 13, 34, 14, 35, 16, 37, 42, 49, 17, 43, 50, 52, 18, 51, 53, 54]]
[[5,15,8,15,35,96],[10, 13, 34, 14, 35, 40, 16, 42, 17, 38, 43, 50, 52, 18, 39, 44, 54]]
[[5,11,14,23,20,86],[10, 13, 34, 14, 35, 40, 16, 42, 17, 38, 43, 18, 39, 44, 51, 53, 54]]
[[5,17,8,21,25,62],[10, 13, 34, 14, 35, 40, 16, 42, 17, 38, 43, 50, 52, 18, 39, 53, 54]]
[[7,11,13,23,17,71],[10, 13, 34, 14, 35, 40, 16, 42, 49, 17, 38, 50, 52, 18, 39, 44, 53]]
[[6,12,12,28,16,60],[10, 13, 34, 14, 35, 40, 16, 42, 49, 17, 38, 50, 52, 18, 39, 51, 53]]
[[6,10,18,14,36,82],[10, 13, 34, 14, 35, 16, 42, 49, 17, 38, 43, 50, 52, 18, 39, 44, 54]]
[[6,8,15,16,41,65],[10, 13, 34, 14, 35, 16, 42, 49, 17, 38, 43, 18, 39, 44, 51, 53, 54]]
[[2,10,11,30,27,85],[10, 13, 34, 14, 35, 16, 42, 49, 17, 38, 43, 50, 52, 18, 39, 53, 54]]
[[5,11,17,19,35,59],[10, 13, 34, 14, 35, 16, 49, 17, 38, 50, 52, 18, 39, 44, 51, 53, 54]]
[[3,9,9,41,28,69],[10, 13, 34, 14, 35, 40, 16, 42, 17, 38, 43, 50, 52, 18, 44, 51, 54]]
[[7,7,13,19,27,91],[10, 13, 34, 14, 35, 40, 16, 42, 49, 17, 38, 43, 50, 18, 51, 53, 54]]
[[4,8,13,32,19,77],[10, 13, 34, 14, 35, 40, 16, 42, 49, 17, 38, 43, 52, 18, 51, 53, 54]]
[[3,9,9,29,33,69],[10, 13, 34, 14, 35, 40, 16, 42, 17, 38, 43, 50, 52, 18, 51, 53, 54]]
[[5,5,14,25,30,56],[10, 13, 34, 14, 35, 40, 16, 49, 17, 38, 43, 50, 52, 18, 44, 51, 53]]
[[6,8,12,16,36,80],[10, 13, 34, 14, 35, 16, 42, 49, 17, 38, 43, 50, 52, 18, 44, 51, 54]]
[[2,10,11,22,42,67],[10, 13, 34, 14, 35, 16, 42, 49, 17, 38, 43, 50, 52, 18, 51, 53, 54]]
[[5,7,17,15,35,97],[10, 13, 34, 14, 35, 40, 16, 42, 49, 17, 43, 50, 52, 18, 39, 44, 53]]
[[6,8,9,20,21,101],[10, 13, 34, 14, 35, 40, 16, 42, 49, 17, 50, 18, 39, 44, 51, 53, 54]]
[[4,8,10,24,24,92],[10, 13, 34, 14, 35, 40, 16, 49, 17, 43, 50, 18, 39, 44, 51, 53, 54]]
[[4,8,10,40,24,68],[10, 13, 34, 14, 35, 40, 16, 17, 43, 50, 52, 18, 39, 44, 51, 53, 54]]
[[3,5,9,25,23,65],[10, 13, 34, 14, 35, 16, 49, 17, 43, 50, 52, 18, 39, 44, 51, 53, 54]]
[[8,8,14,28,23,44],[10, 13, 34, 14, 40, 16, 37, 42, 49, 17, 38, 43, 50, 18, 39, 44, 53]]
[[7,9,16,25,7,84],[10, 13, 34, 14, 40, 16, 37, 42, 49, 17, 38, 43, 52, 18, 39, 44, 53]]
[[6,10,12,26,36,64],[10, 13, 34, 14, 40, 16, 37, 42, 17, 38, 43, 50, 52, 18, 39, 44, 53]]
[[6,12,9,28,26,75],[10, 13, 34, 14, 40, 16, 37, 42, 49, 17, 38, 43, 52, 18, 39, 51, 53]]
[[6,14,9,22,31,59],[10, 13, 34, 14, 40, 16, 37, 42, 49, 17, 38, 18, 39, 44, 51, 53, 54]]
[[5,11,8,23,25,98],[10, 13, 34, 14, 40, 16, 37, 17, 38, 43, 50, 18, 39, 44, 51, 53, 54]]
[[5,9,8,13,25,108],[10, 13, 34, 14, 16, 37, 42, 49, 17, 38, 43, 50, 52, 18, 39, 44, 53]]
[[6,8,15,16,46,77],[10, 13, 34, 14, 16, 37, 42, 49, 17, 38, 43, 50, 52, 18, 39, 51, 53]]
[[5,15,8,27,20,66],[10, 13, 34, 14, 16, 37, 42, 49, 17, 38, 52, 18, 39, 44, 51, 53, 54]]
[[4,12,13,28,29,63],[10, 13, 34, 14, 16, 37, 17, 38, 43, 50, 52, 18, 39, 44, 51, 53, 54]]
[[6,8,9,28,51,41],[10, 13, 34, 14, 40, 16, 37, 42, 49, 17, 38, 43, 50, 18, 44, 51, 53]]
[[6,6,15,14,56,75],[10, 13, 34, 14, 40, 16, 37, 42, 17, 38, 43, 50, 52, 18, 44, 51, 53]]
[[3,7,12,23,18,58],[10, 13, 34, 14, 40, 16, 37, 42, 49, 17, 38, 50, 52, 18, 44, 53, 54]]
[[4,8,13,28,39,89],[10, 13, 34, 14, 40, 16, 37, 49, 17, 38, 43, 50, 52, 18, 44, 51, 54]]
[[6,10,12,26,36,70],[10, 13, 34, 14, 40, 16, 37, 42, 49, 17, 43, 18, 39, 44, 51, 53, 54]]
[[2,6,8,26,32,102],[10, 13, 34, 14, 40, 16, 37, 42, 17, 43, 52, 18, 39, 44, 51, 53, 54]]
[[5,7,8,31,30,76],[10, 13, 34, 14, 40, 16, 42, 17, 38, 43, 50, 18, 39, 44, 51, 53, 54]]
[[2,8,11,20,17,95],[10, 13, 34, 14, 40, 16, 42, 49, 17, 38, 43, 50, 52, 18, 39, 53, 54]]
[[6,10,9,14,41,79],[10, 13, 34, 14, 40, 16, 42, 49, 17, 38, 43, 50, 52, 18, 44, 51, 54]]
[[6,6,18,10,56,66],[10, 13, 14, 35, 40, 16, 37, 42, 49, 17, 38, 43, 52, 18, 39, 44, 53]]
[[5,7,11,15,45,91],[10, 13, 14, 35, 40, 16, 37, 42, 17, 38, 43, 50, 52, 18, 39, 44, 53]]
[[7,9,13,29,17,75],[10, 13, 14, 35, 40, 16, 37, 42, 49, 17, 38, 43, 52, 18, 39, 51, 53]]
[[7,13,7,21,27,91],[10, 13, 14, 35, 40, 16, 37, 42, 49, 17, 38, 18, 39, 44, 51, 53, 54]]
[[3,9,21,21,23,75],[10, 13, 14, 35, 40, 16, 37, 42, 17, 38, 52, 18, 39, 44, 51, 53, 54]]
[[5,13,11,33,15,61],[10, 13, 14, 35, 40, 16, 37, 42, 49, 17, 38, 50, 52, 18, 39, 53, 54]]
[[6,12,9,12,41,99],[10, 13, 14, 35, 40, 16, 37, 49, 17, 38, 43, 50, 52, 18, 39, 51, 54]]
[[2,8,8,24,17,98],[10, 13, 14, 35, 40, 16, 37, 49, 17, 38, 43, 50, 52, 18, 44, 53, 54]]
[[3,7,15,23,33,109],[10, 13, 14, 35, 40, 16, 37, 49, 17, 38, 43, 50, 52, 18, 51, 53, 54]]
[[5,7,17,19,35,55],[10, 13, 14, 35, 40, 16, 37, 42, 49, 17, 43, 18, 39, 44, 51, 53, 54]]
[[4,6,16,18,24,72],[10, 13, 14, 35, 40, 16, 37, 42, 17, 43, 50, 18, 39, 44, 51, 53, 54]]
[[1,9,7,29,31,69],[10, 13, 14, 35, 40, 16, 37, 42, 17, 43, 52, 18, 39, 44, 51, 53, 54]]
[[2,8,11,28,32,83],[10, 13, 14, 35, 40, 16, 37, 49, 17, 50, 52, 18, 39, 44, 51, 53, 54]]
[[5,7,8,19,50,82],[10, 13, 14, 35, 16, 37, 42, 49, 17, 43, 50, 18, 39, 44, 51, 53, 54]]
[[4,12,10,28,44,72],[10, 13, 14, 35, 16, 37, 42, 49, 17, 43, 52, 18, 39, 44, 51, 53, 54]]
[[5,7,17,11,45,91],[10, 13, 14, 35, 40, 16, 37, 42, 49, 17, 43, 50, 52, 18, 51, 53, 54]]
[[3,5,12,33,38,80],[10, 13, 14, 35, 40, 16, 42, 49, 17, 38, 43, 50, 52, 18, 39, 44, 54]]
[[3,5,9,21,28,131],[10, 13, 14, 35, 40, 16, 42, 49, 17, 38, 43, 18, 39, 44, 51, 53, 54]]
[[4,12,7,36,34,57],[10, 13, 14, 35, 40, 16, 42, 17, 38, 43, 50, 18, 39, 44, 51, 53, 54]]
[[6,8,12,16,36,80],[10, 13, 14, 35, 40, 16, 42, 49, 17, 38, 43, 50, 52, 18, 39, 51, 54]]
[[3,7,15,15,18,79],[10, 13, 14, 35, 40, 16, 42, 49, 17, 38, 43, 50, 52, 18, 39, 53, 54]]
[[3,9,6,25,43,90],[10, 13, 14, 35, 16, 42, 17, 38, 43, 50, 52, 18, 39, 44, 51, 53, 54]]
[[5,11,14,11,30,110],[10, 13, 14, 35, 40, 16, 42, 49, 17, 38, 43, 50, 52, 18, 44, 51, 54]]
[[5,11,11,27,45,47],[10, 13, 14, 35, 40, 16, 42, 49, 17, 38, 43, 50, 52, 18, 51, 53, 54]]
[[4,8,22,8,24,92],[10, 13, 14, 35, 40, 16, 49, 17, 43, 50, 52, 18, 39, 44, 51, 53, 54]]
[[6,8,12,24,46,56],[10, 13, 14, 40, 16, 37, 42, 49, 17, 38, 43, 50, 52, 18, 39, 44, 53]]
[[3,9,9,45,33,57],[10, 13, 14, 40, 16, 37, 42, 49, 17, 38, 43, 50, 52, 18, 39, 51, 53]]
[[3,7,9,35,33,91],[10, 13, 14, 40, 16, 37, 42, 49, 17, 38, 50, 18, 39, 44, 51, 53, 54]]
[[2,10,5,30,37,55],[10, 13, 14, 40, 16, 37, 42, 49, 17, 38, 52, 18, 39, 44, 51, 53, 54]]
[[5,9,11,13,45,63],[10, 13, 14, 40, 16, 37, 49, 17, 38, 43, 50, 18, 39, 44, 51, 53, 54]]
[[1,7,13,31,31,73],[10, 13, 14, 40, 16, 37, 17, 38, 43, 50, 52, 18, 39, 44, 51, 53, 54]]
[[4,6,13,22,44,87],[10, 13, 14, 16, 37, 42, 49, 17, 38, 50, 52, 18, 39, 44, 51, 53, 54]]
[[4,10,13,22,24,97],[10, 13, 14, 16, 37, 49, 17, 38, 43, 50, 52, 18, 39, 44, 51, 53, 54]]
[[4,14,10,26,24,74],[10, 13, 14, 40, 16, 37, 42, 49, 17, 43, 52, 18, 39, 44, 51, 53, 54]]
[[3,5,12,33,23,74],[10, 13, 34, 14, 35, 40, 16, 37, 42, 49, 17, 38, 43, 39, 44, 53, 54]]
[[4,8,4,28,24,68],[10, 13, 34, 14, 35, 40, 16, 37, 42, 17, 38, 43, 50, 39, 44, 53, 54]]
[[3,11,9,31,28,53],[10, 13, 34, 14, 35, 40, 16, 37, 42, 17, 38, 43, 52, 39, 44, 53, 54]]
[[6,8,12,16,36,80],[10, 13, 34, 14, 35, 40, 16, 37, 42, 49, 17, 38, 43, 50, 52, 39, 54]]
[[6,10,12,22,41,58],[10, 13, 34, 14, 35, 40, 16, 37, 42, 49, 17, 38, 43, 39, 51, 53, 54]]
[[5,9,8,25,45,72],[10, 13, 34, 14, 35, 40, 16, 37, 42, 49, 17, 38, 50, 39, 44, 51, 53]]
[[7,7,16,23,42,52],[10, 13, 34, 14, 35, 40, 16, 37, 42, 17, 38, 50, 52, 39, 44, 51, 53]]
[[6,8,18,28,16,56],[10, 13, 34, 14, 35, 40, 16, 37, 49, 17, 38, 43, 52, 39, 44, 51, 53]]
[[5,5,11,9,40,77],[10, 13, 34, 14, 35, 40, 16, 37, 17, 38, 43, 50, 52, 39, 44, 51, 53]]
[[7,7,13,19,27,91],[10, 13, 34, 14, 35, 16, 37, 42, 49, 17, 38, 43, 50, 39, 44, 53, 54]]
[[4,8,13,32,19,77],[10, 13, 34, 14, 35, 16, 37, 42, 49, 17, 38, 43, 52, 39, 44, 53, 54]]
[[6,10,9,38,26,67],[10, 13, 34, 14, 35, 16, 37, 42, 17, 38, 43, 50, 52, 39, 44, 51, 54]]
[[3,9,9,29,33,69],[10, 13, 34, 14, 35, 16, 37, 42, 17, 38, 43, 50, 52, 39, 44, 53, 54]]
[[4,8,10,24,34,110],[10, 13, 34, 14, 35, 16, 37, 42, 49, 17, 38, 50, 52, 39, 44, 51, 53]]
[[4,8,16,16,34,92],[10, 13, 34, 14, 35, 16, 37, 49, 17, 38, 43, 50, 52, 39, 44, 51, 53]]
[[6,12,12,12,31,114],[10, 13, 34, 14, 35, 40, 16, 37, 42, 17, 38, 43, 50, 44, 51, 53, 54]]
[[6,10,18,14,36,82],[10, 13, 34, 14, 35, 40, 16, 37, 42, 49, 17, 38, 43, 50, 52, 51, 54]]
[[5,17,8,21,25,62],[10, 13, 34, 14, 35, 16, 37, 42, 17, 38, 43, 50, 52, 44, 51, 53, 54]]
[[5,9,8,17,50,72],[10, 13, 34, 14, 35, 40, 16, 37, 42, 49, 17, 43, 50, 39, 44, 51, 53]]
[[3,11,9,23,53,77],[10, 13, 34, 14, 35, 40, 16, 37, 42, 49, 17, 50, 52, 39, 51, 53, 54]]
[[7,9,13,17,47,57],[10, 13, 34, 14, 35, 40, 16, 42, 49, 17, 38, 43, 50, 39, 44, 51, 53]]
[[5,9,11,17,35,69],[10, 13, 34, 14, 35, 40, 16, 42, 17, 38, 43, 50, 52, 39, 44, 51, 53]]
[[5,5,20,13,40,62],[10, 13, 34, 14, 35, 40, 16, 49, 17, 38, 43, 50, 52, 39, 44, 51, 54]]
[[6,8,12,24,46,68],[10, 13, 34, 14, 35, 16, 42, 49, 17, 38, 43, 50, 52, 39, 44, 51, 53]]
[[4,8,10,40,24,68],[10, 13, 34, 14, 35, 40, 16, 42, 49, 17, 38, 50, 52, 44, 51, 53, 54]]
[[2,8,8,36,42,80],[10, 13, 34, 14, 35, 40, 16, 42, 49, 17, 43, 50, 52, 39, 44, 53, 54]]
[[3,7,21,23,28,85],[10, 13, 34, 14, 40, 16, 37, 42, 17, 38, 43, 50, 52, 39, 44, 53, 54]]
[[6,10,12,34,16,70],[10, 13, 34, 14, 40, 16, 37, 42, 49, 17, 38, 43, 50, 39, 51, 53, 54]]
[[5,13,11,33,15,61],[10, 13, 34, 14, 40, 16, 37, 42, 49, 17, 38, 43, 52, 39, 51, 53, 54]]
[[4,10,16,18,34,58],[10, 13, 34, 14, 40, 16, 37, 42, 17, 38, 43, 50, 52, 39, 51, 53, 54]]
