[[0, 1, 4, 5, 7], [2, 4], [3, 5], [6, 7]]
[[6,10,9,22,41,73],[13, 34, 43, 18, 53]]
[[5,7,8,23,50,52],[13, 34, 52, 18, 53]]
[[4,6,7,26,14,39],[13, 34, 52, 18, 54]]
[[7,13,7,25,22,79],[13, 35, 38, 18, 53]]
[[8,8,14,20,33,56],[13, 35, 49, 18, 53]]
[[6,8,15,20,26,65],[13, 35, 50, 18, 54]]
[[7,7,13,23,37,67],[13, 35, 52, 18, 51]]
[[7,9,7,29,32,81],[13, 37, 38, 18, 53]]
[[7,7,7,35,37,55],[13, 37, 42, 18, 53]]
[[6,8,9,16,41,65],[13, 37, 52, 18, 44]]
[[5,9,8,13,15,108],[13, 37, 50, 18, 53]]
[[6,6,15,26,26,81],[13, 37, 52, 18, 53]]
[[7,11,10,19,32,80],[13, 42, 38, 18, 53]]
[[4,8,13,16,29,107],[13, 38, 50, 18, 54]]
[[6,8,15,20,46,77],[13, 38, 52, 18, 53]]
[[5,13,8,25,25,88],[13, 18, 39, 53, 54]]
[[7,11,10,27,22,74],[13, 40, 42, 18, 53]]
[[5,15,11,19,25,75],[13, 40, 43, 18, 53]]
[[6,10,12,26,26,76],[13, 40, 52, 18, 44]]
[[7,9,16,13,37,78],[13, 40, 52, 18, 54]]
[[7,11,10,15,42,86],[13, 42, 50, 18, 53]]
[[6,8,15,12,36,89],[13, 42, 50, 18, 54]]
[[7,9,16,17,37,54],[13, 42, 52, 18, 51]]
[[8,10,11,22,23,67],[13, 42, 52, 18, 53]]
[[4,10,13,10,34,73],[13, 43, 52, 18, 44]]
[[8,10,14,18,28,46],[13, 49, 43, 18, 53]]
[[7,11,7,35,22,53],[13, 43, 52, 18, 51]]
[[8,12,11,16,18,75],[13, 43, 52, 18, 53]]
[[6,12,6,24,31,90],[13, 50, 52, 18, 44]]
[[8,8,14,16,43,56],[13, 18, 44, 51, 53]]
[[6,10,9,14,51,67],[13, 49, 50, 18, 53]]
[[7,9,7,17,47,81],[13, 49, 52, 18, 53]]
[[6,10,18,18,31,58],[13, 49, 52, 18, 54]]
[[8,10,11,14,43,67],[13, 50, 52, 18, 53]]
[[5,9,11,29,45,81],[13, 34, 38, 53, 54]]
[[6,12,9,24,26,93],[13, 34, 50, 39, 54]]
[[7,11,10,31,22,50],[13, 34, 52, 39, 51]]
[[7,9,13,17,32,75],[13, 34, 40, 53, 54]]
[[6,10,9,30,26,79],[13, 34, 42, 44, 53]]
[[4,8,7,12,54,59],[13, 34, 43, 44, 53]]
[[7,11,10,15,42,86],[13, 34, 43, 51, 53]]
[[6,8,12,24,51,68],[13, 34, 50, 44, 53]]
[[6,8,15,20,31,71],[13, 34, 52, 44, 54]]
[[6,8,15,28,31,65],[13, 34, 49, 51, 53]]
[[6,12,9,24,26,87],[13, 34, 49, 53, 54]]
[[5,11,17,15,25,95],[13, 34, 50, 51, 53]]
[[4,8,10,28,39,68],[13, 34, 50, 51, 54]]
[[5,9,11,33,20,75],[13, 34, 52, 51, 54]]
[[2,14,5,26,32,41],[13, 34, 52, 53, 54]]
[[6,8,6,28,51,50],[13, 35, 38, 39, 53]]
[[8,8,14,16,43,56],[13, 35, 42, 39, 53]]
[[5,7,14,15,30,64],[13, 35, 52, 39, 44]]
[[7,7,16,15,47,64],[13, 35, 52, 39, 53]]
[[7,13,7,25,27,55],[13, 35, 40, 44, 53]]
[[6,12,18,16,11,84],[13, 35, 42, 53, 54]]
[[6,8,12,20,36,92],[13, 35, 43, 51, 53]]
[[4,10,4,38,34,70],[13, 35, 43, 53, 54]]
[[5,13,8,29,45,58],[13, 35, 50, 44, 53]]
[[4,10,13,22,34,91],[13, 35, 52, 44, 53]]
[[6,12,9,32,16,75],[13, 35, 50, 51, 53]]
[[7,7,16,19,42,58],[13, 35, 52, 51, 53]]
[[6,10,9,22,56,31],[13, 37, 38, 53, 54]]
[[8,8,14,16,43,56],[13, 40, 37, 39, 53]]
[[5,11,8,23,30,80],[13, 37, 50, 39, 54]]
[[6,10,12,26,26,76],[13, 37, 52, 39, 51]]
[[5,11,11,27,25,59],[13, 37, 42, 44, 53]]
[[6,12,12,24,31,42],[13, 37, 42, 53, 54]]
[[5,11,11,19,25,101],[13, 37, 43, 44, 53]]
[[6,12,9,20,41,63],[13, 37, 43, 51, 53]]
[[6,12,12,24,31,48],[13, 37, 43, 53, 54]]
[[6,8,9,20,26,89],[13, 37, 52, 44, 53]]
[[7,13,10,17,32,58],[13, 37, 52, 44, 54]]
[[7,11,13,23,17,71],[13, 37, 49, 51, 53]]
[[5,13,11,21,30,79],[13, 37, 49, 53, 54]]
[[5,9,20,17,35,66],[13, 37, 50, 51, 54]]
[[5,7,11,15,55,79],[13, 37, 52, 51, 53]]
[[4,8,16,28,19,80],[13, 37, 52, 51, 54]]
[[8,10,14,18,28,46],[13, 42, 38, 39, 53]]
[[6,10,9,14,51,67],[13, 40, 38, 51, 53]]
[[6,10,15,22,21,67],[13, 40, 38, 53, 54]]
[[6,10,9,14,41,91],[13, 42, 38, 51, 53]]
[[8,8,17,20,23,53],[13, 38, 43, 51, 53]]
[[6,10,9,34,36,49],[13, 38, 50, 44, 54]]
[[5,7,8,27,60,70],[13, 49, 38, 51, 53]]
[[5,9,11,29,35,93],[13, 49, 38, 53, 54]]
[[6,8,9,28,21,89],[13, 38, 50, 51, 53]]
[[3,11,9,43,33,53],[13, 38, 50, 51, 54]]
[[6,10,12,18,31,88],[13, 38, 50, 53, 54]]
[[7,7,16,27,32,58],[13, 38, 52, 51, 53]]
[[4,10,13,26,39,91],[13, 40, 43, 39, 53]]
[[6,8,9,28,46,59],[13, 40, 50, 39, 53]]
[[7,7,13,23,37,67],[13, 40, 50, 39, 54]]
[[6,8,9,16,41,65],[13, 40, 52, 39, 51]]
[[6,6,9,22,41,75],[13, 40, 52, 39, 54]]
[[6,10,9,14,41,91],[13, 42, 50, 39, 53]]
[[7,7,13,31,37,55],[13, 42, 52, 39, 53]]
[[3,9,9,17,23,57],[13, 43, 52, 39, 44]]
[[7,11,10,19,32,80],[13, 49, 43, 39, 53]]
[[5,9,14,17,40,84],[13, 43, 50, 39, 54]]
[[6,8,12,20,36,86],[13, 43, 52, 39, 51]]
[[7,9,7,33,37,51],[13, 43, 52, 39, 53]]
[[7,7,16,27,22,76],[13, 39, 44, 53, 54]]
[[5,5,17,21,40,71],[13, 49, 52, 39, 51]]
[[5,9,11,13,45,69],[13, 49, 52, 39, 54]]
[[4,6,16,10,34,90],[13, 50, 52, 39, 51]]
[[6,12,12,28,16,66],[13, 39, 51, 53, 54]]
[[5,7,8,23,10,64],[13, 40, 52, 44, 54]]
[[7,7,13,23,32,73],[13, 40, 50, 51, 54]]
[[8,10,11,22,33,37],[13, 40, 52, 51, 54]]
[[5,11,11,19,50,59],[13, 40, 52, 53, 54]]
[[6,8,9,24,56,41],[13, 42, 43, 53, 54]]
[[6,8,9,24,51,65],[13, 42, 50, 44, 54]]
[[7,11,13,23,22,47],[13, 42, 52, 44, 54]]
[[6,6,12,14,51,78],[13, 42, 50, 53, 54]]
[[6,6,21,18,36,57],[13, 42, 52, 51, 54]]
[[8,12,8,24,18,66],[13, 43, 50, 53, 54]]
[[9,9,12,17,29,60],[13, 44, 51, 53, 54]]
[[6,12,6,20,31,108],[13, 49, 50, 51, 54]]
[[5,9,14,25,45,48],[13, 49, 52, 51, 54]]
[[4,10,10,14,24,76],[13, 49, 52, 53, 54]]
[[7,11,10,31,22,50],[14, 16, 17, 39, 54]]
[[5,13,14,21,30,76],[14, 16, 17, 44, 53]]
[[6,10,9,22,41,73],[14, 16, 17, 51, 53]]
[[6,12,9,32,16,75],[34, 14, 38, 18, 53]]
[[7,13,10,17,27,82],[34, 14, 50, 18, 54]]
[[8,12,11,12,33,63],[34, 14, 52, 18, 51]]
[[9,11,9,19,19,59],[14, 35, 42, 18, 53]]
[[5,9,11,25,25,93],[14, 35, 52, 18, 54]]
[[7,9,13,21,42,51],[14, 37, 50, 18, 53]]
[[7,11,13,23,27,47],[14, 37, 52, 18, 51]]
[[7,13,7,17,42,73],[14, 37, 52, 18, 54]]
[[7,11,10,27,27,50],[14, 42, 38, 18, 53]]
[[6,14,9,22,21,83],[14, 38, 50, 18, 54]]
[[7,13,10,21,17,76],[14, 38, 52, 18, 51]]
[[9,9,15,9,29,75],[14, 18, 39, 51, 53]]
[[6,10,6,30,46,46],[14, 40, 49, 18, 53]]
[[5,11,8,23,30,80],[14, 40, 52, 18, 51]]
[[4,16,7,28,29,55],[14, 40, 52, 18, 53]]
[[7,13,7,25,22,79],[14, 42, 43, 18, 53]]
[[5,7,14,15,40,76],[14, 42, 52, 18, 54]]
[[4,8,13,8,29,59],[14, 43, 50, 18, 54]]
[[5,11,11,35,30,59],[14, 43, 52, 18, 51]]
[[4,14,10,26,34,62],[14, 50, 52, 18, 44]]
[[6,10,9,14,41,91],[14, 49, 50, 18, 53]]
[[5,7,14,11,50,82],[14, 49, 50, 18, 54]]
[[6,8,9,28,31,83],[14, 49, 52, 18, 51]]
[[7,9,10,17,37,90],[14, 49, 52, 18, 53]]
[[5,13,11,29,25,55],[14, 50, 52, 18, 51]]
[[7,9,13,29,32,39],[34, 14, 35, 39, 53]]
[[5,9,8,29,65,60],[34, 14, 35, 53, 54]]
[[6,12,6,20,51,60],[34, 14, 37, 44, 53]]
[[7,11,13,23,32,35],[34, 14, 37, 53, 54]]
[[7,9,10,33,37,36],[34, 14, 38, 39, 53]]
[[4,10,7,22,19,109],[34, 14, 38, 44, 53]]
[[7,11,10,15,42,86],[34, 14, 38, 51, 53]]
[[5,9,8,21,55,66],[34, 14, 43, 39, 53]]
[[4,8,19,16,34,77],[34, 14, 52, 39, 44]]
[[6,8,15,28,31,65],[34, 14, 52, 39, 53]]
[[8,12,14,12,8,84],[34, 14, 40, 44, 53]]
[[7,9,16,17,32,66],[34, 14, 40, 53, 54]]
[[7,9,16,25,27,42],[34, 14, 42, 51, 53]]
[[5,9,14,25,30,72],[34, 14, 43, 53, 54]]
[[6,12,9,16,46,75],[34, 14, 50, 44, 53]]
[[5,7,14,23,55,100],[34, 14, 52, 44, 53]]
[[6,8,12,24,56,56],[34, 14, 52, 44, 54]]
[[7,13,7,25,22,79],[34, 14, 50, 51, 53]]
[[8,10,14,14,28,70],[34, 14, 52, 51, 53]]
[[8,8,14,16,38,68],[14, 35, 37, 39, 53]]
[[6,8,9,16,41,65],[14, 35, 38, 39, 53]]
[[4,10,7,30,14,79],[14, 35, 38, 53, 54]]
[[6,10,9,22,41,73],[14, 35, 43, 39, 53]]
[[6,12,9,16,36,99],[14, 35, 50, 39, 53]]
[[5,7,14,15,30,64],[14, 35, 50, 39, 54]]
[[5,7,17,23,40,85],[14, 35, 52, 39, 53]]
[[4,6,7,26,14,39],[14, 35, 52, 39, 54]]
[[8,8,20,12,18,74],[14, 35, 40, 53, 54]]
[[7,11,7,27,37,59],[14, 35, 42, 44, 53]]
[[5,11,11,23,20,89],[14, 35, 43, 44, 53]]
[[7,11,7,27,32,71],[14, 35, 50, 44, 53]]
[[7,9,13,29,17,69],[14, 35, 52, 44, 54]]
[[7,9,13,29,32,39],[14, 35, 49, 53, 54]]
[[5,9,14,17,25,90],[14, 35, 50, 51, 54]]
[[3,11,12,31,23,98],[14, 35, 52, 53, 54]]
[[5,13,11,17,25,103],[14, 37, 38, 44, 53]]
[[6,12,9,20,41,63],[14, 37, 38, 51, 53]]
[[6,12,12,12,41,84],[14, 37, 38, 53, 54]]
[[6,10,9,30,36,73],[14, 37, 43, 39, 53]]
[[5,11,8,23,30,80],[14, 37, 52, 39, 44]]
[[6,12,9,20,41,63],[14, 37, 50, 39, 53]]
[[6,10,9,38,26,67],[14, 37, 52, 39, 54]]
[[9,9,15,9,29,75],[14, 40, 37, 44, 53]]
[[8,10,14,22,18,40],[14, 40, 37, 53, 54]]
[[8,10,8,34,13,58],[14, 37, 42, 51, 53]]
[[6,10,6,22,36,82],[14, 37, 43, 53, 54]]
[[6,8,12,28,31,68],[14, 37, 49, 44, 53]]
[[5,9,14,25,35,84],[14, 37, 50, 44, 53]]
[[6,10,9,14,46,79],[14, 37, 52, 44, 53]]
[[7,9,16,25,7,84],[14, 37, 49, 53, 54]]
[[7,11,10,19,32,86],[14, 37, 52, 51, 53]]
[[5,13,11,25,20,91],[14, 37, 52, 53, 54]]
[[4,14,7,26,24,77],[14, 40, 38, 39, 53]]
[[7,13,7,25,22,79],[14, 49, 38, 39, 53]]
[[5,9,17,9,30,111],[14, 38, 50, 39, 54]]
[[6,10,9,18,46,67],[14, 38, 52, 39, 51]]
[[7,11,10,23,37,50],[14, 38, 52, 39, 53]]
[[7,13,10,25,17,52],[14, 40, 38, 44, 53]]
[[6,12,6,24,26,102],[14, 40, 38, 51, 53]]
[[6,10,9,14,41,79],[14, 40, 38, 53, 54]]
[[6,10,12,18,51,52],[14, 42, 38, 51, 53]]
[[6,8,12,32,16,86],[14, 38, 43, 53, 54]]
[[6,10,6,22,41,70],[14, 49, 38, 44, 53]]
[[6,12,15,16,21,93],[14, 38, 52, 44, 53]]
[[9,9,12,17,29,60],[14, 38, 52, 51, 53]]
[[7,11,13,23,27,47],[14, 40, 52, 39, 44]]
[[5,9,20,17,30,84],[14, 40, 52, 39, 53]]
[[6,12,6,20,36,96],[14, 40, 52, 39, 54]]
[[5,15,8,19,30,90],[14, 42, 50, 39, 54]]
[[6,8,15,20,26,65],[14, 42, 52, 39, 51]]
[[6,12,9,20,31,99],[14, 42, 52, 39, 54]]
[[7,11,10,27,27,50],[14, 49, 43, 39, 53]]
[[7,11,13,11,37,89],[14, 43, 52, 39, 53]]
[[6,12,9,16,46,69],[14, 49, 52, 39, 44]]
[[7,9,13,21,27,75],[14, 39, 44, 53, 54]]
[[8,12,11,12,33,57],[14, 49, 52, 39, 53]]
[[6,10,15,10,36,91],[14, 50, 52, 39, 51]]
[[8,12,11,16,23,63],[14, 39, 51, 53, 54]]
[[6,10,6,22,21,106],[14, 40, 42, 51, 53]]
[[8,10,14,18,18,70],[14, 40, 42, 53, 54]]
[[5,9,11,17,50,75],[14, 40, 43, 44, 53]]
[[6,8,9,12,31,107],[14, 40, 43, 51, 53]]
[[6,8,15,28,31,65],[14, 40, 43, 53, 54]]
[[7,13,7,25,22,79],[14, 40, 50, 44, 53]]
[[6,6,15,18,46,69],[14, 40, 50, 44, 54]]
[[6,10,15,26,21,73],[14, 40, 52, 44, 53]]
[[7,7,16,23,22,88],[14, 40, 49, 53, 54]]
[[4,8,16,12,24,110],[14, 40, 50, 51, 53]]
[[5,11,8,31,35,80],[14, 40, 52, 51, 53]]
[[3,11,15,39,28,59],[14, 40, 52, 53, 54]]
[[6,10,12,30,31,58],[14, 42, 43, 51, 53]]
[[5,11,17,15,25,95],[14, 42, 50, 44, 53]]
[[7,9,13,29,17,69],[14, 42, 52, 44, 54]]
[[7,7,13,19,32,85],[14, 42, 49, 51, 53]]
[[5,9,11,21,35,87],[14, 42, 49, 53, 54]]
[[4,8,19,12,29,101],[14, 42, 50, 53, 54]]
[[5,7,14,19,30,82],[14, 42, 52, 51, 53]]
[[4,6,13,34,24,69],[14, 42, 52, 51, 54]]
[[3,11,15,23,13,89],[14, 42, 52, 53, 54]]
[[6,10,15,10,36,91],[14, 43, 50, 44, 54]]
[[5,9,20,17,30,84],[14, 49, 43, 53, 54]]
[[3,9,12,25,13,114],[14, 43, 50, 51, 54]]
[[6,8,18,16,56,56],[14, 43, 50, 53, 54]]
[[4,8,16,12,24,110],[14, 49, 50, 44, 53]]
[[5,7,8,23,40,58],[14, 49, 50, 44, 54]]
[[6,6,18,22,26,66],[14, 49, 52, 44, 54]]
[[6,14,6,26,21,80],[14, 50, 52, 44, 53]]
[[7,9,10,33,37,36],[14, 49, 50, 51, 53]]
[[5,5,17,13,25,65],[14, 49, 50, 53, 54]]
[[6,6,12,14,46,78],[14, 49, 52, 51, 53]]
[[5,9,14,21,30,102],[14, 49, 52, 51, 54]]
[[7,11,10,23,37,50],[14, 50, 52, 51, 53]]
[[6,10,9,30,36,73],[34, 16, 38, 18, 53]]
[[7,9,10,21,37,84],[34, 16, 52, 18, 53]]
[[6,12,9,20,31,99],[34, 16, 52, 18, 54]]
[[7,11,13,27,17,47],[35, 16, 37, 18, 53]]
