[[0, 1, 4, 5, 7], [2, 4], [3, 5], [6, 7]]
[[6,10,12,26,36,70],[10, 13, 35, 16, 37, 38, 50, 53, 54]]
[[4,8,16,24,34,68],[10, 13, 35, 40, 16, 37, 50, 39, 53]]
[[4,12,10,36,29,60],[10, 13, 35, 40, 16, 37, 52, 39, 51]]
[[6,8,15,16,46,83],[10, 13, 35, 16, 37, 42, 43, 39, 53]]
[[4,8,13,28,39,89],[10, 13, 35, 16, 37, 42, 52, 39, 54]]
[[3,9,12,29,18,84],[10, 13, 35, 16, 37, 50, 52, 39, 44]]
[[5,7,8,27,60,70],[10, 13, 35, 16, 37, 49, 50, 39, 53]]
[[5,5,17,21,40,71],[10, 13, 35, 16, 37, 49, 52, 39, 51]]
[[6,6,15,14,56,75],[10, 13, 35, 16, 37, 49, 52, 39, 53]]
[[4,10,16,18,19,100],[10, 13, 35, 16, 37, 50, 52, 39, 51]]
[[7,9,7,29,32,81],[10, 13, 35, 40, 16, 37, 50, 44, 53]]
[[6,8,15,16,46,77],[10, 13, 35, 40, 16, 37, 52, 44, 53]]
[[5,11,11,27,40,65],[10, 13, 35, 40, 16, 37, 49, 51, 53]]
[[4,8,13,8,29,71],[10, 13, 35, 40, 16, 37, 50, 51, 53]]
[[5,9,8,13,25,108],[10, 13, 35, 40, 16, 37, 52, 51, 53]]
[[5,11,8,23,25,98],[10, 13, 35, 16, 37, 42, 49, 53, 54]]
[[3,13,12,21,28,76],[10, 13, 35, 16, 37, 42, 52, 53, 54]]
[[6,12,6,24,31,90],[10, 13, 35, 16, 37, 43, 50, 44, 54]]
[[6,14,9,22,31,59],[10, 13, 35, 16, 37, 43, 50, 53, 54]]
[[4,10,7,18,24,103],[10, 13, 35, 16, 37, 49, 50, 44, 53]]
[[6,12,9,28,26,75],[10, 13, 35, 16, 37, 50, 52, 44, 53]]
[[7,11,16,11,32,68],[10, 13, 35, 16, 37, 49, 50, 51, 53]]
[[6,10,12,26,36,64],[10, 13, 35, 16, 37, 49, 52, 51, 53]]
[[7,9,16,25,7,84],[10, 13, 35, 16, 37, 50, 52, 51, 53]]
[[5,9,11,21,55,57],[10, 13, 35, 40, 16, 38, 52, 39, 44]]
[[3,11,6,19,28,74],[10, 13, 35, 40, 16, 49, 38, 39, 53]]
[[4,8,10,12,39,80],[10, 13, 35, 40, 16, 38, 50, 39, 53]]
[[2,6,14,26,22,114],[10, 13, 35, 40, 16, 38, 52, 39, 51]]
[[3,7,12,15,13,70],[10, 13, 35, 16, 42, 38, 50, 39, 54]]
[[3,7,9,47,28,61],[10, 13, 35, 16, 38, 43, 50, 39, 54]]
[[4,10,7,22,19,67],[10, 13, 35, 16, 38, 43, 52, 39, 54]]
[[3,13,12,33,28,70],[10, 13, 35, 16, 38, 39, 44, 51, 53]]
[[7,9,16,25,27,42],[10, 13, 35, 16, 49, 38, 50, 39, 53]]
[[5,9,17,9,30,111],[10, 13, 35, 16, 49, 38, 52, 39, 51]]
[[6,8,18,24,26,56],[10, 13, 35, 16, 49, 38, 52, 39, 53]]
[[6,6,15,18,46,69],[10, 13, 35, 16, 38, 50, 52, 39, 51]]
[[5,7,14,19,30,82],[10, 13, 35, 16, 38, 50, 52, 39, 53]]
[[6,10,9,22,51,55],[10, 13, 35, 40, 16, 42, 38, 53, 54]]
[[8,10,11,14,43,67],[10, 13, 35, 40, 16, 38, 52, 44, 53]]
[[6,10,6,26,16,100],[10, 13, 35, 40, 16, 38, 50, 51, 53]]
[[5,7,23,7,45,85],[10, 13, 35, 40, 16, 38, 52, 51, 53]]
[[5,11,11,27,40,65],[10, 13, 35, 16, 42, 38, 43, 44, 53]]
[[3,13,6,29,28,52],[10, 13, 35, 16, 42, 38, 50, 51, 54]]
[[4,10,10,34,14,76],[10, 13, 35, 16, 38, 43, 50, 53, 54]]
[[4,8,22,24,24,86],[10, 13, 35, 16, 38, 43, 52, 51, 54]]
[[5,7,14,19,30,70],[10, 13, 35, 16, 49, 38, 52, 44, 53]]
[[4,8,13,24,29,89],[10, 13, 35, 16, 38, 50, 52, 44, 53]]
[[7,7,13,15,42,85],[10, 13, 35, 16, 49, 38, 50, 51, 53]]
[[7,9,13,21,32,75],[10, 13, 35, 16, 38, 50, 52, 51, 53]]
[[5,7,23,15,45,67],[10, 13, 35, 40, 16, 42, 52, 39, 44]]
[[6,10,12,34,16,70],[10, 13, 35, 40, 16, 39, 51, 53, 54]]
[[6,10,12,22,26,70],[10, 13, 35, 16, 42, 49, 52, 39, 44]]
[[6,10,12,22,36,82],[10, 13, 35, 16, 42, 49, 52, 39, 53]]
[[5,13,8,25,30,88],[10, 13, 35, 16, 49, 43, 52, 39, 51]]
[[5,11,14,27,20,74],[10, 13, 35, 16, 52, 39, 44, 51, 54]]
[[6,8,12,24,46,68],[10, 13, 35, 16, 50, 39, 51, 53, 54]]
[[4,6,4,22,24,42],[10, 13, 35, 40, 16, 42, 43, 53, 54]]
[[5,15,11,23,15,81],[10, 13, 35, 40, 16, 42, 50, 44, 53]]
[[4,8,22,16,24,92],[10, 13, 35, 40, 16, 42, 52, 44, 53]]
[[4,10,10,26,54,82],[10, 13, 35, 40, 16, 42, 50, 51, 53]]
[[6,8,12,24,26,92],[10, 13, 35, 40, 16, 43, 50, 51, 53]]
[[4,6,19,22,39,63],[10, 13, 35, 40, 16, 49, 52, 44, 54]]
