[[0, 1, 4, 5, 7], [2, 4], [3, 5], [6, 7]]
[[6,10,12,10,41,100],[35, 40, 16, 49, 43, 39, 44, 51, 53]]
[[4,8,7,28,39,101],[35, 40, 16, 49, 43, 39, 44, 53, 54]]
[[5,7,11,27,50,79],[35, 40, 16, 43, 50, 39, 44, 53, 54]]
[[6,10,9,26,26,85],[35, 40, 16, 43, 52, 39, 44, 51, 53]]
[[4,10,19,22,24,91],[35, 40, 16, 43, 52, 39, 44, 53, 54]]
[[7,11,16,15,32,38],[35, 40, 16, 49, 43, 50, 52, 39, 54]]
[[8,12,11,20,13,57],[35, 40, 16, 43, 50, 39, 51, 53, 54]]
[[6,12,9,20,41,63],[35, 40, 16, 49, 50, 39, 44, 51, 53]]
[[5,5,17,21,40,71],[35, 40, 16, 49, 50, 39, 44, 51, 54]]
[[7,9,16,25,22,48],[35, 40, 16, 49, 52, 39, 44, 51, 53]]
[[5,7,8,19,50,82],[35, 40, 16, 49, 50, 39, 51, 53, 54]]
[[4,8,16,12,34,62],[35, 40, 16, 49, 52, 39, 51, 53, 54]]
[[4,14,4,30,44,62],[35, 16, 42, 49, 43, 39, 44, 51, 53]]
[[6,8,15,16,41,65],[35, 16, 42, 49, 43, 39, 44, 53, 54]]
[[6,12,9,20,41,75],[35, 16, 42, 43, 52, 39, 44, 51, 53]]
[[7,11,13,23,12,77],[35, 16, 42, 49, 43, 50, 52, 39, 51]]
[[6,10,15,26,21,73],[35, 16, 42, 49, 43, 50, 52, 39, 53]]
[[6,8,15,28,31,65],[35, 16, 42, 49, 50, 39, 44, 53, 54]]
[[6,6,21,26,16,63],[35, 16, 42, 49, 52, 39, 44, 51, 54]]
[[5,9,17,21,35,75],[35, 16, 42, 49, 52, 39, 44, 53, 54]]
[[6,8,9,28,46,53],[35, 16, 42, 50, 52, 39, 44, 51, 53]]
[[5,7,23,15,50,73],[35, 16, 42, 49, 50, 39, 51, 53, 54]]
[[6,8,15,28,31,65],[35, 16, 49, 43, 50, 39, 44, 51, 53]]
[[5,11,14,27,20,86],[35, 16, 49, 43, 50, 39, 44, 51, 54]]
[[8,8,20,12,18,74],[35, 16, 49, 43, 50, 39, 44, 53, 54]]
[[5,9,14,25,40,60],[35, 16, 49, 43, 52, 39, 44, 53, 54]]
[[6,8,12,20,26,80],[35, 16, 43, 50, 52, 39, 44, 51, 53]]
[[4,10,13,34,24,85],[35, 16, 43, 50, 52, 39, 44, 53, 54]]
[[5,7,17,15,50,85],[35, 16, 49, 43, 50, 39, 51, 53, 54]]
[[3,13,12,25,28,76],[35, 16, 43, 50, 52, 39, 51, 53, 54]]
[[5,9,14,37,25,66],[35, 16, 49, 50, 52, 39, 44, 51, 53]]
[[9,11,12,11,19,68],[35, 40, 16, 42, 49, 43, 52, 44, 53]]
[[8,12,11,12,33,57],[35, 40, 16, 42, 43, 50, 52, 44, 53]]
[[7,13,7,33,17,43],[35, 40, 16, 42, 49, 43, 50, 51, 53]]
[[6,8,18,16,56,56],[35, 40, 16, 42, 49, 43, 52, 51, 53]]
[[6,10,18,18,36,64],[35, 40, 16, 42, 49, 43, 52, 53, 54]]
[[5,7,23,15,50,73],[35, 40, 16, 42, 43, 50, 52, 51, 53]]
[[7,7,19,27,12,73],[35, 40, 16, 42, 49, 50, 52, 44, 53]]
[[5,11,8,31,35,80],[35, 40, 16, 42, 50, 44, 51, 53, 54]]
[[6,10,15,22,26,79],[35, 40, 16, 49, 43, 44, 51, 53, 54]]
[[4,8,19,12,39,89],[35, 40, 16, 43, 52, 44, 51, 53, 54]]
[[6,10,9,22,51,55],[35, 40, 16, 49, 43, 50, 52, 51, 53]]
[[6,14,9,26,26,53],[35, 40, 16, 49, 43, 50, 52, 53, 54]]
[[5,9,14,17,30,96],[35, 16, 42, 49, 43, 50, 52, 44, 53]]
[[8,10,11,22,28,55],[35, 16, 42, 49, 43, 50, 52, 51, 53]]
[[7,9,13,25,32,63],[35, 16, 42, 49, 43, 50, 52, 51, 54]]
[[8,10,14,14,28,70],[35, 16, 42, 49, 50, 44, 51, 53, 54]]
[[7,15,7,19,17,87],[35, 16, 49, 43, 52, 44, 51, 53, 54]]
[[7,13,10,17,27,82],[40, 16, 37, 42, 38, 43, 52, 39, 44]]
[[6,12,12,24,31,48],[40, 16, 37, 42, 49, 38, 52, 39, 44]]
[[6,12,12,20,26,78],[40, 16, 37, 42, 49, 38, 50, 39, 54]]
[[6,12,18,16,11,84],[40, 16, 37, 42, 49, 38, 52, 39, 53]]
[[6,8,15,24,36,71],[40, 16, 37, 42, 38, 50, 52, 39, 54]]
[[7,9,10,25,37,72],[40, 16, 37, 38, 43, 50, 52, 39, 44]]
