[ 10, 5, 14, 16, 49, 8, 43, 50, 52, 9, 18, 51, 53, 54 ],1
[ 10, 5, 14, 40, 16, 42, 49, 8, 43, 9, 44, 51, 53, 54 ],1
[ 0, 1, 10, 5, 14, 40, 7, 16, 42, 49, 8, 52, 9, 18, 53 ],1
[ 10, 5, 14, 40, 16, 42, 8, 43, 52, 9, 44, 51, 53, 54 ],1
[ 10, 5, 14, 40, 16, 42, 49, 8, 52, 9, 44, 51, 53, 54 ],1
[ 10, 5, 14, 40, 16, 49, 8, 43, 50, 9, 44, 51, 53, 54 ],1
[ 10, 5, 14, 40, 42, 49, 8, 17, 43, 9, 18, 44, 51, 53 ],1
[ 1, 16, 49, 17, 50, 52, 9, 18, 44, 53 ],1
[ 1, 10, 40, 16, 17, 43, 50, 52, 18, 53 ],1
[ 10, 5, 14, 40, 42, 49, 8, 17, 43, 9, 18, 44, 53, 54 ],1
[ 10, 5, 14, 40, 42, 8, 17, 43, 52, 9, 18, 44, 51, 53 ],1
[ 10, 5, 14, 40, 42, 8, 17, 43, 52, 9, 18, 44, 53, 54 ],1
[ 10, 5, 14, 40, 42, 8, 17, 43, 52, 9, 18, 51, 53, 54 ],1
[ 10, 5, 14, 40, 49, 8, 17, 43, 50, 9, 18, 44, 53, 54 ],1
[ 10, 5, 14, 40, 8, 17, 43, 50, 52, 9, 18, 51, 53, 54 ],1
[ 10, 5, 14, 40, 49, 8, 17, 50, 52, 9, 18, 44, 51, 53 ],1
[ 0, 10, 14, 40, 7, 8, 43, 52, 9, 18, 51, 53 ],1
[ 10, 5, 14, 42, 49, 8, 17, 43, 52, 9, 18, 44, 51, 53 ],1
[ 10, 5, 14, 40, 49, 8, 17, 43, 50, 9, 44, 51, 53, 54 ],1
[ 10, 5, 14, 49, 8, 17, 43, 50, 52, 9, 44, 51, 53, 54 ],1
[ 10, 5, 14, 40, 42, 49, 8, 43, 50, 9, 18, 44, 51, 53 ],1
[ 10, 5, 14, 40, 42, 49, 8, 43, 52, 9, 18, 44, 53, 54 ],1
[ 10, 5, 14, 40, 42, 8, 43, 50, 52, 9, 18, 44, 51, 54 ],1
[ 10, 5, 14, 40, 49, 8, 43, 50, 52, 9, 18, 44, 51, 54 ],1
[ 10, 5, 14, 40, 42, 49, 8, 43, 50, 9, 44, 51, 53, 54 ],1
[ 10, 5, 14, 40, 42, 8, 43, 50, 52, 9, 44, 51, 53, 54 ],1
[ 10, 5, 14, 40, 49, 8, 43, 50, 52, 9, 44, 51, 53, 54 ],1
[ 10, 5, 40, 16, 42, 49, 8, 17, 43, 9, 18, 44, 51, 54 ],1
[ 10, 5, 40, 16, 42, 49, 8, 17, 43, 9, 18, 44, 53, 54 ],1
[ 10, 5, 40, 16, 42, 8, 17, 43, 52, 9, 18, 44, 51, 54 ],1
[ 10, 5, 40, 16, 42, 8, 17, 43, 52, 9, 18, 44, 53, 54 ],1
[ 10, 5, 40, 16, 42, 8, 17, 43, 52, 9, 18, 51, 53, 54 ],1
[ 10, 5, 40, 16, 42, 49, 8, 17, 52, 9, 18, 44, 51, 53 ],1
[ 10, 5, 40, 16, 49, 8, 17, 43, 50, 9, 18, 44, 51, 53 ],1
[ 10, 5, 40, 16, 49, 8, 17, 43, 50, 9, 18, 44, 53, 54 ],1
[ 10, 5, 40, 16, 8, 17, 43, 50, 52, 9, 18, 44, 51, 53 ],1
[ 10, 5, 40, 16, 8, 17, 43, 50, 52, 9, 18, 44, 53, 54 ],1
[ 10, 5, 40, 16, 49, 8, 17, 43, 50, 9, 18, 51, 53, 54 ],1
[ 10, 5, 40, 16, 49, 8, 17, 50, 52, 9, 18, 44, 53, 54 ],1
[ 10, 5, 40, 16, 49, 8, 17, 50, 52, 9, 18, 51, 53, 54 ],1
[ 10, 5, 40, 16, 42, 49, 8, 17, 43, 9, 44, 51, 53, 54 ],1
[ 10, 5, 16, 42, 49, 8, 17, 43, 52, 9, 44, 51, 53, 54 ],1
[ 10, 5, 40, 16, 42, 49, 8, 43, 50, 9, 18, 44, 53, 54 ],1
[ 10, 5, 40, 16, 42, 8, 43, 50, 52, 9, 18, 44, 53, 54 ],1
[ 10, 5, 40, 16, 42, 49, 8, 43, 50, 9, 18, 51, 53, 54 ],1
[ 10, 5, 40, 16, 42, 8, 43, 50, 52, 9, 18, 51, 53, 54 ],1
[ 10, 5, 40, 16, 42, 49, 8, 50, 52, 9, 18, 44, 51, 53 ],1
[ 0, 1, 5, 40, 16, 42, 50, 52, 18, 51, 53 ],1
[ 10, 5, 40, 16, 42, 49, 8, 50, 52, 9, 18, 51, 53, 54 ],1
[ 10, 5, 40, 16, 49, 8, 43, 50, 52, 9, 18, 44, 51, 53 ],1
[ 10, 5, 40, 16, 49, 8, 43, 50, 52, 9, 18, 44, 53, 54 ],1
[ 10, 5, 40, 16, 49, 8, 43, 50, 52, 9, 18, 51, 53, 54 ],1
[ 10, 5, 16, 42, 49, 8, 43, 50, 52, 9, 18, 51, 53, 54 ],1
[ 10, 5, 40, 16, 42, 49, 8, 43, 52, 9, 44, 51, 53, 54 ],1
[ 10, 5, 40, 42, 49, 8, 17, 43, 50, 9, 18, 44, 51, 54 ],1
