[[0, 5], [2, 4], [3, 5], [6, 7]]
[[3,5,9,37,33,95],[10, 34, 16, 42, 49, 17, 43, 52, 18, 39, 44, 53]]
[[3,7,24,15,23,76],[10, 34, 16, 42, 17, 43, 50, 52, 18, 39, 44, 51]]
[[4,10,13,26,24,79],[10, 34, 16, 42, 17, 43, 52, 18, 39, 44, 53, 54]]
[[4,10,10,22,24,82],[10, 34, 16, 42, 49, 17, 43, 50, 52, 18, 39, 54]]
[[5,7,11,23,25,49],[10, 34, 16, 42, 49, 17, 43, 52, 18, 39, 51, 53]]
[[1,9,7,29,31,99],[10, 34, 16, 42, 49, 17, 43, 52, 18, 39, 53, 54]]
[[1,9,16,37,16,72],[10, 34, 16, 42, 17, 43, 50, 52, 18, 39, 53, 54]]
[[2,8,5,20,42,83],[10, 34, 16, 42, 17, 43, 52, 18, 39, 51, 53, 54]]
[[4,8,25,12,29,89],[10, 34, 16, 42, 49, 17, 50, 52, 18, 39, 44, 53]]
[[4,8,19,16,34,101],[10, 34, 16, 42, 49, 17, 50, 52, 18, 39, 44, 54]]
[[5,11,14,15,45,56],[10, 34, 16, 42, 49, 17, 52, 18, 39, 44, 51, 53]]
[[5,9,11,17,35,63],[10, 34, 16, 42, 49, 17, 52, 18, 39, 44, 51, 54]]
[[5,7,11,23,25,49],[10, 34, 16, 42, 17, 50, 52, 18, 39, 44, 51, 53]]
[[2,8,11,28,52,53],[10, 34, 16, 42, 17, 52, 18, 39, 44, 51, 53, 54]]
[[4,12,13,28,24,63],[10, 34, 16, 42, 49, 17, 50, 52, 18, 39, 51, 53]]
[[3,5,12,9,33,86],[10, 34, 16, 49, 17, 43, 50, 52, 18, 39, 44, 51]]
[[3,9,12,29,38,66],[10, 34, 16, 49, 17, 43, 50, 52, 18, 39, 44, 53]]
[[3,9,3,21,23,45],[10, 34, 16, 49, 17, 43, 50, 52, 18, 39, 44, 54]]
[[4,8,16,28,24,80],[10, 34, 16, 49, 17, 43, 52, 18, 39, 44, 51, 53]]
[[4,8,19,12,24,95],[10, 34, 16, 17, 43, 50, 52, 18, 39, 44, 51, 53]]
[[4,12,7,28,29,81],[10, 34, 16, 17, 43, 50, 52, 18, 39, 44, 53, 54]]
[[3,9,6,13,18,42],[10, 34, 16, 17, 43, 52, 18, 39, 44, 51, 53, 54]]
[[1,5,7,21,26,71],[10, 34, 16, 49, 17, 43, 50, 52, 18, 39, 53, 54]]
[[3,11,6,27,23,68],[10, 34, 16, 49, 17, 50, 52, 18, 39, 44, 53, 54]]
[[3,7,6,23,13,58],[10, 34, 16, 49, 17, 50, 52, 18, 39, 51, 53, 54]]
[[4,6,19,14,24,75],[10, 34, 40, 16, 42, 49, 17, 43, 52, 18, 44, 51]]
[[3,11,9,31,23,83],[10, 34, 40, 16, 42, 17, 43, 52, 18, 44, 51, 53]]
[[1,9,16,37,16,72],[10, 34, 40, 16, 42, 17, 43, 52, 18, 44, 53, 54]]
[[1,3,4,23,31,72],[10, 34, 40, 16, 42, 49, 17, 43, 50, 52, 18, 51]]
[[3,9,12,25,23,78],[10, 34, 40, 16, 42, 49, 17, 43, 50, 52, 18, 53]]
[[4,6,16,30,44,72],[10, 34, 40, 16, 42, 49, 17, 43, 52, 18, 51, 53]]
[[1,11,4,27,36,32],[10, 34, 40, 16, 42, 17, 43, 52, 18, 51, 53, 54]]
[[3,7,12,7,13,64],[10, 34, 40, 16, 42, 49, 17, 50, 52, 18, 44, 51]]
[[0,6,0,34,45,78],[10, 34, 40, 16, 42, 49, 17, 52, 18, 44, 53, 54]]
[[4,8,10,24,44,104],[10, 34, 40, 16, 42, 17, 50, 52, 18, 44, 51, 53]]
[[0,8,6,28,30,68],[10, 34, 40, 16, 42, 17, 50, 52, 18, 44, 53, 54]]
[[1,5,10,25,56,68],[10, 34, 40, 16, 42, 17, 52, 18, 44, 51, 53, 54]]
[[3,5,12,21,18,74],[10, 34, 40, 16, 42, 49, 17, 50, 52, 18, 51, 53]]
[[2,8,20,28,22,74],[10, 34, 40, 16, 42, 49, 17, 52, 18, 51, 53, 54]]
[[4,10,10,18,54,52],[10, 34, 40, 16, 49, 17, 43, 50, 52, 18, 44, 51]]
[[2,6,8,30,42,42],[10, 34, 40, 16, 49, 17, 43, 50, 52, 18, 44, 54]]
[[1,3,7,23,26,81],[10, 34, 40, 16, 49, 17, 43, 52, 18, 44, 51, 54]]
[[1,5,7,21,26,71],[10, 34, 40, 16, 49, 17, 43, 52, 18, 44, 53, 54]]
[[1,7,7,23,51,79],[10, 34, 40, 16, 17, 43, 50, 52, 18, 44, 53, 54]]
[[4,12,10,16,34,90],[10, 34, 40, 16, 49, 17, 43, 50, 52, 18, 51, 53]]
[[2,12,11,28,27,75],[10, 34, 40, 16, 49, 17, 43, 50, 52, 18, 53, 54]]
[[1,5,19,25,41,59],[10, 34, 40, 16, 49, 17, 52, 18, 44, 51, 53, 54]]
[[1,11,4,27,36,32],[10, 34, 40, 16, 17, 50, 52, 18, 44, 51, 53, 54]]
[[2,8,8,16,27,56],[10, 34, 40, 16, 49, 17, 50, 52, 18, 51, 53, 54]]
[[4,8,13,32,34,89],[10, 34, 16, 42, 49, 17, 43, 50, 52, 18, 44, 54]]
[[3,5,18,21,33,68],[10, 34, 16, 42, 49, 17, 43, 52, 18, 44, 51, 53]]
[[3,5,9,17,33,59],[10, 34, 16, 42, 49, 17, 43, 52, 18, 44, 51, 54]]
[[3,9,18,33,18,90],[10, 34, 16, 42, 17, 43, 50, 52, 18, 44, 51, 53]]
[[2,10,14,26,27,64],[10, 34, 16, 42, 17, 43, 52, 18, 44, 51, 53, 54]]
[[2,10,11,14,57,115],[10, 34, 16, 42, 49, 17, 43, 50, 52, 18, 53, 54]]
[[1,5,4,21,36,56],[10, 34, 16, 42, 49, 17, 43, 52, 18, 51, 53, 54]]
[[1,9,13,33,16,75],[10, 34, 16, 42, 17, 43, 50, 52, 18, 51, 53, 54]]
[[0,6,9,34,15,69],[10, 34, 16, 42, 49, 17, 50, 52, 18, 51, 53, 54]]
[[3,9,9,25,48,69],[10, 34, 16, 49, 17, 43, 50, 52, 18, 44, 51, 53]]
[[1,9,7,21,11,45],[10, 34, 16, 49, 17, 43, 50, 52, 18, 44, 53, 54]]
[[1,9,10,17,31,72],[10, 34, 16, 49, 17, 43, 50, 52, 18, 51, 53, 54]]
[[4,8,13,24,54,77],[10, 35, 40, 16, 37, 42, 17, 38, 52, 18, 39, 51]]
[[4,8,16,24,39,68],[10, 35, 40, 16, 37, 42, 17, 38, 52, 18, 39, 53]]
