[[0, 5], [2, 4], [3, 5], [6, 7]]
[[4,8,19,16,34,77],[10, 34, 14, 35, 40, 16, 37, 42, 17, 38, 50, 52, 39, 44, 51, 53]]
[[1,7,7,27,26,67],[10, 34, 14, 35, 40, 16, 37, 42, 49, 17, 38, 50, 52, 39, 53, 54]]
[[2,8,17,24,12,89],[10, 34, 14, 35, 40, 16, 37, 42, 49, 17, 38, 52, 39, 51, 53, 54]]
[[2,10,14,18,27,58],[10, 34, 14, 35, 40, 16, 37, 42, 17, 38, 50, 52, 39, 51, 53, 54]]
[[4,10,13,22,39,73],[10, 34, 14, 35, 40, 16, 37, 49, 17, 38, 43, 50, 52, 39, 44, 53]]
[[1,9,7,21,11,45],[10, 34, 14, 35, 40, 16, 37, 49, 17, 38, 43, 52, 39, 44, 53, 54]]
[[1,5,16,25,21,68],[10, 34, 14, 35, 40, 16, 37, 17, 38, 43, 50, 52, 39, 44, 53, 54]]
[[2,8,8,32,17,80],[10, 34, 14, 35, 40, 16, 37, 49, 17, 38, 43, 50, 52, 39, 51, 53]]
[[4,8,25,12,29,89],[10, 34, 14, 35, 40, 16, 37, 49, 17, 38, 50, 52, 39, 44, 51, 53]]
[[1,7,7,39,36,91],[10, 34, 14, 35, 40, 16, 37, 49, 17, 38, 52, 39, 44, 51, 53, 54]]
[[2,8,8,32,17,80],[10, 34, 14, 35, 16, 37, 42, 49, 17, 38, 43, 50, 52, 39, 44, 53]]
[[3,5,18,29,43,86],[10, 34, 14, 35, 16, 37, 42, 49, 17, 38, 43, 52, 39, 44, 51, 53]]
[[3,11,9,31,23,83],[10, 34, 14, 35, 16, 37, 42, 17, 38, 43, 50, 52, 39, 44, 51, 53]]
[[2,6,14,26,17,114],[10, 34, 14, 35, 16, 37, 42, 17, 38, 43, 52, 39, 44, 51, 53, 54]]
[[4,6,16,26,39,90],[10, 34, 14, 35, 16, 37, 42, 49, 17, 38, 43, 50, 52, 39, 51, 53]]
[[1,9,7,29,36,69],[10, 34, 14, 35, 16, 37, 42, 17, 38, 43, 50, 52, 39, 51, 53, 54]]
[[4,10,13,22,34,91],[10, 34, 14, 35, 16, 37, 42, 49, 17, 38, 50, 52, 39, 44, 51, 53]]
[[1,9,10,17,46,84],[10, 34, 14, 35, 16, 37, 42, 49, 17, 38, 52, 39, 44, 51, 53, 54]]
[[1,5,19,25,41,59],[10, 34, 14, 35, 16, 37, 42, 17, 38, 50, 52, 39, 44, 51, 53, 54]]
[[3,7,18,19,38,100],[10, 34, 14, 35, 16, 37, 49, 17, 38, 43, 50, 52, 39, 44, 53, 54]]
[[1,9,10,17,46,84],[10, 34, 14, 35, 16, 37, 49, 17, 38, 43, 50, 52, 39, 51, 53, 54]]
[[1,5,10,25,56,68],[10, 34, 14, 35, 16, 37, 49, 17, 38, 50, 52, 39, 44, 51, 53, 54]]
[[5,11,8,23,25,80],[10, 34, 14, 35, 40, 16, 37, 42, 49, 17, 38, 43, 50, 52, 44, 51]]
[[5,7,11,31,15,67],[10, 34, 14, 35, 40, 16, 37, 42, 49, 17, 38, 43, 50, 52, 44, 53]]
[[3,7,9,15,53,55],[10, 34, 14, 35, 40, 16, 37, 42, 49, 17, 38, 43, 50, 52, 44, 54]]
[[4,8,19,20,39,65],[10, 34, 14, 35, 40, 16, 37, 42, 49, 17, 38, 43, 52, 44, 51, 53]]
[[2,6,5,22,22,111],[10, 34, 14, 35, 40, 16, 37, 42, 49, 17, 38, 43, 52, 44, 51, 54]]
[[2,10,14,26,27,64],[10, 34, 14, 35, 40, 16, 37, 42, 49, 17, 38, 43, 52, 44, 53, 54]]
[[4,10,10,30,24,58],[10, 34, 14, 35, 40, 16, 37, 42, 17, 38, 43, 50, 52, 44, 51, 53]]
[[2,8,8,28,27,62],[10, 34, 14, 35, 40, 16, 37, 42, 17, 38, 43, 50, 52, 51, 53, 54]]
[[5,11,14,15,45,56],[10, 34, 14, 35, 40, 16, 37, 42, 49, 17, 38, 50, 52, 44, 51, 53]]
[[2,6,8,26,32,36],[10, 34, 14, 35, 40, 16, 37, 42, 17, 38, 50, 52, 44, 51, 53, 54]]
[[3,13,12,21,48,76],[10, 34, 14, 35, 40, 16, 37, 42, 49, 17, 38, 50, 52, 51, 53, 54]]
[[2,10,14,18,27,58],[10, 34, 14, 35, 40, 16, 37, 49, 17, 38, 43, 50, 52, 44, 53, 54]]
[[3,13,12,21,48,76],[10, 34, 14, 35, 40, 16, 37, 49, 17, 38, 43, 52, 44, 51, 53, 54]]
[[2,8,14,12,52,80],[10, 34, 14, 35, 40, 16, 37, 49, 17, 38, 43, 50, 52, 51, 53, 54]]
[[2,8,14,12,52,80],[10, 34, 14, 35, 16, 37, 42, 49, 17, 38, 43, 50, 52, 44, 53, 54]]
[[4,12,7,28,29,81],[10, 34, 14, 35, 16, 37, 42, 49, 17, 38, 50, 52, 44, 51, 53, 54]]
[[5,11,5,19,45,65],[10, 34, 14, 35, 40, 16, 37, 42, 49, 17, 43, 52, 39, 44, 51, 53]]
[[3,7,9,23,48,61],[10, 34, 14, 35, 40, 16, 37, 42, 49, 17, 43, 52, 39, 44, 51, 54]]
[[3,9,12,13,38,54],[10, 34, 14, 35, 40, 16, 37, 42, 49, 17, 43, 52, 39, 44, 53, 54]]
[[3,9,12,21,23,84],[10, 34, 14, 35, 40, 16, 37, 42, 17, 43, 50, 52, 39, 44, 53, 54]]
[[2,8,8,24,32,98],[10, 34, 14, 35, 40, 16, 37, 42, 17, 43, 52, 39, 44, 51, 53, 54]]
[[4,12,19,24,14,87],[10, 34, 14, 35, 40, 16, 37, 42, 49, 17, 43, 50, 52, 39, 51, 53]]
[[3,15,15,31,8,63],[10, 34, 14, 35, 40, 16, 37, 42, 17, 43, 50, 52, 39, 51, 53, 54]]
[[3,11,15,19,38,59],[10, 34, 14, 35, 40, 16, 37, 49, 17, 43, 50, 52, 39, 44, 53, 54]]
[[2,6,17,26,12,117],[10, 34, 14, 35, 40, 16, 37, 49, 17, 43, 52, 39, 44, 51, 53, 54]]
[[1,5,10,17,31,68],[10, 34, 14, 35, 40, 16, 37, 49, 17, 50, 52, 39, 44, 51, 53, 54]]
[[2,14,17,22,27,77],[10, 34, 14, 35, 16, 37, 42, 49, 17, 43, 52, 39, 44, 51, 53, 54]]
[[2,10,8,38,32,58],[10, 34, 14, 35, 16, 37, 42, 17, 43, 50, 52, 39, 44, 51, 53, 54]]
[[3,9,15,21,18,105],[10, 34, 14, 35, 16, 37, 42, 49, 17, 43, 50, 52, 39, 51, 53, 54]]
[[1,5,7,21,31,77],[10, 34, 14, 35, 40, 16, 37, 42, 49, 17, 43, 52, 44, 51, 53, 54]]
[[1,11,7,27,46,83],[10, 34, 14, 35, 40, 16, 37, 49, 17, 43, 50, 52, 44, 51, 53, 54]]
[[3,7,12,31,33,76],[10, 34, 14, 35, 40, 16, 42, 49, 17, 38, 43, 50, 52, 39, 44, 51]]
[[2,6,14,26,17,114],[10, 34, 14, 35, 40, 16, 42, 49, 17, 38, 43, 52, 39, 44, 53, 54]]
