[[0, 5], [2, 4], [3, 5], [6, 7]]
[[4,8,7,16,49,83],[13, 34, 14, 35, 40, 37, 42, 49, 43, 50, 52, 39, 51, 53, 54]]
[[3,9,12,17,28,96],[13, 34, 14, 35, 40, 42, 49, 38, 43, 50, 52, 39, 44, 53, 54]]
[[4,8,10,20,19,74],[13, 34, 14, 35, 40, 42, 49, 38, 43, 52, 39, 44, 51, 53, 54]]
[[3,7,6,15,58,94],[13, 34, 14, 35, 40, 42, 49, 38, 43, 50, 52, 39, 51, 53, 54]]
[[4,8,10,24,54,92],[13, 34, 14, 35, 40, 49, 38, 43, 50, 52, 39, 44, 51, 53, 54]]
[[1,7,7,27,16,85],[13, 34, 14, 35, 40, 42, 49, 38, 43, 50, 52, 44, 51, 53, 54]]
[[2,4,14,16,27,46],[13, 34, 14, 35, 40, 42, 49, 43, 50, 52, 39, 44, 51, 53, 54]]
[[2,4,26,24,17,82],[13, 34, 14, 40, 37, 42, 49, 38, 43, 50, 52, 39, 44, 53, 54]]
[[4,8,13,24,39,95],[13, 34, 14, 40, 37, 42, 49, 38, 43, 50, 52, 39, 51, 53, 54]]
[[4,12,4,24,39,90],[13, 34, 14, 40, 37, 42, 49, 38, 50, 52, 39, 44, 51, 53, 54]]
[[3,7,15,11,33,79],[13, 34, 14, 40, 37, 49, 38, 43, 50, 52, 39, 44, 51, 53, 54]]
[[2,6,14,30,42,72],[13, 34, 14, 40, 37, 42, 49, 38, 43, 50, 52, 44, 51, 53, 54]]
[[3,7,9,23,38,37],[13, 34, 14, 40, 37, 42, 49, 43, 50, 52, 39, 44, 51, 53, 54]]
[[2,8,8,24,42,74],[13, 34, 14, 40, 42, 49, 38, 43, 50, 52, 39, 44, 51, 53, 54]]
[[6,10,12,22,51,34],[13, 14, 35, 40, 37, 42, 49, 38, 43, 50, 52, 39, 44, 51, 53]]
[[2,10,11,34,17,79],[13, 14, 35, 40, 37, 42, 49, 38, 43, 50, 52, 39, 44, 53, 54]]
[[3,7,9,19,48,55],[13, 14, 35, 40, 37, 42, 49, 38, 43, 52, 39, 44, 51, 53, 54]]
[[2,8,8,24,47,56],[13, 14, 35, 40, 37, 42, 49, 38, 43, 50, 52, 44, 51, 53, 54]]
[[3,9,9,25,23,75],[13, 14, 35, 40, 37, 42, 49, 43, 50, 52, 39, 44, 51, 53, 54]]
[[2,6,11,30,27,105],[13, 14, 35, 40, 42, 49, 38, 43, 50, 52, 39, 44, 51, 53, 54]]
[[4,10,7,30,24,55],[13, 34, 35, 40, 16, 37, 42, 49, 17, 38, 43, 52, 18, 39, 51]]
[[4,4,13,32,24,61],[13, 34, 35, 40, 16, 37, 42, 49, 17, 38, 43, 52, 18, 39, 53]]
[[4,4,7,24,14,37],[13, 34, 35, 40, 16, 37, 42, 17, 38, 43, 50, 52, 18, 39, 51]]
[[4,8,10,28,54,56],[13, 34, 35, 40, 16, 37, 42, 17, 38, 43, 50, 52, 18, 39, 53]]
[[4,8,10,8,34,56],[13, 34, 35, 40, 16, 37, 42, 17, 38, 43, 50, 52, 18, 39, 54]]
[[6,12,12,24,26,66],[13, 34, 35, 40, 16, 37, 42, 49, 17, 38, 52, 18, 39, 44, 53]]
[[6,6,12,26,46,78],[13, 34, 35, 40, 16, 37, 42, 17, 38, 50, 52, 18, 39, 44, 53]]
[[4,6,4,14,54,54],[13, 34, 35, 40, 16, 37, 42, 17, 38, 50, 52, 18, 39, 44, 54]]
[[3,5,6,17,23,74],[13, 34, 35, 40, 16, 37, 42, 17, 38, 52, 18, 39, 44, 51, 54]]
[[3,5,12,17,23,116],[13, 34, 35, 40, 16, 37, 42, 17, 38, 52, 18, 39, 44, 53, 54]]
[[3,9,6,33,33,66],[13, 34, 35, 40, 16, 37, 42, 49, 17, 38, 50, 52, 18, 39, 51]]
[[6,6,12,22,36,84],[13, 34, 35, 40, 16, 37, 42, 17, 38, 50, 52, 18, 39, 51, 53]]
[[4,10,10,26,29,100],[13, 34, 35, 40, 16, 37, 42, 17, 38, 50, 52, 18, 39, 53, 54]]
[[3,7,18,19,43,100],[13, 34, 35, 40, 16, 37, 42, 17, 38, 52, 18, 39, 51, 53, 54]]
[[5,9,17,13,35,93],[13, 34, 35, 40, 16, 37, 49, 17, 38, 43, 52, 18, 39, 44, 51]]
[[5,5,11,17,35,83],[13, 34, 35, 40, 16, 37, 17, 38, 43, 50, 52, 18, 39, 44, 51]]
[[4,8,7,32,44,101],[13, 34, 35, 40, 16, 37, 17, 38, 43, 52, 18, 39, 44, 51, 54]]
[[2,4,14,12,2,88],[13, 34, 35, 40, 16, 37, 17, 38, 43, 52, 18, 39, 44, 53, 54]]
[[4,8,13,24,24,101],[13, 34, 35, 40, 16, 37, 49, 17, 38, 43, 50, 52, 18, 39, 51]]
[[4,6,7,26,49,105],[13, 34, 35, 40, 16, 37, 49, 17, 38, 43, 50, 52, 18, 39, 53]]
