[[1, 4, 7], [2, 4], [3, 5], [6, 7]]
[37, 42, 38, 43, 52, 9, 39, 44, 51]
[37, 42, 38, 43, 9, 39, 44, 51, 53]
[37, 42, 38, 43, 9, 39, 44, 51, 54]
[37, 42, 38, 43, 52, 9, 39, 44, 53]
[37, 42, 38, 43, 52, 9, 39, 44, 54]
[37, 42, 38, 43, 9, 39, 44, 53, 54]
[37, 42, 49, 38, 43, 50, 9, 39, 51]
[37, 42, 49, 38, 43, 50, 52, 9, 39]
[37, 42, 49, 38, 43, 50, 9, 39, 53]
[37, 42, 49, 38, 43, 50, 9, 39, 54]
[37, 42, 49, 38, 43, 52, 9, 39, 51]
[37, 42, 49, 38, 43, 9, 39, 51, 53]
[37, 42, 49, 38, 43, 9, 39, 51, 54]
[37, 42, 49, 38, 43, 52, 9, 39, 53]
[37, 42, 49, 38, 43, 52, 9, 39, 54]
[37, 42, 49, 38, 43, 9, 39, 53, 54]
[37, 42, 38, 43, 50, 52, 9, 39, 51]
[37, 42, 38, 43, 50, 9, 39, 51, 53]
[37, 42, 38, 43, 50, 9, 39, 51, 54]
[37, 42, 38, 43, 50, 52, 9, 39, 53]
[37, 42, 38, 43, 50, 52, 9, 39, 54]
[37, 42, 38, 43, 50, 9, 39, 53, 54]
[37, 42, 38, 43, 52, 9, 39, 51, 53]
[37, 42, 38, 43, 52, 9, 39, 51, 54]
[37, 42, 38, 43, 9, 39, 51, 53, 54]
[37, 42, 38, 43, 52, 9, 39, 53, 54]
[37, 42, 49, 38, 50, 9, 39, 44, 51]
[37, 42, 49, 38, 50, 52, 9, 39, 44]
[37, 42, 49, 38, 50, 9, 39, 44, 53]
[37, 42, 49, 38, 50, 9, 39, 44, 54]
[37, 42, 49, 38, 52, 9, 39, 44, 51]
[37, 42, 49, 38, 9, 39, 44, 51, 53]
[37, 42, 49, 38, 9, 39, 44, 51, 54]
[37, 42, 49, 38, 52, 9, 39, 44, 53]
[37, 42, 49, 38, 52, 9, 39, 44, 54]
[37, 42, 49, 38, 9, 39, 44, 53, 54]
[37, 42, 38, 50, 52, 9, 39, 44, 51]
[37, 42, 38, 50, 9, 39, 44, 51, 53]
[37, 42, 38, 50, 9, 39, 44, 51, 54]
[37, 42, 38, 50, 52, 9, 39, 44, 53]
[37, 42, 38, 50, 52, 9, 39, 44, 54]
[37, 42, 38, 50, 9, 39, 44, 53, 54]
[37, 42, 38, 52, 9, 39, 44, 51, 53]
[37, 42, 38, 52, 9, 39, 44, 51, 54]
[37, 42, 38, 9, 39, 44, 51, 53, 54]
[37, 42, 38, 52, 9, 39, 44, 53, 54]
[37, 42, 49, 38, 50, 52, 9, 39, 51]
[37, 42, 49, 38, 50, 9, 39, 51, 53]
[37, 42, 49, 38, 50, 9, 39, 51, 54]
[37, 42, 49, 38, 50, 52, 9, 39, 53]
[37, 42, 49, 38, 50, 52, 9, 39, 54]
[37, 42, 49, 38, 50, 9, 39, 53, 54]
[37, 42, 49, 38, 52, 9, 39, 51, 53]
[37, 42, 49, 38, 52, 9, 39, 51, 54]
[37, 42, 49, 38, 9, 39, 51, 53, 54]
[37, 42, 49, 38, 52, 9, 39, 53, 54]
[37, 42, 38, 50, 52, 9, 39, 51, 53]
[37, 42, 38, 50, 52, 9, 39, 51, 54]
[37, 42, 38, 50, 9, 39, 51, 53, 54]
[37, 42, 38, 50, 52, 9, 39, 53, 54]
[37, 42, 38, 52, 9, 39, 51, 53, 54]
[37, 49, 38, 43, 50, 9, 39, 44, 51]
[37, 49, 38, 43, 50, 52, 9, 39, 44]
[37, 49, 38, 43, 50, 9, 39, 44, 53]
[37, 49, 38, 43, 50, 9, 39, 44, 54]
[37, 49, 38, 43, 52, 9, 39, 44, 51]
[37, 49, 38, 43, 9, 39, 44, 51, 53]
[37, 49, 38, 43, 9, 39, 44, 51, 54]
[37, 49, 38, 43, 52, 9, 39, 44, 53]
[37, 49, 38, 43, 52, 9, 39, 44, 54]
[37, 49, 38, 43, 9, 39, 44, 53, 54]
[37, 38, 43, 50, 52, 9, 39, 44, 51]
[37, 38, 43, 50, 9, 39, 44, 51, 53]
[37, 38, 43, 50, 9, 39, 44, 51, 54]
[37, 38, 43, 50, 52, 9, 39, 44, 53]
[37, 38, 43, 50, 52, 9, 39, 44, 54]
[37, 38, 43, 50, 9, 39, 44, 53, 54]
[37, 38, 43, 52, 9, 39, 44, 51, 53]
[37, 38, 43, 52, 9, 39, 44, 51, 54]
[37, 38, 43, 9, 39, 44, 51, 53, 54]
[37, 38, 43, 52, 9, 39, 44, 53, 54]
[37, 49, 38, 43, 50, 52, 9, 39, 51]
[37, 49, 38, 43, 50, 9, 39, 51, 53]
[37, 49, 38, 43, 50, 9, 39, 51, 54]
[37, 49, 38, 43, 50, 52, 9, 39, 53]
[37, 49, 38, 43, 50, 52, 9, 39, 54]
[37, 49, 38, 43, 50, 9, 39, 53, 54]
[37, 49, 38, 43, 52, 9, 39, 51, 53]
