[[2, 4], [3], [5], [6, 7]]
[10, 13, 34, 8, 17, 52, 9, 18, 51, 53]
[10, 13, 34, 8, 17, 52, 9, 18, 51, 54]
[10, 13, 34, 8, 17, 9, 18, 51, 53, 54]
[10, 13, 34, 8, 17, 52, 9, 18, 53, 54]
[10, 13, 37, 49, 8, 17, 38, 9, 18, 39]
[10, 13, 37, 8, 17, 38, 50, 9, 18, 39]
[10, 13, 37, 8, 17, 38, 9, 18, 39, 51]
[10, 13, 37, 8, 17, 38, 52, 9, 18, 39]
[10, 13, 37, 8, 17, 38, 9, 18, 39, 53]
[10, 13, 37, 8, 17, 38, 9, 18, 39, 54]
[10, 13, 37, 49, 8, 17, 38, 50, 9, 18]
[10, 13, 37, 49, 8, 17, 38, 9, 18, 51]
[10, 13, 37, 49, 8, 17, 38, 52, 9, 18]
[10, 13, 37, 49, 8, 17, 38, 9, 18, 53]
[10, 13, 37, 49, 8, 17, 38, 9, 18, 54]
[10, 13, 37, 8, 17, 38, 50, 9, 18, 51]
[10, 13, 37, 8, 17, 38, 50, 52, 9, 18]
[10, 13, 37, 8, 17, 38, 50, 9, 18, 53]
[10, 13, 37, 8, 17, 38, 50, 9, 18, 54]
[10, 13, 37, 8, 17, 38, 52, 9, 18, 51]
[10, 13, 37, 8, 17, 38, 9, 18, 51, 53]
[10, 13, 37, 8, 17, 38, 9, 18, 51, 54]
[10, 13, 37, 8, 17, 38, 52, 9, 18, 53]
[10, 13, 37, 8, 17, 38, 52, 9, 18, 54]
[10, 13, 37, 8, 17, 38, 9, 18, 53, 54]
[10, 13, 37, 49, 8, 17, 50, 9, 18, 39]
[10, 13, 37, 49, 8, 17, 9, 18, 39, 51]
[10, 13, 37, 49, 8, 17, 52, 9, 18, 39]
[10, 13, 37, 49, 8, 17, 9, 18, 39, 53]
[10, 13, 37, 49, 8, 17, 9, 18, 39, 54]
[10, 13, 37, 8, 17, 50, 9, 18, 39, 51]
[10, 13, 37, 8, 17, 50, 52, 9, 18, 39]
[10, 13, 37, 8, 17, 50, 9, 18, 39, 53]
[10, 13, 37, 8, 17, 50, 9, 18, 39, 54]
[10, 13, 37, 8, 17, 52, 9, 18, 39, 51]
[10, 13, 37, 8, 17, 9, 18, 39, 51, 53]
[10, 13, 37, 8, 17, 9, 18, 39, 51, 54]
[10, 13, 37, 8, 17, 52, 9, 18, 39, 53]
[10, 13, 37, 8, 17, 52, 9, 18, 39, 54]
[10, 13, 37, 8, 17, 9, 18, 39, 53, 54]
[10, 13, 37, 49, 8, 17, 50, 9, 18, 51]
[10, 13, 37, 49, 8, 17, 50, 52, 9, 18]
[10, 13, 37, 49, 8, 17, 50, 9, 18, 53]
[10, 13, 37, 49, 8, 17, 50, 9, 18, 54]
[10, 13, 37, 49, 8, 17, 52, 9, 18, 51]
[10, 13, 37, 49, 8, 17, 9, 18, 51, 53]
[10, 13, 37, 49, 8, 17, 9, 18, 51, 54]
[10, 13, 37, 49, 8, 17, 52, 9, 18, 53]
[10, 13, 37, 49, 8, 17, 52, 9, 18, 54]
[10, 13, 37, 49, 8, 17, 9, 18, 53, 54]
[10, 13, 37, 8, 17, 50, 52, 9, 18, 51]
[10, 13, 37, 8, 17, 50, 9, 18, 51, 53]
[10, 13, 37, 8, 17, 50, 9, 18, 51, 54]
[10, 13, 37, 8, 17, 50, 52, 9, 18, 53]
[10, 13, 37, 8, 17, 50, 52, 9, 18, 54]
[10, 13, 37, 8, 17, 50, 9, 18, 53, 54]
[10, 13, 37, 8, 17, 52, 9, 18, 51, 53]
[10, 13, 37, 8, 17, 52, 9, 18, 51, 54]
[10, 13, 37, 8, 17, 9, 18, 51, 53, 54]
[10, 13, 37, 8, 17, 52, 9, 18, 53, 54]
[10, 13, 49, 8, 17, 38, 50, 9, 18, 39]
[10, 13, 49, 8, 17, 38, 9, 18, 39, 51]
[10, 13, 49, 8, 17, 38, 52, 9, 18, 39]
[10, 13, 49, 8, 17, 38, 9, 18, 39, 53]
[10, 13, 49, 8, 17, 38, 9, 18, 39, 54]
[10, 13, 8, 17, 38, 50, 9, 18, 39, 51]
[10, 13, 8, 17, 38, 50, 52, 9, 18, 39]
[10, 13, 8, 17, 38, 50, 9, 18, 39, 53]
[10, 13, 8, 17, 38, 50, 9, 18, 39, 54]
[10, 13, 8, 17, 38, 52, 9, 18, 39, 51]
[10, 13, 8, 17, 38, 9, 18, 39, 51, 53]
[10, 13, 8, 17, 38, 9, 18, 39, 51, 54]
[10, 13, 8, 17, 38, 52, 9, 18, 39, 53]
[10, 13, 8, 17, 38, 52, 9, 18, 39, 54]
[10, 13, 8, 17, 38, 9, 18, 39, 53, 54]
[10, 13, 49, 8, 17, 38, 50, 9, 18, 51]
[10, 13, 49, 8, 17, 38, 50, 52, 9, 18]
[10, 13, 49, 8, 17, 38, 50, 9, 18, 53]
[10, 13, 49, 8, 17, 38, 50, 9, 18, 54]
[10, 13, 49, 8, 17, 38, 52, 9, 18, 51]
[10, 13, 49, 8, 17, 38, 9, 18, 51, 53]
[10, 13, 49, 8, 17, 38, 9, 18, 51, 54]
[10, 13, 49, 8, 17, 38, 52, 9, 18, 53]
[10, 13, 49, 8, 17, 38, 52, 9, 18, 54]
