[[2, 4], [3], [5], [6, 7]]
[13, 37, 49, 17, 38, 52, 18, 54]
[13, 37, 49, 17, 38, 18, 53, 54]
[13, 37, 17, 38, 50, 52, 18, 51]
[13, 37, 17, 38, 50, 18, 51, 53]
[13, 37, 17, 38, 50, 18, 51, 54]
[13, 37, 17, 38, 50, 52, 18, 53]
[13, 37, 17, 38, 50, 52, 18, 54]
[13, 37, 17, 38, 50, 18, 53, 54]
[13, 37, 17, 38, 52, 18, 51, 53]
[13, 37, 17, 38, 52, 18, 51, 54]
[13, 37, 17, 38, 18, 51, 53, 54]
[13, 37, 17, 38, 52, 18, 53, 54]
[13, 37, 49, 17, 50, 18, 39, 51]
[13, 37, 49, 17, 50, 52, 18, 39]
[13, 37, 49, 17, 50, 18, 39, 53]
[13, 37, 49, 17, 50, 18, 39, 54]
[13, 37, 49, 17, 52, 18, 39, 51]
[13, 37, 49, 17, 18, 39, 51, 53]
[13, 37, 49, 17, 18, 39, 51, 54]
[13, 37, 49, 17, 52, 18, 39, 53]
[13, 37, 49, 17, 52, 18, 39, 54]
[13, 37, 49, 17, 18, 39, 53, 54]
[13, 37, 17, 50, 52, 18, 39, 51]
[13, 37, 17, 50, 18, 39, 51, 53]
[13, 37, 17, 50, 18, 39, 51, 54]
[13, 37, 17, 50, 52, 18, 39, 53]
[13, 37, 17, 50, 52, 18, 39, 54]
[13, 37, 17, 50, 18, 39, 53, 54]
[13, 37, 17, 52, 18, 39, 51, 53]
[13, 37, 17, 52, 18, 39, 51, 54]
[13, 37, 17, 18, 39, 51, 53, 54]
[13, 37, 17, 52, 18, 39, 53, 54]
[13, 37, 49, 17, 50, 52, 18, 51]
[13, 37, 49, 17, 50, 18, 51, 53]
[13, 37, 49, 17, 50, 18, 51, 54]
[13, 37, 49, 17, 50, 52, 18, 53]
[13, 37, 49, 17, 50, 52, 18, 54]
[13, 37, 49, 17, 50, 18, 53, 54]
[13, 37, 49, 17, 52, 18, 51, 53]
[13, 37, 49, 17, 52, 18, 51, 54]
[13, 37, 49, 17, 18, 51, 53, 54]
[13, 37, 49, 17, 52, 18, 53, 54]
[13, 37, 17, 50, 52, 18, 51, 53]
[13, 37, 17, 50, 52, 18, 51, 54]
[13, 37, 17, 50, 18, 51, 53, 54]
[13, 37, 17, 50, 52, 18, 53, 54]
[13, 37, 17, 52, 18, 51, 53, 54]
[13, 49, 17, 38, 50, 18, 39, 51]
[13, 49, 17, 38, 50, 52, 18, 39]
[13, 49, 17, 38, 50, 18, 39, 53]
[13, 49, 17, 38, 50, 18, 39, 54]
[13, 49, 17, 38, 52, 18, 39, 51]
[13, 49, 17, 38, 18, 39, 51, 53]
[13, 49, 17, 38, 18, 39, 51, 54]
[13, 49, 17, 38, 52, 18, 39, 53]
[13, 49, 17, 38, 52, 18, 39, 54]
[13, 49, 17, 38, 18, 39, 53, 54]
[13, 17, 38, 50, 52, 18, 39, 51]
[13, 17, 38, 50, 18, 39, 51, 53]
[13, 17, 38, 50, 18, 39, 51, 54]
[13, 17, 38, 50, 52, 18, 39, 53]
[13, 17, 38, 50, 52, 18, 39, 54]
[13, 17, 38, 50, 18, 39, 53, 54]
[13, 17, 38, 52, 18, 39, 51, 53]
[13, 17, 38, 52, 18, 39, 51, 54]
[13, 17, 38, 18, 39, 51, 53, 54]
[13, 17, 38, 52, 18, 39, 53, 54]
[13, 49, 17, 38, 50, 52, 18, 51]
[13, 49, 17, 38, 50, 18, 51, 53]
[13, 49, 17, 38, 50, 18, 51, 54]
[13, 49, 17, 38, 50, 52, 18, 53]
[13, 49, 17, 38, 50, 52, 18, 54]
[13, 49, 17, 38, 50, 18, 53, 54]
[13, 49, 17, 38, 52, 18, 51, 53]
[13, 49, 17, 38, 52, 18, 51, 54]
[13, 49, 17, 38, 18, 51, 53, 54]
[13, 49, 17, 38, 52, 18, 53, 54]
[13, 17, 38, 50, 52, 18, 51, 53]
[13, 17, 38, 50, 52, 18, 51, 54]
[13, 17, 38, 50, 18, 51, 53, 54]
[13, 17, 38, 50, 52, 18, 53, 54]
[13, 17, 38, 52, 18, 51, 53, 54]
[13, 49, 17, 50, 52, 18, 39, 51]
