[ 10, 34, 35, 40, 37, 42, 49, 17, 50, 52, 18, 39, 44, 53, 54 ],1
[ 10, 34, 35, 40, 37, 42, 49, 17, 50, 52, 18, 39, 51, 53, 54 ],1
[ 10, 34, 35, 40, 37, 49, 17, 43, 50, 18, 39, 44, 51, 53, 54 ],1
[ 10, 34, 35, 37, 42, 49, 17, 43, 52, 18, 39, 44, 51, 53, 54 ],1
[ 10, 34, 35, 40, 37, 42, 49, 17, 43, 50, 52, 18, 44, 51, 54 ],1
[ 10, 34, 35, 40, 37, 42, 49, 17, 43, 52, 18, 44, 51, 53, 54 ],1
[ 13, 14, 35, 40, 16, 37, 42, 49, 43, 52, 39, 44, 51, 53, 54 ],1
[ 10, 13, 14, 35, 40, 49, 17, 38, 18, 51, 54 ],1
[ 10, 34, 35, 40, 37, 42, 49, 17, 43, 50, 52, 18, 51, 53, 54 ],1
[ 10, 34, 35, 40, 42, 49, 17, 38, 43, 50, 18, 39, 44, 51, 54 ],1
[ 10, 34, 35, 40, 42, 49, 17, 38, 43, 50, 52, 18, 39, 44, 53 ],1
[ 10, 34, 35, 40, 42, 49, 17, 38, 43, 52, 18, 39, 44, 51, 53 ],1
[ 10, 34, 35, 40, 42, 17, 38, 43, 50, 52, 18, 39, 44, 53, 54 ],1
[ 13, 14, 35, 40, 16, 37, 42, 49, 50, 52, 18, 39, 51, 53, 54 ],1
[ 10, 34, 35, 40, 42, 17, 38, 43, 52, 18, 39, 44, 51, 53, 54 ],1
[ 10, 34, 35, 40, 42, 49, 17, 38, 43, 50, 52, 18, 39, 51, 53 ],1
[ 10, 34, 35, 40, 42, 49, 17, 38, 50, 52, 18, 39, 44, 51, 53 ],1
[ 13, 34, 14, 35, 40, 16, 37, 42, 49, 38, 43, 52, 18, 44, 53 ],1
[ 10, 34, 35, 40, 42, 49, 17, 38, 50, 52, 18, 39, 44, 53, 54 ],1
[ 10, 34, 35, 40, 42, 49, 17, 38, 52, 18, 39, 44, 51, 53, 54 ],1
[ 10, 34, 35, 40, 49, 17, 38, 43, 50, 52, 18, 39, 44, 53, 54 ],1
[ 10, 34, 35, 40, 49, 17, 38, 43, 52, 18, 39, 44, 51, 53, 54 ],1
[ 10, 34, 35, 40, 42, 49, 17, 38, 43, 50, 52, 18, 44, 51, 53 ],1
