[[1], [2, 4], [3, 5], [6, 7]]
[4, 34, 40, 42, 49, 38, 52, 51, 53]
[4, 34, 40, 42, 49, 38, 52, 51, 54]
[4, 34, 40, 42, 49, 38, 51, 53, 54]
[4, 34, 40, 42, 49, 38, 52, 53, 54]
[4, 34, 40, 42, 38, 50, 52, 51, 53]
[4, 34, 40, 42, 38, 50, 52, 51, 54]
[4, 34, 40, 42, 38, 50, 51, 53, 54]
[4, 34, 40, 42, 38, 50, 52, 53, 54]
[4, 34, 40, 42, 38, 52, 51, 53, 54]
[4, 34, 40, 49, 38, 43, 50, 44, 51]
[4, 34, 40, 49, 38, 43, 50, 52, 44]
[4, 34, 40, 49, 38, 43, 50, 44, 53]
[4, 34, 40, 49, 38, 43, 50, 44, 54]
[4, 34, 40, 49, 38, 43, 52, 44, 51]
[4, 34, 40, 49, 38, 43, 44, 51, 53]
[4, 34, 40, 49, 38, 43, 44, 51, 54]
[4, 34, 40, 49, 38, 43, 52, 44, 53]
[4, 34, 40, 49, 38, 43, 52, 44, 54]
[4, 34, 40, 49, 38, 43, 44, 53, 54]
[4, 34, 40, 38, 43, 50, 52, 44, 51]
[4, 34, 40, 38, 43, 50, 44, 51, 53]
[4, 34, 40, 38, 43, 50, 44, 51, 54]
[4, 34, 40, 38, 43, 50, 52, 44, 53]
[4, 34, 40, 38, 43, 50, 52, 44, 54]
[4, 34, 40, 38, 43, 50, 44, 53, 54]
[4, 34, 40, 38, 43, 52, 44, 51, 53]
[4, 34, 40, 38, 43, 52, 44, 51, 54]
[4, 34, 40, 38, 43, 44, 51, 53, 54]
[4, 34, 40, 38, 43, 52, 44, 53, 54]
[4, 34, 40, 49, 38, 43, 50, 52, 51]
[4, 34, 40, 49, 38, 43, 50, 51, 53]
[4, 34, 40, 49, 38, 43, 50, 51, 54]
[4, 34, 40, 49, 38, 43, 50, 52, 53]
[4, 34, 40, 49, 38, 43, 50, 52, 54]
[4, 34, 40, 49, 38, 43, 50, 53, 54]
[4, 34, 40, 49, 38, 43, 52, 51, 53]
[4, 34, 40, 49, 38, 43, 52, 51, 54]
[4, 34, 40, 49, 38, 43, 51, 53, 54]
[4, 34, 40, 49, 38, 43, 52, 53, 54]
[4, 34, 40, 38, 43, 50, 52, 51, 53]
[4, 34, 40, 38, 43, 50, 52, 51, 54]
[4, 34, 40, 38, 43, 50, 51, 53, 54]
[4, 34, 40, 38, 43, 50, 52, 53, 54]
[4, 34, 40, 38, 43, 52, 51, 53, 54]
[4, 34, 40, 49, 38, 50, 52, 44, 51]
[4, 34, 40, 49, 38, 50, 44, 51, 53]
[4, 34, 40, 49, 38, 50, 44, 51, 54]
[4, 34, 40, 49, 38, 50, 52, 44, 53]
[4, 34, 40, 49, 38, 50, 52, 44, 54]
[4, 34, 40, 49, 38, 50, 44, 53, 54]
[4, 34, 40, 49, 38, 52, 44, 51, 53]
[4, 34, 40, 49, 38, 52, 44, 51, 54]
