[[0, 1, 4, 5, 7], [2, 4], [3, 5], [6, 7]]
[10, 13, 40, 16, 49, 50, 52, 18, 39, 51, 54]
[10, 13, 40, 16, 49, 50, 18, 39, 51, 53, 54]
[10, 13, 40, 16, 49, 50, 52, 18, 39, 53, 54]
[10, 13, 40, 16, 49, 52, 18, 39, 51, 53, 54]
[10, 13, 40, 16, 50, 52, 18, 39, 51, 53, 54]
[10, 13, 16, 42, 49, 43, 50, 18, 39, 44, 51]
[10, 13, 16, 42, 49, 43, 50, 52, 18, 39, 44]
[10, 13, 16, 42, 49, 43, 50, 18, 39, 44, 53]
[10, 13, 16, 42, 49, 43, 50, 18, 39, 44, 54]
[10, 13, 16, 42, 49, 43, 52, 18, 39, 44, 51]
[10, 13, 16, 42, 49, 43, 18, 39, 44, 51, 53]
[10, 13, 16, 42, 49, 43, 18, 39, 44, 51, 54]
[10, 13, 16, 42, 49, 43, 52, 18, 39, 44, 53]
[10, 13, 16, 42, 49, 43, 52, 18, 39, 44, 54]
[10, 13, 16, 42, 49, 43, 18, 39, 44, 53, 54]
[10, 13, 16, 42, 43, 50, 52, 18, 39, 44, 51]
[10, 13, 16, 42, 43, 50, 18, 39, 44, 51, 53]
[10, 13, 16, 42, 43, 50, 18, 39, 44, 51, 54]
[10, 13, 16, 42, 43, 50, 52, 18, 39, 44, 53]
[10, 13, 16, 42, 43, 50, 52, 18, 39, 44, 54]
[10, 13, 16, 42, 43, 50, 18, 39, 44, 53, 54]
[10, 13, 16, 42, 43, 52, 18, 39, 44, 51, 53]
[10, 13, 16, 42, 43, 52, 18, 39, 44, 51, 54]
[10, 13, 16, 42, 43, 18, 39, 44, 51, 53, 54]
[10, 13, 16, 42, 43, 52, 18, 39, 44, 53, 54]
[10, 13, 16, 42, 49, 43, 50, 52, 18, 39, 51]
[10, 13, 16, 42, 49, 43, 50, 18, 39, 51, 53]
[10, 13, 16, 42, 49, 43, 50, 18, 39, 51, 54]
[10, 13, 16, 42, 49, 43, 50, 52, 18, 39, 53]
[10, 13, 16, 42, 49, 43, 50, 52, 18, 39, 54]
[10, 13, 16, 42, 49, 43, 50, 18, 39, 53, 54]
[10, 13, 16, 42, 49, 43, 52, 18, 39, 51, 53]
[10, 13, 16, 42, 49, 43, 52, 18, 39, 51, 54]
[10, 13, 16, 42, 49, 43, 18, 39, 51, 53, 54]
[10, 13, 16, 42, 49, 43, 52, 18, 39, 53, 54]
[10, 13, 16, 42, 43, 50, 52, 18, 39, 51, 53]
[10, 13, 16, 42, 43, 50, 52, 18, 39, 51, 54]
[10, 13, 16, 42, 43, 50, 18, 39, 51, 53, 54]
[10, 13, 16, 42, 43, 50, 52, 18, 39, 53, 54]
[10, 13, 16, 42, 43, 52, 18, 39, 51, 53, 54]
