[[0, 1, 4, 5, 7], [2, 4], [3, 5], [6, 7]]
[13, 34, 35, 37, 42, 38, 43, 54]
[13, 34, 35, 37, 42, 49, 38, 44]
[13, 34, 35, 37, 42, 38, 50, 44]
[13, 34, 35, 37, 42, 38, 44, 51]
[13, 34, 35, 37, 42, 38, 52, 44]
[13, 34, 35, 37, 42, 38, 44, 53]
[13, 34, 35, 37, 42, 38, 44, 54]
[13, 34, 35, 37, 42, 49, 38, 50]
[13, 34, 35, 37, 42, 49, 38, 51]
[13, 34, 35, 37, 42, 49, 38, 52]
[13, 34, 35, 37, 42, 49, 38, 53]
[13, 34, 35, 37, 42, 49, 38, 54]
[13, 34, 35, 37, 42, 38, 50, 51]
[13, 34, 35, 37, 42, 38, 50, 52]
[13, 34, 35, 37, 42, 38, 50, 53]
[13, 34, 35, 37, 42, 38, 50, 54]
[13, 34, 35, 37, 42, 38, 52, 51]
[13, 34, 35, 37, 42, 38, 51, 53]
[13, 34, 35, 37, 42, 38, 51, 54]
[13, 34, 35, 37, 42, 38, 52, 53]
[13, 34, 35, 37, 42, 38, 52, 54]
[13, 34, 35, 37, 42, 38, 53, 54]
[13, 34, 35, 37, 49, 38, 43, 44]
[13, 34, 35, 37, 38, 43, 50, 44]
[13, 34, 35, 37, 38, 43, 44, 51]
[13, 34, 35, 37, 38, 43, 52, 44]
[13, 34, 35, 37, 38, 43, 44, 53]
[13, 34, 35, 37, 38, 43, 44, 54]
[13, 34, 35, 37, 49, 38, 43, 50]
[13, 34, 35, 37, 49, 38, 43, 51]
[13, 34, 35, 37, 49, 38, 43, 52]
[13, 34, 35, 37, 49, 38, 43, 53]
[13, 34, 35, 37, 49, 38, 43, 54]
[13, 34, 35, 37, 38, 43, 50, 51]
[13, 34, 35, 37, 38, 43, 50, 52]
[13, 34, 35, 37, 38, 43, 50, 53]
[13, 34, 35, 37, 38, 43, 50, 54]
[13, 34, 35, 37, 38, 43, 52, 51]
[13, 34, 35, 37, 38, 43, 51, 53]
[13, 34, 35, 37, 38, 43, 51, 54]
[13, 34, 35, 37, 38, 43, 52, 53]
