[[0, 1, 4, 7], [2, 4], [3, 5], [6, 7]]
[[1,7,10,19,31,88],[13, 34, 14, 35, 40, 37, 42, 49, 17, 38, 52, 18, 39, 53, 54]]
[[3,9,18,21,28,84],[13, 34, 14, 35, 40, 37, 42, 17, 38, 50, 52, 18, 39, 51, 53]]
[[1,7,7,19,41,61],[13, 34, 14, 35, 40, 37, 42, 17, 38, 50, 52, 18, 39, 53, 54]]
[[1,7,10,27,31,100],[13, 34, 14, 35, 40, 37, 42, 17, 38, 52, 18, 39, 51, 53, 54]]
[[4,10,16,26,24,118],[13, 34, 14, 35, 40, 37, 49, 17, 38, 43, 52, 18, 39, 44, 53]]
[[4,8,25,16,29,83],[13, 34, 14, 35, 40, 37, 49, 17, 38, 43, 18, 39, 44, 53, 54]]
[[3,7,21,15,18,85],[13, 34, 14, 35, 40, 37, 17, 38, 43, 50, 52, 18, 39, 44, 51]]
[[4,10,19,18,34,85],[13, 34, 14, 35, 40, 37, 17, 38, 43, 50, 18, 39, 44, 51, 53]]
[[2,8,8,36,32,104],[13, 34, 14, 35, 40, 37, 17, 38, 43, 52, 18, 39, 44, 53, 54]]
[[3,3,15,11,38,129],[13, 34, 14, 35, 40, 37, 49, 17, 38, 43, 50, 18, 39, 51, 53]]
[[3,7,15,19,23,121],[13, 34, 14, 35, 40, 37, 49, 17, 38, 43, 50, 52, 18, 39, 53]]
[[3,9,9,17,23,69],[13, 34, 14, 35, 40, 37, 49, 17, 38, 43, 50, 18, 39, 53, 54]]
[[3,5,27,17,33,83],[13, 34, 14, 35, 40, 37, 49, 17, 38, 43, 52, 18, 39, 51, 53]]
[[2,6,14,18,7,78],[13, 34, 14, 35, 40, 37, 49, 17, 38, 43, 52, 18, 39, 51, 54]]
[[1,5,1,13,16,77],[13, 34, 14, 35, 40, 37, 49, 17, 38, 43, 52, 18, 39, 53, 54]]
[[3,5,21,13,23,95],[13, 34, 14, 35, 40, 37, 17, 38, 43, 50, 52, 18, 39, 51, 53]]
[[2,2,8,10,22,104],[13, 34, 14, 35, 40, 37, 17, 38, 43, 50, 52, 18, 39, 51, 54]]
[[3,7,18,23,38,88],[13, 34, 14, 35, 40, 37, 17, 38, 43, 50, 18, 39, 51, 53, 54]]
[[1,3,22,35,16,90],[13, 34, 14, 35, 40, 37, 17, 38, 43, 50, 52, 18, 39, 53, 54]]
[[2,6,11,22,32,111],[13, 34, 14, 35, 40, 37, 49, 17, 38, 50, 52, 18, 39, 44, 51]]
[[3,5,9,13,23,89],[13, 34, 14, 35, 40, 37, 49, 17, 38, 50, 18, 39, 44, 51, 53]]
[[3,9,3,29,43,93],[13, 34, 14, 35, 40, 37, 49, 17, 38, 50, 52, 18, 39, 44, 53]]
[[2,6,5,18,22,135],[13, 34, 14, 35, 40, 37, 49, 17, 38, 50, 52, 18, 39, 44, 54]]
[[3,7,15,15,18,103],[13, 34, 14, 35, 40, 37, 49, 17, 38, 50, 18, 39, 44, 53, 54]]
[[2,10,14,26,22,88],[13, 34, 14, 35, 40, 37, 49, 17, 38, 52, 18, 39, 44, 51, 54]]
[[3,13,9,25,43,79],[13, 34, 14, 35, 40, 37, 49, 17, 38, 18, 39, 44, 51, 53, 54]]
[[1,7,1,11,31,79],[13, 34, 14, 35, 40, 37, 49, 17, 38, 52, 18, 39, 44, 53, 54]]
