[[0, 1, 4, 7], [2, 4], [3, 5], [6, 7]]
[[2,6,17,26,22,105],[34, 14, 35, 40, 37, 42, 49, 38, 43, 52, 18, 39, 44]]
[[3,11,9,31,33,65],[34, 14, 35, 40, 37, 42, 49, 38, 43, 18, 39, 44, 53]]
[[2,4,8,24,32,76],[34, 14, 35, 40, 37, 42, 38, 43, 50, 52, 18, 39, 44]]
[[3,9,12,17,33,90],[34, 14, 35, 40, 37, 42, 38, 43, 50, 18, 39, 44, 53]]
[[3,9,9,25,43,93],[34, 14, 35, 40, 37, 42, 38, 43, 18, 39, 44, 51, 53]]
[[3,11,15,19,18,89],[34, 14, 35, 40, 37, 42, 38, 43, 52, 18, 39, 44, 53]]
[[2,14,14,18,42,98],[34, 14, 35, 40, 37, 42, 38, 43, 52, 18, 39, 44, 54]]
[[3,11,12,19,53,74],[34, 14, 35, 40, 37, 42, 38, 43, 18, 39, 44, 53, 54]]
[[4,10,10,38,24,70],[34, 14, 35, 40, 37, 42, 49, 38, 43, 50, 18, 39, 53]]
[[3,7,18,23,18,118],[34, 14, 35, 40, 37, 42, 49, 38, 43, 50, 18, 39, 54]]
[[4,6,16,26,29,72],[34, 14, 35, 40, 37, 42, 49, 38, 43, 18, 39, 51, 53]]
[[4,6,13,10,29,117],[34, 14, 35, 40, 37, 42, 49, 38, 43, 52, 18, 39, 53]]
[[4,10,10,26,39,88],[34, 14, 35, 40, 37, 42, 49, 38, 43, 18, 39, 53, 54]]
[[4,6,13,42,34,57],[34, 14, 35, 40, 37, 42, 38, 43, 50, 18, 39, 51, 53]]
[[3,9,9,25,53,81],[34, 14, 35, 40, 37, 42, 38, 43, 50, 18, 39, 51, 54]]
[[4,8,7,20,59,65],[34, 14, 35, 40, 37, 42, 38, 43, 50, 52, 18, 39, 53]]
[[4,12,13,24,39,69],[34, 14, 35, 40, 37, 42, 38, 43, 50, 18, 39, 53, 54]]
[[4,8,13,32,29,83],[34, 14, 35, 40, 37, 42, 38, 43, 52, 18, 39, 51, 53]]
[[4,12,13,36,19,69],[34, 14, 35, 40, 37, 42, 38, 43, 18, 39, 51, 53, 54]]
[[2,8,11,36,37,65],[34, 14, 35, 40, 37, 42, 38, 43, 52, 18, 39, 53, 54]]
[[3,7,21,19,23,91],[34, 14, 35, 40, 37, 42, 49, 38, 50, 52, 18, 39, 44]]
[[4,8,16,32,29,86],[34, 14, 35, 40, 37, 42, 49, 38, 50, 18, 39, 44, 53]]
[[3,3,3,11,28,123],[34, 14, 35, 40, 37, 42, 49, 38, 50, 18, 39, 44, 54]]
[[3,9,12,41,33,60],[34, 14, 35, 40, 37, 42, 49, 38, 52, 18, 39, 44, 51]]
[[4,8,19,28,39,65],[34, 14, 35, 40, 37, 42, 49, 38, 18, 39, 44, 51, 53]]
[[4,8,10,24,44,104],[34, 14, 35, 40, 37, 42, 49, 38, 52, 18, 39, 44, 53]]
[[3,5,15,17,38,119],[34, 14, 35, 40, 37, 42, 38, 50, 52, 18, 39, 44, 51]]
[[4,12,16,24,34,60],[34, 14, 35, 40, 37, 42, 38, 50, 18, 39, 44, 51, 53]]
[[3,5,12,17,28,122],[34, 14, 35, 40, 37, 42, 38, 50, 18, 39, 44, 51, 54]]
[[4,10,16,22,49,34],[34, 14, 35, 40, 37, 42, 38, 50, 52, 18, 39, 44, 53]]
[[4,14,16,26,14,74],[34, 14, 35, 40, 37, 42, 38, 50, 18, 39, 44, 53, 54]]
[[4,10,19,26,19,85],[34, 14, 35, 40, 37, 42, 38, 52, 18, 39, 44, 51, 53]]
[[3,7,6,19,48,118],[34, 14, 35, 40, 37, 42, 49, 38, 50, 18, 39, 51, 53]]
[[2,6,11,22,27,69],[34, 14, 35, 40, 37, 42, 49, 38, 50, 18, 39, 51, 54]]
[[3,7,6,15,53,100],[34, 14, 35, 40, 37, 42, 49, 38, 50, 52, 18, 39, 53]]
[[2,4,14,24,22,112],[34, 14, 35, 40, 37, 42, 49, 38, 50, 52, 18, 39, 54]]
[[3,7,9,15,48,73],[34, 14, 35, 40, 37, 42, 49, 38, 52, 18, 39, 51, 53]]
[[2,6,5,30,17,75],[34, 14, 35, 40, 37, 42, 49, 38, 52, 18, 39, 51, 54]]
[[3,7,9,23,33,127],[34, 14, 35, 40, 37, 42, 49, 38, 18, 39, 51, 53, 54]]
[[1,5,22,37,26,74],[34, 14, 35, 40, 37, 42, 49, 38, 52, 18, 39, 53, 54]]
[[3,7,21,19,28,91],[34, 14, 35, 40, 37, 42, 38, 50, 52, 18, 39, 51, 53]]
[[2,6,14,30,37,90],[34, 14, 35, 40, 37, 42, 38, 50, 52, 18, 39, 51, 54]]
[[3,15,12,31,23,66],[34, 14, 35, 40, 37, 42, 38, 50, 18, 39, 51, 53, 54]]
[[1,3,13,19,31,75],[34, 14, 35, 40, 37, 42, 38, 50, 52, 18, 39, 53, 54]]
[[1,7,4,11,26,82],[34, 14, 35, 40, 37, 42, 38, 52, 18, 39, 51, 53, 54]]
[[4,8,25,16,29,83],[34, 14, 35, 40, 37, 49, 38, 43, 50, 18, 39, 44, 53]]
[[3,7,9,23,18,97],[34, 14, 35, 40, 37, 49, 38, 43, 50, 18, 39, 44, 54]]
[[3,3,3,31,23,105],[34, 14, 35, 40, 37, 49, 38, 43, 52, 18, 39, 44, 51]]
[[4,10,10,34,39,82],[34, 14, 35, 40, 37, 49, 38, 43, 18, 39, 44, 51, 53]]
[[4,6,4,18,79,78],[34, 14, 35, 40, 37, 49, 38, 43, 52, 18, 39, 44, 53]]
[[3,5,12,21,38,128],[34, 14, 35, 40, 37, 38, 43, 50, 52, 18, 39, 44, 51]]
[[4,12,16,28,19,84],[34, 14, 35, 40, 37, 38, 43, 50, 18, 39, 44, 51, 53]]
[[3,5,21,13,28,89],[34, 14, 35, 40, 37, 38, 43, 50, 18, 39, 44, 51, 54]]
[[4,6,10,26,44,60],[34, 14, 35, 40, 37, 38, 43, 50, 52, 18, 39, 44, 53]]
[[4,6,19,14,54,105],[34, 14, 35, 40, 37, 38, 43, 50, 18, 39, 44, 53, 54]]
[[4,8,13,28,29,83],[34, 14, 35, 40, 37, 38, 43, 52, 18, 39, 44, 51, 53]]
