[[0, 1, 4, 7], [2, 4], [3, 5], [6, 7]]
[[3,9,6,33,28,78],[34, 14, 35, 37, 18, 39, 53]]
[[4,6,13,18,44,135],[34, 14, 35, 40, 37, 18, 53]]
[[4,6,13,30,29,75],[34, 14, 35, 37, 42, 18, 53]]
[[4,6,16,26,24,84],[34, 14, 35, 37, 43, 18, 53]]
[[3,7,12,39,28,82],[34, 14, 35, 37, 52, 18, 44]]
[[4,8,7,28,34,101],[34, 14, 35, 37, 18, 44, 53]]
[[3,5,18,13,38,116],[34, 14, 35, 37, 49, 18, 53]]
[[3,5,9,41,33,71],[34, 14, 35, 37, 50, 18, 53]]
[[2,6,14,18,37,72],[34, 14, 35, 37, 50, 18, 54]]
[[3,5,15,29,48,71],[34, 14, 35, 37, 18, 51, 53]]
[[3,11,9,15,33,89],[34, 14, 35, 37, 52, 18, 53]]
[[2,8,11,28,42,83],[34, 14, 35, 37, 52, 18, 54]]
[[3,7,6,23,33,94],[34, 14, 35, 37, 18, 53, 54]]
[[3,3,12,15,33,108],[34, 14, 35, 38, 18, 39, 53]]
[[4,4,13,8,49,121],[34, 14, 35, 40, 38, 18, 53]]
[[3,9,15,29,23,111],[34, 14, 35, 38, 50, 18, 53]]
[[3,9,12,33,23,78],[34, 14, 35, 38, 18, 51, 53]]
[[3,5,15,13,28,101],[34, 14, 35, 38, 52, 18, 53]]
[[3,5,3,33,28,101],[34, 14, 35, 38, 18, 53, 54]]
[[4,10,13,34,29,67],[34, 14, 35, 40, 18, 39, 53]]
[[3,5,12,29,28,86],[34, 14, 35, 49, 18, 39, 53]]
[[3,9,9,25,38,117],[34, 14, 35, 50, 18, 39, 53]]
[[2,8,5,36,27,47],[34, 14, 35, 50, 18, 39, 54]]
[[3,7,24,27,23,88],[34, 14, 35, 18, 39, 51, 53]]
[[3,7,24,27,28,88],[34, 14, 35, 52, 18, 39, 53]]
[[3,7,6,31,33,100],[34, 14, 35, 18, 39, 53, 54]]
[[3,3,15,11,33,81],[34, 14, 35, 40, 42, 18, 53]]
[[3,9,9,25,43,93],[34, 14, 35, 40, 43, 18, 53]]
[[2,4,2,12,22,94],[34, 14, 35, 40, 52, 18, 44]]
