[[2, 5, 7], [3, 5], [4, 5, 7], [6, 7]]
[[4,8,10,32,19,50],[0, 1, 14, 40, 42, 17, 50, 52, 44, 53, 54]]
[[3,13,9,25,23,79],[0, 1, 14, 40, 42, 17, 52, 44, 51, 53, 54]]
[[6,12,15,12,41,63],[0, 1, 14, 40, 42, 49, 17, 50, 52, 51, 53]]
[[6,10,15,30,11,67],[0, 1, 14, 40, 42, 49, 17, 50, 51, 53, 54]]
[[5,11,8,27,40,86],[0, 1, 14, 40, 42, 17, 50, 52, 51, 53, 54]]
[[5,13,14,29,10,58],[0, 1, 14, 40, 49, 17, 43, 50, 44, 51, 53]]
[[6,10,15,18,26,79],[0, 1, 14, 40, 49, 17, 43, 50, 52, 44, 53]]
[[4,10,13,30,24,73],[0, 1, 14, 40, 49, 17, 43, 50, 52, 44, 54]]
[[4,10,13,26,44,79],[0, 1, 14, 40, 49, 17, 43, 50, 44, 53, 54]]
[[5,11,20,19,20,62],[0, 1, 14, 40, 49, 17, 43, 52, 44, 51, 53]]
[[5,11,11,23,25,71],[0, 1, 14, 40, 49, 17, 43, 52, 44, 51, 54]]
[[5,15,8,27,20,66],[0, 1, 14, 40, 49, 17, 43, 44, 51, 53, 54]]
[[6,14,12,18,21,68],[0, 1, 14, 40, 17, 43, 50, 52, 44, 51, 53]]
[[4,14,13,26,19,65],[0, 1, 14, 40, 17, 43, 50, 44, 51, 53, 54]]
[[7,7,16,27,32,58],[0, 1, 14, 40, 49, 17, 43, 50, 52, 51, 53]]
[[7,7,13,27,37,55],[0, 1, 14, 40, 49, 17, 43, 50, 51, 53, 54]]
[[4,8,10,28,34,80],[0, 1, 14, 40, 49, 17, 43, 50, 52, 53, 54]]
[[4,12,10,36,24,72],[0, 1, 14, 40, 17, 43, 50, 52, 51, 53, 54]]
[[7,13,13,13,27,49],[0, 1, 14, 40, 49, 17, 50, 44, 51, 53, 54]]
[[4,12,10,36,24,72],[0, 1, 14, 40, 49, 17, 50, 52, 44, 53, 54]]
[[4,8,10,28,34,80],[0, 1, 14, 40, 17, 50, 52, 44, 51, 53, 54]]
[[4,12,7,32,34,69],[0, 1, 14, 42, 49, 17, 43, 50, 44, 51, 53]]
[[7,11,10,23,32,68],[0, 1, 14, 42, 49, 17, 43, 50, 52, 44, 53]]
[[5,13,11,21,35,73],[0, 1, 14, 42, 49, 17, 43, 50, 44, 53, 54]]
[[6,10,9,26,46,55],[0, 1, 14, 42, 49, 17, 43, 52, 44, 51, 53]]
[[3,5,9,33,23,59],[0, 1, 14, 42, 49, 17, 43, 52, 44, 53, 54]]
[[5,7,14,19,40,76],[0, 1, 14, 42, 17, 43, 50, 52, 44, 51, 54]]
[[4,8,7,24,24,89],[0, 1, 14, 42, 17, 43, 50, 52, 44, 53, 54]]
[[3,11,12,31,18,80],[0, 1, 14, 42, 17, 43, 52, 44, 51, 53, 54]]
[[6,12,12,24,31,54],[0, 1, 14, 42, 49, 17, 43, 50, 52, 51, 53]]
[[6,14,12,22,16,68],[0, 1, 14, 42, 49, 17, 43, 50, 51, 53, 54]]
[[5,13,11,21,35,73],[0, 1, 14, 42, 49, 17, 43, 50, 52, 53, 54]]
[[5,9,11,21,50,57],[0, 1, 14, 42, 17, 43, 50, 52, 51, 53, 54]]
[[6,10,15,30,11,67],[0, 1, 14, 42, 49, 17, 50, 52, 44, 51, 53]]
[[6,12,9,24,26,81],[0, 1, 14, 42, 49, 17, 50, 44, 51, 53, 54]]
[[5,9,11,21,50,57],[0, 1, 14, 42, 49, 17, 50, 52, 44, 53, 54]]
[[5,13,11,21,35,73],[0, 1, 14, 42, 17, 50, 52, 44, 51, 53, 54]]
[[4,8,7,24,24,89],[0, 1, 14, 42, 49, 17, 50, 52, 51, 53, 54]]
[[7,13,7,21,32,79],[0, 1, 14, 49, 17, 43, 50, 52, 44, 51, 53]]
[[7,13,10,25,7,70],[0, 1, 14, 49, 17, 43, 50, 44, 51, 53, 54]]
[[4,10,13,26,44,79],[0, 1, 14, 49, 17, 43, 50, 52, 44, 53, 54]]
[[4,10,10,38,19,46],[0, 1, 14, 17, 43, 50, 52, 44, 51, 53, 54]]
[[5,11,14,31,25,68],[0, 1, 14, 49, 17, 43, 50, 52, 51, 53, 54]]
[[5,9,11,21,35,57],[0, 1, 14, 49, 17, 50, 52, 44, 51, 53, 54]]
[[6,12,12,24,21,66],[0, 1, 14, 40, 42, 49, 43, 50, 52, 18, 44]]
[[4,8,25,12,19,89],[0, 1, 14, 40, 42, 49, 43, 52, 18, 44, 54]]
[[5,7,11,23,15,79],[0, 1, 14, 40, 42, 43, 50, 52, 18, 44, 53]]
[[5,7,14,15,35,88],[0, 1, 14, 40, 42, 43, 50, 52, 18, 44, 54]]
[[6,12,15,20,16,81],[0, 1, 14, 40, 42, 43, 52, 18, 44, 51, 53]]
[[4,8,19,16,29,95],[0, 1, 14, 40, 42, 43, 52, 18, 44, 51, 54]]
[[5,11,11,23,45,59],[0, 1, 14, 40, 42, 43, 52, 18, 44, 53, 54]]
[[6,14,6,22,36,74],[0, 1, 14, 40, 42, 49, 43, 50, 52, 18, 53]]
[[2,10,5,30,32,55],[0, 1, 14, 40, 42, 49, 43, 52, 18, 53, 54]]
[[5,13,14,17,35,58],[0, 1, 14, 40, 42, 49, 52, 18, 44, 51, 53]]
[[6,14,6,22,36,74],[0, 1, 14, 40, 42, 50, 52, 18, 44, 51, 53]]
[[2,10,5,30,32,55],[0, 1, 14, 40, 42, 52, 18, 44, 51, 53, 54]]
[[5,7,11,23,15,79],[0, 1, 14, 40, 42, 49, 50, 52, 18, 51, 53]]
[[5,7,14,15,35,88],[0, 1, 14, 40, 42, 49, 50, 52, 18, 51, 54]]
[[4,10,10,22,34,58],[0, 1, 14, 40, 42, 49, 50, 52, 18, 53, 54]]
[[5,11,11,23,45,59],[0, 1, 14, 40, 42, 49, 52, 18, 51, 53, 54]]
[[5,9,11,21,40,93],[0, 1, 14, 40, 49, 43, 50, 52, 18, 44, 53]]
[[4,14,7,22,34,77],[0, 1, 14, 40, 49, 43, 52, 18, 44, 51, 53]]
[[3,11,12,27,43,92],[0, 1, 14, 40, 43, 50, 52, 18, 44, 51, 54]]
[[4,12,19,24,19,63],[0, 1, 14, 40, 43, 50, 52, 18, 44, 53, 54]]
[[6,10,15,22,31,67],[0, 1, 14, 40, 49, 43, 50, 52, 18, 51, 53]]
[[3,7,12,23,18,64],[0, 1, 14, 40, 49, 43, 50, 52, 18, 53, 54]]
[[4,8,19,20,24,113],[0, 1, 14, 40, 49, 43, 52, 18, 51, 53, 54]]
[[6,10,12,22,51,40],[0, 1, 14, 40, 49, 50, 52, 18, 44, 51, 53]]
[[4,10,19,22,29,91],[0, 1, 14, 40, 49, 52, 18, 44, 51, 53, 54]]
[[3,7,12,23,18,64],[0, 1, 14, 40, 50, 52, 18, 44, 51, 53, 54]]
[[4,12,19,24,19,63],[0, 1, 14, 40, 49, 50, 52, 18, 51, 53, 54]]
[[4,8,16,24,29,110],[0, 1, 14, 42, 49, 43, 50, 52, 18, 44, 54]]
[[5,7,11,31,20,79],[0, 1, 14, 42, 49, 43, 52, 18, 44, 51, 54]]
[[5,9,14,21,50,54],[0, 1, 14, 42, 49, 43, 52, 18, 51, 53, 54]]
[[6,8,9,24,41,53],[0, 1, 14, 49, 43, 50, 52, 18, 44, 51, 54]]
[[4,8,10,28,29,74],[0, 1, 14, 49, 43, 52, 18, 44, 51, 53, 54]]
[[4,10,13,14,49,67],[0, 1, 14, 49, 43, 50, 52, 18, 51, 53, 54]]
[[6,10,12,22,51,40],[0, 1, 14, 40, 42, 49, 43, 52, 44, 51, 53]]
[[4,8,19,20,24,113],[0, 1, 14, 40, 42, 43, 50, 52, 44, 53, 54]]
[[3,7,12,23,18,64],[0, 1, 14, 40, 42, 43, 52, 44, 51, 53, 54]]
[[4,12,13,16,34,81],[0, 1, 14, 40, 42, 49, 43, 50, 52, 51, 53]]
[[4,12,19,24,19,63],[0, 1, 14, 40, 42, 49, 43, 52, 51, 53, 54]]
[[4,14,7,22,34,77],[0, 1, 14, 40, 42, 49, 50, 52, 44, 51, 53]]
[[4,8,19,20,24,113],[0, 1, 14, 40, 42, 49, 50, 52, 51, 53, 54]]
[[5,13,14,17,35,58],[0, 1, 14, 40, 49, 43, 50, 52, 44, 51, 53]]
[[2,10,5,30,32,55],[0, 1, 14, 40, 43, 50, 52, 44, 51, 53, 54]]
[[5,11,11,23,45,59],[0, 1, 14, 40, 49, 43, 50, 52, 51, 53, 54]]
[[3,9,12,21,8,102],[0, 1, 14, 42, 49, 43, 50, 52, 44, 53, 54]]
[[3,9,15,17,28,81],[0, 1, 14, 42, 43, 50, 52, 44, 51, 53, 54]]
[[4,10,16,18,24,88],[0, 1, 14, 42, 49, 43, 50, 52, 51, 53, 54]]
[[4,8,10,28,29,74],[0, 1, 14, 42, 49, 50, 52, 44, 51, 53, 54]]
[[6,12,15,16,31,45],[0, 1, 40, 16, 42, 49, 17, 43, 52, 18, 44]]
[[6,12,12,16,41,60],[0, 1, 40, 16, 42, 49, 17, 43, 18, 44, 53]]
[[4,14,7,26,34,77],[0, 1, 40, 16, 42, 49, 17, 43, 18, 44, 54]]
[[5,13,8,21,40,64],[0, 1, 40, 16, 42, 17, 43, 50, 18, 44, 53]]
