[ 1, 14, 52, 9, 53, 54 ],1
[ 1, 16, 42, 52, 9, 51 ],1
[ 1, 17, 52, 9, 18, 51 ],1
[ 1, 17, 43, 52, 9, 51 ],1
[ 1, 14, 40, 42, 8, 50, 52, 9, 51 ],1
[ 1, 40, 52, 9, 18, 51 ],1
[ 1, 43, 52, 9, 18, 51 ],1
[ 1, 40, 43, 52, 9, 51 ],1
[ 1, 40, 52, 9, 44, 51 ],1
[ 1, 40, 52, 9, 53, 54 ],1
[ 1, 43, 52, 9, 44, 51 ],1
[ 1, 43, 50, 52, 9, 51 ],1
[ 1, 43, 52, 9, 53, 54 ],1
[ 1, 50, 52, 9, 44, 51 ],1
[ 1, 49, 52, 9, 53, 54 ],1
[ 1, 52, 9, 51, 53, 54 ],1
[ 1, 10, 14, 17, 52, 51 ],1
[ 1, 10, 14, 52, 44, 51 ],1
[ 1, 10, 16, 17, 52, 51 ],1
[ 1, 10, 17, 52, 18, 51 ],1
[ 1, 10, 17, 52, 44, 51 ],1
[ 1, 10, 52, 18, 44, 51 ],1
[ 1, 10, 52, 18, 53, 54 ],1
[ 1, 10, 40, 49, 52, 51 ],1
[ 1, 10, 40, 52, 53, 54 ],1
[ 1, 10, 42, 52, 53, 54 ],1
[ 1, 10, 43, 52, 44, 51 ],1
[ 1, 10, 49, 52, 53, 54 ],1
[ 1, 14, 40, 16, 52, 51 ],1
[ 1, 14, 16, 42, 52, 51 ],1
[ 1, 14, 16, 43, 52, 51 ],1
[ 1, 14, 16, 49, 52, 51 ],1
[ 0, 40, 7, 17, 50, 52, 18, 44, 51 ],1
[ 1, 14, 16, 50, 52, 51 ],1
[ 1, 14, 16, 52, 53, 54 ],1
[ 1, 14, 17, 52, 18, 51 ],1
[ 1, 14, 40, 17, 52, 51 ],1
[ 1, 14, 17, 43, 52, 51 ],1
[ 1, 5, 14, 7, 16, 49, 8, 17, 50, 52, 9, 51 ],1
[ 1, 14, 17, 52, 44, 51 ],1
[ 1, 14, 49, 17, 52, 51 ],1
[ 1, 14, 52, 18, 44, 51 ],1
[ 1, 14, 40, 42, 52, 51 ],1
[ 1, 14, 40, 52, 53, 54 ],1
[ 1, 14, 43, 52, 44, 51 ],1
[ 1, 17, 50, 52, 53, 54 ],1
[ 1, 14, 43, 50, 52, 51 ],1
[ 1, 14, 49, 52, 53, 54 ],1
[ 1, 16, 17, 52, 18, 51 ],1
[ 1, 40, 16, 17, 52, 51 ],1
[ 1, 16, 42, 17, 52, 51 ],1
[ 1, 16, 17, 43, 52, 51 ],1
[ 1, 16, 49, 17, 52, 51 ],1
[ 1, 16, 17, 50, 52, 51 ],1
