[ 0, 1, 5, 16, 17, 43, 50, 52, 18, 53, 54 ],1
[ 0, 1, 5, 16, 17, 52, 18, 44, 51, 53, 54 ],1
[ 0, 1, 5, 40, 16, 42, 17, 52, 51, 53, 54 ],1
[ 0, 1, 5, 40, 16, 49, 17, 52, 51, 53, 54 ],1
[ 0, 1, 5, 16, 17, 43, 50, 52, 44, 53, 54 ],1
[ 0, 1, 5, 16, 17, 43, 50, 52, 51, 53, 54 ],1
[ 0, 1, 5, 16, 49, 17, 50, 52, 51, 53, 54 ],1
[ 0, 1, 5, 40, 16, 42, 43, 50, 52, 18, 51 ],1
[ 0, 1, 5, 40, 16, 42, 49, 52, 18, 44, 51 ],1
[ 0, 1, 5, 40, 16, 42, 49, 50, 52, 18, 51 ],1
[ 0, 1, 5, 40, 16, 49, 43, 50, 52, 18, 51 ],1
[ 0, 1, 5, 40, 16, 49, 52, 18, 44, 53, 54 ],1
[ 0, 1, 5, 40, 16, 49, 50, 52, 18, 53, 54 ],1
[ 0, 1, 5, 40, 16, 49, 52, 18, 51, 53, 54 ],1
[ 0, 1, 5, 40, 16, 50, 52, 18, 51, 53, 54 ],1
[ 0, 1, 5, 16, 42, 52, 18, 44, 51, 53, 54 ],1
[ 0, 1, 5, 16, 49, 43, 52, 18, 44, 53, 54 ],1
[ 0, 1, 5, 16, 43, 50, 52, 18, 44, 53, 54 ],1
[ 0, 1, 5, 16, 43, 52, 18, 44, 51, 53, 54 ],1
[ 0, 1, 5, 16, 50, 52, 18, 44, 51, 53, 54 ],1
[ 0, 1, 5, 16, 49, 50, 52, 18, 51, 53, 54 ],1
[ 0, 1, 5, 40, 16, 42, 50, 52, 51, 53, 54 ],1
[ 0, 1, 5, 40, 16, 49, 43, 50, 52, 53, 54 ],1
[ 0, 1, 5, 40, 16, 49, 43, 52, 51, 53, 54 ],1
[ 0, 1, 5, 40, 16, 50, 52, 44, 51, 53, 54 ],1
[ 0, 1, 5, 16, 42, 49, 43, 50, 52, 44, 51 ],1
[ 0, 1, 5, 16, 42, 49, 52, 44, 51, 53, 54 ],1
[ 0, 1, 5, 16, 49, 43, 50, 52, 51, 53, 54 ],1
[ 0, 1, 5, 40, 42, 17, 43, 52, 18, 44, 51 ],1
[ 0, 1, 5, 40, 42, 49, 17, 50, 52, 18, 51 ],1
[ 0, 1, 5, 40, 42, 49, 17, 52, 18, 53, 54 ],1
[ 0, 1, 5, 40, 49, 17, 43, 50, 52, 18, 51 ],1
[ 0, 1, 5, 40, 17, 43, 50, 52, 18, 53, 54 ],1
[ 0, 1, 5, 40, 17, 50, 52, 18, 44, 53, 54 ],2
[ 0, 1, 5, 40, 17, 52, 18, 44, 51, 53, 54 ],1
[ 0, 1, 5, 40, 17, 50, 52, 18, 51, 53, 54 ],1
[ 0, 1, 5, 42, 49, 17, 43, 52, 18, 44, 51 ],1
[ 0, 1, 5, 42, 17, 43, 50, 52, 18, 53, 54 ],1
[ 0, 1, 5, 42, 17, 52, 18, 44, 51, 53, 54 ],1
[ 0, 1, 5, 49, 17, 43, 50, 52, 18, 53, 54 ],1
[ 0, 1, 5, 49, 17, 43, 52, 18, 51, 53, 54 ],1
[ 0, 1, 5, 49, 17, 50, 52, 18, 44, 53, 54 ],2
[ 0, 1, 5, 49, 17, 52, 18, 44, 51, 53, 54 ],1
[ 0, 1, 5, 49, 17, 50, 52, 18, 51, 53, 54 ],1
[ 0, 1, 5, 40, 42, 49, 17, 43, 52, 44, 51 ],1
[ 0, 1, 5, 40, 17, 43, 50, 52, 44, 53, 54 ],1
[ 0, 1, 5, 40, 49, 17, 43, 52, 51, 53, 54 ],1
[ 0, 1, 5, 42, 49, 17, 43, 50, 52, 44, 51 ],1
[ 0, 1, 5, 42, 17, 43, 50, 52, 51, 53, 54 ],1
[ 0, 1, 5, 40, 42, 49, 43, 52, 18, 44, 51 ],1
