[[1, 4, 5, 7], [2, 4], [3, 5], [6, 7]]
[[1,7,1,31,31,67],[0, 37, 42, 50, 54]]
[[1,7,10,23,21,88],[0, 37, 42, 52, 51]]
[[3,7,9,23,33,91],[0, 37, 42, 51, 53]]
[[3,7,3,43,23,61],[0, 37, 42, 53, 54]]
[[2,2,5,18,42,47],[0, 37, 50, 44, 54]]
[[2,8,11,32,52,53],[0, 37, 44, 51, 53]]
[[2,6,5,34,37,45],[0, 37, 44, 53, 54]]
[[3,7,6,15,33,76],[0, 37, 50, 51, 54]]
[[2,8,2,32,32,56],[0, 42, 38, 43, 53]]
[[2,12,5,24,32,93],[0, 42, 38, 50, 53]]
[[2,6,2,22,22,78],[0, 42, 38, 52, 53]]
[[1,7,1,31,31,67],[0, 38, 43, 52, 44]]
[[3,7,9,23,33,91],[0, 38, 43, 44, 53]]
[[4,8,10,28,44,56],[0, 38, 43, 51, 53]]
[[1,9,16,29,36,78],[0, 38, 50, 52, 44]]
[[3,7,6,19,28,82],[0, 38, 52, 44, 53]]
[[2,8,5,16,37,89],[0, 38, 50, 52, 51]]
[[4,8,10,16,29,68],[0, 38, 50, 53, 54]]
[[4,6,10,10,39,72],[0, 38, 52, 51, 53]]
[[3,11,12,27,48,86],[0, 40, 39, 44, 53]]
[[2,12,5,20,37,81],[0, 40, 39, 51, 53]]
[[2,10,14,30,2,82],[0, 40, 52, 39, 54]]
[[3,11,3,27,23,59],[0, 42, 39, 44, 53]]
[[2,4,14,20,22,112],[0, 42, 52, 39, 51]]
[[2,6,5,30,27,75],[0, 42, 39, 51, 53]]
[[2,4,8,16,17,88],[0, 42, 39, 53, 54]]
[[2,6,5,30,27,75],[0, 49, 39, 44, 53]]
[[1,9,16,29,36,78],[0, 50, 39, 44, 54]]
[[3,7,6,19,28,82],[0, 39, 44, 53, 54]]
[[3,7,21,23,43,67],[0, 49, 39, 53, 54]]
[[1,9,4,29,36,42],[0, 40, 42, 52, 44]]
[[3,9,6,21,28,54],[0, 40, 42, 44, 53]]
[[3,9,12,37,28,90],[0, 40, 42, 49, 53]]
[[2,8,5,24,32,65],[0, 40, 42, 52, 51]]
[[4,4,7,24,34,109],[0, 40, 42, 51, 53]]
[[4,6,19,18,29,81],[0, 40, 42, 53, 54]]
[[2,14,5,22,37,71],[0, 40, 43, 50, 53]]
[[2,10,2,22,32,70],[0, 40, 43, 52, 53]]
[[2,8,11,12,67,71],[0, 40, 49, 52, 44]]
[[3,5,15,17,43,113],[0, 40, 50, 44, 54]]
[[3,5,12,17,33,134],[0, 40, 52, 44, 54]]
[[3,7,12,23,53,52],[0, 40, 44, 53, 54]]
[[1,13,13,17,16,73],[0, 40, 49, 50, 54]]
[[1,5,7,25,46,77],[0, 40, 49, 52, 51]]
[[3,7,18,27,28,82],[0, 40, 49, 53, 54]]
[[2,4,11,20,12,73],[0, 40, 52, 51, 54]]
[[2,12,5,24,32,93],[0, 42, 43, 50, 53]]
[[4,8,10,28,44,56],[0, 42, 49, 44, 53]]
[[3,3,12,23,43,60],[0, 42, 44, 53, 54]]
[[1,7,10,23,21,88],[0, 42, 49, 50, 54]]
[[1,7,1,31,31,67],[0, 42, 49, 52, 51]]
[[3,7,9,23,33,91],[0, 42, 49, 51, 53]]
[[2,8,11,32,22,89],[0, 42, 52, 51, 54]]
[[2,8,5,24,22,77],[0, 42, 51, 53, 54]]
[[1,7,7,11,46,85],[0, 43, 50, 52, 44]]
[[3,9,3,21,53,81],[0, 43, 52, 44, 53]]
[[3,7,3,15,33,91],[0, 49, 43, 52, 53]]
[[4,6,16,14,44,114],[0, 43, 50, 51, 53]]
[[2,6,11,26,22,99],[0, 49, 50, 44, 54]]
[[2,8,2,32,32,56],[0, 49, 44, 51, 53]]
[[2,8,5,28,37,107],[0, 49, 52, 44, 54]]
[[2,2,5,34,47,53],[0, 49, 44, 53, 54]]
[[3,5,12,37,43,50],[0, 50, 52, 44, 53]]
[[3,5,9,17,33,53],[0, 44, 51, 53, 54]]
[[3,7,9,11,38,73],[0, 49, 52, 51, 54]]
[[4,6,13,14,39,99],[0, 50, 52, 51, 53]]
[[3,9,6,21,63,96],[4, 34, 5, 7, 53]]
[[3,7,9,23,28,115],[4, 5, 7, 37, 53]]
[[4,12,10,36,24,48],[4, 5, 40, 7, 53]]
[[3,9,12,29,18,102],[4, 5, 7, 49, 53]]
[[2,12,8,32,32,60],[4, 5, 7, 52, 51]]
[[4,14,16,22,24,62],[4, 5, 7, 53, 54]]
[[4,12,7,36,19,51],[4, 34, 5, 8, 53]]
[[3,5,6,13,28,92],[4, 5, 35, 8, 53]]
[[4,12,16,20,39,60],[4, 5, 37, 8, 53]]
[[3,11,15,19,48,71],[4, 5, 40, 8, 53]]
[[3,7,15,23,33,121],[4, 5, 42, 8, 53]]
[[2,8,8,32,37,86],[4, 5, 8, 52, 44]]
[[4,12,13,32,24,51],[4, 5, 49, 8, 53]]
[[3,13,15,21,23,85],[4, 5, 8, 50, 54]]
[[3,15,6,31,38,42],[4, 5, 8, 52, 51]]
[[5,7,20,15,35,82],[4, 5, 8, 53, 54]]
[[3,11,15,31,23,71],[4, 34, 5, 9, 53]]
[[4,12,10,36,29,48],[4, 5, 35, 9, 53]]
[[3,7,18,19,28,106],[4, 5, 37, 9, 53]]
[[4,14,10,30,19,74],[4, 5, 40, 9, 53]]
[[4,12,13,24,34,63],[4, 5, 42, 9, 53]]
[[3,7,15,27,18,85],[4, 5, 49, 9, 53]]
[[2,10,11,22,42,91],[4, 5, 50, 9, 54]]
[[2,8,11,20,32,53],[4, 5, 52, 9, 51]]
[[4,4,16,8,29,52],[4, 5, 9, 53, 54]]
[[5,13,11,29,25,73],[4, 34, 5, 50, 53]]
[[5,13,11,25,20,85],[4, 34, 5, 52, 53]]
[[4,4,16,12,49,112],[4, 5, 35, 43, 53]]
[[4,6,10,34,19,60],[4, 5, 35, 52, 53]]
[[5,11,5,35,35,83],[4, 5, 37, 38, 53]]
[[5,7,11,27,25,79],[4, 5, 37, 50, 53]]
[[5,7,8,27,25,88],[4, 5, 37, 52, 53]]
[[4,14,10,26,39,74],[4, 5, 38, 39, 53]]
[[4,6,16,34,34,60],[4, 5, 40, 38, 53]]
[[3,5,6,9,38,104],[4, 5, 38, 52, 44]]
[[3,13,15,33,18,67],[4, 5, 38, 44, 53]]
[[5,11,14,23,35,68],[4, 5, 49, 38, 53]]
[[4,16,13,24,19,55],[4, 5, 38, 51, 53]]
[[4,10,7,18,44,85],[4, 5, 38, 52, 54]]
[[4,10,10,18,64,76],[4, 5, 38, 53, 54]]
[[4,8,19,20,24,77],[4, 5, 43, 39, 53]]
[[4,10,10,26,44,94],[4, 5, 50, 39, 53]]
[[4,8,25,16,24,101],[4, 5, 40, 50, 53]]
[[4,6,13,30,24,87],[4, 5, 40, 52, 53]]
[[4,6,10,22,59,54],[4, 5, 42, 43, 53]]
[[4,6,19,10,34,87],[4, 5, 42, 52, 53]]
[[3,11,9,27,23,77],[4, 5, 43, 44, 53]]
[[4,12,13,32,14,69],[4, 5, 43, 50, 54]]
[[4,8,19,24,34,77],[4, 5, 43, 52, 54]]
[[3,5,15,13,38,107],[4, 5, 50, 52, 44]]
[[5,9,11,21,55,69],[4, 5, 49, 50, 53]]
[[5,9,11,25,35,63],[4, 5, 49, 52, 53]]
[[4,18,10,26,14,36],[4, 5, 50, 52, 51]]
[[4,8,7,20,54,77],[4, 5, 50, 52, 54]]
[[4,12,7,24,24,81],[4, 5, 50, 53, 54]]
[[4,14,10,30,24,62],[4, 5, 52, 51, 53]]
[[2,14,8,26,42,68],[4, 5, 52, 53, 54]]
[[3,13,3,29,43,79],[4, 34, 7, 8, 53]]
[[3,9,3,21,43,75],[4, 7, 37, 8, 53]]
[[4,8,10,28,39,62],[4, 40, 7, 8, 53]]
[[3,5,18,21,33,110],[4, 7, 49, 8, 53]]
[[2,6,8,26,47,72],[4, 7, 8, 50, 54]]
[[2,10,2,26,37,76],[4, 7, 8, 52, 51]]
[[4,8,13,28,39,47],[4, 7, 8, 53, 54]]
[[4,10,10,22,29,52],[4, 34, 7, 9, 53]]
[[3,9,6,17,23,66],[4, 35, 7, 9, 53]]
[[3,13,12,29,38,76],[4, 40, 7, 9, 53]]
[[3,7,6,23,18,34],[4, 7, 42, 9, 53]]
[[4,6,7,18,29,63],[4, 7, 49, 9, 53]]
[[3,9,6,29,48,78],[4, 7, 50, 9, 54]]
[[3,9,12,29,28,66],[4, 7, 52, 9, 51]]
[[5,7,14,27,45,82],[4, 7, 9, 53, 54]]
[[4,10,16,30,34,70],[4, 34, 7, 38, 53]]
[[4,8,10,24,29,104],[4, 34, 7, 52, 53]]
[[5,7,8,35,30,82],[4, 35, 7, 43, 53]]
[[5,11,14,15,20,122],[4, 35, 7, 52, 53]]
[[4,6,16,14,44,114],[4, 7, 37, 38, 53]]
[[4,12,10,20,14,108],[4, 7, 37, 50, 53]]
[[4,6,10,22,44,120],[4, 7, 37, 52, 53]]
[[3,7,12,19,18,112],[4, 7, 38, 39, 53]]
[[5,9,8,25,25,102],[4, 40, 7, 38, 53]]
[[4,8,13,24,29,101],[4, 7, 38, 52, 44]]
[[4,6,10,22,34,102],[4, 7, 49, 38, 53]]
[[3,9,6,25,53,102],[4, 7, 38, 52, 51]]
[[3,11,12,27,23,104],[4, 7, 38, 51, 53]]
[[3,3,9,19,23,75],[4, 7, 38, 52, 54]]
[[3,5,6,25,33,62],[4, 7, 38, 53, 54]]
[[3,15,9,23,33,75],[4, 7, 43, 39, 53]]
[[3,9,6,17,23,54],[4, 7, 50, 39, 53]]
[[3,7,21,23,43,67],[4, 7, 52, 39, 53]]
[[5,9,14,25,15,90],[4, 40, 7, 50, 53]]
[[5,11,17,23,25,59],[4, 7, 42, 43, 53]]
[[3,7,3,27,23,85],[4, 7, 43, 51, 53]]
[[3,7,6,23,43,64],[4, 7, 43, 52, 54]]
[[3,7,3,15,33,91],[4, 7, 43, 53, 54]]
[[4,12,13,24,34,63],[4, 7, 50, 44, 53]]
[[4,14,13,18,44,65],[4, 7, 52, 44, 53]]
[[4,10,16,30,24,58],[4, 7, 49, 50, 53]]
[[3,5,12,9,33,86],[4, 7, 50, 52, 51]]
[[3,15,9,23,33,75],[4, 7, 50, 51, 53]]
[[3,11,6,31,43,68],[4, 7, 50, 52, 54]]
[[3,5,6,9,53,86],[4, 7, 50, 53, 54]]
[[3,5,9,17,33,89],[4, 7, 52, 51, 53]]
[[1,5,10,21,46,74],[4, 7, 52, 53, 54]]
[[3,15,9,23,33,75],[4, 34, 8, 9, 53]]
[[4,8,19,20,39,77],[4, 35, 8, 9, 53]]
[[3,5,9,21,18,101],[4, 37, 8, 9, 53]]
[[4,10,13,22,29,115],[4, 42, 8, 9, 53]]
[[3,7,9,23,28,91],[4, 8, 52, 9, 44]]
[[3,7,6,19,43,124],[4, 49, 8, 9, 53]]
[[2,6,2,38,32,42],[4, 8, 50, 9, 54]]
[[2,6,2,38,32,42],[4, 8, 52, 9, 51]]
[[4,10,10,26,39,76],[4, 8, 9, 53, 54]]
[[5,9,11,29,35,87],[4, 34, 8, 52, 53]]
[[4,12,4,24,29,84],[4, 35, 8, 43, 53]]
[[4,10,7,18,34,79],[4, 35, 8, 52, 53]]
[[5,9,8,25,25,102],[4, 37, 8, 38, 53]]
[[5,9,14,25,15,90],[4, 37, 8, 50, 53]]
[[4,6,10,30,34,54],[4, 40, 8, 38, 53]]
[[4,12,10,24,24,102],[4, 8, 38, 51, 53]]
[[4,10,7,26,69,73],[4, 8, 38, 52, 54]]
[[4,10,10,22,29,52],[4, 8, 43, 39, 53]]
[[4,4,7,16,24,73],[4, 8, 52, 39, 53]]
[[4,8,10,28,44,56],[4, 40, 8, 50, 53]]
[[4,10,13,26,24,91],[4, 40, 8, 52, 53]]
[[4,8,13,20,24,65],[4, 42, 8, 43, 53]]
[[4,12,10,24,39,84],[4, 42, 8, 52, 53]]
[[3,9,12,33,38,48],[4, 8, 43, 44, 53]]
[[4,8,10,32,14,80],[4, 8, 43, 50, 54]]
[[3,5,6,29,23,74],[4, 8, 50, 52, 44]]
[[3,11,9,31,18,77],[4, 8, 50, 44, 53]]
[[3,11,6,15,38,74],[4, 8, 52, 44, 53]]
[[5,9,14,29,35,66],[4, 49, 8, 52, 53]]
[[4,6,7,18,29,63],[4, 8, 50, 51, 53]]
[[4,12,16,24,29,60],[4, 8, 50, 52, 54]]
[[2,12,14,24,42,78],[4, 8, 52, 53, 54]]
[[4,6,16,22,34,90],[4, 34, 38, 9, 53]]
[[4,8,10,24,34,104],[4, 34, 50, 9, 53]]
[[4,6,13,34,29,87],[4, 34, 52, 9, 53]]
[[5,11,11,27,30,65],[4, 35, 43, 9, 53]]
[[5,7,11,23,50,73],[4, 35, 52, 9, 53]]
[[4,12,10,28,19,84],[4, 37, 38, 9, 53]]
[[4,4,10,12,29,76],[4, 37, 50, 9, 53]]
[[4,10,13,14,29,97],[4, 37, 52, 9, 53]]
[[4,8,7,32,29,77],[4, 38, 52, 9, 44]]
[[4,12,7,32,34,75],[4, 38, 9, 44, 53]]
[[3,3,6,19,28,78],[4, 38, 52, 9, 51]]
[[3,7,3,31,18,61],[4, 38, 9, 51, 53]]
[[3,5,6,13,38,74],[4, 38, 52, 9, 54]]
[[3,5,9,29,33,65],[4, 38, 9, 53, 54]]
[[3,13,3,29,43,79],[4, 43, 9, 39, 53]]
[[3,11,3,27,23,59],[4, 50, 9, 39, 53]]
[[3,13,9,21,43,85],[4, 52, 9, 39, 53]]
[[5,11,11,15,40,83],[4, 40, 52, 9, 53]]
[[5,13,8,29,30,82],[4, 42, 43, 9, 53]]
[[5,11,11,27,25,77],[4, 42, 52, 9, 53]]
[[4,14,10,30,39,50],[4, 43, 9, 44, 53]]
[[3,9,3,37,28,63],[4, 43, 9, 51, 53]]
[[3,7,12,23,33,100],[4, 43, 52, 9, 54]]
[[3,5,9,45,33,53],[4, 43, 9, 53, 54]]
[[4,12,7,32,49,81],[4, 50, 52, 9, 44]]
[[4,8,4,32,39,92],[4, 50, 9, 44, 53]]
[[4,6,16,22,39,78],[4, 52, 9, 44, 53]]
[[4,8,10,24,34,104],[4, 49, 50, 9, 53]]
[[4,10,4,22,39,76],[4, 49, 52, 9, 53]]
[[3,9,6,33,38,72],[4, 50, 52, 9, 51]]
[[3,5,18,21,33,110],[4, 50, 9, 51, 53]]
[[3,7,9,23,33,139],[4, 50, 52, 9, 54]]
[[3,7,9,15,33,67],[4, 50, 9, 53, 54]]
[[3,7,9,15,48,73],[4, 52, 9, 51, 53]]
[[1,7,10,19,41,70],[4, 52, 9, 53, 54]]
[[3,7,6,23,18,34],[4, 34, 35, 37, 53]]
[[4,10,13,34,29,49],[4, 34, 35, 39, 53]]
[[4,12,10,24,39,90],[4, 34, 35, 40, 53]]
[[3,13,6,37,33,40],[4, 34, 35, 52, 44]]
[[2,8,11,40,42,77],[4, 34, 35, 50, 54]]
[[2,16,14,28,32,58],[4, 34, 35, 52, 51]]
[[4,8,10,20,19,86],[4, 34, 35, 51, 53]]
[[4,10,7,22,59,67],[4, 34, 35, 53, 54]]
[[3,5,18,21,33,110],[4, 34, 40, 37, 53]]
[[3,9,6,17,23,66],[4, 34, 37, 42, 53]]
[[4,8,10,28,39,62],[4, 34, 37, 49, 53]]
[[3,9,12,29,28,66],[4, 34, 37, 50, 54]]
[[3,9,12,29,28,66],[4, 34, 37, 52, 51]]
[[5,13,5,33,35,61],[4, 34, 37, 53, 54]]
[[4,10,10,22,29,52],[4, 34, 38, 43, 53]]
[[4,10,7,22,44,79],[4, 34, 38, 52, 53]]
[[4,12,4,32,24,60],[4, 34, 42, 39, 53]]
[[4,10,7,26,69,73],[4, 34, 52, 39, 54]]
[[4,6,7,26,29,75],[4, 34, 40, 42, 53]]
[[3,7,6,19,28,82],[4, 34, 40, 52, 44]]
[[3,9,3,21,43,75],[4, 34, 40, 49, 53]]
[[2,6,8,26,42,48],[4, 34, 40, 50, 54]]
[[2,10,8,34,52,64],[4, 34, 40, 52, 51]]
[[4,8,10,40,24,74],[4, 34, 40, 53, 54]]
[[3,5,6,21,43,80],[4, 34, 42, 52, 44]]
[[3,13,3,21,33,67],[4, 34, 42, 49, 53]]
[[2,10,2,34,32,34],[4, 34, 42, 50, 54]]
[[2,10,2,30,32,46],[4, 34, 42, 52, 51]]
[[4,10,7,22,14,91],[4, 34, 42, 53, 54]]
[[4,12,10,24,24,102],[4, 34, 43, 50, 53]]
[[2,8,5,32,32,53],[4, 34, 49, 52, 44]]
[[3,13,9,21,38,91],[4, 34, 50, 44, 54]]
[[3,13,9,21,33,91],[4, 34, 44, 51, 53]]
[[3,9,18,29,13,96],[4, 34, 44, 53, 54]]
[[4,10,10,46,14,46],[4, 34, 50, 51, 54]]
[[4,6,7,14,44,51],[4, 34, 50, 52, 53]]
[[4,10,13,30,24,79],[4, 34, 51, 53, 54]]
[[4,8,13,20,24,65],[4, 35, 37, 39, 53]]
[[4,10,16,30,19,82],[4, 35, 40, 37, 53]]
[[4,10,10,22,29,52],[4, 35, 37, 42, 53]]
[[5,9,14,25,15,90],[4, 35, 37, 44, 53]]
[[2,16,14,28,32,58],[4, 35, 37, 50, 54]]
[[2,8,11,40,42,77],[4, 35, 37, 52, 51]]
[[4,8,10,20,19,86],[4, 35, 37, 51, 53]]
[[3,13,3,25,53,79],[4, 35, 38, 43, 53]]
[[3,11,6,19,18,62],[4, 35, 38, 50, 53]]
[[3,11,9,19,33,89],[4, 35, 38, 52, 53]]
[[5,9,14,37,20,66],[4, 35, 40, 39, 53]]
[[4,8,10,32,14,80],[4, 35, 52, 39, 44]]
[[4,12,7,24,44,81],[4, 35, 49, 39, 53]]
[[3,5,9,13,18,83],[4, 35, 52, 39, 51]]
[[3,15,6,23,33,66],[4, 35, 39, 51, 53]]
[[3,11,6,11,13,68],[4, 35, 39, 53, 54]]
[[3,7,6,19,43,124],[4, 35, 40, 42, 53]]
[[2,8,8,28,27,80],[4, 35, 40, 52, 44]]
[[4,8,10,28,24,104],[4, 35, 40, 44, 53]]
[[4,10,13,22,29,115],[4, 35, 40, 49, 53]]
[[3,9,12,37,28,72],[4, 35, 40, 52, 51]]
[[5,5,8,21,45,98],[4, 35, 40, 51, 53]]
[[2,10,5,18,27,61],[4, 35, 42, 52, 44]]
[[3,13,15,21,28,85],[4, 35, 43, 50, 53]]
[[3,7,12,19,63,76],[4, 35, 43, 52, 53]]
[[3,5,6,21,43,80],[4, 35, 49, 52, 44]]
[[4,16,7,24,44,67],[4, 35, 44, 51, 53]]
[[4,6,16,14,39,78],[4, 35, 52, 44, 54]]
[[2,10,8,30,42,58],[4, 35, 49, 50, 54]]
[[2,10,5,26,37,79],[4, 35, 49, 52, 51]]
[[4,8,4,24,69,74],[4, 35, 49, 53, 54]]
[[3,9,9,21,38,99],[4, 35, 50, 52, 53]]
[[3,5,6,9,53,80],[4, 35, 52, 51, 54]]
[[3,9,9,17,43,69],[4, 35, 51, 53, 54]]
[[4,8,7,28,29,59],[4, 37, 38, 50, 53]]
[[4,12,4,24,29,84],[4, 37, 42, 39, 53]]
[[3,7,9,39,18,61],[4, 37, 39, 44, 53]]
[[4,6,10,22,44,126],[4, 37, 50, 39, 54]]
[[4,8,7,24,44,53],[4, 37, 39, 53, 54]]
[[4,10,13,34,24,79],[4, 40, 37, 42, 53]]
[[3,11,12,35,38,50],[4, 40, 37, 52, 44]]
[[3,13,3,29,43,79],[4, 40, 37, 49, 53]]
[[2,10,2,26,37,76],[4, 40, 37, 50, 54]]
[[2,6,8,26,47,72],[4, 40, 37, 52, 51]]
[[4,8,10,24,64,62],[4, 40, 37, 53, 54]]
[[5,9,11,25,25,99],[4, 37, 42, 44, 53]]
[[3,15,9,19,33,93],[4, 37, 42, 49, 53]]
[[2,8,8,32,32,74],[4, 37, 42, 52, 51]]
[[4,14,4,34,49,56],[4, 37, 42, 51, 53]]
[[4,8,7,24,44,53],[4, 37, 43, 52, 53]]
