[[1, 4, 5, 7], [2, 4], [3, 5], [6, 7]]
[[3,7,15,19,23,115],[4, 34, 35, 37, 42, 38, 52, 44]]
[[3,9,12,33,38,48],[4, 34, 35, 37, 42, 38, 44, 53]]
[[4,8,7,28,29,59],[4, 34, 35, 37, 42, 38, 51, 53]]
[[4,6,13,10,39,93],[4, 34, 35, 37, 42, 38, 52, 54]]
[[4,14,7,30,29,59],[4, 34, 35, 37, 38, 43, 50, 53]]
[[4,10,7,30,34,67],[4, 34, 35, 37, 38, 43, 52, 53]]
[[3,13,9,29,33,61],[4, 34, 35, 37, 49, 38, 52, 54]]
[[3,5,3,25,23,65],[4, 34, 35, 37, 49, 38, 53, 54]]
[[2,10,5,26,32,79],[4, 34, 35, 37, 38, 50, 51, 54]]
[[4,8,7,12,19,101],[4, 34, 35, 37, 38, 50, 52, 53]]
[[4,10,7,22,14,91],[4, 34, 35, 37, 38, 51, 53, 54]]
[[4,6,7,26,29,99],[4, 34, 35, 40, 37, 50, 39, 53]]
[[4,10,13,34,14,73],[4, 34, 35, 40, 37, 52, 39, 53]]
[[4,6,7,18,29,63],[4, 34, 35, 37, 42, 43, 39, 53]]
[[5,9,14,25,15,90],[4, 34, 35, 37, 43, 39, 44, 53]]
[[3,7,6,23,18,34],[4, 34, 35, 37, 49, 43, 39, 53]]
[[2,10,5,26,37,79],[4, 34, 35, 37, 43, 50, 39, 54]]
[[2,10,8,30,42,58],[4, 34, 35, 37, 43, 52, 39, 51]]
[[4,12,10,36,19,60],[4, 34, 35, 37, 43, 39, 53, 54]]
[[3,9,3,21,18,69],[4, 34, 35, 37, 50, 52, 39, 44]]
[[5,5,14,13,45,74],[4, 34, 35, 37, 52, 39, 44, 53]]
[[3,11,9,31,28,65],[4, 34, 35, 37, 49, 50, 39, 53]]
[[3,9,12,21,33,60],[4, 34, 35, 37, 49, 52, 39, 53]]
[[4,6,19,14,34,75],[4, 34, 35, 37, 50, 39, 53, 54]]
[[2,6,5,22,17,99],[4, 34, 35, 37, 52, 39, 53, 54]]
[[4,12,10,20,14,108],[4, 34, 35, 40, 37, 42, 50, 53]]
[[4,6,10,22,44,120],[4, 34, 35, 40, 37, 42, 52, 53]]
[[3,7,3,27,23,85],[4, 34, 35, 40, 37, 43, 44, 53]]
[[5,5,8,25,55,98],[4, 34, 35, 40, 37, 49, 43, 53]]
[[4,6,4,34,39,96],[4, 34, 35, 40, 37, 43, 52, 51]]
[[4,8,7,20,29,89],[4, 34, 35, 40, 37, 43, 51, 53]]
[[4,6,7,26,34,69],[4, 34, 35, 40, 37, 43, 53, 54]]
