[ 4, 7, 49, 43, 50, 44, 51, 54 ],1
[ 4, 7, 49, 43, 50, 52, 44, 53 ],1
[ 4, 7, 49, 43, 50, 44, 53, 54 ],1
[ 4, 7, 49, 43, 44, 51, 53, 54 ],1
[ 4, 7, 43, 50, 52, 44, 51, 53 ],1
[ 4, 7, 43, 50, 52, 44, 53, 54 ],1
[ 4, 7, 43, 52, 44, 51, 53, 54 ],1
[ 4, 7, 49, 43, 50, 52, 53, 54 ],1
[ 4, 7, 49, 43, 52, 51, 53, 54 ],1
[ 4, 7, 49, 50, 52, 44, 53, 54 ],1
[ 4, 7, 49, 50, 52, 51, 53, 54 ],1
[ 4, 34, 35, 37, 8, 9, 39, 53 ],1
[ 4, 34, 35, 37, 42, 8, 9, 53 ],1
[ 4, 34, 35, 37, 8, 9, 51, 53 ],1
[ 4, 34, 35, 42, 8, 38, 9, 53 ],1
[ 4, 34, 35, 8, 38, 52, 9, 53 ],1
[ 4, 34, 35, 8, 50, 9, 39, 53 ],1
[ 4, 34, 35, 49, 8, 52, 9, 53 ],1
[ 4, 34, 35, 8, 52, 9, 39, 53 ],1
[ 4, 34, 35, 40, 8, 9, 53, 54 ],1
[ 4, 34, 35, 42, 8, 52, 9, 44 ],1
[ 4, 35, 8, 43, 52, 9, 51, 53 ],1
[ 4, 34, 35, 42, 8, 9, 44, 53 ],1
[ 4, 34, 35, 8, 43, 9, 44, 53 ],1
[ 4, 34, 35, 8, 43, 50, 9, 53 ],1
[ 4, 34, 35, 8, 43, 9, 51, 53 ],1
[ 4, 34, 35, 49, 8, 52, 9, 44 ],1
[ 4, 34, 35, 8, 50, 52, 9, 44 ],1
[ 4, 34, 35, 8, 52, 9, 44, 51 ],1
[ 4, 40, 37, 8, 50, 44, 51, 54 ],1
[ 4, 34, 35, 49, 8, 50, 9, 53 ],1
[ 4, 40, 37, 49, 8, 43, 51, 53 ],1
[ 4, 34, 35, 49, 8, 9, 51, 53 ],1
[ 4, 34, 35, 8, 50, 9, 51, 54 ],1
[ 4, 34, 35, 8, 50, 52, 9, 53 ],1
[ 4, 35, 8, 38, 52, 9, 51, 54 ],1
[ 4, 49, 8, 50, 52, 9, 44, 51 ],1
[ 4, 34, 37, 8, 38, 9, 51, 53 ],1
[ 4, 34, 37, 8, 43, 9, 44, 53 ],1
[ 4, 34, 37, 8, 43, 50, 9, 53 ],1
[ 4, 34, 37, 8, 43, 9, 51, 53 ],1
[ 0, 5, 35, 40, 37, 42, 38, 43, 52, 39, 53, 54 ],1
[ 4, 34, 37, 8, 43, 52, 9, 53 ],1
[ 4, 34, 37, 8, 50, 9, 44, 54 ],1
[ 4, 34, 37, 8, 52, 9, 44, 51 ],1
[ 4, 34, 37, 8, 52, 9, 44, 53 ],1
[ 4, 34, 37, 8, 52, 9, 44, 54 ],1
[ 4, 34, 37, 8, 9, 44, 53, 54 ],1
[ 4, 34, 37, 8, 50, 9, 51, 53 ],1
[ 4, 34, 37, 8, 52, 9, 51, 53 ],1
[ 4, 34, 42, 8, 38, 43, 9, 53 ],1
[ 4, 34, 8, 38, 52, 9, 44, 51 ],1
[ 4, 34, 8, 38, 50, 9, 51, 54 ],1
[ 4, 34, 8, 38, 52, 9, 51, 53 ],1
[ 4, 34, 8, 38, 9, 51, 53, 54 ],1
[ 4, 34, 40, 8, 43, 52, 9, 44 ],1
[ 4, 34, 49, 8, 52, 9, 44, 53 ],1
[ 0, 4, 34, 5, 42, 8, 38, 50, 44, 53, 54 ],1
