[[2], [3, 5], [4], [6, 7]]
[14, 40, 8, 17, 44, 53]
[14, 40, 8, 17, 44, 54]
[14, 40, 49, 8, 17, 50]
[14, 40, 49, 8, 17, 51]
[14, 40, 49, 8, 17, 52]
[14, 40, 49, 8, 17, 53]
[14, 40, 49, 8, 17, 54]
[14, 40, 8, 17, 50, 51]
[14, 40, 8, 17, 50, 52]
[14, 40, 8, 17, 50, 53]
[14, 40, 8, 17, 50, 54]
[14, 40, 8, 17, 52, 51]
[14, 40, 8, 17, 51, 53]
[14, 40, 8, 17, 51, 54]
[14, 40, 8, 17, 52, 53]
[14, 40, 8, 17, 52, 54]
[14, 40, 8, 17, 53, 54]
[14, 42, 8, 17, 43, 44]
[14, 42, 49, 8, 17, 43]
[14, 42, 8, 17, 43, 50]
[14, 42, 8, 17, 43, 51]
[14, 42, 8, 17, 43, 52]
[14, 42, 8, 17, 43, 53]
[14, 42, 8, 17, 43, 54]
[14, 42, 49, 8, 17, 44]
[14, 42, 8, 17, 50, 44]
[14, 42, 8, 17, 44, 51]
[14, 42, 8, 17, 52, 44]
[14, 42, 8, 17, 44, 53]
[14, 42, 8, 17, 44, 54]
[14, 42, 49, 8, 17, 50]
[14, 42, 49, 8, 17, 51]
[14, 42, 49, 8, 17, 52]
[14, 42, 49, 8, 17, 53]
[14, 42, 49, 8, 17, 54]
[14, 42, 8, 17, 50, 51]
[14, 42, 8, 17, 50, 52]
[14, 42, 8, 17, 50, 53]
[14, 42, 8, 17, 50, 54]
[14, 42, 8, 17, 52, 51]
[14, 42, 8, 17, 51, 53]
[14, 42, 8, 17, 51, 54]
[14, 42, 8, 17, 52, 53]
[14, 42, 8, 17, 52, 54]
[14, 42, 8, 17, 53, 54]
[14, 49, 8, 17, 43, 44]
[14, 8, 17, 43, 50, 44]
[14, 8, 17, 43, 44, 51]
[14, 8, 17, 43, 52, 44]
[14, 8, 17, 43, 44, 53]
[14, 8, 17, 43, 44, 54]
[14, 49, 8, 17, 43, 50]
[14, 49, 8, 17, 43, 51]
[14, 49, 8, 17, 43, 52]
[14, 49, 8, 17, 43, 53]
[14, 49, 8, 17, 43, 54]
[14, 8, 17, 43, 50, 51]
[14, 8, 17, 43, 50, 52]
[14, 8, 17, 43, 50, 53]
[14, 8, 17, 43, 50, 54]
[14, 8, 17, 43, 52, 51]
[14, 8, 17, 43, 51, 53]
[14, 8, 17, 43, 51, 54]
[14, 8, 17, 43, 52, 53]
[14, 8, 17, 43, 52, 54]
[14, 8, 17, 43, 53, 54]
[14, 49, 8, 17, 50, 44]
[14, 49, 8, 17, 44, 51]
[14, 49, 8, 17, 52, 44]
[14, 49, 8, 17, 44, 53]
[14, 49, 8, 17, 44, 54]
[14, 8, 17, 50, 44, 51]
[14, 8, 17, 50, 52, 44]
[14, 8, 17, 50, 44, 53]
[14, 8, 17, 50, 44, 54]
[14, 8, 17, 52, 44, 51]
[14, 8, 17, 44, 51, 53]
[14, 8, 17, 44, 51, 54]
[14, 8, 17, 52, 44, 53]
[14, 8, 17, 52, 44, 54]
[14, 8, 17, 44, 53, 54]
[14, 49, 8, 17, 50, 51]
[14, 49, 8, 17, 50, 52]
[14, 49, 8, 17, 50, 53]
[14, 49, 8, 17, 50, 54]
[14, 49, 8, 17, 52, 51]
[14, 49, 8, 17, 51, 53]
[14, 49, 8, 17, 51, 54]
[14, 49, 8, 17, 52, 53]
[14, 49, 8, 17, 52, 54]
[14, 49, 8, 17, 53, 54]
[14, 8, 17, 50, 52, 51]
[14, 8, 17, 50, 51, 53]
[14, 8, 17, 50, 51, 54]
[14, 8, 17, 50, 52, 53]
[14, 8, 17, 50, 52, 54]
[14, 8, 17, 50, 53, 54]
[14, 8, 17, 52, 51, 53]
[14, 8, 17, 52, 51, 54]
[14, 8, 17, 51, 53, 54]
[14, 8, 17, 52, 53, 54]
[14, 40, 42, 8, 43, 18]
[14, 40, 42, 8, 18, 44]
[14, 40, 42, 49, 8, 18]
[14, 40, 42, 8, 50, 18]
[14, 40, 42, 8, 18, 51]
[14, 40, 42, 8, 52, 18]
[14, 40, 42, 8, 18, 53]
[14, 40, 42, 8, 18, 54]
[14, 40, 8, 43, 18, 44]
[14, 40, 49, 8, 43, 18]
[14, 40, 8, 43, 50, 18]
[14, 40, 8, 43, 18, 51]
[14, 40, 8, 43, 52, 18]
[14, 40, 8, 43, 18, 53]
[14, 40, 8, 43, 18, 54]
[14, 40, 49, 8, 18, 44]
[14, 40, 8, 50, 18, 44]
[14, 40, 8, 18, 44, 51]
[14, 40, 8, 52, 18, 44]
[14, 40, 8, 18, 44, 53]
[14, 40, 8, 18, 44, 54]
[14, 40, 49, 8, 50, 18]
[14, 40, 49, 8, 18, 51]
[14, 40, 49, 8, 52, 18]
[14, 40, 49, 8, 18, 53]
[14, 40, 49, 8, 18, 54]
[14, 40, 8, 50, 18, 51]
[14, 40, 8, 50, 52, 18]
[14, 40, 8, 50, 18, 53]
[14, 40, 8, 50, 18, 54]
[14, 40, 8, 52, 18, 51]
[14, 40, 8, 18, 51, 53]
[14, 40, 8, 18, 51, 54]
[14, 40, 8, 52, 18, 53]
[14, 40, 8, 52, 18, 54]
[14, 40, 8, 18, 53, 54]
[14, 42, 8, 43, 18, 44]
[14, 42, 49, 8, 43, 18]
[14, 42, 8, 43, 50, 18]
[14, 42, 8, 43, 18, 51]
[14, 42, 8, 43, 52, 18]
[14, 42, 8, 43, 18, 53]
[14, 42, 8, 43, 18, 54]
[14, 42, 49, 8, 18, 44]
[14, 42, 8, 50, 18, 44]
[14, 42, 8, 18, 44, 51]
[14, 42, 8, 52, 18, 44]
[14, 42, 8, 18, 44, 53]
[14, 42, 8, 18, 44, 54]
[14, 42, 49, 8, 50, 18]
[14, 42, 49, 8, 18, 51]
[14, 42, 49, 8, 52, 18]
[14, 42, 49, 8, 18, 53]
[14, 42, 49, 8, 18, 54]
[14, 42, 8, 50, 18, 51]
[14, 42, 8, 50, 52, 18]
[14, 42, 8, 50, 18, 53]
[14, 42, 8, 50, 18, 54]
[14, 42, 8, 52, 18, 51]
[14, 42, 8, 18, 51, 53]
[14, 42, 8, 18, 51, 54]
[14, 42, 8, 52, 18, 53]
[14, 42, 8, 52, 18, 54]
[14, 42, 8, 18, 53, 54]
[14, 49, 8, 43, 18, 44]
[14, 8, 43, 50, 18, 44]
[14, 8, 43, 18, 44, 51]
[14, 8, 43, 52, 18, 44]
[14, 8, 43, 18, 44, 53]
[14, 8, 43, 18, 44, 54]
[14, 49, 8, 43, 50, 18]
[14, 49, 8, 43, 18, 51]
[14, 49, 8, 43, 52, 18]
[14, 49, 8, 43, 18, 53]
[14, 49, 8, 43, 18, 54]
[14, 8, 43, 50, 18, 51]
[14, 8, 43, 50, 52, 18]
[14, 8, 43, 50, 18, 53]
[14, 8, 43, 50, 18, 54]
[14, 8, 43, 52, 18, 51]
[14, 8, 43, 18, 51, 53]
[14, 8, 43, 18, 51, 54]
[14, 8, 43, 52, 18, 53]
[14, 8, 43, 52, 18, 54]
[14, 8, 43, 18, 53, 54]
[14, 49, 8, 50, 18, 44]
[14, 49, 8, 18, 44, 51]
[14, 49, 8, 52, 18, 44]
[14, 49, 8, 18, 44, 53]
[14, 49, 8, 18, 44, 54]
[14, 8, 50, 18, 44, 51]
[14, 8, 50, 52, 18, 44]
[14, 8, 50, 18, 44, 53]
[14, 8, 50, 18, 44, 54]
[14, 8, 52, 18, 44, 51]
[14, 8, 18, 44, 51, 53]
[14, 8, 18, 44, 51, 54]
[14, 8, 52, 18, 44, 53]
[14, 8, 52, 18, 44, 54]
[14, 8, 18, 44, 53, 54]
[14, 49, 8, 50, 18, 51]
[14, 49, 8, 50, 52, 18]
[14, 49, 8, 50, 18, 53]
[14, 49, 8, 50, 18, 54]
[14, 49, 8, 52, 18, 51]
[14, 49, 8, 18, 51, 53]
[14, 49, 8, 18, 51, 54]
[14, 49, 8, 52, 18, 53]
[14, 49, 8, 52, 18, 54]
[14, 49, 8, 18, 53, 54]
[14, 8, 50, 52, 18, 51]
[14, 8, 50, 18, 51, 53]
[14, 8, 50, 18, 51, 54]
[14, 8, 50, 52, 18, 53]
[14, 8, 50, 52, 18, 54]
[14, 8, 50, 18, 53, 54]
[14, 8, 52, 18, 51, 53]
[14, 8, 52, 18, 51, 54]
[14, 8, 18, 51, 53, 54]
[14, 8, 52, 18, 53, 54]
[14, 40, 42, 8, 43, 44]
[14, 40, 42, 49, 8, 43]
[14, 40, 42, 8, 43, 50]
[14, 40, 42, 8, 43, 51]
[14, 40, 42, 8, 43, 52]
[14, 40, 42, 8, 43, 53]
[14, 40, 42, 8, 43, 54]
[14, 40, 42, 49, 8, 44]
[14, 40, 42, 8, 50, 44]
[14, 40, 42, 8, 44, 51]
[14, 40, 42, 8, 52, 44]
[14, 40, 42, 8, 44, 53]
[14, 40, 42, 8, 44, 54]
[14, 40, 42, 49, 8, 50]
[14, 40, 42, 49, 8, 51]
[14, 40, 42, 49, 8, 52]
[14, 40, 42, 49, 8, 53]
[14, 40, 42, 49, 8, 54]
[14, 40, 42, 8, 50, 51]
[14, 40, 42, 8, 50, 52]
[14, 40, 42, 8, 50, 53]
[14, 40, 42, 8, 50, 54]
[14, 40, 42, 8, 52, 51]
[14, 40, 42, 8, 51, 53]
[14, 40, 42, 8, 51, 54]
[14, 40, 42, 8, 52, 53]
[14, 40, 42, 8, 52, 54]
[14, 40, 42, 8, 53, 54]
[14, 40, 49, 8, 43, 44]
[14, 40, 8, 43, 50, 44]
[14, 40, 8, 43, 44, 51]
[14, 40, 8, 43, 52, 44]
[14, 40, 8, 43, 44, 53]
[14, 40, 8, 43, 44, 54]
[14, 40, 49, 8, 43, 50]
[14, 40, 49, 8, 43, 51]
[14, 40, 49, 8, 43, 52]
[14, 40, 49, 8, 43, 53]
[14, 40, 49, 8, 43, 54]
[14, 40, 8, 43, 50, 51]
[14, 40, 8, 43, 50, 52]
[14, 40, 8, 43, 50, 53]
[14, 40, 8, 43, 50, 54]
[14, 40, 8, 43, 52, 51]
[14, 40, 8, 43, 51, 53]
[14, 40, 8, 43, 51, 54]
[14, 40, 8, 43, 52, 53]
[14, 40, 8, 43, 52, 54]
[14, 40, 8, 43, 53, 54]
[14, 40, 49, 8, 50, 44]
[14, 40, 49, 8, 44, 51]
[14, 40, 49, 8, 52, 44]
[14, 40, 49, 8, 44, 53]
[14, 40, 49, 8, 44, 54]
[14, 40, 8, 50, 44, 51]
[14, 40, 8, 50, 52, 44]
[14, 40, 8, 50, 44, 53]
[14, 40, 8, 50, 44, 54]
[14, 40, 8, 52, 44, 51]
[14, 40, 8, 44, 51, 53]
[14, 40, 8, 44, 51, 54]
[14, 40, 8, 52, 44, 53]
[14, 40, 8, 52, 44, 54]
[14, 40, 8, 44, 53, 54]
[14, 40, 49, 8, 50, 51]
[14, 40, 49, 8, 50, 52]
[14, 40, 49, 8, 50, 53]
[14, 40, 49, 8, 50, 54]
[14, 40, 49, 8, 52, 51]
[14, 40, 49, 8, 51, 53]
[14, 40, 49, 8, 51, 54]
[14, 40, 49, 8, 52, 53]
[14, 40, 49, 8, 52, 54]
[14, 40, 49, 8, 53, 54]
[14, 40, 8, 50, 52, 51]
[14, 40, 8, 50, 51, 53]
[14, 40, 8, 50, 51, 54]
[14, 40, 8, 50, 52, 53]
[14, 40, 8, 50, 52, 54]
[14, 40, 8, 50, 53, 54]
[14, 40, 8, 52, 51, 53]
[14, 40, 8, 52, 51, 54]
[14, 40, 8, 51, 53, 54]
[14, 40, 8, 52, 53, 54]
[14, 42, 49, 8, 43, 44]
[14, 42, 8, 43, 50, 44]
[14, 42, 8, 43, 44, 51]
[14, 42, 8, 43, 52, 44]
[14, 42, 8, 43, 44, 53]
[14, 42, 8, 43, 44, 54]
[14, 42, 49, 8, 43, 50]
[14, 42, 49, 8, 43, 51]
[14, 42, 49, 8, 43, 52]
[14, 42, 49, 8, 43, 53]
[14, 42, 49, 8, 43, 54]
[14, 42, 8, 43, 50, 51]
[14, 42, 8, 43, 50, 52]
[14, 42, 8, 43, 50, 53]
[14, 42, 8, 43, 50, 54]
[14, 42, 8, 43, 52, 51]
[14, 42, 8, 43, 51, 53]
[14, 42, 8, 43, 51, 54]
[14, 42, 8, 43, 52, 53]
[14, 42, 8, 43, 52, 54]
[14, 42, 8, 43, 53, 54]
[14, 42, 49, 8, 50, 44]
[14, 42, 49, 8, 44, 51]
[14, 42, 49, 8, 52, 44]
[14, 42, 49, 8, 44, 53]
[14, 42, 49, 8, 44, 54]
[14, 42, 8, 50, 44, 51]
[14, 42, 8, 50, 52, 44]
[14, 42, 8, 50, 44, 53]
[14, 42, 8, 50, 44, 54]
[14, 42, 8, 52, 44, 51]
[14, 42, 8, 44, 51, 53]
[14, 42, 8, 44, 51, 54]
[14, 42, 8, 52, 44, 53]
[14, 42, 8, 52, 44, 54]
[14, 42, 8, 44, 53, 54]
[14, 42, 49, 8, 50, 51]
[14, 42, 49, 8, 50, 52]
[14, 42, 49, 8, 50, 53]
[14, 42, 49, 8, 50, 54]
[14, 42, 49, 8, 52, 51]
[14, 42, 49, 8, 51, 53]
[14, 42, 49, 8, 51, 54]
[14, 42, 49, 8, 52, 53]
[14, 42, 49, 8, 52, 54]
[14, 42, 49, 8, 53, 54]
[14, 42, 8, 50, 52, 51]
[14, 42, 8, 50, 51, 53]
[14, 42, 8, 50, 51, 54]
[14, 42, 8, 50, 52, 53]
[14, 42, 8, 50, 52, 54]
[14, 42, 8, 50, 53, 54]
[14, 42, 8, 52, 51, 53]
[14, 42, 8, 52, 51, 54]
[14, 42, 8, 51, 53, 54]
[14, 42, 8, 52, 53, 54]
[14, 49, 8, 43, 50, 44]
[14, 49, 8, 43, 44, 51]
[14, 49, 8, 43, 52, 44]
[14, 49, 8, 43, 44, 53]
[14, 49, 8, 43, 44, 54]
[14, 8, 43, 50, 44, 51]
[14, 8, 43, 50, 52, 44]
[14, 8, 43, 50, 44, 53]
[14, 8, 43, 50, 44, 54]
[14, 8, 43, 52, 44, 51]
[14, 8, 43, 44, 51, 53]
[14, 8, 43, 44, 51, 54]
[14, 8, 43, 52, 44, 53]
[14, 8, 43, 52, 44, 54]
[14, 8, 43, 44, 53, 54]
[14, 49, 8, 43, 50, 51]
[14, 49, 8, 43, 50, 52]
[14, 49, 8, 43, 50, 53]
[14, 49, 8, 43, 50, 54]
[14, 49, 8, 43, 52, 51]
[14, 49, 8, 43, 51, 53]
[14, 49, 8, 43, 51, 54]
[14, 49, 8, 43, 52, 53]
[14, 49, 8, 43, 52, 54]
[14, 49, 8, 43, 53, 54]
[14, 8, 43, 50, 52, 51]
[14, 8, 43, 50, 51, 53]
[14, 8, 43, 50, 51, 54]
[14, 8, 43, 50, 52, 53]
[14, 8, 43, 50, 52, 54]
[14, 8, 43, 50, 53, 54]
[14, 8, 43, 52, 51, 53]
[14, 8, 43, 52, 51, 54]
[14, 8, 43, 51, 53, 54]
[14, 8, 43, 52, 53, 54]
[14, 49, 8, 50, 44, 51]
[14, 49, 8, 50, 52, 44]
[14, 49, 8, 50, 44, 53]
[14, 49, 8, 50, 44, 54]
[14, 49, 8, 52, 44, 51]
[14, 49, 8, 44, 51, 53]
[14, 49, 8, 44, 51, 54]
[14, 49, 8, 52, 44, 53]
[14, 49, 8, 52, 44, 54]
[14, 49, 8, 44, 53, 54]
[14, 8, 50, 52, 44, 51]
[14, 8, 50, 44, 51, 53]
[14, 8, 50, 44, 51, 54]
[14, 8, 50, 52, 44, 53]
[14, 8, 50, 52, 44, 54]
[14, 8, 50, 44, 53, 54]
[14, 8, 52, 44, 51, 53]
[14, 8, 52, 44, 51, 54]
[14, 8, 44, 51, 53, 54]
[14, 8, 52, 44, 53, 54]
[14, 49, 8, 50, 52, 51]
[14, 49, 8, 50, 51, 53]
[14, 49, 8, 50, 51, 54]
[14, 49, 8, 50, 52, 53]
[14, 49, 8, 50, 52, 54]
[14, 49, 8, 50, 53, 54]
[14, 49, 8, 52, 51, 53]
[14, 49, 8, 52, 51, 54]
[14, 49, 8, 51, 53, 54]
[14, 49, 8, 52, 53, 54]
[14, 8, 50, 52, 51, 53]
[14, 8, 50, 52, 51, 54]
[14, 8, 50, 51, 53, 54]
[14, 8, 50, 52, 53, 54]
[14, 8, 52, 51, 53, 54]
[40, 16, 42, 8, 17, 18]
[40, 16, 8, 17, 43, 18]
[40, 16, 8, 17, 18, 44]
[40, 16, 49, 8, 17, 18]
[40, 16, 8, 17, 50, 18]
[40, 16, 8, 17, 18, 51]
[40, 16, 8, 17, 52, 18]
[40, 16, 8, 17, 18, 53]
[40, 16, 8, 17, 18, 54]
[16, 42, 8, 17, 43, 18]
[16, 42, 8, 17, 18, 44]
[16, 42, 49, 8, 17, 18]
[16, 42, 8, 17, 50, 18]
[16, 42, 8, 17, 18, 51]
[16, 42, 8, 17, 52, 18]
[16, 42, 8, 17, 18, 53]
[16, 42, 8, 17, 18, 54]
[16, 8, 17, 43, 18, 44]
[16, 49, 8, 17, 43, 18]
[16, 8, 17, 43, 50, 18]
[16, 8, 17, 43, 18, 51]
[16, 8, 17, 43, 52, 18]
[16, 8, 17, 43, 18, 53]
[16, 8, 17, 43, 18, 54]
[16, 49, 8, 17, 18, 44]
[16, 8, 17, 50, 18, 44]
[16, 8, 17, 18, 44, 51]
[16, 8, 17, 52, 18, 44]
[16, 8, 17, 18, 44, 53]
[16, 8, 17, 18, 44, 54]
[16, 49, 8, 17, 50, 18]
[16, 49, 8, 17, 18, 51]
[16, 49, 8, 17, 52, 18]
[16, 49, 8, 17, 18, 53]
[16, 49, 8, 17, 18, 54]
[16, 8, 17, 50, 18, 51]
[16, 8, 17, 50, 52, 18]
[16, 8, 17, 50, 18, 53]
[16, 8, 17, 50, 18, 54]
[16, 8, 17, 52, 18, 51]
[16, 8, 17, 18, 51, 53]
[16, 8, 17, 18, 51, 54]
[16, 8, 17, 52, 18, 53]
[16, 8, 17, 52, 18, 54]
[16, 8, 17, 18, 53, 54]
[40, 16, 42, 8, 17, 43]
[40, 16, 42, 8, 17, 44]
[40, 16, 42, 49, 8, 17]
[40, 16, 42, 8, 17, 50]
[40, 16, 42, 8, 17, 51]
[40, 16, 42, 8, 17, 52]
[40, 16, 42, 8, 17, 53]
[40, 16, 42, 8, 17, 54]
[40, 16, 8, 17, 43, 44]
[40, 16, 49, 8, 17, 43]
[40, 16, 8, 17, 43, 50]
[40, 16, 8, 17, 43, 51]
[40, 16, 8, 17, 43, 52]
[40, 16, 8, 17, 43, 53]
[40, 16, 8, 17, 43, 54]
[40, 16, 49, 8, 17, 44]
[40, 16, 8, 17, 50, 44]
[40, 16, 8, 17, 44, 51]
[40, 16, 8, 17, 52, 44]
[40, 16, 8, 17, 44, 53]
[40, 16, 8, 17, 44, 54]
[40, 16, 49, 8, 17, 50]
[40, 16, 49, 8, 17, 51]
[40, 16, 49, 8, 17, 52]
[40, 16, 49, 8, 17, 53]
[40, 16, 49, 8, 17, 54]
[40, 16, 8, 17, 50, 51]
[40, 16, 8, 17, 50, 52]
[40, 16, 8, 17, 50, 53]
[40, 16, 8, 17, 50, 54]
[40, 16, 8, 17, 52, 51]
[40, 16, 8, 17, 51, 53]
[40, 16, 8, 17, 51, 54]
[40, 16, 8, 17, 52, 53]
[40, 16, 8, 17, 52, 54]
[40, 16, 8, 17, 53, 54]
[16, 42, 8, 17, 43, 44]
[16, 42, 49, 8, 17, 43]
[16, 42, 8, 17, 43, 50]
[16, 42, 8, 17, 43, 51]
[16, 42, 8, 17, 43, 52]
[16, 42, 8, 17, 43, 53]
[16, 42, 8, 17, 43, 54]
[16, 42, 49, 8, 17, 44]
[16, 42, 8, 17, 50, 44]
[16, 42, 8, 17, 44, 51]
[16, 42, 8, 17, 52, 44]
[16, 42, 8, 17, 44, 53]
[16, 42, 8, 17, 44, 54]
[16, 42, 49, 8, 17, 50]
[16, 42, 49, 8, 17, 51]
[16, 42, 49, 8, 17, 52]
[16, 42, 49, 8, 17, 53]
[16, 42, 49, 8, 17, 54]
[16, 42, 8, 17, 50, 51]
[16, 42, 8, 17, 50, 52]
[16, 42, 8, 17, 50, 53]
[16, 42, 8, 17, 50, 54]
[16, 42, 8, 17, 52, 51]
[16, 42, 8, 17, 51, 53]
[16, 42, 8, 17, 51, 54]
[16, 42, 8, 17, 52, 53]
[16, 42, 8, 17, 52, 54]
[16, 42, 8, 17, 53, 54]
[16, 49, 8, 17, 43, 44]
[16, 8, 17, 43, 50, 44]
[16, 8, 17, 43, 44, 51]
[16, 8, 17, 43, 52, 44]
[16, 8, 17, 43, 44, 53]
[16, 8, 17, 43, 44, 54]
[16, 49, 8, 17, 43, 50]
[16, 49, 8, 17, 43, 51]
[16, 49, 8, 17, 43, 52]
[16, 49, 8, 17, 43, 53]
[16, 49, 8, 17, 43, 54]
[16, 8, 17, 43, 50, 51]
[16, 8, 17, 43, 50, 52]
[16, 8, 17, 43, 50, 53]
[16, 8, 17, 43, 50, 54]
[16, 8, 17, 43, 52, 51]
[16, 8, 17, 43, 51, 53]
[16, 8, 17, 43, 51, 54]
[16, 8, 17, 43, 52, 53]
[16, 8, 17, 43, 52, 54]
[16, 8, 17, 43, 53, 54]
[16, 49, 8, 17, 50, 44]
[16, 49, 8, 17, 44, 51]
[16, 49, 8, 17, 52, 44]
[16, 49, 8, 17, 44, 53]
[16, 49, 8, 17, 44, 54]
[16, 8, 17, 50, 44, 51]
[16, 8, 17, 50, 52, 44]
[16, 8, 17, 50, 44, 53]
[16, 8, 17, 50, 44, 54]
[16, 8, 17, 52, 44, 51]
[16, 8, 17, 44, 51, 53]
[16, 8, 17, 44, 51, 54]
[16, 8, 17, 52, 44, 53]
[16, 8, 17, 52, 44, 54]
[16, 8, 17, 44, 53, 54]
[16, 49, 8, 17, 50, 51]
[16, 49, 8, 17, 50, 52]
[16, 49, 8, 17, 50, 53]
[16, 49, 8, 17, 50, 54]
[16, 49, 8, 17, 52, 51]
[16, 49, 8, 17, 51, 53]
[16, 49, 8, 17, 51, 54]
[16, 49, 8, 17, 52, 53]
[16, 49, 8, 17, 52, 54]
[16, 49, 8, 17, 53, 54]
[16, 8, 17, 50, 52, 51]
[16, 8, 17, 50, 51, 53]
[16, 8, 17, 50, 51, 54]
[16, 8, 17, 50, 52, 53]
[16, 8, 17, 50, 52, 54]
[16, 8, 17, 50, 53, 54]
[16, 8, 17, 52, 51, 53]
[16, 8, 17, 52, 51, 54]
[16, 8, 17, 51, 53, 54]
[16, 8, 17, 52, 53, 54]
[40, 16, 42, 8, 43, 18]
[40, 16, 42, 8, 18, 44]
[40, 16, 42, 49, 8, 18]
[40, 16, 42, 8, 50, 18]
[40, 16, 42, 8, 18, 51]
[40, 16, 42, 8, 52, 18]
[40, 16, 42, 8, 18, 53]
[40, 16, 42, 8, 18, 54]
[40, 16, 8, 43, 18, 44]
[40, 16, 49, 8, 43, 18]
[40, 16, 8, 43, 50, 18]
[40, 16, 8, 43, 18, 51]
[40, 16, 8, 43, 52, 18]
[40, 16, 8, 43, 18, 53]
[40, 16, 8, 43, 18, 54]
[40, 16, 49, 8, 18, 44]
[40, 16, 8, 50, 18, 44]
[40, 16, 8, 18, 44, 51]
[40, 16, 8, 52, 18, 44]
[40, 16, 8, 18, 44, 53]
[40, 16, 8, 18, 44, 54]
[40, 16, 49, 8, 50, 18]
[40, 16, 49, 8, 18, 51]
[40, 16, 49, 8, 52, 18]
[40, 16, 49, 8, 18, 53]
[40, 16, 49, 8, 18, 54]
[40, 16, 8, 50, 18, 51]
[40, 16, 8, 50, 52, 18]
[40, 16, 8, 50, 18, 53]
[40, 16, 8, 50, 18, 54]
[40, 16, 8, 52, 18, 51]
[40, 16, 8, 18, 51, 53]
[40, 16, 8, 18, 51, 54]
[40, 16, 8, 52, 18, 53]
[40, 16, 8, 52, 18, 54]
[40, 16, 8, 18, 53, 54]
[16, 42, 8, 43, 18, 44]
[16, 42, 49, 8, 43, 18]
[16, 42, 8, 43, 50, 18]
[16, 42, 8, 43, 18, 51]
[16, 42, 8, 43, 52, 18]
[16, 42, 8, 43, 18, 53]
[16, 42, 8, 43, 18, 54]
[16, 42, 49, 8, 18, 44]
[16, 42, 8, 50, 18, 44]
[16, 42, 8, 18, 44, 51]
[16, 42, 8, 52, 18, 44]
[16, 42, 8, 18, 44, 53]
[16, 42, 8, 18, 44, 54]
[16, 42, 49, 8, 50, 18]
[16, 42, 49, 8, 18, 51]
[16, 42, 49, 8, 52, 18]
[16, 42, 49, 8, 18, 53]
[16, 42, 49, 8, 18, 54]
[16, 42, 8, 50, 18, 51]
[16, 42, 8, 50, 52, 18]
[16, 42, 8, 50, 18, 53]
[16, 42, 8, 50, 18, 54]
[16, 42, 8, 52, 18, 51]
[16, 42, 8, 18, 51, 53]
[16, 42, 8, 18, 51, 54]
[16, 42, 8, 52, 18, 53]
[16, 42, 8, 52, 18, 54]
[16, 42, 8, 18, 53, 54]
[16, 49, 8, 43, 18, 44]
[16, 8, 43, 50, 18, 44]
[16, 8, 43, 18, 44, 51]
[16, 8, 43, 52, 18, 44]
[16, 8, 43, 18, 44, 53]
[16, 8, 43, 18, 44, 54]
[16, 49, 8, 43, 50, 18]
[16, 49, 8, 43, 18, 51]
[16, 49, 8, 43, 52, 18]
[16, 49, 8, 43, 18, 53]
[16, 49, 8, 43, 18, 54]
[16, 8, 43, 50, 18, 51]
[16, 8, 43, 50, 52, 18]
[16, 8, 43, 50, 18, 53]
[16, 8, 43, 50, 18, 54]
[16, 8, 43, 52, 18, 51]
[16, 8, 43, 18, 51, 53]
[16, 8, 43, 18, 51, 54]
[16, 8, 43, 52, 18, 53]
[16, 8, 43, 52, 18, 54]
[16, 8, 43, 18, 53, 54]
[16, 49, 8, 50, 18, 44]
[16, 49, 8, 18, 44, 51]
[16, 49, 8, 52, 18, 44]
[16, 49, 8, 18, 44, 53]
[16, 49, 8, 18, 44, 54]
[16, 8, 50, 18, 44, 51]
[16, 8, 50, 52, 18, 44]
[16, 8, 50, 18, 44, 53]
[16, 8, 50, 18, 44, 54]
[16, 8, 52, 18, 44, 51]
[16, 8, 18, 44, 51, 53]
[16, 8, 18, 44, 51, 54]
[16, 8, 52, 18, 44, 53]
[16, 8, 52, 18, 44, 54]
[16, 8, 18, 44, 53, 54]
[16, 49, 8, 50, 18, 51]
[16, 49, 8, 50, 52, 18]
[16, 49, 8, 50, 18, 53]
[16, 49, 8, 50, 18, 54]
[16, 49, 8, 52, 18, 51]
[16, 49, 8, 18, 51, 53]
[16, 49, 8, 18, 51, 54]
[16, 49, 8, 52, 18, 53]
[16, 49, 8, 52, 18, 54]
[16, 49, 8, 18, 53, 54]
[16, 8, 50, 52, 18, 51]
[16, 8, 50, 18, 51, 53]
[16, 8, 50, 18, 51, 54]
[16, 8, 50, 52, 18, 53]
[16, 8, 50, 52, 18, 54]
[16, 8, 50, 18, 53, 54]
[16, 8, 52, 18, 51, 53]
[16, 8, 52, 18, 51, 54]
[16, 8, 18, 51, 53, 54]
[16, 8, 52, 18, 53, 54]
[40, 16, 42, 8, 43, 44]
[40, 16, 42, 49, 8, 43]
[40, 16, 42, 8, 43, 50]
[40, 16, 42, 8, 43, 51]
[40, 16, 42, 8, 43, 52]
[40, 16, 42, 8, 43, 53]
[40, 16, 42, 8, 43, 54]
[40, 16, 42, 49, 8, 44]
[40, 16, 42, 8, 50, 44]
[40, 16, 42, 8, 44, 51]
[40, 16, 42, 8, 52, 44]
[40, 16, 42, 8, 44, 53]
[40, 16, 42, 8, 44, 54]
[40, 16, 42, 49, 8, 50]
[40, 16, 42, 49, 8, 51]
[40, 16, 42, 49, 8, 52]
[40, 16, 42, 49, 8, 53]
[40, 16, 42, 49, 8, 54]
[40, 16, 42, 8, 50, 51]
