[[2], [3, 5], [4], [6, 7]]
[5, 14, 40, 7, 42, 8, 52, 9, 18, 44, 53]
[5, 14, 40, 7, 42, 8, 52, 9, 18, 44, 54]
[5, 14, 40, 7, 42, 8, 9, 18, 44, 53, 54]
[5, 14, 40, 7, 42, 49, 8, 50, 9, 18, 51]
[5, 14, 40, 7, 42, 49, 8, 50, 52, 9, 18]
[5, 14, 40, 7, 42, 49, 8, 50, 9, 18, 53]
[5, 14, 40, 7, 42, 49, 8, 50, 9, 18, 54]
[5, 14, 40, 7, 42, 49, 8, 52, 9, 18, 51]
[5, 14, 40, 7, 42, 49, 8, 9, 18, 51, 53]
[5, 14, 40, 7, 42, 49, 8, 9, 18, 51, 54]
[5, 14, 40, 7, 42, 49, 8, 52, 9, 18, 53]
[5, 14, 40, 7, 42, 49, 8, 52, 9, 18, 54]
[5, 14, 40, 7, 42, 49, 8, 9, 18, 53, 54]
[5, 14, 40, 7, 42, 8, 50, 52, 9, 18, 51]
[5, 14, 40, 7, 42, 8, 50, 9, 18, 51, 53]
[5, 14, 40, 7, 42, 8, 50, 9, 18, 51, 54]
[5, 14, 40, 7, 42, 8, 50, 52, 9, 18, 53]
[5, 14, 40, 7, 42, 8, 50, 52, 9, 18, 54]
[5, 14, 40, 7, 42, 8, 50, 9, 18, 53, 54]
[5, 14, 40, 7, 42, 8, 52, 9, 18, 51, 53]
[5, 14, 40, 7, 42, 8, 52, 9, 18, 51, 54]
[5, 14, 40, 7, 42, 8, 9, 18, 51, 53, 54]
[5, 14, 40, 7, 42, 8, 52, 9, 18, 53, 54]
[5, 14, 40, 7, 49, 8, 43, 50, 9, 18, 44]
[5, 14, 40, 7, 49, 8, 43, 9, 18, 44, 51]
[5, 14, 40, 7, 49, 8, 43, 52, 9, 18, 44]
[5, 14, 40, 7, 49, 8, 43, 9, 18, 44, 53]
[5, 14, 40, 7, 49, 8, 43, 9, 18, 44, 54]
[5, 14, 40, 7, 8, 43, 50, 9, 18, 44, 51]
[5, 14, 40, 7, 8, 43, 50, 52, 9, 18, 44]
[5, 14, 40, 7, 8, 43, 50, 9, 18, 44, 53]
[5, 14, 40, 7, 8, 43, 50, 9, 18, 44, 54]
[5, 14, 40, 7, 8, 43, 52, 9, 18, 44, 51]
[5, 14, 40, 7, 8, 43, 9, 18, 44, 51, 53]
[5, 14, 40, 7, 8, 43, 9, 18, 44, 51, 54]
[5, 14, 40, 7, 8, 43, 52, 9, 18, 44, 53]
[5, 14, 40, 7, 8, 43, 52, 9, 18, 44, 54]
[5, 14, 40, 7, 8, 43, 9, 18, 44, 53, 54]
[5, 14, 40, 7, 49, 8, 43, 50, 9, 18, 51]
[5, 14, 40, 7, 49, 8, 43, 50, 52, 9, 18]
[5, 14, 40, 7, 49, 8, 43, 50, 9, 18, 53]
[5, 14, 40, 7, 49, 8, 43, 50, 9, 18, 54]
[5, 14, 40, 7, 49, 8, 43, 52, 9, 18, 51]
[5, 14, 40, 7, 49, 8, 43, 9, 18, 51, 53]
[5, 14, 40, 7, 49, 8, 43, 9, 18, 51, 54]
[5, 14, 40, 7, 49, 8, 43, 52, 9, 18, 53]
[5, 14, 40, 7, 49, 8, 43, 52, 9, 18, 54]
[5, 14, 40, 7, 49, 8, 43, 9, 18, 53, 54]
[5, 14, 40, 7, 8, 43, 50, 52, 9, 18, 51]
[5, 14, 40, 7, 8, 43, 50, 9, 18, 51, 53]
[5, 14, 40, 7, 8, 43, 50, 9, 18, 51, 54]
[5, 14, 40, 7, 8, 43, 50, 52, 9, 18, 53]
