[ 1, 6, 15, 7, 46, 49, 8, 47, 51, 54 ],1
[ 1, 6, 15, 7, 46, 49, 8, 50, 52, 48 ],2
[ 1, 6, 15, 7, 46, 49, 8, 50, 48, 53 ],1
[ 1, 6, 15, 7, 46, 49, 8, 50, 48, 54 ],1
[ 1, 6, 15, 7, 46, 49, 8, 52, 48, 51 ],2
[ 1, 6, 15, 7, 46, 49, 8, 48, 51, 53 ],1
[ 1, 6, 15, 7, 46, 49, 8, 48, 51, 54 ],1
[ 1, 6, 15, 7, 46, 49, 8, 52, 48, 53 ],1
[ 1, 6, 15, 7, 46, 49, 8, 48, 53, 54 ],1
[ 1, 6, 15, 7, 46, 49, 8, 50, 51, 54 ],1
[ 1, 6, 15, 7, 46, 49, 8, 50, 53, 54 ],1
[ 1, 6, 15, 7, 46, 49, 8, 52, 51, 54 ],1
[ 1, 6, 15, 7, 46, 49, 8, 51, 53, 54 ],1
[ 1, 6, 15, 7, 49, 8, 47, 50, 48, 53 ],1
[ 1, 6, 15, 7, 49, 8, 47, 48, 51, 53 ],1
[ 1, 6, 15, 7, 49, 8, 47, 50, 51, 54 ],1
[ 1, 6, 7, 16, 46, 8, 17, 47, 18, 54 ],1
[ 1, 6, 15, 7, 49, 8, 47, 50, 52, 54 ],1
[ 1, 6, 15, 7, 49, 8, 47, 52, 51, 54 ],2
[ 1, 6, 15, 7, 49, 8, 50, 52, 48, 51 ],1
[ 1, 6, 15, 7, 49, 8, 50, 48, 51, 54 ],2
[ 1, 6, 15, 7, 49, 8, 50, 52, 48, 53 ],2
[ 1, 6, 15, 7, 49, 8, 50, 48, 53, 54 ],2
[ 1, 6, 15, 7, 49, 8, 52, 48, 51, 53 ],1
[ 1, 6, 15, 7, 49, 8, 52, 48, 51, 54 ],1
[ 1, 6, 45, 7, 16, 8, 17, 50, 18, 54 ],1
[ 1, 6, 7, 16, 46, 49, 8, 17, 18, 54 ],2
[ 1, 6, 7, 16, 46, 8, 17, 18, 51, 54 ],1
[ 1, 6, 7, 16, 46, 8, 17, 52, 18, 54 ],1
[ 1, 6, 7, 16, 49, 8, 17, 47, 18, 48 ],1
[ 1, 6, 7, 16, 49, 8, 17, 52, 18, 48 ],1
[ 1, 6, 7, 16, 49, 8, 17, 50, 18, 54 ],1
[ 1, 6, 45, 7, 16, 8, 17, 47, 48, 51 ],1
[ 1, 6, 45, 7, 16, 49, 8, 17, 47, 51 ],1
[ 1, 6, 45, 7, 16, 8, 17, 48, 53, 54 ],1
[ 1, 6, 45, 7, 46, 49, 8, 18, 51, 54 ],1
[ 1, 6, 45, 7, 16, 8, 17, 50, 52, 54 ],2
[ 1, 6, 45, 7, 16, 8, 17, 51, 53, 54 ],2
[ 1, 6, 7, 16, 46, 8, 17, 47, 48, 54 ],1
[ 1, 6, 7, 16, 46, 49, 8, 17, 51, 54 ],1
[ 1, 6, 7, 16, 8, 17, 47, 48, 51, 53 ],2
[ 1, 6, 7, 16, 49, 8, 17, 52, 48, 53 ],1
[ 1, 6, 7, 16, 49, 8, 17, 51, 53, 54 ],1
[ 1, 6, 7, 16, 8, 17, 52, 51, 53, 54 ],1
[ 1, 6, 45, 7, 16, 46, 8, 47, 18, 51 ],1
[ 1, 6, 45, 7, 16, 46, 8, 18, 48, 51 ],2
[ 1, 6, 45, 7, 16, 46, 8, 18, 53, 54 ],1
[ 1, 6, 45, 7, 16, 8, 47, 18, 53, 54 ],1
[ 1, 6, 45, 7, 16, 49, 8, 18, 51, 53 ],2
[ 1, 6, 45, 7, 16, 8, 50, 52, 18, 54 ],2
[ 1, 6, 45, 7, 16, 8, 52, 18, 51, 53 ],1
[ 1, 6, 7, 16, 46, 8, 47, 52, 18, 54 ],2
