[[2, 8], [3, 8], [4, 8], [5, 8]]
[[6,10,12,18,26,106],[0, 1, 6, 7, 16, 8, 9, 54]]
[[6,10,12,18,26,106],[0, 1, 6, 7, 49, 8, 9, 48]]
[[8,10,17,10,28,55],[0, 1, 10, 6, 7, 16, 8, 54]]
[[6,10,9,18,41,79],[0, 1, 10, 6, 45, 7, 8, 51]]
[[8,8,8,28,28,86],[0, 1, 6, 7, 16, 8, 18, 54]]
[[8,10,11,26,18,55],[0, 1, 6, 45, 7, 16, 8, 54]]
[[8,8,11,20,43,59],[0, 1, 6, 7, 16, 46, 8, 54]]
[[8,8,8,28,28,86],[0, 1, 6, 7, 16, 49, 8, 48]]
[[8,10,11,14,48,55],[0, 1, 6, 7, 16, 8, 48, 51]]
[[8,10,11,26,18,55],[0, 1, 6, 7, 16, 49, 8, 54]]
[[7,11,7,19,42,83],[0, 1, 6, 7, 16, 8, 50, 54]]
[[8,8,14,8,58,62],[0, 1, 6, 7, 16, 8, 51, 54]]
[[7,11,13,15,37,71],[0, 1, 6, 7, 16, 8, 52, 54]]
[[7,11,10,23,32,68],[0, 1, 6, 7, 16, 8, 53, 54]]
[[6,10,9,18,41,79],[0, 1, 6, 7, 49, 8, 18, 54]]
[[6,10,9,18,41,79],[0, 1, 6, 7, 49, 8, 48, 51]]
[[6,10,9,14,51,61],[0, 1, 6, 7, 49, 8, 51, 54]]
[[7,11,10,23,32,68],[0, 1, 10, 6, 7, 16, 9, 54]]
[[7,13,7,25,27,55],[0, 1, 10, 6, 45, 7, 9, 51]]
[[5,15,8,23,25,84],[0, 1, 10, 6, 7, 9, 51, 54]]
[[7,11,13,15,32,77],[0, 1, 6, 7, 16, 9, 51, 54]]
[[7,11,13,19,17,95],[0, 1, 6, 7, 49, 9, 18, 54]]
[[7,11,10,23,32,68],[0, 1, 6, 45, 7, 49, 9, 48]]
[[5,15,8,23,25,84],[0, 1, 6, 45, 7, 49, 9, 51]]
[[7,11,13,19,17,95],[0, 1, 6, 7, 46, 49, 9, 54]]
[[7,11,13,15,32,77],[0, 1, 6, 7, 49, 9, 48, 51]]
[[8,8,11,28,33,41],[0, 1, 6, 7, 49, 50, 9, 54]]
[[8,8,11,28,33,41],[0, 1, 6, 7, 49, 9, 53, 54]]
[[5,15,5,31,25,63],[0, 1, 10, 6, 15, 7, 16, 54]]
[[7,11,7,19,42,83],[0, 1, 10, 6, 15, 7, 51, 54]]
[[4,12,7,32,14,69],[0, 1, 10, 6, 7, 16, 17, 54]]
[[5,13,11,21,20,109],[0, 1, 10, 6, 45, 7, 16, 54]]
[[7,13,7,29,22,49],[0, 1, 10, 6, 7, 16, 48, 51]]
[[6,10,12,26,16,88],[0, 1, 10, 6, 7, 16, 52, 54]]
[[7,11,7,23,37,77],[0, 1, 10, 6, 7, 49, 18, 48]]
[[5,15,5,31,25,63],[0, 1, 10, 6, 7, 18, 48, 51]]
[[7,11,7,23,37,77],[0, 1, 10, 6, 7, 49, 18, 54]]
[[2,16,5,20,52,79],[0, 1, 10, 6, 45, 7, 47, 51]]
[[5,15,8,23,25,84],[0, 1, 10, 6, 45, 7, 48, 51]]
[[5,13,14,25,15,82],[0, 1, 10, 6, 45, 7, 49, 51]]
[[4,12,4,20,29,84],[0, 1, 10, 6, 45, 7, 52, 51]]
[[6,10,12,18,36,88],[0, 1, 10, 6, 45, 7, 51, 53]]
[[7,13,7,29,22,49],[0, 1, 10, 6, 7, 46, 48, 51]]
[[6,10,12,18,36,88],[0, 1, 10, 6, 7, 47, 48, 51]]
[[8,10,11,18,38,55],[0, 1, 10, 6, 7, 47, 51, 54]]
[[6,10,9,18,41,79],[0, 1, 10, 6, 7, 49, 50, 48]]
[[8,10,11,26,18,55],[0, 1, 10, 6, 7, 50, 48, 51]]
[[8,10,11,18,38,55],[0, 1, 10, 6, 7, 52, 48, 51]]
[[6,12,6,20,31,108],[0, 1, 10, 6, 7, 48, 51, 53]]
[[7,13,7,25,27,55],[0, 1, 10, 6, 7, 48, 51, 54]]
[[6,10,12,18,36,88],[0, 1, 10, 6, 7, 52, 51, 54]]
[[4,12,4,32,39,66],[0, 1, 10, 6, 7, 51, 53, 54]]
[[6,10,6,18,36,88],[0, 1, 6, 15, 7, 16, 17, 54]]
[[7,11,7,19,42,83],[0, 1, 6, 15, 7, 16, 18, 54]]
[[7,11,7,23,37,77],[0, 1, 6, 15, 45, 7, 16, 51]]
[[5,15,5,31,25,63],[0, 1, 6, 15, 45, 7, 16, 54]]
[[7,11,10,23,32,68],[0, 1, 6, 15, 7, 16, 46, 54]]
[[6,10,12,18,26,106],[0, 1, 6, 15, 7, 16, 47, 54]]
[[7,11,7,19,42,83],[0, 1, 6, 15, 7, 16, 48, 54]]
[[9,11,9,15,29,59],[0, 1, 6, 15, 7, 16, 49, 54]]
[[8,8,8,28,28,86],[0, 1, 6, 15, 7, 16, 50, 54]]
[[8,10,11,26,18,55],[0, 1, 6, 15, 7, 16, 52, 54]]
[[8,8,11,20,43,59],[0, 1, 6, 15, 7, 16, 53, 54]]
[[6,10,6,18,36,88],[0, 1, 6, 15, 7, 49, 17, 48]]
