[[1, 5, 7], [2, 4], [3, 5], [6, 7]]
[[4,6,7,30,39,93],[4, 34, 42, 49, 38, 43, 50, 9, 44, 51, 53]]
[[3,3,24,15,48,84],[4, 34, 42, 49, 38, 43, 50, 9, 44, 51, 54]]
[[2,4,26,24,27,88],[4, 34, 42, 49, 38, 43, 52, 9, 44, 53, 54]]
[[3,9,21,29,28,75],[4, 34, 42, 38, 43, 52, 9, 44, 51, 53, 54]]
[[3,5,3,13,33,89],[4, 34, 42, 49, 38, 43, 50, 9, 51, 53, 54]]
[[3,7,3,15,23,73],[4, 34, 42, 49, 38, 50, 52, 9, 44, 51, 53]]
[[1,7,7,23,36,67],[4, 34, 49, 38, 43, 50, 52, 9, 44, 53, 54]]
[[2,6,23,26,32,75],[4, 34, 38, 43, 50, 52, 9, 44, 51, 53, 54]]
[[3,5,18,17,23,110],[4, 34, 40, 42, 49, 43, 52, 9, 39, 44, 53]]
[[2,4,14,20,17,58],[4, 34, 40, 42, 49, 43, 52, 9, 39, 44, 54]]
[[2,4,8,24,37,76],[4, 34, 40, 42, 43, 50, 52, 9, 39, 44, 54]]
[[4,10,10,22,24,82],[4, 34, 40, 42, 43, 50, 9, 39, 44, 53, 54]]
[[4,8,10,16,44,80],[4, 34, 40, 42, 43, 52, 9, 39, 44, 51, 53]]
[[3,7,21,23,33,67],[4, 34, 40, 42, 43, 9, 39, 44, 51, 53, 54]]
[[4,8,22,20,29,110],[4, 34, 40, 42, 49, 43, 50, 52, 9, 39, 51]]
[[3,5,18,13,33,98],[4, 34, 40, 42, 49, 43, 50, 9, 39, 51, 54]]
[[2,8,14,24,57,68],[4, 34, 40, 42, 49, 43, 52, 9, 39, 53, 54]]
[[2,4,14,20,37,82],[4, 34, 40, 42, 43, 50, 52, 9, 39, 53, 54]]
[[4,10,25,14,9,91],[4, 34, 40, 42, 49, 50, 9, 39, 44, 51, 54]]
[[3,9,18,21,28,78],[4, 34, 40, 42, 49, 52, 9, 39, 44, 53, 54]]
[[3,7,18,23,33,106],[4, 34, 40, 42, 50, 52, 9, 39, 44, 53, 54]]
[[2,4,20,20,22,76],[4, 34, 40, 42, 52, 9, 39, 44, 51, 53, 54]]
[[3,5,15,17,33,65],[4, 34, 40, 42, 49, 50, 52, 9, 39, 51, 53]]
[[2,6,5,14,27,87],[4, 34, 40, 42, 49, 50, 52, 9, 39, 51, 54]]
[[4,6,4,18,79,66],[4, 34, 40, 42, 49, 50, 9, 39, 51, 53, 54]]
[[4,8,10,28,49,104],[4, 34, 40, 49, 43, 50, 52, 9, 39, 44, 53]]
[[3,5,9,17,23,71],[4, 34, 40, 49, 43, 50, 52, 9, 39, 44, 54]]
[[5,11,8,23,30,98],[4, 34, 40, 49, 43, 50, 9, 39, 44, 53, 54]]
[[5,9,11,33,30,63],[4, 34, 40, 49, 43, 52, 9, 39, 44, 51, 53]]
[[4,6,7,30,29,87],[4, 34, 40, 49, 43, 52, 9, 39, 44, 51, 54]]
[[4,8,16,20,34,98],[4, 34, 40, 49, 43, 9, 39, 44, 51, 53, 54]]
[[4,8,13,12,29,89],[4, 34, 40, 43, 50, 52, 9, 39, 44, 51, 54]]
[[1,5,16,33,31,92],[4, 34, 40, 49, 43, 50, 52, 9, 39, 53, 54]]
[[2,4,14,20,27,88],[4, 34, 40, 49, 43, 52, 9, 39, 51, 53, 54]]
[[2,6,17,26,22,93],[4, 34, 40, 43, 50, 52, 9, 39, 51, 53, 54]]
[[1,5,4,21,31,80],[4, 34, 40, 49, 52, 9, 39, 44, 51, 53, 54]]
[[1,5,7,21,46,59],[4, 34, 40, 50, 52, 9, 39, 44, 51, 53, 54]]
[[5,9,17,29,30,63],[4, 34, 42, 49, 43, 50, 9, 39, 44, 51, 53]]
[[4,4,16,16,29,64],[4, 34, 42, 49, 43, 50, 9, 39, 44, 51, 54]]
[[3,5,12,13,23,50],[4, 34, 42, 49, 43, 50, 52, 9, 39, 51, 53]]
[[4,6,13,14,19,87],[4, 34, 42, 49, 43, 50, 9, 39, 51, 53, 54]]
[[4,4,10,12,44,76],[4, 34, 42, 49, 50, 52, 9, 39, 44, 51, 53]]
[[3,5,18,13,33,74],[4, 34, 42, 49, 50, 52, 9, 39, 51, 53, 54]]
[[2,4,20,16,27,76],[4, 34, 49, 43, 50, 52, 9, 39, 44, 53, 54]]
[[1,3,13,27,21,99],[4, 34, 49, 43, 52, 9, 39, 44, 51, 53, 54]]
