[[0, 4, 8], [2, 4], [3, 5], [6, 7]]
[[2,2,14,18,37,104],[13, 34, 14, 40, 16, 37, 17, 43, 52, 39, 54]]
[[3,5,6,25,43,62],[13, 34, 14, 40, 16, 37, 49, 17, 50, 39, 44]]
[[3,5,15,29,38,53],[13, 34, 14, 40, 16, 37, 49, 17, 52, 39, 44]]
[[2,6,14,22,27,96],[13, 34, 14, 40, 16, 37, 49, 17, 39, 44, 54]]
[[4,4,10,20,49,124],[13, 34, 14, 40, 16, 37, 17, 50, 39, 44, 51]]
[[2,6,14,22,22,90],[13, 34, 14, 40, 16, 37, 17, 50, 52, 39, 44]]
[[3,3,9,15,28,93],[13, 34, 14, 40, 16, 37, 17, 50, 39, 44, 53]]
[[3,5,3,5,58,83],[13, 34, 14, 40, 16, 37, 17, 50, 39, 44, 54]]
[[3,3,18,19,43,90],[13, 34, 14, 40, 16, 37, 17, 39, 44, 51, 53]]
[[1,5,4,17,36,68],[13, 34, 14, 40, 16, 37, 17, 39, 44, 51, 54]]
[[3,5,18,25,33,86],[13, 34, 14, 40, 16, 37, 17, 52, 39, 44, 54]]
[[2,4,5,12,37,79],[13, 34, 14, 40, 16, 37, 17, 39, 44, 53, 54]]
[[2,6,11,30,47,57],[13, 34, 14, 40, 16, 37, 49, 17, 50, 39, 51]]
[[1,3,10,15,36,54],[13, 34, 14, 40, 16, 37, 49, 17, 50, 39, 54]]
[[2,2,5,10,27,71],[13, 34, 14, 40, 16, 37, 49, 17, 52, 39, 51]]
[[1,3,13,31,26,105],[13, 34, 14, 40, 16, 37, 49, 17, 52, 39, 54]]
[[2,8,14,20,52,68],[13, 34, 14, 40, 16, 37, 49, 17, 39, 53, 54]]
[[3,5,12,21,33,92],[13, 34, 14, 40, 16, 37, 17, 50, 52, 39, 51]]
[[2,4,5,32,47,61],[13, 34, 14, 40, 16, 37, 17, 50, 39, 51, 54]]
[[3,5,12,13,28,62],[13, 34, 14, 40, 16, 37, 17, 50, 39, 53, 54]]
[[2,4,11,12,27,55],[13, 34, 14, 40, 16, 37, 17, 52, 39, 51, 54]]
[[1,5,7,21,11,89],[13, 34, 14, 40, 16, 37, 17, 39, 51, 53, 54]]
[[2,8,8,44,52,50],[13, 34, 14, 16, 37, 42, 17, 43, 50, 39, 44]]
[[2,8,8,16,47,74],[13, 34, 14, 16, 37, 42, 17, 43, 52, 39, 44]]
[[3,5,6,9,28,80],[13, 34, 14, 16, 37, 42, 17, 43, 39, 44, 53]]
[[2,4,8,8,17,100],[13, 34, 14, 16, 37, 42, 49, 17, 43, 39, 51]]
[[1,7,4,23,46,64],[13, 34, 14, 16, 37, 42, 49, 17, 43, 39, 54]]
[[3,3,6,7,33,108],[13, 34, 14, 16, 37, 42, 17, 43, 50, 39, 51]]
[[2,6,2,22,32,66],[13, 34, 14, 16, 37, 42, 17, 43, 50, 39, 54]]
[[3,7,6,27,43,88],[13, 34, 14, 16, 37, 42, 17, 43, 52, 39, 51]]
[[4,6,13,22,34,93],[13, 34, 14, 16, 37, 42, 17, 43, 39, 51, 53]]
[[2,8,8,24,37,92],[13, 34, 14, 16, 37, 42, 17, 43, 39, 51, 54]]
[[2,6,8,14,47,84],[13, 34, 14, 16, 37, 42, 17, 43, 52, 39, 54]]
[[3,5,6,13,43,116],[13, 34, 14, 16, 37, 42, 17, 43, 39, 53, 54]]
[[3,7,9,11,48,85],[13, 34, 14, 16, 37, 42, 49, 17, 39, 44, 51]]
[[3,5,6,9,58,92],[13, 34, 14, 16, 37, 42, 49, 17, 52, 39, 44]]
[[2,6,14,14,32,90],[13, 34, 14, 16, 37, 42, 49, 17, 39, 44, 54]]
[[4,6,13,26,44,117],[13, 34, 14, 16, 37, 42, 17, 50, 39, 44, 51]]
[[2,6,8,18,27,72],[13, 34, 14, 16, 37, 42, 17, 50, 52, 39, 44]]
[[3,11,9,35,43,59],[13, 34, 14, 16, 37, 42, 17, 50, 39, 44, 53]]
[[3,7,9,23,28,103],[13, 34, 14, 16, 37, 42, 17, 39, 44, 51, 53]]
[[1,9,7,17,26,81],[13, 34, 14, 16, 37, 42, 17, 39, 44, 51, 54]]
[[3,7,12,31,38,64],[13, 34, 14, 16, 37, 42, 17, 52, 39, 44, 53]]
[[3,3,12,27,38,66],[13, 34, 14, 16, 37, 42, 17, 52, 39, 44, 54]]
[[2,2,2,14,32,50],[13, 34, 14, 16, 37, 42, 49, 17, 50, 39, 51]]
[[1,1,13,17,36,79],[13, 34, 14, 16, 37, 42, 49, 17, 50, 39, 54]]
[[3,5,18,13,23,98],[13, 34, 14, 16, 37, 42, 49, 17, 39, 51, 53]]
[[3,5,12,17,33,98],[13, 34, 14, 16, 37, 42, 49, 17, 39, 51, 54]]
[[1,3,7,15,66,45],[13, 34, 14, 16, 37, 42, 49, 17, 52, 39, 54]]
[[3,3,21,23,53,87],[13, 34, 14, 16, 37, 42, 17, 50, 52, 39, 51]]
[[4,6,7,22,59,57],[13, 34, 14, 16, 37, 42, 17, 50, 39, 51, 53]]
[[2,2,11,30,57,65],[13, 34, 14, 16, 37, 42, 17, 50, 52, 39, 54]]
[[4,6,10,30,49,78],[13, 34, 14, 16, 37, 42, 17, 52, 39, 51, 53]]
[[1,5,4,21,51,56],[13, 34, 14, 16, 37, 42, 17, 39, 51, 53, 54]]
[[3,5,21,13,33,89],[13, 34, 14, 16, 37, 42, 17, 52, 39, 53, 54]]
[[3,7,12,35,38,94],[13, 34, 14, 16, 37, 49, 17, 43, 39, 44, 51]]
[[3,7,12,35,38,58],[13, 34, 14, 16, 37, 49, 17, 43, 52, 39, 44]]
[[4,6,7,26,44,99],[13, 34, 14, 16, 37, 49, 17, 43, 39, 44, 53]]
[[2,2,5,30,32,77],[13, 34, 14, 16, 37, 17, 43, 50, 52, 39, 44]]
[[3,7,12,15,33,112],[13, 34, 14, 16, 37, 17, 43, 50, 39, 44, 53]]
[[3,7,15,27,33,115],[13, 34, 14, 16, 37, 17, 43, 50, 39, 44, 54]]
[[3,3,6,19,33,90],[13, 34, 14, 16, 37, 17, 43, 39, 44, 51, 53]]
[[1,3,7,15,41,51],[13, 34, 14, 16, 37, 17, 43, 39, 44, 51, 54]]
[[3,5,15,29,48,41],[13, 34, 14, 16, 37, 17, 43, 52, 39, 44, 53]]
[[2,6,8,14,32,108],[13, 34, 14, 16, 37, 17, 43, 39, 44, 53, 54]]
[[2,2,11,10,32,71],[13, 34, 14, 16, 37, 49, 17, 43, 50, 39, 51]]
[[1,5,10,13,46,50],[13, 34, 14, 16, 37, 49, 17, 43, 50, 39, 54]]
[[3,7,9,11,38,73],[13, 34, 14, 16, 37, 49, 17, 43, 39, 51, 53]]
[[1,5,7,33,71,83],[13, 34, 14, 16, 37, 49, 17, 43, 52, 39, 54]]
[[3,7,6,15,63,94],[13, 34, 14, 16, 37, 17, 43, 50, 52, 39, 51]]
[[2,8,11,28,62,59],[13, 34, 14, 16, 37, 17, 43, 50, 39, 51, 54]]
[[4,8,19,20,34,95],[13, 34, 14, 16, 37, 17, 43, 52, 39, 51, 53]]
[[1,1,7,21,71,67],[13, 34, 14, 16, 37, 17, 43, 39, 51, 53, 54]]
[[3,7,9,15,58,73],[13, 34, 14, 16, 37, 49, 17, 50, 39, 44, 51]]
[[3,9,12,25,48,102],[13, 34, 14, 16, 37, 49, 17, 50, 52, 39, 44]]
[[2,6,11,14,57,69],[13, 34, 14, 16, 37, 49, 17, 50, 39, 44, 54]]
[[2,10,8,50,52,40],[13, 34, 14, 16, 37, 49, 17, 39, 44, 51, 53]]
[[2,4,8,12,37,76],[13, 34, 14, 16, 37, 49, 17, 39, 44, 51, 54]]
[[2,4,14,28,52,70],[13, 34, 14, 16, 37, 49, 17, 52, 39, 44, 54]]
[[1,1,7,13,16,73],[13, 34, 14, 16, 37, 49, 17, 39, 44, 53, 54]]
[[3,9,15,33,43,69],[13, 34, 14, 16, 37, 17, 50, 39, 44, 51, 53]]
[[3,5,9,21,33,107],[13, 34, 14, 16, 37, 17, 50, 52, 39, 44, 54]]
[[2,4,14,12,27,88],[13, 34, 14, 16, 37, 17, 50, 39, 44, 53, 54]]
[[3,9,9,29,38,75],[13, 34, 14, 16, 37, 17, 52, 39, 44, 51, 53]]
[[1,5,13,25,16,83],[13, 34, 14, 16, 37, 17, 52, 39, 44, 51, 54]]
[[2,2,17,10,22,101],[13, 34, 14, 16, 37, 17, 39, 44, 51, 53, 54]]
[[2,8,8,24,22,98],[13, 34, 14, 16, 37, 17, 52, 39, 44, 53, 54]]
[[2,2,8,10,27,80],[13, 34, 14, 16, 37, 49, 17, 50, 52, 39, 51]]
[[3,7,6,23,38,94],[13, 34, 14, 16, 37, 49, 17, 50, 39, 51, 53]]
[[3,7,12,11,43,88],[13, 34, 14, 16, 37, 49, 17, 50, 39, 51, 54]]
[[1,5,10,13,61,56],[13, 34, 14, 16, 37, 49, 17, 50, 52, 39, 54]]
[[2,10,11,30,27,103],[13, 34, 14, 16, 37, 49, 17, 50, 39, 53, 54]]
[[2,4,11,16,22,97],[13, 34, 14, 16, 37, 49, 17, 39, 51, 53, 54]]
[[2,6,11,26,37,105],[13, 34, 14, 16, 37, 49, 17, 52, 39, 53, 54]]
[[2,4,8,12,12,118],[13, 34, 14, 16, 37, 17, 50, 52, 39, 51, 54]]
[[1,5,10,9,41,50],[13, 34, 14, 16, 37, 17, 50, 39, 51, 53, 54]]
[[3,5,15,17,43,113],[13, 34, 14, 16, 37, 17, 50, 52, 39, 53, 54]]
[[1,5,10,17,41,50],[13, 34, 14, 16, 37, 17, 52, 39, 51, 53, 54]]
[[4,6,13,18,59,87],[13, 34, 14, 40, 16, 37, 42, 49, 17, 43, 44]]
[[5,11,11,35,30,47],[13, 34, 14, 40, 16, 37, 42, 17, 43, 52, 44]]
[[2,4,8,20,27,82],[13, 34, 14, 40, 16, 37, 42, 17, 43, 44, 54]]
[[5,9,14,25,45,66],[13, 34, 14, 40, 16, 37, 42, 49, 17, 43, 51]]
[[4,10,7,34,44,85],[13, 34, 14, 40, 16, 37, 42, 49, 17, 43, 54]]
[[3,5,9,13,28,101],[13, 34, 14, 40, 16, 37, 42, 17, 43, 50, 54]]
