[[0, 4, 8], [2, 4], [3, 5], [6, 7]]
[[4,8,10,16,49,50],[40, 16, 37, 42, 17, 50, 54]]
[[2,6,8,14,42,78],[40, 16, 37, 42, 17, 51, 54]]
[[4,6,10,22,49,84],[40, 16, 37, 17, 43, 52, 44]]
[[3,7,6,23,43,94],[40, 16, 37, 17, 43, 44, 53]]
[[3,3,12,19,43,84],[40, 16, 37, 49, 17, 43, 54]]
[[4,6,7,18,64,57],[40, 16, 37, 17, 43, 52, 54]]
[[3,5,6,37,13,56],[40, 16, 37, 17, 43, 53, 54]]
[[4,8,7,20,59,71],[40, 16, 37, 49, 17, 44, 53]]
[[2,6,11,34,62,57],[40, 16, 37, 49, 17, 44, 54]]
[[3,7,12,35,28,76],[40, 16, 37, 17, 52, 44, 53]]
[[4,6,13,22,44,129],[40, 16, 37, 17, 44, 53, 54]]
[[4,8,10,20,69,62],[40, 16, 37, 49, 17, 50, 51]]
[[4,8,13,28,49,77],[40, 16, 37, 49, 17, 52, 51]]
[[3,9,9,29,28,123],[40, 16, 37, 49, 17, 51, 53]]
[[3,5,3,13,33,89],[40, 16, 37, 49, 17, 51, 54]]
[[3,5,9,13,38,125],[40, 16, 37, 49, 17, 52, 54]]
[[2,2,14,6,17,92],[40, 16, 37, 49, 17, 53, 54]]
[[5,9,14,25,30,102],[40, 16, 37, 17, 50, 52, 51]]
[[2,4,11,16,37,55],[40, 16, 37, 17, 50, 51, 54]]
[[3,5,12,29,48,68],[40, 16, 37, 17, 50, 53, 54]]
[[4,10,13,38,29,61],[40, 16, 37, 17, 52, 51, 53]]
[[2,4,8,28,47,40],[40, 16, 37, 17, 52, 51, 54]]
[[3,5,6,13,48,80],[40, 16, 37, 17, 51, 53, 54]]
[[4,6,16,18,44,108],[16, 37, 42, 17, 43, 50, 44]]
[[4,4,7,20,39,85],[16, 37, 42, 17, 43, 44, 51]]
[[4,10,16,26,24,106],[16, 37, 42, 49, 17, 43, 51]]
[[4,6,7,18,49,45],[16, 37, 42, 17, 43, 50, 54]]
[[5,11,8,35,40,62],[16, 37, 42, 17, 43, 52, 51]]
