[ 0, 4, 5, 35, 40, 42, 49, 8, 38, 50, 52, 44, 54 ],1
[ 0, 4, 5, 35, 40, 42, 49, 8, 38, 44, 51, 53, 54 ],1
[ 0, 4, 5, 35, 40, 49, 8, 38, 43, 50, 52, 44, 53 ],1
[ 0, 4, 5, 35, 42, 49, 8, 38, 43, 50, 52, 44, 51 ],1
[ 0, 4, 5, 35, 42, 49, 8, 38, 43, 50, 44, 51, 53 ],1
[ 0, 4, 5, 35, 42, 49, 8, 38, 43, 50, 44, 51, 54 ],1
[ 0, 4, 5, 35, 42, 49, 8, 38, 43, 50, 52, 44, 53 ],1
[ 0, 4, 5, 35, 42, 8, 38, 43, 50, 44, 51, 53, 54 ],2
[ 0, 4, 5, 35, 42, 49, 8, 38, 43, 50, 52, 51, 53 ],1
[ 0, 4, 5, 35, 42, 49, 8, 38, 43, 50, 51, 53, 54 ],1
[ 0, 4, 5, 37, 42, 49, 8, 38, 43, 50, 52, 51, 53 ],1
[ 0, 4, 5, 35, 49, 8, 38, 43, 50, 44, 51, 53, 54 ],1
[ 0, 4, 5, 35, 40, 42, 8, 43, 50, 39, 44, 51, 53 ],1
[ 0, 4, 5, 35, 40, 42, 8, 43, 50, 52, 39, 44, 53 ],1
[ 0, 4, 5, 35, 40, 42, 8, 43, 50, 39, 44, 53, 54 ],1
[ 0, 4, 5, 35, 40, 42, 8, 43, 52, 39, 44, 51, 54 ],1
[ 0, 4, 5, 35, 40, 42, 8, 43, 39, 44, 51, 53, 54 ],1
[ 0, 4, 5, 35, 40, 49, 8, 43, 50, 52, 39, 44, 53 ],1
[ 0, 4, 5, 35, 40, 49, 8, 43, 50, 39, 44, 53, 54 ],1
[ 0, 4, 5, 35, 40, 49, 8, 43, 52, 39, 44, 51, 54 ],1
[ 0, 4, 5, 35, 42, 49, 8, 43, 50, 52, 39, 44, 51 ],1
[ 0, 4, 5, 35, 42, 49, 8, 43, 50, 39, 44, 51, 53 ],1
[ 0, 4, 5, 35, 42, 49, 8, 43, 50, 39, 44, 51, 54 ],1
[ 0, 4, 5, 35, 42, 49, 8, 43, 50, 52, 39, 44, 53 ],1
[ 0, 4, 5, 35, 42, 49, 8, 43, 50, 39, 44, 53, 54 ],1
[ 0, 4, 5, 35, 42, 49, 8, 43, 52, 39, 44, 51, 53 ],1
[ 0, 4, 5, 35, 40, 42, 49, 8, 43, 50, 52, 44, 54 ],1
[ 0, 4, 5, 35, 40, 42, 49, 8, 43, 52, 44, 51, 53 ],2
[ 0, 4, 5, 35, 40, 42, 49, 8, 43, 44, 51, 53, 54 ],1
[ 0, 4, 5, 35, 40, 42, 8, 43, 50, 44, 51, 53, 54 ],1
[ 0, 4, 5, 35, 40, 42, 49, 8, 50, 44, 51, 53, 54 ],1
[ 0, 4, 5, 40, 37, 42, 49, 8, 38, 43, 39, 44, 53 ],1
[ 0, 4, 5, 40, 37, 42, 8, 38, 43, 52, 39, 44, 53 ],2
[ 0, 4, 5, 40, 37, 42, 8, 38, 43, 39, 44, 53, 54 ],1
[ 0, 4, 5, 40, 37, 42, 49, 8, 38, 50, 52, 39, 51 ],1
[ 0, 4, 5, 40, 37, 42, 49, 8, 38, 50, 39, 51, 54 ],1
[ 0, 4, 5, 40, 37, 42, 8, 38, 50, 39, 51, 53, 54 ],1
[ 0, 4, 5, 40, 37, 49, 8, 38, 43, 50, 52, 39, 51 ],1
[ 0, 4, 5, 40, 37, 8, 38, 43, 50, 52, 39, 51, 53 ],1
[ 0, 4, 5, 40, 37, 49, 8, 38, 50, 39, 44, 51, 53 ],1
[ 0, 4, 5, 35, 40, 37, 42, 49, 43, 50, 52, 9, 51 ],1
[ 0, 4, 5, 40, 37, 49, 8, 38, 50, 39, 44, 51, 54 ],1
[ 0, 4, 5, 40, 37, 8, 38, 50, 52, 39, 44, 51, 53 ],1
[ 0, 4, 5, 37, 42, 49, 8, 38, 43, 50, 39, 44, 53 ],1
[ 0, 4, 5, 37, 42, 8, 38, 43, 50, 39, 44, 53, 54 ],1
[ 0, 4, 5, 37, 42, 8, 38, 43, 50, 39, 51, 53, 54 ],1
[ 0, 4, 5, 37, 42, 49, 8, 38, 50, 39, 44, 51, 54 ],1
[ 0, 4, 5, 37, 42, 49, 8, 38, 50, 52, 39, 44, 54 ],1
[ 0, 4, 5, 37, 42, 49, 8, 38, 52, 39, 44, 51, 54 ],1
[ 0, 4, 5, 37, 42, 49, 8, 38, 39, 44, 51, 53, 54 ],1
[ 0, 4, 5, 37, 42, 8, 38, 50, 52, 39, 44, 51, 53 ],1
[ 0, 4, 5, 37, 49, 8, 38, 43, 50, 52, 39, 44, 54 ],1
