[[2, 5], [3, 5], [4, 5], [6, 7]]
[[2,10,11,26,27,91],[0, 1, 10, 5, 14, 7, 16, 8, 17, 52, 9, 18, 51]]
[[4,8,10,16,24,92],[0, 1, 10, 5, 14, 40, 7, 16, 8, 17, 52, 9, 51]]
[[3,9,15,29,23,123],[0, 1, 10, 5, 14, 7, 16, 42, 8, 17, 52, 9, 51]]
[[4,12,13,20,24,87],[0, 1, 10, 5, 14, 7, 16, 8, 17, 50, 52, 9, 51]]
[[5,9,11,21,45,69],[0, 1, 10, 5, 14, 40, 7, 16, 8, 52, 9, 18, 51]]
[[4,10,13,22,19,103],[0, 1, 10, 5, 14, 7, 16, 49, 8, 52, 9, 18, 51]]
[[4,8,4,20,49,68],[0, 1, 10, 5, 14, 40, 7, 16, 49, 8, 52, 9, 51]]
[[2,10,8,26,27,58],[0, 1, 10, 5, 14, 40, 7, 16, 8, 52, 9, 53, 54]]
[[4,10,13,22,19,103],[0, 1, 10, 5, 14, 7, 16, 42, 8, 52, 9, 44, 51]]
[[4,12,4,28,19,72],[0, 1, 10, 5, 14, 7, 16, 8, 43, 52, 9, 44, 51]]
[[4,14,10,22,34,74],[0, 1, 10, 5, 14, 7, 8, 17, 50, 52, 9, 18, 51]]
[[3,11,18,31,18,80],[0, 1, 10, 5, 14, 7, 8, 17, 52, 9, 18, 53, 54]]
[[3,11,9,35,38,53],[0, 1, 10, 5, 14, 40, 7, 8, 17, 43, 52, 9, 51]]
[[4,8,16,8,24,92],[0, 1, 10, 5, 14, 40, 7, 8, 17, 50, 52, 9, 51]]
[[3,11,9,27,43,65],[0, 1, 10, 5, 14, 40, 7, 8, 17, 52, 9, 53, 54]]
[[3,9,12,29,23,90],[0, 1, 10, 5, 14, 7, 42, 8, 17, 50, 52, 9, 51]]
[[4,8,10,12,54,68],[0, 1, 10, 5, 14, 7, 49, 8, 17, 43, 52, 9, 51]]
[[3,9,9,29,33,93],[0, 1, 10, 5, 14, 7, 49, 8, 17, 50, 52, 9, 51]]
