[[1], [2, 4], [3, 5], [6, 7]]
[[3,7,3,15,48,85],[4, 34, 35, 37, 8, 39, 53, 54]]
[[4,6,16,14,34,78],[4, 34, 35, 40, 37, 8, 50, 54]]
[[3,5,15,5,23,65],[4, 34, 35, 37, 8, 43, 50, 54]]
[[2,2,2,14,42,26],[4, 34, 35, 37, 49, 8, 50, 54]]
[[4,8,7,12,39,65],[4, 34, 35, 37, 49, 8, 53, 54]]
[[3,5,6,17,33,110],[4, 34, 35, 37, 8, 50, 51, 54]]
[[3,5,18,17,33,134],[4, 34, 35, 37, 8, 50, 52, 54]]
[[3,5,6,33,38,68],[4, 34, 35, 37, 8, 51, 53, 54]]
[[3,9,18,25,18,108],[4, 34, 35, 37, 8, 52, 53, 54]]
[[4,4,10,36,34,100],[4, 34, 35, 8, 38, 50, 39, 54]]
[[4,6,7,22,34,63],[4, 34, 35, 8, 38, 39, 53, 54]]
[[3,9,15,29,63,33],[4, 34, 35, 40, 8, 38, 50, 54]]
[[2,10,8,46,52,46],[4, 34, 35, 42, 8, 38, 50, 54]]
[[4,8,19,16,34,77],[4, 34, 35, 8, 38, 43, 53, 54]]
[[4,10,10,38,34,70],[4, 34, 35, 8, 38, 50, 44, 54]]
[[4,8,13,16,54,83],[4, 34, 35, 8, 38, 44, 53, 54]]
[[3,5,9,13,33,89],[4, 34, 35, 49, 8, 38, 50, 54]]
[[2,8,11,24,32,77],[4, 34, 35, 8, 38, 50, 52, 54]]
[[4,10,7,14,34,55],[4, 34, 35, 8, 38, 50, 53, 54]]
[[4,8,10,32,44,92],[4, 34, 35, 8, 38, 52, 51, 54]]
[[5,7,17,23,30,61],[4, 34, 35, 40, 8, 39, 53, 54]]
[[4,4,10,36,34,100],[4, 34, 35, 42, 8, 50, 39, 54]]
[[4,6,7,22,34,63],[4, 34, 35, 42, 8, 39, 53, 54]]
[[4,6,10,46,14,66],[4, 34, 35, 8, 43, 50, 39, 54]]
[[4,4,19,12,49,85],[4, 34, 35, 8, 43, 39, 53, 54]]
[[4,10,10,38,34,70],[4, 34, 35, 8, 50, 39, 44, 54]]
[[3,5,15,5,23,65],[4, 34, 35, 49, 8, 50, 39, 54]]
[[2,4,11,32,52,61],[4, 34, 35, 8, 50, 39, 51, 54]]
[[4,8,7,24,64,77],[4, 34, 35, 8, 50, 52, 39, 54]]
[[4,8,4,28,39,92],[4, 34, 35, 8, 50, 39, 53, 54]]
[[2,6,5,14,52,75],[4, 34, 35, 8, 52, 39, 53, 54]]
[[3,9,15,29,63,33],[4, 34, 35, 40, 42, 8, 50, 54]]
[[5,9,11,33,15,75],[4, 34, 35, 40, 8, 43, 53, 54]]
[[3,11,9,31,43,83],[4, 34, 35, 40, 8, 50, 44, 54]]
[[3,13,9,33,38,61],[4, 34, 35, 40, 8, 44, 53, 54]]
[[4,6,10,14,44,66],[4, 34, 35, 40, 49, 8, 50, 54]]
[[5,9,14,25,25,90],[4, 34, 35, 40, 8, 50, 51, 54]]
[[3,5,12,25,33,98],[4, 34, 35, 40, 8, 50, 52, 54]]
[[4,8,19,16,34,77],[4, 34, 35, 42, 8, 43, 53, 54]]
