[[1], [2, 4], [3, 5], [6, 7]]
[[0,6,6,26,45,84],[0, 4, 35, 42, 52, 39, 44, 51, 53, 54]]
[[3,5,9,25,43,47],[0, 4, 35, 49, 43, 50, 39, 44, 51, 54]]
[[1,5,4,25,11,98],[0, 4, 35, 49, 43, 50, 52, 39, 44, 54]]
[[3,5,15,21,33,119],[0, 4, 35, 49, 43, 39, 44, 51, 53, 54]]
[[1,5,4,33,31,92],[0, 4, 35, 49, 43, 52, 39, 44, 53, 54]]
[[2,6,5,26,27,93],[0, 4, 35, 43, 50, 39, 44, 51, 53, 54]]
[[2,6,8,26,52,48],[0, 4, 35, 43, 50, 52, 39, 44, 53, 54]]
[[0,8,9,28,20,47],[0, 4, 35, 43, 52, 39, 44, 51, 53, 54]]
[[5,7,5,23,70,49],[0, 4, 35, 49, 43, 50, 39, 51, 53, 54]]
[[1,3,7,23,46,69],[0, 4, 35, 49, 43, 50, 52, 39, 53, 54]]
[[2,6,2,18,22,84],[0, 4, 35, 43, 50, 52, 39, 51, 53, 54]]
[[1,5,10,21,56,56],[0, 4, 35, 49, 52, 39, 44, 51, 53, 54]]
[[4,8,16,20,44,92],[0, 4, 35, 40, 42, 49, 43, 50, 44, 54]]
[[3,3,18,15,43,108],[0, 4, 35, 40, 42, 43, 50, 52, 44, 54]]
[[3,5,9,13,43,101],[0, 4, 35, 40, 42, 43, 52, 44, 51, 54]]
[[4,8,13,16,39,53],[0, 4, 35, 40, 42, 49, 43, 50, 53, 54]]
[[2,6,8,22,27,78],[0, 4, 35, 40, 42, 49, 43, 51, 53, 54]]
[[1,5,4,9,16,80],[0, 4, 35, 40, 42, 43, 50, 52, 53, 54]]
[[1,5,4,9,16,80],[0, 4, 35, 40, 42, 43, 52, 51, 53, 54]]
[[2,4,8,28,17,76],[0, 4, 35, 40, 42, 49, 50, 44, 51, 54]]
[[4,8,19,24,34,65],[0, 4, 35, 40, 42, 49, 50, 52, 44, 54]]
[[4,10,22,22,14,88],[0, 4, 35, 40, 42, 49, 50, 44, 53, 54]]
[[2,2,8,14,22,86],[0, 4, 35, 40, 42, 49, 52, 44, 51, 54]]
[[4,6,13,22,49,111],[0, 4, 35, 40, 42, 49, 44, 51, 53, 54]]
[[2,6,11,22,22,135],[0, 4, 35, 40, 42, 49, 52, 44, 53, 54]]
[[5,11,14,27,25,74],[0, 4, 35, 40, 42, 50, 44, 51, 53, 54]]
[[1,3,10,11,26,72],[0, 4, 35, 40, 42, 50, 52, 44, 53, 54]]
[[2,4,8,28,17,76],[0, 4, 35, 40, 49, 43, 50, 44, 51, 54]]
[[4,8,19,24,34,65],[0, 4, 35, 40, 49, 43, 50, 52, 44, 54]]
[[4,6,13,22,49,111],[0, 4, 35, 40, 49, 43, 50, 44, 53, 54]]
[[2,2,8,14,22,86],[0, 4, 35, 40, 49, 43, 52, 44, 51, 54]]
[[4,10,22,22,14,88],[0, 4, 35, 40, 49, 43, 44, 51, 53, 54]]
[[2,6,14,26,32,78],[0, 4, 35, 40, 49, 43, 52, 44, 53, 54]]
[[1,7,7,23,31,67],[0, 4, 35, 40, 43, 50, 52, 44, 53, 54]]
[[3,9,9,21,18,81],[0, 4, 35, 40, 43, 52, 44, 51, 53, 54]]
[[2,4,8,12,27,76],[0, 4, 35, 40, 49, 43, 50, 51, 53, 54]]
[[2,8,17,16,47,77],[0, 4, 35, 40, 49, 43, 50, 52, 53, 54]]
[[0,4,3,20,30,73],[0, 4, 35, 40, 49, 43, 52, 51, 53, 54]]
[[1,7,4,31,36,82],[0, 4, 35, 40, 43, 50, 52, 51, 53, 54]]
[[2,10,14,18,32,76],[0, 4, 35, 40, 49, 50, 52, 44, 53, 54]]
[[2,4,14,16,17,94],[0, 4, 35, 40, 49, 52, 44, 51, 53, 54]]
[[0,6,3,22,20,63],[0, 4, 35, 40, 49, 50, 52, 51, 53, 54]]
[[1,3,7,23,26,93],[0, 4, 35, 42, 49, 43, 50, 44, 51, 54]]
[[3,7,12,23,33,112],[0, 4, 35, 42, 49, 43, 50, 52, 44, 54]]
[[3,5,24,13,23,86],[0, 4, 35, 42, 49, 43, 50, 44, 53, 54]]
[[1,1,19,21,21,85],[0, 4, 35, 42, 49, 43, 52, 44, 51, 54]]
[[1,5,19,33,31,83],[0, 4, 35, 42, 49, 43, 52, 44, 53, 54]]
[[4,6,7,26,44,63],[0, 4, 35, 42, 43, 50, 44, 51, 53, 54]]
[[0,2,12,34,15,98],[0, 4, 35, 42, 43, 50, 52, 44, 53, 54]]
[[3,5,6,17,28,86],[0, 4, 35, 42, 49, 50, 44, 51, 53, 54]]
[[1,5,7,21,6,101],[0, 4, 35, 42, 49, 50, 52, 44, 53, 54]]
[[1,3,10,11,46,54],[0, 4, 35, 42, 49, 52, 44, 51, 53, 54]]
[[2,8,5,44,42,59],[0, 4, 35, 42, 50, 52, 44, 51, 53, 54]]
[[1,5,1,25,31,71],[0, 4, 35, 42, 49, 50, 52, 51, 53, 54]]
[[3,5,9,13,33,89],[0, 4, 35, 49, 43, 50, 44, 51, 53, 54]]
[[1,5,10,25,11,74],[0, 4, 35, 49, 43, 50, 52, 44, 53, 54]]
[[1,3,7,19,11,93],[0, 4, 35, 49, 43, 52, 44, 51, 53, 54]]
[[2,6,14,22,12,114],[0, 4, 40, 37, 42, 38, 43, 50, 39, 54]]
[[2,4,11,24,42,73],[0, 4, 40, 37, 42, 38, 50, 39, 44, 54]]
[[4,4,10,28,24,52],[0, 4, 40, 37, 42, 38, 39, 44, 53, 54]]
[[3,9,9,13,63,81],[0, 4, 40, 37, 42, 49, 38, 50, 39, 54]]
[[3,5,18,21,33,116],[0, 4, 40, 37, 42, 49, 38, 39, 53, 54]]
[[2,4,11,16,22,73],[0, 4, 40, 37, 42, 38, 50, 39, 51, 54]]
[[2,4,5,32,32,61],[0, 4, 40, 37, 42, 38, 50, 52, 39, 54]]
[[2,4,5,24,37,61],[0, 4, 40, 37, 42, 38, 50, 39, 53, 54]]
[[4,6,7,26,44,57],[0, 4, 40, 37, 42, 38, 39, 51, 53, 54]]
[[0,6,12,22,25,54],[0, 4, 40, 37, 42, 38, 52, 39, 53, 54]]
[[2,4,5,24,42,25],[0, 4, 40, 37, 38, 43, 50, 39, 44, 54]]
[[4,4,10,8,44,112],[0, 4, 40, 37, 38, 43, 39, 44, 53, 54]]
[[2,4,5,8,22,85],[0, 4, 40, 37, 38, 43, 50, 39, 51, 54]]
[[2,8,11,32,52,77],[0, 4, 40, 37, 38, 43, 50, 52, 39, 54]]
[[2,4,14,16,32,76],[0, 4, 40, 37, 38, 43, 52, 39, 51, 54]]
[[3,3,15,15,33,63],[0, 4, 40, 37, 49, 38, 50, 39, 44, 54]]
[[5,9,14,21,35,48],[0, 4, 40, 37, 49, 38, 39, 44, 53, 54]]
[[2,2,11,10,22,95],[0, 4, 40, 37, 38, 50, 52, 39, 44, 54]]
[[4,6,16,18,49,108],[0, 4, 40, 37, 38, 39, 44, 51, 53, 54]]
[[2,6,11,26,22,57],[0, 4, 40, 37, 38, 52, 39, 44, 53, 54]]
[[3,5,18,9,18,56],[0, 4, 40, 37, 49, 38, 50, 39, 53, 54]]
[[1,7,7,23,21,79],[0, 4, 40, 37, 49, 38, 52, 39, 51, 54]]
[[3,7,6,15,28,94],[0, 4, 40, 37, 49, 38, 39, 51, 53, 54]]
[[0,6,12,10,35,72],[0, 4, 40, 37, 38, 50, 52, 39, 53, 54]]
[[2,6,5,38,37,51],[0, 4, 40, 37, 38, 52, 39, 51, 53, 54]]
[[1,1,13,29,41,121],[0, 4, 37, 42, 38, 43, 50, 39, 44, 54]]
[[4,6,16,30,24,78],[0, 4, 37, 42, 49, 38, 43, 50, 39, 54]]
[[3,5,6,17,33,86],[0, 4, 37, 42, 38, 43, 50, 39, 51, 54]]
[[3,5,18,17,33,110],[0, 4, 37, 42, 38, 43, 50, 52, 39, 54]]
[[3,3,9,27,33,45],[0, 4, 37, 42, 38, 50, 39, 44, 51, 54]]
[[1,3,1,19,21,69],[0, 4, 37, 42, 38, 50, 52, 39, 44, 54]]
[[3,3,12,11,33,84],[0, 4, 37, 42, 38, 50, 39, 44, 53, 54]]
[[3,5,9,29,33,65],[0, 4, 37, 42, 38, 52, 39, 44, 51, 54]]
[[3,3,6,19,43,36],[0, 4, 37, 42, 38, 39, 44, 51, 53, 54]]
[[1,3,4,31,31,96],[0, 4, 37, 42, 38, 52, 39, 44, 53, 54]]
[[2,4,11,8,37,73],[0, 4, 37, 42, 49, 38, 52, 39, 53, 54]]
[[5,7,8,15,55,52],[0, 4, 37, 42, 38, 50, 39, 51, 53, 54]]
[[1,7,10,19,16,82],[0, 4, 37, 42, 38, 50, 52, 39, 53, 54]]
[[3,7,12,19,23,52],[0, 4, 37, 42, 38, 52, 39, 51, 53, 54]]
[[2,4,11,16,12,133],[0, 4, 37, 49, 38, 43, 50, 39, 44, 54]]
[[4,6,7,26,44,117],[0, 4, 37, 49, 38, 43, 39, 44, 53, 54]]
[[3,3,9,27,33,45],[0, 4, 37, 38, 43, 50, 39, 44, 51, 54]]
[[1,3,1,19,21,69],[0, 4, 37, 38, 43, 50, 52, 39, 44, 54]]
[[3,3,6,19,43,36],[0, 4, 37, 38, 43, 50, 39, 44, 53, 54]]
[[3,5,9,29,33,65],[0, 4, 37, 38, 43, 52, 39, 44, 51, 54]]
[[3,3,12,11,33,84],[0, 4, 37, 38, 43, 39, 44, 51, 53, 54]]
[[1,7,10,23,26,82],[0, 4, 37, 38, 43, 52, 39, 44, 53, 54]]
[[2,8,5,16,32,77],[0, 4, 37, 49, 38, 43, 50, 39, 51, 54]]
[[2,4,2,16,32,52],[0, 4, 37, 49, 38, 43, 52, 39, 51, 54]]
[[2,2,11,10,22,95],[0, 4, 37, 49, 38, 50, 52, 39, 44, 54]]
[[2,8,11,20,32,77],[0, 4, 37, 49, 38, 52, 39, 44, 53, 54]]
[[3,5,6,9,43,38],[0, 4, 37, 38, 50, 39, 44, 51, 53, 54]]
[[1,3,13,15,11,63],[0, 4, 37, 38, 52, 39, 44, 51, 53, 54]]
[[1,5,7,29,21,101],[0, 4, 40, 37, 42, 49, 38, 43, 50, 54]]
[[2,12,11,32,22,81],[0, 4, 40, 37, 42, 38, 43, 50, 51, 54]]
[[2,4,17,16,32,85],[0, 4, 40, 37, 42, 38, 43, 50, 52, 54]]
[[2,8,14,32,27,92],[0, 4, 40, 37, 42, 38, 43, 51, 53, 54]]
[[3,5,9,5,33,89],[0, 4, 40, 37, 42, 49, 38, 50, 44, 54]]
[[3,5,9,9,33,95],[0, 4, 40, 37, 42, 49, 38, 44, 53, 54]]
[[4,6,19,22,39,105],[0, 4, 40, 37, 42, 38, 50, 44, 53, 54]]
[[2,6,11,22,17,111],[0, 4, 40, 37, 42, 38, 52, 44, 51, 54]]
[[4,6,10,18,44,84],[0, 4, 40, 37, 42, 38, 44, 51, 53, 54]]
[[3,9,6,17,53,90],[0, 4, 40, 37, 42, 49, 38, 50, 51, 54]]
[[1,5,4,17,21,74],[0, 4, 40, 37, 42, 49, 38, 50, 52, 54]]
[[3,7,21,23,23,91],[0, 4, 40, 37, 49, 38, 43, 50, 44, 54]]
[[2,6,11,26,22,99],[0, 4, 40, 37, 38, 43, 50, 44, 51, 54]]
[[4,6,13,18,44,123],[0, 4, 40, 37, 38, 43, 50, 52, 44, 54]]
[[2,4,5,32,42,73],[0, 4, 40, 37, 38, 43, 52, 44, 51, 54]]
[[2,4,17,24,27,85],[0, 4, 40, 37, 38, 43, 52, 44, 53, 54]]
[[3,7,12,15,43,88],[0, 4, 40, 37, 49, 38, 43, 50, 51, 54]]
