[ 13, 34, 35, 40, 37, 42, 49, 17, 38, 52, 18, 39, 53, 54 ],1
[ 13, 34, 35, 40, 37, 17, 38, 43, 50, 52, 18, 39, 44, 53 ],1
[ 13, 34, 35, 40, 37, 17, 38, 43, 18, 39, 44, 51, 53, 54 ],2
[ 34, 14, 35, 40, 16, 37, 42, 17, 50, 18, 44, 51, 53, 54 ],2
[ 13, 34, 35, 40, 37, 17, 38, 43, 50, 52, 18, 39, 51, 53 ],1
[ 13, 34, 35, 40, 37, 49, 17, 38, 50, 18, 39, 44, 51, 53 ],1
[ 13, 34, 35, 40, 37, 49, 17, 38, 52, 18, 39, 44, 51, 53 ],1
[ 13, 34, 35, 40, 37, 49, 17, 38, 52, 18, 39, 44, 53, 54 ],1
[ 13, 34, 35, 40, 37, 17, 38, 50, 52, 18, 39, 44, 51, 53 ],1
[ 13, 34, 35, 37, 42, 49, 17, 38, 43, 18, 39, 44, 51, 53 ],1
[ 13, 34, 35, 37, 42, 17, 38, 43, 50, 52, 18, 39, 44, 53 ],2
[ 13, 34, 35, 37, 42, 17, 38, 43, 18, 39, 44, 51, 53, 54 ],1
[ 13, 34, 35, 37, 42, 49, 17, 38, 43, 52, 18, 39, 53, 54 ],1
[ 13, 34, 35, 37, 42, 17, 38, 43, 52, 18, 39, 51, 53, 54 ],1
[ 13, 34, 35, 37, 42, 49, 17, 38, 50, 18, 39, 44, 51, 53 ],2
[ 13, 34, 35, 37, 49, 17, 38, 43, 52, 18, 39, 44, 51, 53 ],4
[ 13, 34, 35, 37, 17, 38, 43, 50, 52, 18, 39, 44, 51, 53 ],1
[ 13, 34, 35, 37, 17, 38, 43, 52, 18, 39, 44, 51, 53, 54 ],1
[ 13, 34, 35, 37, 17, 38, 43, 50, 52, 18, 39, 51, 53, 54 ],1
[ 13, 34, 35, 37, 49, 17, 38, 50, 52, 18, 39, 44, 51, 53 ],1
[ 13, 34, 35, 37, 17, 38, 50, 52, 18, 39, 44, 51, 53, 54 ],1
[ 13, 34, 35, 40, 37, 42, 49, 17, 38, 43, 50, 18, 44, 53 ],1
[ 13, 34, 35, 40, 37, 42, 17, 38, 43, 50, 52, 18, 44, 53 ],1
[ 13, 34, 35, 40, 37, 42, 49, 17, 38, 43, 52, 18, 51, 53 ],1
[ 13, 34, 35, 40, 37, 42, 49, 17, 38, 43, 18, 51, 53, 54 ],1
[ 13, 34, 35, 40, 37, 42, 49, 17, 38, 43, 52, 18, 53, 54 ],1
[ 13, 34, 35, 40, 37, 42, 17, 38, 43, 50, 52, 18, 53, 54 ],1
[ 13, 34, 35, 40, 37, 42, 49, 17, 38, 50, 52, 18, 44, 53 ],1
[ 13, 34, 35, 40, 37, 42, 49, 17, 38, 50, 18, 44, 53, 54 ],2
[ 13, 34, 35, 40, 37, 42, 49, 17, 38, 18, 44, 51, 53, 54 ],1
[ 13, 34, 35, 40, 37, 42, 49, 17, 38, 52, 18, 44, 53, 54 ],1
[ 13, 34, 35, 40, 37, 42, 17, 38, 52, 18, 44, 51, 53, 54 ],1
[ 13, 34, 35, 40, 37, 42, 49, 17, 38, 50, 52, 18, 51, 53 ],1
[ 13, 34, 35, 40, 37, 49, 17, 38, 43, 52, 18, 44, 53, 54 ],2
[ 13, 34, 35, 40, 37, 17, 38, 43, 50, 52, 18, 44, 51, 53 ],1
[ 13, 34, 35, 37, 42, 49, 17, 38, 43, 52, 18, 44, 53, 54 ],1
[ 13, 34, 35, 37, 42, 17, 38, 43, 50, 52, 18, 44, 51, 53 ],1
[ 13, 34, 35, 37, 42, 49, 17, 38, 43, 50, 52, 18, 51, 53 ],1
[ 13, 34, 35, 37, 42, 49, 17, 38, 43, 50, 52, 18, 53, 54 ],1
[ 13, 34, 35, 37, 42, 49, 17, 38, 52, 18, 44, 51, 53, 54 ],1
[ 13, 34, 35, 37, 42, 49, 17, 38, 50, 52, 18, 51, 53, 54 ],1
[ 13, 34, 35, 37, 49, 17, 38, 43, 50, 52, 18, 44, 51, 53 ],1
[ 13, 34, 35, 37, 49, 17, 38, 50, 52, 18, 44, 51, 53, 54 ],1
[ 13, 34, 35, 40, 37, 42, 49, 17, 43, 18, 39, 44, 53, 54 ],1
[ 13, 34, 35, 40, 37, 42, 17, 43, 18, 39, 44, 51, 53, 54 ],1
[ 13, 34, 35, 40, 37, 42, 17, 43, 52, 18, 39, 44, 53, 54 ],1
[ 13, 34, 35, 40, 37, 42, 17, 43, 50, 52, 18, 39, 51, 53 ],1
[ 13, 34, 35, 40, 37, 42, 49, 17, 50, 52, 18, 39, 53, 54 ],1
[ 13, 34, 35, 40, 37, 49, 17, 43, 52, 18, 39, 44, 53, 54 ],1
[ 13, 34, 35, 40, 37, 17, 43, 50, 52, 18, 39, 44, 51, 54 ],1
[ 13, 34, 35, 40, 37, 17, 43, 50, 52, 18, 39, 44, 53, 54 ],1
