[ 10, 14, 35, 40, 16, 38, 50, 53 ],1
[ 10, 14, 35, 40, 16, 38, 53, 54 ],1
[ 10, 14, 35, 16, 42, 38, 44, 53 ],1
[ 10, 14, 35, 16, 42, 38, 51, 53 ],1
[ 10, 14, 35, 16, 38, 43, 51, 53 ],1
[ 10, 14, 35, 16, 49, 38, 44, 53 ],1
[ 10, 14, 35, 16, 38, 44, 53, 54 ],1
[ 10, 14, 35, 16, 49, 38, 50, 53 ],1
[ 10, 14, 35, 16, 38, 50, 53, 54 ],1
[ 10, 14, 35, 16, 38, 52, 53, 54 ],1
[ 10, 14, 35, 40, 16, 52, 39, 44 ],1
[ 10, 14, 35, 16, 42, 49, 39, 53 ],1
[ 10, 14, 35, 16, 42, 39, 53, 54 ],1
[ 10, 14, 35, 16, 43, 52, 39, 53 ],1
[ 10, 14, 35, 16, 43, 39, 53, 54 ],1
[ 10, 14, 35, 16, 49, 50, 39, 53 ],1
[ 10, 14, 35, 16, 49, 39, 51, 53 ],1
[ 10, 14, 35, 16, 52, 39, 53, 54 ],1
[ 10, 14, 35, 40, 16, 42, 44, 53 ],1
[ 10, 14, 35, 40, 16, 50, 44, 53 ],1
[ 10, 14, 35, 40, 16, 44, 53, 54 ],1
[ 10, 14, 35, 40, 16, 52, 53, 54 ],1
[ 10, 14, 35, 16, 42, 52, 44, 53 ],1
[ 10, 14, 35, 16, 42, 49, 51, 53 ],1
[ 10, 14, 35, 16, 42, 52, 51, 53 ],1
[ 13, 37, 42, 49, 17, 38, 43, 50, 52, 18, 39, 44, 51, 53 ],1
[ 10, 14, 35, 16, 42, 51, 53, 54 ],1
[ 10, 14, 35, 16, 43, 44, 51, 53 ],1
[ 10, 14, 35, 16, 49, 43, 51, 53 ],1
[ 10, 14, 35, 16, 43, 50, 51, 53 ],1
[ 13, 34, 35, 40, 37, 42, 49, 17, 52, 18, 39, 51, 53, 54 ],1
[ 10, 14, 35, 16, 44, 51, 53, 54 ],1
[ 10, 14, 35, 16, 49, 51, 53, 54 ],1
[ 10, 14, 35, 16, 52, 51, 53, 54 ],1
[ 10, 14, 40, 16, 37, 38, 39, 53 ],1
[ 10, 14, 16, 37, 38, 39, 53, 54 ],1
[ 10, 14, 40, 16, 37, 49, 38, 53 ],1
[ 10, 14, 16, 37, 42, 38, 44, 53 ],1
[ 10, 14, 16, 37, 42, 38, 53, 54 ],1
[ 10, 14, 16, 37, 49, 38, 44, 53 ],1
[ 10, 14, 16, 37, 38, 52, 44, 53 ],1
[ 10, 14, 16, 37, 38, 52, 53, 54 ],1
[ 10, 14, 40, 16, 37, 50, 39, 53 ],1
[ 10, 14, 40, 16, 37, 52, 39, 53 ],1
[ 10, 14, 16, 37, 43, 39, 51, 53 ],1
[ 10, 14, 16, 37, 50, 39, 44, 53 ],1
[ 10, 14, 16, 37, 39, 44, 51, 53 ],1
[ 10, 14, 16, 37, 39, 44, 53, 54 ],1
[ 10, 14, 16, 37, 49, 50, 39, 53 ],1
[ 10, 14, 16, 37, 49, 39, 53, 54 ],1
[ 10, 14, 16, 37, 52, 39, 53, 54 ],1
[ 10, 14, 40, 16, 37, 49, 51, 53 ],1
