[[1, 7], [2, 4], [3, 5], [6, 7]]
[[4,4,13,28,34,97],[0, 4, 49, 38, 50, 52, 9, 39, 44]]
[[6,8,12,20,31,74],[0, 4, 49, 38, 9, 39, 44, 51, 53]]
[[5,9,11,25,50,63],[0, 4, 38, 52, 9, 39, 44, 51, 53]]
[[3,15,6,23,33,66],[0, 4, 49, 38, 50, 9, 39, 53, 54]]
[[3,15,6,23,33,72],[0, 4, 49, 38, 52, 9, 39, 51, 54]]
[[4,10,16,26,14,100],[0, 4, 40, 42, 38, 43, 9, 51, 53]]
[[4,8,13,28,39,53],[0, 4, 40, 42, 38, 50, 9, 44, 54]]
[[4,6,13,42,19,57],[0, 4, 40, 42, 49, 38, 9, 51, 53]]
[[2,10,2,26,32,58],[0, 4, 40, 42, 49, 38, 52, 9, 53]]
[[3,11,9,35,18,65],[0, 4, 40, 38, 43, 50, 9, 44, 54]]
[[3,7,9,19,13,49],[0, 4, 40, 38, 43, 52, 9, 44, 54]]
[[3,7,9,39,38,61],[0, 4, 40, 49, 38, 43, 52, 9, 53]]
[[4,8,7,32,24,89],[0, 4, 40, 38, 43, 50, 9, 51, 53]]
[[2,4,5,28,32,55],[0, 4, 40, 38, 43, 50, 52, 9, 53]]
[[3,3,15,35,53,51],[0, 4, 40, 49, 38, 50, 9, 44, 54]]
[[3,9,6,25,43,60],[0, 4, 40, 49, 38, 9, 44, 53, 54]]
[[2,8,8,36,52,56],[0, 4, 40, 38, 50, 9, 44, 51, 54]]
[[2,8,2,20,22,80],[0, 4, 40, 38, 50, 52, 9, 44, 54]]
[[2,4,14,28,27,112],[0, 4, 40, 38, 50, 9, 44, 53, 54]]
[[2,6,8,26,27,78],[0, 4, 40, 38, 52, 9, 44, 51, 54]]
[[0,12,6,28,50,54],[0, 4, 40, 38, 52, 9, 44, 53, 54]]
[[4,8,13,16,24,71],[0, 4, 40, 49, 38, 50, 9, 51, 53]]
[[4,8,7,24,39,113],[0, 4, 40, 49, 38, 52, 9, 51, 53]]
[[4,10,22,18,19,88],[0, 4, 42, 49, 38, 43, 9, 44, 53]]
[[3,9,12,37,38,54],[0, 4, 42, 38, 43, 50, 52, 9, 44]]
[[5,7,20,27,30,40],[0, 4, 42, 38, 43, 50, 9, 44, 53]]
[[3,9,9,25,53,87],[0, 4, 42, 38, 43, 9, 44, 51, 53]]
[[3,13,6,37,33,34],[0, 4, 42, 49, 38, 43, 9, 53, 54]]
[[2,10,2,34,37,34],[0, 4, 42, 38, 43, 50, 52, 9, 54]]
[[2,8,2,28,22,44],[0, 4, 42, 38, 43, 52, 9, 51, 54]]
[[2,8,2,20,27,92],[0, 4, 42, 38, 43, 9, 51, 53, 54]]
[[2,12,5,28,37,75],[0, 4, 42, 38, 43, 52, 9, 53, 54]]
[[1,9,10,25,26,84],[0, 4, 42, 49, 38, 50, 52, 9, 44]]
[[3,5,18,21,43,110],[0, 4, 42, 49, 38, 52, 9, 44, 51]]
[[2,10,14,34,17,88],[0, 4, 42, 38, 50, 9, 44, 51, 53]]
[[2,6,5,26,22,63],[0, 4, 42, 38, 52, 9, 44, 51, 53]]
[[4,10,19,26,14,91],[0, 4, 42, 49, 38, 50, 9, 51, 54]]
[[3,5,15,17,33,113],[0, 4, 42, 38, 50, 52, 9, 51, 54]]
[[4,8,16,28,34,104],[0, 4, 49, 38, 43, 50, 9, 44, 53]]
[[2,14,8,38,42,32],[0, 4, 49, 38, 43, 9, 44, 51, 53]]
[[3,7,15,31,28,109],[0, 4, 38, 43, 50, 52, 9, 44, 51]]
[[3,3,12,23,33,96],[0, 4, 38, 43, 50, 52, 9, 44, 53]]
[[3,7,6,27,33,118],[0, 4, 38, 43, 52, 9, 44, 51, 53]]
[[3,13,9,33,33,49],[0, 4, 49, 38, 43, 50, 9, 51, 54]]
[[3,11,6,31,43,104],[0, 4, 49, 38, 43, 52, 9, 51, 54]]
[[3,13,9,21,48,91],[0, 4, 49, 38, 43, 52, 9, 53, 54]]
[[4,12,13,24,44,45],[0, 4, 38, 43, 50, 9, 51, 53, 54]]
[[2,12,11,32,22,63],[0, 4, 38, 43, 50, 52, 9, 53, 54]]
[[2,6,14,26,37,84],[0, 4, 38, 43, 52, 9, 51, 53, 54]]
[[3,11,15,31,18,83],[0, 4, 49, 38, 50, 9, 44, 51, 53]]
[[3,7,15,23,23,121],[0, 4, 49, 38, 52, 9, 44, 51, 53]]
[[4,4,16,24,39,46],[0, 4, 38, 50, 52, 9, 44, 51, 53]]
[[2,8,2,28,27,74],[0, 4, 49, 38, 50, 52, 9, 51, 54]]
[[5,15,5,31,30,57],[0, 4, 40, 42, 49, 43, 9, 39, 53]]
[[4,8,13,16,24,71],[0, 4, 40, 42, 43, 50, 9, 39, 53]]
[[4,8,7,24,39,113],[0, 4, 40, 42, 43, 52, 9, 39, 53]]
[[4,12,7,32,24,75],[0, 4, 40, 42, 9, 39, 44, 53, 54]]
[[4,8,7,32,24,89],[0, 4, 40, 42, 49, 50, 9, 39, 53]]
[[2,12,2,28,47,84],[0, 4, 40, 42, 49, 9, 39, 51, 53]]
[[3,7,9,39,38,61],[0, 4, 40, 42, 52, 9, 39, 51, 53]]
[[3,7,9,35,28,55],[0, 4, 40, 49, 43, 9, 39, 51, 53]]
[[2,10,2,26,32,58],[0, 4, 40, 43, 52, 9, 39, 51, 53]]
[[1,5,16,29,11,80],[0, 4, 40, 49, 50, 9, 39, 44, 54]]
[[3,3,6,35,23,48],[0, 4, 40, 49, 9, 39, 44, 53, 54]]
[[2,4,5,32,37,49],[0, 4, 40, 50, 52, 9, 39, 44, 54]]
[[2,12,2,24,47,84],[0, 4, 40, 9, 39, 44, 51, 53, 54]]
[[4,8,4,36,29,80],[0, 4, 40, 49, 50, 52, 9, 39, 53]]
[[4,8,16,28,39,86],[0, 4, 42, 49, 43, 52, 9, 39, 44]]
[[4,10,16,26,34,70],[0, 4, 42, 49, 43, 9, 39, 44, 53]]
[[3,11,15,31,18,83],[0, 4, 42, 43, 50, 9, 39, 44, 53]]
[[5,11,17,15,25,89],[0, 4, 42, 43, 9, 39, 44, 51, 53]]
[[3,7,15,23,23,121],[0, 4, 42, 43, 52, 9, 39, 44, 53]]
[[3,5,18,21,43,110],[0, 4, 42, 49, 43, 50, 9, 39, 54]]
[[2,8,2,28,27,74],[0, 4, 42, 43, 50, 52, 9, 39, 54]]
[[3,7,15,31,28,109],[0, 4, 42, 49, 50, 52, 9, 39, 44]]
[[3,7,6,27,33,118],[0, 4, 42, 49, 52, 9, 39, 44, 53]]
[[4,8,16,28,34,104],[0, 4, 42, 50, 9, 39, 44, 51, 53]]
[[4,12,13,24,44,45],[0, 4, 42, 49, 50, 9, 39, 53, 54]]
[[4,6,7,26,34,105],[0, 4, 42, 49, 9, 39, 51, 53, 54]]
[[2,6,14,26,37,84],[0, 4, 42, 49, 52, 9, 39, 53, 54]]
[[1,13,7,25,31,67],[0, 4, 42, 50, 52, 9, 39, 53, 54]]
[[3,13,9,21,48,91],[0, 4, 42, 52, 9, 39, 51, 53, 54]]
[[2,10,14,34,17,88],[0, 4, 49, 43, 50, 9, 39, 44, 53]]
[[2,6,5,38,37,39],[0, 4, 49, 43, 52, 9, 39, 44, 51]]
[[4,10,13,18,24,91],[0, 4, 49, 43, 9, 39, 44, 51, 53]]
[[2,6,5,26,22,63],[0, 4, 49, 43, 52, 9, 39, 44, 53]]
[[1,9,10,25,26,84],[0, 4, 43, 50, 52, 9, 39, 44, 51]]
[[3,11,12,39,38,50],[0, 4, 43, 50, 52, 9, 39, 44, 53]]
[[3,9,9,21,53,69],[0, 4, 49, 43, 50, 9, 39, 51, 54]]
[[3,5,15,17,33,113],[0, 4, 49, 43, 50, 52, 9, 39, 54]]
[[3,5,9,25,33,59],[0, 4, 49, 43, 52, 9, 39, 51, 54]]
[[3,9,12,37,38,54],[0, 4, 49, 50, 52, 9, 39, 44, 51]]
[[5,7,20,27,30,40],[0, 4, 49, 50, 9, 39, 44, 51, 53]]
[[3,7,9,23,18,61],[0, 4, 49, 50, 52, 9, 39, 44, 53]]
[[4,10,13,34,29,79],[0, 4, 50, 52, 9, 39, 44, 51, 53]]
[[2,10,2,34,37,34],[0, 4, 49, 50, 52, 9, 39, 51, 54]]
[[2,12,5,28,37,75],[0, 4, 49, 52, 9, 39, 51, 53, 54]]
[[4,4,10,20,29,40],[0, 4, 40, 42, 43, 50, 9, 44, 54]]
[[4,10,7,26,24,67],[0, 4, 40, 42, 43, 9, 44, 53, 54]]
[[5,7,14,19,50,88],[0, 4, 40, 42, 43, 50, 9, 51, 53]]
[[4,10,4,30,54,88],[0, 4, 40, 42, 49, 9, 44, 53, 54]]
[[3,7,3,27,23,79],[0, 4, 40, 42, 50, 9, 44, 51, 54]]
[[3,7,9,19,28,127],[0, 4, 40, 42, 52, 9, 44, 53, 54]]
