[[1, 7], [2, 4], [3, 5], [6, 7]]
[[3,9,6,13,38,90],[0, 4, 7, 37, 42, 49, 53]]
[[4,10,19,30,19,73],[0, 4, 7, 37, 42, 51, 53]]
[[4,8,10,28,44,68],[0, 4, 7, 37, 42, 52, 53]]
[[4,12,10,28,29,72],[0, 4, 7, 37, 49, 43, 53]]
[[5,9,11,25,55,63],[0, 4, 7, 37, 43, 51, 53]]
[[3,7,21,15,28,73],[0, 4, 7, 37, 43, 52, 53]]
[[3,5,12,29,23,62],[0, 4, 7, 37, 52, 44, 54]]
[[3,5,18,21,28,80],[0, 4, 7, 37, 44, 53, 54]]
[[3,9,9,21,43,99],[0, 4, 7, 37, 49, 50, 53]]
[[3,11,9,23,48,89],[0, 4, 7, 37, 49, 52, 53]]
[[2,4,8,28,22,70],[0, 4, 7, 37, 50, 52, 53]]
[[6,12,15,16,36,57],[0, 4, 7, 42, 38, 39, 53]]
[[5,5,8,29,25,98],[0, 4, 7, 38, 43, 39, 53]]
[[5,13,8,29,30,76],[0, 4, 7, 49, 38, 39, 53]]
[[4,10,16,14,24,88],[0, 4, 7, 38, 52, 39, 53]]
[[4,8,7,24,34,83],[0, 4, 40, 7, 38, 44, 53]]
[[2,6,5,30,32,75],[0, 4, 7, 42, 38, 43, 53]]
[[3,9,12,25,18,120],[0, 4, 7, 42, 38, 50, 53]]
[[5,13,14,21,25,64],[0, 4, 7, 42, 38, 51, 53]]
[[3,7,15,19,43,115],[0, 4, 7, 42, 38, 52, 53]]
[[3,7,6,19,38,124],[0, 4, 7, 49, 38, 43, 53]]
[[4,6,7,22,54,87],[0, 4, 7, 38, 43, 51, 53]]
[[4,8,13,28,24,71],[0, 4, 7, 38, 43, 52, 53]]
[[4,12,7,32,29,69],[0, 4, 7, 38, 44, 53, 54]]
[[2,10,5,18,37,103],[0, 4, 7, 49, 38, 50, 53]]
[[2,8,14,36,37,86],[0, 4, 7, 49, 38, 52, 53]]
[[3,7,6,23,33,58],[0, 4, 7, 38, 50, 52, 53]]
[[3,9,3,29,33,57],[0, 4, 7, 38, 52, 51, 53]]
[[3,11,15,27,18,77],[0, 4, 40, 7, 50, 39, 54]]
[[3,13,6,25,23,70],[0, 4, 40, 7, 52, 39, 54]]
[[4,6,7,22,54,87],[0, 4, 7, 42, 49, 39, 53]]
[[5,5,11,29,50,89],[0, 4, 7, 42, 50, 39, 53]]
[[3,7,6,19,38,124],[0, 4, 7, 42, 39, 51, 53]]
[[5,13,14,21,25,64],[0, 4, 7, 49, 43, 39, 53]]
[[4,4,13,24,34,97],[0, 4, 7, 43, 50, 39, 53]]
[[4,4,13,24,29,37],[0, 4, 7, 43, 52, 39, 53]]
[[2,4,11,20,27,115],[0, 4, 7, 50, 39, 44, 54]]
[[4,10,10,26,54,76],[0, 4, 7, 39, 44, 53, 54]]
[[4,8,19,28,24,83],[0, 4, 7, 49, 50, 39, 53]]
[[2,6,5,30,32,75],[0, 4, 7, 49, 39, 51, 53]]
[[3,5,9,37,28,53],[0, 4, 7, 50, 39, 51, 53]]
[[3,3,6,27,38,60],[0, 4, 7, 50, 52, 39, 53]]
[[3,11,6,39,33,56],[0, 4, 7, 52, 39, 51, 53]]
[[2,14,14,34,32,56],[0, 4, 40, 7, 42, 50, 54]]
[[6,12,12,28,21,60],[0, 4, 40, 7, 43, 44, 53]]
[[3,13,18,25,33,46],[0, 4, 40, 7, 43, 52, 54]]
[[2,10,11,34,22,85],[0, 4, 40, 7, 49, 52, 44]]
[[5,11,17,23,20,77],[0, 4, 40, 7, 50, 44, 53]]
[[3,13,18,21,33,64],[0, 4, 40, 7, 44, 51, 53]]
[[4,14,10,26,29,68],[0, 4, 40, 7, 50, 51, 54]]
[[3,15,9,27,23,69],[0, 4, 7, 42, 43, 50, 53]]
[[5,13,8,29,30,76],[0, 4, 7, 42, 43, 51, 53]]
[[5,5,8,29,25,98],[0, 4, 7, 42, 49, 51, 53]]
[[6,12,12,28,26,42],[0, 4, 7, 42, 50, 51, 53]]
[[6,12,15,16,36,57],[0, 4, 7, 49, 43, 51, 53]]
[[5,11,8,27,40,80],[0, 4, 7, 43, 50, 51, 53]]
[[5,5,5,17,35,59],[0, 4, 7, 43, 52, 51, 53]]
[[4,8,13,16,44,101],[0, 4, 7, 49, 50, 44, 54]]
[[4,6,10,22,49,102],[0, 4, 7, 49, 52, 44, 54]]
[[5,9,11,21,40,75],[0, 4, 7, 44, 51, 53, 54]]
[[5,11,11,11,25,119],[0, 4, 7, 49, 50, 51, 53]]
[[4,8,7,20,49,53],[0, 4, 7, 50, 52, 51, 53]]
