[[1, 7], [2, 4], [3, 5], [6, 7]]
[[3,9,12,41,33,66],[0, 4, 34, 5, 37, 42, 49, 8, 38, 43, 9, 44, 51, 53, 54]]
[[1,7,7,35,56,85],[0, 4, 34, 5, 37, 42, 49, 8, 38, 43, 52, 9, 44, 53, 54]]
[[2,8,8,36,32,56],[0, 4, 34, 5, 37, 42, 8, 38, 43, 50, 52, 9, 44, 51, 54]]
[[0,12,15,36,35,63],[0, 4, 34, 5, 37, 42, 8, 38, 43, 50, 52, 9, 44, 53, 54]]
[[2,10,2,22,22,34],[0, 4, 34, 5, 37, 42, 8, 38, 43, 52, 9, 44, 51, 53, 54]]
[[4,12,13,28,29,93],[0, 4, 34, 5, 37, 42, 49, 8, 38, 43, 50, 52, 9, 51, 53]]
[[4,8,10,40,19,68],[0, 4, 34, 5, 37, 42, 49, 8, 38, 50, 9, 44, 51, 53, 54]]
[[2,6,14,26,22,114],[0, 4, 34, 5, 37, 42, 49, 8, 38, 50, 52, 9, 44, 53, 54]]
[[2,12,11,32,22,63],[0, 4, 34, 5, 37, 42, 49, 8, 38, 52, 9, 44, 51, 53, 54]]
[[3,9,9,33,38,57],[0, 4, 34, 5, 37, 42, 8, 38, 50, 52, 9, 44, 51, 53, 54]]
[[3,3,9,23,43,51],[0, 4, 34, 5, 37, 49, 8, 38, 43, 50, 52, 9, 44, 51, 54]]
[[1,9,4,25,41,90],[0, 4, 34, 5, 37, 49, 8, 38, 43, 50, 52, 9, 44, 53, 54]]
[[3,11,12,31,43,56],[0, 4, 34, 5, 37, 49, 8, 38, 43, 52, 9, 44, 51, 53, 54]]
[[2,4,20,24,22,124],[0, 4, 34, 5, 37, 8, 38, 43, 50, 52, 9, 44, 51, 53, 54]]
[[2,10,2,22,17,34],[0, 4, 34, 5, 37, 49, 8, 38, 50, 52, 9, 44, 51, 53, 54]]
[[3,9,15,29,33,93],[0, 4, 34, 5, 40, 37, 42, 49, 8, 43, 50, 52, 9, 39, 44]]
[[5,9,8,29,45,60],[0, 4, 34, 5, 40, 37, 42, 49, 8, 43, 9, 39, 44, 51, 53]]
[[4,12,16,36,24,24],[0, 4, 34, 5, 40, 37, 42, 8, 43, 50, 9, 39, 44, 51, 53]]
[[4,8,7,32,39,113],[0, 4, 34, 5, 40, 37, 42, 8, 43, 52, 9, 39, 44, 51, 53]]
[[2,2,8,38,42,98],[0, 4, 34, 5, 40, 37, 42, 49, 8, 43, 50, 52, 9, 39, 54]]
[[2,6,5,34,37,57],[0, 4, 34, 5, 40, 37, 42, 49, 8, 43, 52, 9, 39, 51, 54]]
[[0,10,12,38,35,64],[0, 4, 34, 5, 40, 37, 42, 49, 8, 43, 52, 9, 39, 53, 54]]
[[3,5,9,25,23,101],[0, 4, 34, 5, 40, 37, 42, 8, 43, 50, 9, 39, 51, 53, 54]]
[[1,7,10,19,41,88],[0, 4, 34, 5, 40, 37, 42, 8, 43, 50, 52, 9, 39, 53, 54]]
[[4,6,13,26,34,51],[0, 4, 34, 5, 40, 37, 42, 49, 8, 50, 9, 39, 44, 51, 53]]
[[2,8,11,36,22,77],[0, 4, 34, 5, 40, 37, 42, 49, 8, 50, 52, 9, 39, 44, 53]]
