[[1, 7], [2, 4], [3, 5], [6, 7]]
[[5,13,14,25,25,58],[0, 5, 35, 40, 42, 8, 38, 43, 50, 44, 51, 54]]
[[3,11,12,31,38,74],[0, 5, 35, 40, 42, 8, 38, 43, 52, 44, 53, 54]]
[[3,11,6,43,33,44],[0, 5, 35, 40, 42, 49, 8, 38, 43, 50, 51, 53]]
[[3,11,12,19,18,98],[0, 5, 35, 40, 42, 49, 8, 38, 43, 52, 51, 53]]
[[4,8,16,28,44,74],[0, 5, 35, 40, 42, 8, 38, 43, 50, 52, 51, 53]]
[[3,7,15,31,33,67],[0, 5, 35, 40, 42, 49, 8, 38, 50, 52, 44, 54]]
[[3,5,6,25,23,26],[0, 5, 35, 40, 42, 49, 8, 38, 52, 44, 51, 54]]
[[3,5,6,21,28,44],[0, 5, 35, 40, 42, 49, 8, 38, 44, 51, 53, 54]]
[[3,5,18,13,28,92],[0, 5, 35, 40, 42, 49, 8, 38, 52, 44, 53, 54]]
[[4,8,7,28,49,83],[0, 5, 35, 40, 42, 8, 38, 50, 44, 51, 53, 54]]
[[2,10,8,30,42,64],[0, 5, 35, 40, 42, 8, 38, 52, 44, 51, 53, 54]]
[[4,6,10,30,34,72],[0, 5, 35, 40, 42, 49, 8, 38, 50, 52, 51, 53]]
[[4,8,16,32,44,44],[0, 5, 35, 40, 49, 8, 38, 43, 50, 44, 51, 54]]
[[4,8,10,20,29,104],[0, 5, 35, 40, 49, 8, 38, 43, 50, 44, 53, 54]]
[[4,12,13,24,19,105],[0, 5, 35, 40, 49, 8, 38, 43, 44, 51, 53, 54]]
[[3,11,15,31,33,71],[0, 5, 35, 40, 8, 38, 43, 50, 52, 44, 51, 54]]
[[3,7,6,47,33,64],[0, 5, 35, 40, 8, 38, 43, 50, 44, 51, 53, 54]]
[[3,7,9,31,18,49],[0, 5, 35, 40, 8, 38, 43, 50, 52, 44, 53, 54]]
[[1,9,13,37,16,75],[0, 5, 35, 40, 8, 38, 43, 52, 44, 51, 53, 54]]
[[3,9,12,17,58,90],[0, 5, 35, 40, 49, 8, 38, 50, 52, 44, 53, 54]]
[[2,12,11,24,42,81],[0, 5, 35, 42, 49, 8, 38, 43, 50, 52, 44, 51]]
[[5,7,14,23,30,82],[0, 5, 35, 42, 49, 8, 38, 43, 50, 51, 53, 54]]
